placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Root+Branch+%27N%27+All/data=!4m7!3m6!1s0x863f7d7ecc5ee4d7:0xe0d9a3c087c41e0f!8m2!3d29.403857!4d-94.936709!16s%2Fg%2F1tkjlk_6!19sChIJ1-RezH59P4YRDx7Eh8Cj2eA,Root Branch 'N' All,5.0,80,Tree service,,,http://rootbranchnall.com/,+1 281-337-4783,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzOKu2VK4DZH0KIR5cty4bKc1Lc06n4JSuj-FJOygIK0HAZm9j6W3-y0BKhuFbAuKwha2hHTggj1y8dP2PK5xKniDVHxjJACxOk6PYrs70uz36NlP9eYh_fK39td-UqQjfuVPm=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3:30 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:27:38.843Z,,,
https://www.google.com/maps/place/Greg+West+Tree+Service/data=!4m7!3m6!1s0x863f9f3ca39c8907:0xa63dd889b9854cd7!8m2!3d29.2886293!4d-94.7927984!16s%2Fg%2F11vm3_q828!19sChIJB4mcozyfP4YR10yFuYnYPaY,Greg West Tree Service,3.5,13,Tree service,"2624 Ave Q 1/2, Galveston, TX 77550, United States","76Q4+FV Galveston, Texas, USA",,+1 409-682-8733,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiIyT0ryFaDGbSvSJx8ZUV0khtQkoo1w3nyyuyFUpqmFATI70xB-lyA-OPw_MyI2RD4SCNF2-spiMN9325igiNKKO9YcAW2QkL88WBlS3Y6BbfV3X2ZPvSJB3bcnMQBHea5uX0=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–1 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:27:44.745Z,,,
https://www.google.com/maps/place/Obregon%27s+Lawn+%26+Tree+Services/data=!4m7!3m6!1s0x863f9c2c434af88b:0x142c6ef298c990b!8m2!3d29.2812119!4d-94.8172811!16s%2Fg%2F1wl4qzx3!19sChIJi_hKQyycP4YRC5mMKe_GQgE,Obregon's Lawn & Tree Services,5.0,5,Landscaper,"4814 Avenue R, Galveston, TX 77551, United States","75JM+F3 Galveston, Texas, USA",,+1 409-740-4237,Closed · Opens 7:30 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDhKq4O49z2Xgd_PK68ltTNhTFpmzX3_TbW83th2PXn7minO7hjj8A399COdhaKnjijBjxASiihdG0OCysDti_gjmFEi1ZX74JlQtQjzt94JZztPbiun9YLpF4QyHCNzCJ9luq=w408-h725-k-no,false,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,Closed,7:30 am–7 pm,7:30 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:27:49.959Z,,,
https://www.google.com/maps/place/Mr+Green+Landscaping/data=!4m7!3m6!1s0x28eea0e78f9f8f61:0x48f55d81f0eb2179!8m2!3d29.3505134!4d-95.035384!16s%2Fg%2F11vwlxx0bb!19sChIJYY-fj-eg7igReSHr8IFd9Ug,Mr Green Landscaping,5.0,16,Landscaper,,,,+1 409-500-3111,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJQjZ6U-sVtatlyTzMShuRN_ZEkCXLpAqb9_OhszHyakLOtPmfT4IzswC24xoCZsBNmZhFrjkLvDBaVuDchv65k1zQHspivKurwaQcNt820skrPm20yhrlCOoXbeAIbEW_yGD4=w408-h306-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,7 am–9 pm,8 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:27:54.701Z,,,
https://www.google.com/maps/place/Glacier+Tree+Specialist./data=!4m7!3m6!1s0x863f9f002b12aea3:0x350e0d6586811fc1!8m2!3d29.30207!4d-94.7947682!16s%2Fg%2F11x718k53y!19sChIJo64SKwCfP4YRwR-BhmUNDjU,Glacier Tree Specialist.,,,Tree service,"2415 Winnie St, Galveston, TX 77550, United States","8624+R3 Galveston, Texas, USA",,+1 409-309-0219,"Closed · Opens 7 am

Updated by others 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qACci2g3yPbJeOfvcO7gOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.22981&pitch=0&thumbfov=100,false,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:27:59.425Z,,,
https://www.google.com/maps/place/Tree+Worxx+%E2%80%94+Galveston+Tree+Service/data=!4m7!3m6!1s0x863f9c48919f94a5:0x24a53504d9435739!8m2!3d29.1315909!4d-95.0718399!16s%2Fg%2F11c1vkk5kv!19sChIJpZSfkUicP4YROVdD2QQ1pSQ,Tree Worxx — Galveston Tree Service,4.8,91,Tree service,"10 Tradewinds Dr, Galveston, TX 77554, United States","4WJH+J7 Galveston, Texas, USA",http://www.treeworxx.com/,+1 409-370-2421,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNu6jW5BgbpkmAtVeocPzID2Nr3YZbx4RlrReFT_BqaJeo3KN0C_GYmQTSLG3TqKqv5Ku7_4OrrDke95einLlEvWP0I6GiuZZ4XeBf57DG8uK8S0jzUW54J7MAY6TEuORLIY6yRw=w426-h240-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,9 am–1 pm,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:28:04.218Z,,,
https://www.google.com/maps/place/Hummingbird+Landscapes/data=!4m7!3m6!1s0x602b7a7e0cc8607b:0x5b55e6a4bde558ec!8m2!3d29.2780282!4d-94.8153814!16s%2Fg%2F11smyff_3p!19sChIJe2DIDH56K2AR7FjlvaTmVVs,Hummingbird Landscapes,5.0,54,Landscape designer,"4723 Woodrow Ave, Galveston, TX 77551, United States","75HM+6R Galveston, Texas, USA",http://hbirdlandscapes.com/,+1 409-996-9104,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE46gF2aQj8R8RVLW9uhMEfMETkj-UMPUH5-JmtuOgsn8W10GIrbmOT9yW3gMmMjBHQTJlKEdTFV4Srra3_e1KoLxt7nrNj1L976tWZ-Eiq8S64cuUh9NQBdHbN3eZMynxzy4k=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:28:09.135Z,,,
https://www.google.com/maps/place/Flamingo+Gardens/data=!4m7!3m6!1s0x863f9de2be418375:0xb7b38e9070e33112!8m2!3d29.289496!4d-94.8380601!16s%2Fg%2F11f5_hpmwn!19sChIJdYNBvuKdP4YREjHjcJCOs7c,Flamingo Gardens,4.4,27,Garden center,"814 61st St, Galveston, TX 77551, United States","75Q6+QQ Galveston, Texas, USA",http://flamingogardenstexas.com/,+1 409-632-7329,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmALni9kbcRQMNF8YiDfHpUPuULnRHGQ3AQ3MgBIzhlWA4tsEVZunca6C9i-HlcgMb9e4VLl7ZIG6fPb-UfvAgZkK90gZ2Oc3WYyYJ--WRZhO92_8NBg5_Mj1DfyH5iB9BvT0A=w408-h544-k-no,false,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–3 pm,Closed,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:28:14.104Z,· Delivery,,
https://www.google.com/maps/place/Galveston+Tree+Trimming/data=!4m7!3m6!1s0xacc03a9d20b311b9:0xa2a4a72d1f4c4e5d!8m2!3d29.2202445!4d-94.9643114!16s%2Fg%2F11y8st1l3n!19sChIJuRGzIJ06wKwRXU5MHy2npKI,Galveston Tree Trimming,5.0,11,Tree service,,,https://galvestontreetrimming.com/,+1 713-822-4267,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3eWL--GN6yybQg6mkyG8X28f852s3kRnJuQPJeIIBh40KMrjvIExcITvzQ54tpMgqD_GGZzHK9idOTxpf94KiGjuEEKlZF8moCbZz7kL7fY_XL1n7lLw238EF40M31juY0s4=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T05:28:18.770Z,,,
https://www.google.com/maps/place/Parrot+Lawn+and+Tree+Service/data=!4m7!3m6!1s0x863f79e233cb8317:0xc0f223cf3a3ae207!8m2!3d29.4046508!4d-94.8959491!16s%2Fg%2F11gbxg7swq!19sChIJF4PLM-J5P4YRB-I6Os8j8sA,Parrot Lawn and Tree Service,4.2,10,Lawn care service,"125 20th Ave N, Texas City, TX 77590, United States","C433+VJ Texas City, Texas, USA",,+1 409-768-3340,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKKVRGpEsujxdgYwuyqU0STfIxCG1hgEhsDdZRJ5qGBthjYGjbQoAh3e3HqWZXNcCN2-2db0TpuF-2zymGh7kzpR7LcOMdOa1wCii9Jo7ydDofMUA8IFrKPsdatZVxrUvBBJZjmA=w408-h306-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,7 am–5 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2026-04-29T05:28:39.205Z,,,
