placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error
"https://www.google.com/maps/place/Sycamore+Pain+%26+Wellness,+a+service+of+Horizon+Health/data=!4m7!3m6!1s0x886d71fc103b12a3:0xe4bf1f407f52b830!8m2!3d39.4488863!4d-87.3312128!16s%2Fg%2F11rk8lh8xm!19sChIJoxI7EPxxbYgRMLhSf0Afv-Q","Sycamore Pain & Wellness, a service of Horizon Health",4.9,968,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+HG Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/sycamore-pain-wellness/?utm_source=GMBSocialClimb&utm_medium=SycamorePain%26Wellness%2CaserviceofHorizonHealth,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMegu7otSj3GK1dc-70lLSxrGG81Wn7UVm-721W=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:14.031Z,
"https://www.google.com/maps/place/Thomas+Pendergast,+MD/data=!4m7!3m6!1s0x886d6516c9e87227:0x8c6568f7ff542a6c!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F1vntkmxk!19sChIJJ3LoyRZlbYgRbCpU__doZYw","Thomas Pendergast, MD",4.9,246,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA","https://www.myhorizonhealth.org/find-a-doctor/thomas-pendergast-md/?utm_source=GMBSocialClimb&utm_medium=ThomasPendergast,MD",+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOe86jPgfaFlAYZ1GQDLCHHbI3PTsuBc9HsraQ7=w408-h507-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:19.522Z,
"https://www.google.com/maps/place/Daxton+Duncan,+APRN,+FNP/data=!4m7!3m6!1s0x886d7130d4188c7b:0xe129022079a4ea25!8m2!3d39.4492978!4d-87.3320057!16s%2Fg%2F11rpdbxrss!19sChIJe4wY1DBxbYgRJeqkeSACKeE","Daxton Duncan, APRN, FNP",4.9,207,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+P5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/daxton-duncan-aprn-fnp/?utm_source=GMBSocialClimb&utm_medium=DaxtonDuncan%2CAPRN%2CFNP,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMLQxRGHwkrfo93Gxuf_P5ZZ3FOq9vqd7u-jI89=w408-h513-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:24.857Z,
https://www.google.com/maps/place/Wellspring+Pain+Solutions+-+Terre+Haute/data=!4m7!3m6!1s0x886d7b19cfd33dc1:0xc8f423325e7b6070!8m2!3d39.421042!4d-87.4125058!16s%2Fg%2F11ry8kzvn8!19sChIJwT3Tzxl7bYgRcGB7XjIj9Mg,Wellspring Pain Solutions - Terre Haute,4.7,29,Pain control clinic,"3740 S 4th St, Terre Haute, IN 47802, United States","CHCP+CX Terre Haute, Indiana, USA",https://wellspringpainsolutions.com/wellspring-pain-solutions-terre-haute-in/,+1 812-238-3030,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WIMlu3DJ3ZCWYIbFfA-2PA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.12775&pitch=0&thumbfov=100,true,8 am–4 pm,Closed,Closed,Closed,Closed,8 am–4 pm,Closed,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:29.682Z,
https://www.google.com/maps/place/Union+Medical+Group+Pain+Clinic/data=!4m7!3m6!1s0x886d65b018ebd2d7:0x152baf793e303663!8m2!3d39.4841032!4d-87.4085882!16s%2Fg%2F11j0d949s3!19sChIJ19LrGLBlbYgRYzYwPnmvKxU,Union Medical Group Pain Clinic,5.0,4,Pain management physician,"1513 N 6th 1/2 St, Terre Haute, IN 47804, United States","FHMR+JH Terre Haute, Indiana, USA",http://myunionhealth.org/,+1 812-231-4797,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM7mt0meWIpyw1GTJRK0cQ_g5d0fNYlYKGAiEVS=w408-h273-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:34.580Z,
"https://www.google.com/maps/place/Robin+Smiddy,+APRN,+FNP/data=!4m7!3m6!1s0x886d715d476e274b:0x96be06d985b9ead7!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F11sl61q067!19sChIJSyduR11xbYgR1-q5hdkGvpY","Robin Smiddy, APRN, FNP",4.8,156,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/robin-smiddy-aprn-fnp/?utm_source=GMBSocialClimb&utm_medium=RobinSmiddy%2CAPRN%2CFNP,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMckUEskmFjbi1z70IV7Jxx-Wy4TSyeXqlNDBqi=w408-h517-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:39.475Z,
https://www.google.com/maps/place/Dr.+Irving+Haber/data=!4m7!3m6!1s0x886d65e01746959f:0xc544123fd878c131!8m2!3d39.4875872!4d-87.4145494!16s%2Fg%2F11fj5ng3c2!19sChIJn5VGF-BlbYgRMcF42D8SRMU,Dr. Irving Haber,4.0,44,Pain management physician,"1818 N 3rd St, Terre Haute, IN 47804, United States","FHQP+25 Terre Haute, Indiana, USA",https://rymap.org/business/dr-irving-haber-cqnbk9,+1 812-478-9494,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v5e_w5TWeKp445CDL-Ds9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.37471&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:44.218Z,
"https://www.google.com/maps/place/Kacy+Jo+Rogers,+APRN,+FNP,+CNPM/data=!4m7!3m6!1s0x886d711e288de0f9:0xc84e5dfc293f03ad!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F11pyc14tb0!19sChIJ-eCNKB5xbYgRrQM_KfxdTsg","Kacy Jo Rogers, APRN, FNP, CNPM",5.0,12,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/kacy-jo-rogers-aprn-fnp-cnpm/?utm_source=GMBSocialClimb&utm_medium=KacyJoRogers%2CAPRN%2CFNP%2CCNPM,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMGMHBqxT3WPM0iZ86de7RMfT28t1T7_DVD3ch-=w408-h510-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:49.169Z,
"https://www.google.com/maps/place/Jessica+Walker,+APRN,+FNP/data=!4m7!3m6!1s0x886d71859b12a7ad:0xaab1f0bd05814eff!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F11l5_crq46!19sChIJracSm4VxbYgR_06BBb3wsao","Jessica Walker, APRN, FNP",4.9,80,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/jessica-walker-aprn-fnp/?utm_source=GMBSocialClimb&utm_medium=JessicaWalker%2CAPRN%2CFNP,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMsyL2vtVGeLEjk2CkMUtKvnaCoQkCLqKNvSnhw=w408-h508-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:54.042Z,
"https://www.google.com/maps/place/Chantelle+Allen,+APRN,+FNP/data=!4m7!3m6!1s0x886d71769667fbab:0xa3db41ffbaa4d1f3!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F11rlm616qz!19sChIJq_tnlnZxbYgR89Gkuv9B26M","Chantelle Allen, APRN, FNP",4.8,100,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/chantelle-allen-aprn-fnp/?utm_source=GMBSocialClimb&utm_medium=ChantelleAllen%2CAPRN%2CFNP,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPvujafGicOZI1pLTKnmyT7SZpY_8lPbIQd_-Zv=w408-h525-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:32:58.820Z,
