placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,isBlackOwned
https://www.google.com/maps/place/Summa+Health+Center+for+Pain+Medicine+-+Akron/data=!4m7!3m6!1s0x8830d717bf75ef6f:0x70db807168d3dd61!8m2!3d41.0685265!4d-81.5684968!16s%2Fg%2F11fj2px_xd!19sChIJb-91vxfXMIgRYd3TaHGA23A,Summa Health Center for Pain Medicine - Akron,1.7,10,Pain management physician,"Summa Center at New Seasons, 1493 S Hawkins Ave, Akron, OH 44320, United States","3C9J+CJ Akron, Ohio, USA",https://www.summahealth.org/medicalservices/pain-management?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 330-865-5333,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iyS0Ryt9hwcNDTodAILY9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.04342&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:52:56.687Z,,,,,,,,,,
https://www.google.com/maps/place/Pitt+Richard+DO/data=!4m7!3m6!1s0x8831281bf745250d:0xda44ee8ca5410400!8m2!3d41.1139013!4d-81.5099593!16s%2Fg%2F1q5btb3px!19sChIJDSVF9xsoMYgRAARBpYzuRNo,Pitt Richard DO,2.8,18,Doctor,"1037 N Main St Ste B, Akron, OH 44310, United States","4F7R+H2 Akron, Ohio, USA",http://richardpittdo.com/,+1 330-928-4970,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOBvj0r_waMiIRvH5qECxoHQXhOl27wgxzY9mUN=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:02.739Z,9 am–4 pm,9 am–4 pm,Closed,Closed,Closed,9 am–4 pm,9 am–4 pm,,,
"https://www.google.com/maps/place/Aisha+Rahman,+MD/data=!4m7!3m6!1s0x883129cbeff48563:0x7f5b5af0ecb4490d!8m2!3d41.0686264!4d-81.568695!16s%2Fg%2F11g_dpc84!19sChIJY4X078spMYgRDUm07PBaW38","Aisha Rahman, MD",3.1,28,Pain management physician,"1493 S Hawkins Ave, Akron, OH 44320, United States","3C9J+FG Akron, Ohio, USA",https://mychart.summahealth.org/mychart/app/providers/AishaRahmanMD/WP-2411vS4xE0qlSLI6WJKd-2BQHw-3D-3D-24FXw5dQzYr25gUn9w1pQ-2BxOsRRtAU4oYZDZsx5Zk68Yg-3D?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-865-5333,,https://lh3.googleusercontent.com/p/AF1QipNLeYL0oXtVMF8eJEx6CJCfFV5n2LaKIwD5k3GZ=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:05.416Z,,,,,,,,,,
"https://www.google.com/maps/place/Donald+C+Perrine+III,+MD/data=!4m7!3m6!1s0x8830d7d5586c1837:0xcd951d177a3cac25!8m2!3d41.0685265!4d-81.5684968!16s%2Fg%2F11pc1z9r7f!19sChIJNxhsWNXXMIgRJaw8ehcdlc0","Donald C Perrine III, MD",4.4,21,Pain management physician,"1493 S Hawkins Ave, Akron, OH 44320, United States","3C9J+CJ Akron, Ohio, USA",https://mychart.summahealth.org/mychart/app/providers/DonaldPerrineMD/WP-24PoJo3tng80-2BWxlvDjs7kxw-3D-3D-24fseokljfK-2BaLF8zZ4NFHZ5nZGaHRm2la-2FTEB76hRPBg-3D?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-865-5333,,https://lh3.googleusercontent.com/p/AF1QipNd1zkaKWCrAVO2vJ_nRMmELjpRB-bfgZzlk4Pu=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:08.042Z,,,,,,,,,,
https://www.google.com/maps/place/The+Spine+%26+Pain+Institute/data=!4m7!3m6!1s0x8830d74ddbef872d:0x762236cf874772b4!8m2!3d41.1232122!4d-81.5982622!16s%2Fg%2F11clw4v5bx!19sChIJLYfv203XMIgRtHJHh882InY,The Spine & Pain Institute,3.1,37,Pain control clinic,"2603 W Market St #200, Akron, OH 44333, United States","4CF2+7M Akron, Ohio, USA",http://physicians.akrongeneral.org/?Practices=323,+1 800-941-6672,Open · Closes 4:45 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MVOnKyaXIEB9iPBcYPuhgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.2846&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:12.944Z,7:45 am–4:45 pm,7:45 am–4:45 pm,7:45 am–4:45 pm,Closed,Closed,7:45 am–4:45 pm,7:45 am–4:45 pm,,,
https://www.google.com/maps/place/Comprehensive+Pain+Management+Specialists/data=!4m7!3m6!1s0x8830d09f9e5d6c57:0x1e226d7b69c53d46!8m2!3d41.1343984!4d-81.6263273!16s%2Fg%2F1260mqydk!19sChIJV2xdnp_QMIgRRj3FaXttIh4,Comprehensive Pain Management Specialists,2.7,51,Pain management physician,"3535 S Smith Rd Ste A, Fairlawn, OH 44333, United States","49MF+QF Fairlawn, Ohio, USA",https://comprehensivepainmanagementspecialists.com/locations/fairlawn-location/,+1 330-208-2720,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMJmCwa-1bC_NCRFWet5K8dRrOhpNGMRzAQHTh8=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:17.775Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Accident+Injury+Center+of+Akron/data=!4m7!3m6!1s0x8830d699dfaf58b5:0x6df259ba6faad79!8m2!3d41.0571036!4d-81.5818544!16s%2Fg%2F1264p3kdr!19sChIJtViv35nWMIgRea36ppsl3wY,Accident Injury Center of Akron,5.0,526,Chiropractor,"2086 Romig Rd #2, Akron, OH 44320, United States","3C49+R7 Akron, Ohio, USA",https://www.akroninjury.com/?utm_source=google&utm_medium=local&utm_campaign=gmb_listing,+1 330-835-9918,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP94mR1PZT66cmuJugTHU6QDV9lNqYbYDn92JdA=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:22.737Z,8:59 am–6 pm,8:59 am–6 pm,8:59 am–6 pm,8:59 am–12 pm,Closed,8:59 am–6 pm,8:59 am–6 pm,Identifies as veteran-owned,,
"https://www.google.com/maps/place/Andrew+Olsen,+DO/data=!4m7!3m6!1s0x8830d7a2886b6fab:0x3723a253dd644e17!8m2!3d41.0686264!4d-81.568695!16s%2Fg%2F11x8qs6n7n!19sChIJq29riKLXMIgRF05k3VOiIzc","Andrew Olsen, DO",4.8,6,General practitioner,"1493 S Hawkins Ave, Akron, OH 44320, United States","3C9J+FG Akron, Ohio, USA",https://www.summahealth.org/locations/healthcenters/summa-health-equity-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-865-5333,,https://lh3.googleusercontent.com/p/AF1QipNxhoelKWxJjX4AbAZ9nPZRuFwkljtjED80uy37=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:25.356Z,,,,,,,,,,
https://www.google.com/maps/place/Dr.+Dmitri+Souza/data=!4m7!3m6!1s0x883127fe9898f607:0x3d9001ab042ccc4d!8m2!3d41.1330174!4d-81.5107787!16s%2Fg%2F11b7q9p84g!19sChIJB_aYmP4nMYgRTcwsBKsBkD0,Dr. Dmitri Souza,4.7,50,Pain management physician,"1900 23rd St, Cuyahoga Falls, OH 44223, United States","4FMQ+6M Cuyahoga Falls, Ohio, USA",https://www.westernreservehospital.org/pain-medicine,+1 330-971-7246,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6wuEhrv4VnfouxpXbGMTxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.1232&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:30.148Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
"https://www.google.com/maps/place/Amgad+Labib-Takla,+MD/data=!4m7!3m6!1s0x8830d7bddfd50f25:0xf6dfff67a1660931!8m2!3d41.0686264!4d-81.568695!16s%2Fg%2F11x8qs9dgk!19sChIJJQ_V373XMIgRMQlmoWf_3_Y","Amgad Labib-Takla, MD",4.5,11,Pain management physician,"1493 S Hawkins Ave, Akron, OH 44320, United States","3C9J+FG Akron, Ohio, USA",https://www.summahealth.org/locations/healthcenters/summa-health-equity-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-865-5333,,https://lh3.googleusercontent.com/p/AF1QipNNswO1oLWBtt9OKWwIiXmXYV5tPbhgkI9Ts4ZT=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Akron+OH/@41.081199,-81.5188377,14z",2026-01-28T18:53:32.840Z,,,,,,,,,,
