placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/AllyMed/data=!4m7!3m6!1s0x886972bbc576b5c7:0x9abf2256c91526b9!8m2!3d38.2538382!4d-85.7523294!16s%2Fg%2F11_rvhstl!19sChIJx7V2xbtyaYgRuSYVyVYiv5o,AllyMed,4.9,237,Medical clinic,"222 S 1st St Suite 300, Louisville, KY 40202, United States","763X+G3 Louisville, Kentucky, USA",http://www.kypainassociates.com/?utm_source=GMBSocialClimb&utm_medium=KentuckyPainAssociates&scct=PN68a5c9a844a5820d8fe7072ae206844c,+1 855-734-2256,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOuwnAeJ_T0-gJqL3vANtGe8UFW5IOSPgeZUGwZ=w414-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:10:38.598Z,,
https://www.google.com/maps/place/Norton+Pain+Management+Associates+-+Downtown/data=!4m7!3m6!1s0x886972b684a21af7:0xb8f71b3a327cc0f8!8m2!3d38.2460654!4d-85.7485737!16s%2Fg%2F1tdbxhhn!19sChIJ9xqihLZyaYgR-MB8Mjob97g,Norton Pain Management Associates - Downtown,2.7,38,Pain management physician,"315 E Broadway Suite 415, Louisville, KY 40202, United States","67W2+CH Louisville, Kentucky, USA",https://nortonhealthcare.com/location/LOC0000192150/?utm_source=Yext,+1 502-629-5455,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipO_4FeO-3Zd-R-vgZthiuFvY3jxtyM4RqYKxx_X=w427-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:10:45.020Z,,
https://www.google.com/maps/place/Ohio+Valley+Pain+Institute/data=!4m7!3m6!1s0x88690d2172ccd605:0x4f9ebdc8a93daf74!8m2!3d38.2258653!4d-85.7255166!16s%2Fg%2F11fhy8c5bj!19sChIJBdbMciENaYgRdK89qci9nk8,Ohio Valley Pain Institute,4.1,187,Pain management physician,"1169 Eastern Pkwy Suite 400, Louisville, KY 40217, United States","67GF+8Q Louisville, Kentucky, USA",https://www.ovpimedical.com/,+1 502-276-5554,Closes soon · 4 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNfrCF2L4i3k8nc7MkMG7qjNnmOfKOdh1_rBVmt=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:10:50.104Z,,
"https://www.google.com/maps/place/American+Pain+Institute,+Inc./data=!4m7!3m6!1s0x886972a9cf007665:0x3455f8bc7a0b3529!8m2!3d38.2479972!4d-85.7658894!16s%2Fg%2F11b7lr0qpy!19sChIJZXYAz6lyaYgRKTULerz4VTQ","American Pain Institute, Inc.",3.4,37,Pain management physician,"645 Roy Wilkins Ave STE 200, Louisville, KY 40203, United States","66XM+5J Louisville, Kentucky, USA",http://www.americanpaininstituteinc.org/,+1 502-561-0520,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNL7QEfxqKx8BsDEZ_2xnsNZNjkvIHnpCbIdz7O=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:10:55.065Z,,
https://www.google.com/maps/place/Commonwealth+Pain+and+Spine/data=!4m7!3m6!1s0x88697549e1c7bdab:0x6c5532625c3c19eb!8m2!3d38.243129!4d-85.6233218!16s%2Fg%2F11b6q7q1t9!19sChIJq73H4Ul1aYgR6xk8XGIyVWw,Commonwealth Pain and Spine,4.6,2188,Pain management physician,"120 Executive Park, St Matthews, KY 40207, United States","69VG+7M St Matthews, Kentucky, USA",http://www.mypainsolution.com/,+1 502-855-7200,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNwFHAQViUlsvMgafGxcy0hB1kj0jPQx4vF-qhe=w408-h489-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:11:00.109Z,,
https://www.google.com/maps/place/Capitol+Pain+Institute+-+East+Louisville/data=!4m7!3m6!1s0x8869a1d4b8b49cf7:0x674e5a941a295a15!8m2!3d38.2291111!4d-85.6415807!16s%2Fg%2F11grv96161!19sChIJ95y0uNShaYgRFVopGpRaTmc,Capitol Pain Institute - East Louisville,4.4,255,Pain control clinic,"6400 Dutchmans Ln Suite 60, Louisville, KY 40205, United States","69H5+J9 Louisville, Kentucky, USA",https://capitolpain.com/location/east-louisville/,+1 502-791-8700,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5WsP0PDOFV_irTNCycqsMY6AlF76KDNlzp1BU22HsvbrUMjdB6oTRT8DGQyXglMSu5LRk2uQAbZK7j-K3meUq5HQaq4oL2xOjTxbMFCYfhDz7oR0b7Ge9ZyTHaEat15_yf5A=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:11:05.300Z,,
"https://www.google.com/maps/place/Kentuckiana+Pain+Specialists:+Ajith+Nair,+MD+-+Pain+Management+Clinic+in+Louisville/data=!4m7!3m6!1s0x88699e922cc77b0f:0x9ecf86a881c3343c!8m2!3d38.3003973!4d-85.5482927!16s%2Fg%2F11bwqq0vq_!19sChIJD3vHLJKeaYgRPDTDgaiGz54","Kentuckiana Pain Specialists: Ajith Nair, MD - Pain Management Clinic in Louisville",4.3,216,Pain management physician,"3710 Chamberlain Ln Suite A, Louisville, KY 40241, United States","8F22+5M Louisville, Kentucky, USA",https://www.kentuckianapainspecialists.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_location=louisville_ky,+1 502-995-4004,Closes soon · 4 pm · Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipNJGLApAgAd0NWzMv8i1RaUi0W0HRLTasRNzSR-=w408-h544-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:11:10.232Z,,
https://www.google.com/maps/place/Frazier+Pain+Management+Center/data=!4m7!3m6!1s0x886972b7475fde0b:0x851757905709f2dc!8m2!3d38.2490206!4d-85.7503926!16s%2Fg%2F1260b3mn8!19sChIJC95fR7dyaYgR3PIJV5BXF4U,Frazier Pain Management Center,4.0,1,Pain management physician,"220 Abraham Flexner Way, Louisville, KY 40202, United States","66XX+JR Louisville, Kentucky, USA",,+1 502-894-0734,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vqz7-eJ_hMswalFpZ-gM2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.67836&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:11:12.808Z,,
https://www.google.com/maps/place/Pain+Management+Center-Audubon/data=!4m7!3m6!1s0x88690ce116d44d13:0xa81f72e81827243a!8m2!3d38.216254!4d-85.7234581!16s%2Fg%2F1tdx4wdg!19sChIJE03UFuEMaYgROiQnGOhyH6g,Pain Management Center-Audubon,3.3,22,Medical clinic,"2355 Poplar Level Rd, Louisville, KY 40217, United States","678G+GJ Louisville, Kentucky, USA",,+1 502-636-7660,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_qh-prB1ubooQgFUh7aOAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.919647&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:11:17.235Z,,
https://www.google.com/maps/place/Pain+Medicine+%26+Rehab+Center/data=!4m7!3m6!1s0x8869718a02c54ef7:0x61b9c5f98a83bf2c!8m2!3d38.3202652!4d-85.7563835!16s%2Fg%2F1tj4zfyd!19sChIJ907FAopxaYgRLL-DivnFuWE,Pain Medicine & Rehab Center,4.3,31,Pain management physician,"1442 Horn St Suite A, Clarksville, IN 47129, United States","86CV+4C Clarksville, Indiana, USA",http://www.mypmrc.com/,+1 812-523-3700,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4_5HKozbN95BI9Wl0hbolA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.102016&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-01-28T20:11:23.949Z,,
