placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/iMold+Cleaning+and+Restoration+-+Water+Damage+and+Mold+Removal+Specialists/data=!4m7!3m6!1s0x88db153f2fba83b1:0xa914d29d9461740e!8m2!3d26.616762!4d-81.842043!16s%2Fg%2F11b8v6jjyr!19sChIJsYO6Lz8V24gRDnRhlJ3SFKk,iMold Cleaning and Restoration - Water Damage and Mold Removal Specialists,4.9,739,Water damage restoration service,"3804 Ironbridge Blvd, Fort Myers, FL 33916, United States","J585+P5 Fort Myers, Florida, USA",https://imold.us/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Fort-Myers-FL,+1 239-747-2769,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXGc_5ZtBIsgsu5uV-lmUNRSgCI4JCcGugJ5u5LQHfFKyxhSR40_BfVoH0gEuXYLRyMtGNLH6jrv1kryN6BLx700UQ0iFJiipHXjNe71ZrygqvRG3uNtSe3TJYDuJZ3CEj6f0=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:06.955Z,,,
https://www.google.com/maps/place/SERVPRO+of+Central+Ft.+Myers/data=!4m7!3m6!1s0x88db6bd3869324b3:0x5708448488c368eb!8m2!3d26.6491392!4d-81.8196152!16s%2Fg%2F11cmt_0nhj!19sChIJsySThtNr24gR62jDiIRECFc,SERVPRO of Central Ft. Myers,4.8,77,Water damage restoration service,"1685 Target Ct #22, Fort Myers, FL 33905, United States","J5XJ+M5 Fort Myers, Florida, USA",https://www.servpro.com/locations/fl/servpro-of-central-ft-myers?utm_medium=organic&utm_source=gbp,+1 239-334-8700,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo320Ip9umGRpPOlq0MzEJeP9B60_1nOwqxgu9Y2Ot1O4lIl-ZkqpEz5Vwl7XIf1paqKqKBdFXJeSkfld9zUgCpo1XLLzUkvG7-CJFsZETuD8EcEjd8L2mA35l7OZmZHgbFryR2=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:12.997Z,,,
https://www.google.com/maps/place/Towers/data=!4m7!3m6!1s0x88db6b9206c8b74f:0x71ca4a0d805498bd!8m2!3d26.6306357!4d-81.8605208!16s%2Fg%2F11fb0vzy12!19sChIJT7fIBpJr24gRvZhUgA1KynE,Towers,4.9,78,Water damage restoration service,"2574 Dora St, Fort Myers, FL 33901, United States","J4JQ+7Q Fort Myers, Florida, USA",http://www.towersrestorations.com/,+1 239-288-4700,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJYn3sW6D0Rzq9dtDrhvO3Vy0LWFq5FaRTM1vZhLTXTeX2_38OPsKsrY70EBanIFXePKIl72SXpkMMNHRe0elckA6A-sh0xarbuL1b1ajGrqm5zFhv0gE4BiM4vHtaF1Wn336HVA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:17.770Z,,,
https://www.google.com/maps/place/SERVPRO+of+North+Fort+Myers/data=!4m7!3m6!1s0x88db57f7501ab8bf:0x164add34f9ddedb!8m2!3d26.6601277!4d-81.890502!16s%2Fg%2F11cmdqjmlm!19sChIJv7gaUPdX24gR296dT9OtZAE,SERVPRO of North Fort Myers,5.0,38,Water damage restoration service,"3444 Marinatown Ln #27, North Fort Myers, FL 33903, United States","M465+3Q North Fort Myers, Florida, USA",https://www.servpro.com/locations/fl/servpro-of-north-fort-myers?utm_medium=organic&utm_source=gbp,+1 239-573-7911,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersgohrCncGul1yXjB_iJd-oGEUN7eP5n0MJs56oxCAb2Z7bj8wdXarTlQ_HK3Mpu7KzaoF78gE5e2BINf22oM1_b9Xh_kBh8Ko7ZU3yTLgO4lO88T4t561IQiAtmd-727PHUeJ=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:22.676Z,,,
https://www.google.com/maps/place/SERVPRO+of+Bonita+Springs%2FEstero/data=!4m7!3m6!1s0x88db6bd3869324b3:0xcaea03969c1fa216!8m2!3d26.6492744!4d-81.8191421!16s%2Fg%2F11dyr0glkg!19sChIJsySThtNr24gRFqIfnJYD6so,SERVPRO of Bonita Springs/Estero,4.8,55,Water damage restoration service,"1685 Target Ct #21, Fort Myers, FL 33905, United States","J5XJ+P8 Fort Myers, Florida, USA",https://www.servpro.com/locations/fl/servpro-of-bonita-springs-estero?utm_medium=organic&utm_source=gbp,+1 239-791-8892,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqnh_3aUGBQqaUzhjXii7S6_bwjO2MTvqorCDjxozsrRa_NTwS2Vm-i_uXqW-qrwwk4Krb74uyzAdrw4f-1_zisOIHvfIw6dDry-ZnV-ZlXWpdVvZm0eQC0j_ujoH1cEyitNoH1=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:27.432Z,,,
https://www.google.com/maps/place/iMold+Cleaning+and+Restoration+-+Water+Damage+and+Mold+Removal+Specialists/data=!4m7!3m6!1s0x88db4fa04da771f1:0x163456974492b310!8m2!3d26.5948781!4d-81.9423996!16s%2Fg%2F11dxm7j061!19sChIJ8XGnTaBP24gRELOSRJdWNBY,iMold Cleaning and Restoration - Water Damage and Mold Removal Specialists,4.9,142,Water damage restoration service,"3046 Del Prado Blvd S, Cape Coral, FL 33904, United States","H3V5+X2 Cape Coral, Florida, USA",http://imold.us/,+1 239-747-7492,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQGhB6hYizJS-PNzg2Fh5Hng3NvFjCyLObUOuSQauyFIufPL8vyF_DoRZ4xwB48d8K-xnRAq5eEf_YWV11-1CbRHkW3lVNAa4RHASULGo_8Qa8dS7QOgDjSlJlGF2zOCfhPFsxWQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:32.385Z,,,
https://www.google.com/maps/place/Full+Pros/data=!4m7!3m6!1s0x88db43689766132b:0xe8b42f6b83edf3e7!8m2!3d26.6638317!4d-81.8892468!16s%2Fg%2F11stxmst6b!19sChIJKxNml2hD24gR5_Ptg2svtOg,Full Pros,5.0,14,Water damage restoration service,"250 Professional Pl, North Fort Myers, FL 33903, United States","M476+G8 North Fort Myers, Florida, USA",https://www.fullrestorationpros.com/north-fort-myers-fl/,+1 239-347-6382,Closed · Opens 2 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v6s_KJ0xN-4hwBPTyTLWNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.49202&pitch=0&thumbfov=100,true,2 am–11 pm,2 am–11 pm,2 am–11 pm,2 am–11 pm,2 am–11 pm,2 am–11 pm,2 am–11 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:37.228Z,,,
https://www.google.com/maps/place/Allied+Restoration+%26+Construction/data=!4m7!3m6!1s0x88db6a6182ccc82b:0x4ff529b40bed4395!8m2!3d26.6129328!4d-81.8491999!16s%2Fg%2F11hy9nw10n!19sChIJK8jMgmFq24gRlUPtC7Qp9U8,Allied Restoration & Construction,4.7,66,Construction company,"4011 Warehouse Rd, Fort Myers, FL 33916, United States","J572+58 Fort Myers, Florida, USA",https://alliedrandc.com/,+1 844-925-5433,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercbj8di44USmPEOhO09-4sl3e6zYkCl2qrPNNzgIoM5B2g6fym-LaV-_KplUQm0FSAMil5lTZ07UsaFPRMB4He4Dj0Hy93xjINUrug4zlVQy5b6MGaBbfaOB9Rt9CIkIT42bLV=w408-h265-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:41.961Z,,,
https://www.google.com/maps/place/Fort+Water+Experts/data=!4m7!3m6!1s0x88db6b4b62db28d9:0xb0e82da6cfa9dee4!8m2!3d26.6113967!4d-81.8568631!16s%2Fg%2F11kh_r9r6q!19sChIJ2SjbYktr24gR5N6pz6Yt6LA,Fort Water Experts,5.0,3,Water damage restoration service,"3628 Crestwood Lake Ave #105, Fort Myers, FL 33901, United States","J46V+H7 Fort Myers, Florida, USA",,+1 239-361-2907,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepf1n0EtOo1233nAiFkYR60oGoU2DEkyWB2Ru5OV2_bZAaCDKZbfTiWKTrdO4y11IitpGtN0EJJHSNuB25Gax9vwllnXeehRsP4mqM7xP9Lchhr28r_51TI_Qr5qpJi9wtPfEdbKA=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:46.598Z,,,
https://www.google.com/maps/place/Rescue+911/data=!4m7!3m6!1s0x88db4204fe09b8f9:0x3dd723d69eb1fc52!8m2!3d26.6609164!4d-81.882772!16s%2Fg%2F11b5qr5jbl!19sChIJ-bgJ_gRC24gRUvyxntYj1z0,Rescue 911,5.0,12,Water damage restoration service,"13180 N Cleveland Ave #317, North Fort Myers, FL 33903, United States","M468+9V North Fort Myers, Florida, USA",https://waterdamagerescue911.godaddysites.com/,+1 239-265-4247,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXtWNmX-sEU7Tga442_Q5VwPBY_1vjKz5UBKUXWuVmVDsimn114AUnvCtDXlbskk1INKfE39Zg58Uq9P9_OnxUJWMxIe20ynzlj0zTtgUBMimS89PjbTYT8EKIHtrw7ha7JWIO=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-03-23T04:59:49.282Z,,,
