placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Philadelphia/data=!4m7!3m6!1s0x89c6c99add667081:0xfb44f484a4f8def2!8m2!3d39.9472117!4d-75.1505394!16s%2Fg%2F11mvb5t4p4!19sChIJgXBm3ZrJxokR8t74pIT0RPs,LifeStance Therapists & Psychiatrists Philadelphia,4.7,135,Mental health clinic,"510 Walnut St Suite 1425, Philadelphia, PA 19106, United States","WRWX+VQ Philadelphia, Pennsylvania, USA",https://lifestance.com/location/philadelphia-pa-510-walnut-st/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 412-655-6480,Closes soon · 9 pm · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNc8qV3I27JPp-NV2noil_sL365MM4-F25mRYAU=w427-h240-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:56:51.274Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Philadelphia/data=!4m7!3m6!1s0x89c6c74960eea50d:0x572bf44e6847a79b!8m2!3d39.9565591!4d-75.1937742!16s%2Fg%2F11llm2jh9t!19sChIJDaXuYEnHxokRm6dHaE70K1c,LifeStance Therapists & Psychiatrists Philadelphia,4.8,120,Mental health clinic,"3535 Market St Suite 1230, Philadelphia, PA 19104, United States","XR44+JF Philadelphia, Pennsylvania, USA",https://lifestance.com/location/philadelphia-pa-3535-market-street/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 215-732-6308,Closes soon · 9 pm · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMLRKjNSwigVdeLfMz6kBXliOIZ1G4Y3cNIsu9Q=w427-h240-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:56:57.115Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Philadelphia/data=!4m7!3m6!1s0x89c6c63a59762d31:0x971353dee9758780!8m2!3d39.9481885!4d-75.1692977!16s%2Fg%2F1vvdw54c!19sChIJMS12WTrGxokRgId16d5TE5c,LifeStance Therapists & Psychiatrists Philadelphia,4.4,197,Mental health clinic,"255 South 17th Street, 2304 Suite 1010, 1500, Philadelphia, PA 19103, United States","WRXJ+77 Philadelphia, Pennsylvania, USA",https://lifestance.com/location/philadelphia-pa-255/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 267-507-1310,Closes soon · 9 pm · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPuB4xcm3xm5kKfde4cIvtFSqdjzmfxiLMWT8cC=w427-h240-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:02.261Z,,
https://www.google.com/maps/place/Philadelphia+Mental+Health+Center/data=!4m7!3m6!1s0x89c6c6245d2b6791:0xb2b2099741f8741b!8m2!3d39.9453702!4d-75.1625765!16s%2Fg%2F1tkjm4kb!19sChIJkWcrXSTGxokRG3T4QZcJsrI,Philadelphia Mental Health Center,3.0,22,Mental health clinic,"1235 Pine St, Philadelphia, PA 19107, United States","WRWP+4X Philadelphia, Pennsylvania, USA",http://www.pmhccares.org/,+1 215-735-9379,Closes soon · 9 pm · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zkh4otb21sP2LHF1K4pQ3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.118584&pitch=0&thumbfov=100,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:07.407Z,,
https://www.google.com/maps/place/Rittenhouse+Psychiatric+Associates/data=!4m7!3m6!1s0x89c6c63074ac3789:0x74cc65d2147c7f14!8m2!3d39.949485!4d-75.1673521!16s%2Fg%2F11bxfwk1pt!19sChIJiTesdDDGxokRFH98FNJlzHQ,Rittenhouse Psychiatric Associates,4.2,88,Psychiatrist,"1528 Walnut St Suite 1414, Philadelphia, PA 19102, United States","WRXM+Q3 Philadelphia, Pennsylvania, USA",http://www.rittenhousepa.com/,+1 267-358-6155,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNHsX8ZCovlesOFdsjwe4_Gbz212FF1llD0OHvB=w630-h240-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:12.563Z,,
https://www.google.com/maps/place/Shamrock+Medicine/data=!4m7!3m6!1s0x89c6c73489c79d1b:0xa3d5a668b8b629d7!8m2!3d39.9443854!4d-75.1581293!16s%2Fg%2F11pkcrfjp0!19sChIJG53HiTTHxokR1ym2uGim1aM,Shamrock Medicine,4.9,183,Medical Center,"407 S 10th St Suite 101, Philadelphia, PA 19147, United States","WRVR+QP Philadelphia, Pennsylvania, USA",https://shamrockmedicine.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP+%5BPhiladelphia%2C+Pennsylvania%5D,+1 215-585-2342,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNIvAJOfzLTNcEWDM8cjo2NWkx6cy5Y7cXJkikA=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:17.803Z,,
"https://www.google.com/maps/place/Elium+Health-+Psychiatry+%26+Therapy-+Center+City,+Philadelphia/data=!4m7!3m6!1s0x89c6c9cbf7460837:0xd2f4fe98e5debc87!8m2!3d39.950159!4d-75.1434789!16s%2Fg%2F11sf3n606c!19sChIJNwhG98vJxokRh7ze5Zj-9NI","Elium Health- Psychiatry & Therapy- Center City, Philadelphia",5.0,22,Psychiatrist,"3 N 2nd St Third Floor, Philadelphia, PA 19106, United States","XV24+3J Philadelphia, Pennsylvania, USA",https://eliumhealth.com/locations/philadelphia-center-city/?utm_source=google&utm_medium=organic&utm_id=local,+1 215-446-8012,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPixAhZoX7Ac00b9jdjtKJ3lrwuTppctbergAyN=w408-h404-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:20.788Z,,
"https://www.google.com/maps/place/Molly+Robinson,+Psychiatrist/data=!4m7!3m6!1s0x89c6c92c7abec1d9:0x11d6ec96341acea3!8m2!3d39.947374!4d-75.150572!16s%2Fg%2F11v9vn8jxb!19sChIJ2cG-eizJxokRo84aNJbs1hE","Molly Robinson, Psychiatrist",5.0,18,Psychiatrist,"510 Walnut St Suite 1425, Philadelphia, PA 19106, United States","WRWX+WQ Philadelphia, Pennsylvania, USA",https://lifestance.com/provider/psychiatrist/pa/philadelphia/molly-robinson/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 412-655-6480,Closes soon · 9 pm · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPL3yAXU7rP89xPRedb4zJJq80aTg9PrKr_dqyw=w427-h240-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:25.793Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Philadelphia/data=!4m7!3m6!1s0x89c6c62558058e9d:0xf3918eda634985a4!8m2!3d39.9492287!4d-75.1662846!16s%2Fg%2F1thct8_v!19sChIJnY4FWCXGxokRpIVJY9qOkfM,LifeStance Therapists & Psychiatrists Philadelphia,3.6,67,Mental health clinic,"1500 Walnut St Suite 601, Philadelphia, PA 19102, United States","WRXM+MF Philadelphia, Pennsylvania, USA",https://lifestance.com/location/philadelphia-pa-1500-walnut-street/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 267-857-4569,Closes soon · 9 pm · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMIEED8FODO1m6ZsXhj9FC3eZ0qphcLVDeyWdHV=w427-h240-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:30.690Z,,
https://www.google.com/maps/place/Thriveworks+Counseling+%26+Psychiatry+Philadelphia/data=!4m7!3m6!1s0x89c6c7c20829efdd:0xccb61cacab4f15e4!8m2!3d39.9504596!4d-75.1577223!16s%2Fg%2F11fk3xx74k!19sChIJ3e8pCMLHxokR5BVPq6wctsw,Thriveworks Counseling & Psychiatry Philadelphia,4.6,241,Counselor,"1015 Chestnut St Suite 403, Suite 1520, Philadelphia, PA 19107, United States","XR2R+5W Philadelphia, Pennsylvania, USA",https://thriveworks.com/philadelphia-center-city-counseling/?utm_source=GMBlisting&utm_medium=organic&field%3A8499441=GMB,+1 215-544-2163,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPbIL6DSnCbntVmIOPgKhwP4MWylvj-G_R4SaUR=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-12-16T01:57:35.593Z,,
