placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Anastasios+Polimenakos/data=!4m7!3m6!1s0x88f8a546c0fb1927:0x45832c5958515d5a!8m2!3d34.0177444!4d-81.0013497!16s%2Fg%2F1wf22q7t!19sChIJJxn7wEal-IgRWl1RWFksg0U,Center for Vein Restoration | Dr. Anastasios Polimenakos,4.8,282,Vascular surgeon,"1730 St Julian Pl, Columbia, SC 29204, United States","2X9X+3F Columbia, South Carolina, USA",https://www.centerforvein.com/our-clinics/locations/columbia-south-carolina,+1 803-598-0086,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNQM5705-JvXV52uP4JnQSXaTXfo3xXoqxHo80E=w408-h426-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:16.695Z,,
https://www.google.com/maps/place/MUSC+Health+Vein+Clinic+at+Laurel+St.+Pavilion/data=!4m7!3m6!1s0x88f8a553659e11b3:0xd304626c8e20b4b1!8m2!3d34.0139306!4d-81.0234518!16s%2Fg%2F11tfyt4lj9!19sChIJsxGeZVOl-IgRsbQgjmxiBNM,MUSC Health Vein Clinic at Laurel St. Pavilion,5.0,4,Vascular surgeon,"2001 Laurel St, Columbia, SC 29204, United States","2X7G+HJ Columbia, South Carolina, USA",https://www.getcare.muschealth.org/locations/sc/columbia/musc-health-vein-clinic-at-laurel-st.-paviliondep-fac689?y_source=1_MjY4NDQ2MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 803-365-8346,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPGv4ZeICdjQhd_bOS2uijuqZwcKWGOXLo2Vctp=w408-h408-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:21.924Z,,
https://www.google.com/maps/place/MUSC+Health+Vascular+Surgery+Columbia+Medical+Park+DT+I/data=!4m7!3m6!1s0x88f8a5f3003f5a45:0xc41a3a99f26a22d4!8m2!3d34.0149941!4d-81.0124444!16s%2Fg%2F11tk3gjlc0!19sChIJRVo_APOl-IgR1CJq8pk6GsQ,MUSC Health Vascular Surgery Columbia Medical Park DT I,5.0,1,Surgical center,"2750 Laurel St Suite 200, Columbia, SC 29204, United States","2X7Q+X2 Columbia, South Carolina, USA",https://www.getcare.muschealth.org/locations/sc/columbia/musc-health-vascular-surgery-columbia-medical-park-dt-idep-fac803?y_source=1_NTQyNTU3NDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 803-365-8625,"Closes soon · 5 pm · Opens 8 am Wed

Confirmed by this business 6 days ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GI4CMlxluPIWoexwDjJ2XQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.6436&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:27.288Z,,
"https://www.google.com/maps/place/Columbia+Vein+And+Aesthetic+Center/@34.0739371,-81.1466899,17z/data=!3m1!4b1!4m6!3m5!1s0x88f8a2722b05d2eb:0x337812fb1f91c3a4!8m2!3d34.0739371!4d-81.1466899!16s%2Fg%2F1tdkhhqh",Columbia Vein And Aesthetic Center,,,Surgical center,"1 Harbison Way, Columbia, SC 29212, United States","3VF3+H8 Columbia, South Carolina, USA",,+1 803-732-2554,,,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:31.918Z,,
https://www.google.com/maps/place/Allure+Medical/data=!4m7!3m6!1s0x88f8bdb7b1bf98f7:0x5d77630933cc64de!8m2!3d34.0083587!4d-81.1303411!16s%2Fg%2F11rnxyq12g!19sChIJ95i_sbe9-IgR3mTMMwljd10,Allure Medical,4.6,261,Medical spa,"3300 Sunset Blvd Suite 100, West Columbia, SC 29169, United States","2V59+8V West Columbia, South Carolina, USA",https://www.alluremedical.com/locations/west-columbia-sc/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmbwestcolumbiasc,+1 877-396-1916,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNCgEbziDjxDY7hGUqm2r3MsuZsAr4OVbzYS88Z=w408-h306-k-no,true,7 am–8 pm,8 am–7 pm,7 am–8 pm,7 am–5:30 pm,9 am–3 pm,Closed,8 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:36.961Z,,
"https://www.google.com/maps/place/Paul+Espinoza/@34.014446,-81.1690446,17z/data=!3m1!4b1!4m6!3m5!1s0x88f89801f6f170ef:0x1f0fd827e83ec99b!8m2!3d34.014446!4d-81.1690446!16s%2Fg%2F11sc_zm_t2",Paul Espinoza,4.7,3,Doctor,"117 Park Pl Ct, Lexington, SC 29072, United States","2R7J+Q9 Lexington, South Carolina, USA",https://espinozavein.com/,+1 586-992-8300,"Closes soon · 5 pm · Opens 9 am Wed

Updated by others 12 weeks ago",,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:43.695Z,,
https://www.google.com/maps/place/Vascular+Care+of+South+Carolina/data=!4m7!3m6!1s0x88f8a4e6521d0883:0xe88cb1bd9a25156!8m2!3d34.0293201!4d-81.0403436!16s%2Fg%2F11bx1gymn8!19sChIJgwgdUuak-IgRVlGi2RvLiA4,Vascular Care of South Carolina,5.0,259,Medical Center,"121 Park Central Dr Ste 100, Columbia, SC 29203, United States","2XH5+PV Columbia, South Carolina, USA",https://www.azuravascularcare.com/center/vascular-care-of-south-carolina/?utm_source=local&utm_medium=organic&utm_campaign=gmb-center-listing&utm_content=website&y_source=1_MzI4MzA2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 803-252-3373,"Closed · Opens 7 am Wed

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOKC8nPdW2OB_VWNBIcRCS1G2MsxKjpRUMRSWJ-=w426-h240-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–12 pm,Closed,Closed,7 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:48.719Z,,
https://www.google.com/maps/place/Prisma+Health+Vascular+Surgery%E2%80%93Columbia/data=!4m7!3m6!1s0x88f8a56e607c3431:0x17de1193e7a7836b!8m2!3d34.0272274!4d-81.0341924!16s%2Fg%2F11fsln0kyd!19sChIJMTR8YG6l-IgRa4On55MR3hc,Prisma Health Vascular Surgery–Columbia,3.0,6,Medical Center,"3 Richland Medical Park Dr #330, Columbia, SC 29203, United States","2XG8+V8 Columbia, South Carolina, USA",https://prismahealth.org/locations/practices/vascular-surgery-richland?utm_source=gmb&utm_medium=yext,+1 803-434-7100,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RGdr65XNcJXtNVg5M0ITMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.7036&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:53.628Z,,
"https://www.google.com/maps/place/Terry+O.+Norton,+MD,+FACS/data=!4m7!3m6!1s0x88f8bcd36b91826d:0x99f12c4f44efea23!8m2!3d34.0051709!4d-81.1149991!16s%2Fg%2F1vqmk6p6!19sChIJbYKRa9O8-IgRI-rvRE8s8Zk","Terry O. Norton, MD, FACS",4.2,13,Surgeon,"2728 Sunset Blvd #300, West Columbia, SC 29169, United States","2V4P+32 West Columbia, South Carolina, USA",https://www.lexmed.com/medical-services/heart-vascular-center/,+1 803-744-4900,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hvNaGtC1aa1DOwdtPd97RA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.407795&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:58:56.409Z,,
https://www.google.com/maps/place/Columbia+Laser+%26+Aesthetics/data=!4m7!3m6!1s0x88f8a5001d58cba1:0xbd97e374eb304091!8m2!3d34.0074069!4d-81.1424016!16s%2Fg%2F11vwjxsswt!19sChIJoctYHQCl-IgRkUAw63Tjl70,Columbia Laser & Aesthetics,3.4,27,Hair removal service,"3935 Sunset Blvd Unit F, West Columbia, SC 29169, United States","2V45+X2 West Columbia, South Carolina, USA",,+1 803-851-3459,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NmO2k4m65wwvOiUUEtrbIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.3322&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4 pm,10 am–2 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-12-16T21:59:01.164Z,,
