placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,error
https://www.google.com/maps/place/ServiceMaster+A-Town%2FHi-Tech+Cleaning+%26+Restoration/data=!4m7!3m6!1s0x86568dbb0dd795d7:0x96ec4d6625966073!8m2!3d32.4482978!4d-99.7782109!16s%2Fg%2F1tfk9fdv!19sChIJ15XXDbuNVoYRc2CWJWZN7JY,ServiceMaster A-Town/Hi-Tech Cleaning & Restoration,4.9,107,Water damage restoration service,"305 S Pioneer Dr, Abilene, TX 79605, United States","C6XC+8P Abilene, Texas, USA",http://www.servicemasterrestore.com/hi-tech-cleaning-and-restoration-abilene,+1 325-732-8970,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerezoDexXNy-EeQv3qOJgi2Pfp_f8Nk0WDqAbAgh1tGXfXPsT4x70acNws0HX0niuC1BXIpdvTIQdmXh4ACtAHjRY4BYPC2-Etg-Q_DLY6-2YX0YjcGFvlNvIc0ROQUKYjkZ8M2Pg=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:04.394Z,,
https://www.google.com/maps/place/Lara%27s+Services+Group+LLC/data=!4m7!3m6!1s0x86568e3a41efc51b:0x62b09c9b8884b8f4!8m2!3d32.4628713!4d-99.7381616!16s%2Fg%2F1tgxtzgv!19sChIJG8XvQTqOVoYR9LiEiJucsGI,Lara's Services Group LLC,4.6,66,Water damage restoration service,"1142 Beech St, Abilene, TX 79601, United States","F776+4P Abilene, Texas, USA",https://www.lsgrestoration.com/,+1 325-232-9786,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercs6GcnbEslixAZXtdoXA2m1Z-lsB0owRgtMfhcX6d88mC86_fjiu6iVcrS5dklp4sdd0RkWnh-Vp3zcRg1SDZtljTYcuNvN7PPk9traYINmkyE7XK7zeAezyxCIkOEodZ5-zv=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:10.434Z,,
https://www.google.com/maps/place/SERVPRO+of+Abilene/data=!4m7!3m6!1s0x865693e7053bd58b:0x23ea4e52aad71b47!8m2!3d32.4299147!4d-99.6542103!16s%2Fg%2F1thxwmzz!19sChIJi9U7BeeTVoYRRxvXqlJO6iM,SERVPRO of Abilene,4.7,78,Water damage restoration service,"4573 FM 18, Abilene, TX 79602, United States","C8HW+X8 Abilene, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-abilene?utm_medium=organic&utm_source=gbp,+1 325-672-5661,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGrFGkx2zltOmTo4kMobrKL7yMMC6M1OF9l3eFjHcaF20TvFA0dOuzMh0kDLT0mBkCuBAYkKUzZs3JBfnnr6-zJb_xo6h6Ngg0zY4-ehQDS47RjmqL-QxlqvJXPM67FU8YDN39AA8IUl0P=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:15.171Z,,
https://www.google.com/maps/place/Briercroft+Fire+%26+Water+Restoration/data=!4m7!3m6!1s0x86568dbce1ff649f:0xd1a561786b73594c!8m2!3d32.3982157!4d-99.7483902!16s%2Fg%2F11clfvsrfh!19sChIJn2T_4byNVoYRTFlza3hhpdE,Briercroft Fire & Water Restoration,4.5,15,Water damage restoration service,"4333 Crawford Dr, Abilene, TX 79602, United States","97X2+7J Abilene, Texas, USA",http://www.briercroft.com/,+1 325-692-0017,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZE31Y_dKMRBABZqevd1iegK62xHX8dIPKZayoiq-3NiUncqfRHTsy2iZaJhcek6b4_HZZDybG_XZeFnLREeYeDKB4bXO-jT9vNeDZqAg4xKqdUuOmne-XijitNZKy_owevgh1=w408-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:19.929Z,,
https://www.google.com/maps/place/PuroClean+of+Abilene/data=!4m7!3m6!1s0x8656f3a67a136a01:0xf4dd43d3767be583!8m2!3d32.3255311!4d-99.8075461!16s%2Fg%2F11w7nsztgd!19sChIJAWoTeqbzVoYRg-V7dtND3fQ,PuroClean of Abilene,5.0,3,Water damage restoration service,"1001 FM 89 Unit #2, Abilene, TX 79606, United States","85GR+6X Abilene, Texas, USA",https://www.puroclean.com/abilene-tx,+1 325-305-7005,"Open 24 hours

Updated by this business 11 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4dPVf5JAbC71lbVFheZvkkoPHcHi5PEZINlaCLlsPAncvNwr8OpR8xoUJwdZr3dsvbiQMww7bgR92FQWCoc843DnvxZuZNE52XFVWev1QR-NXsPZqlWCISn77sENe6j89p19wMA=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:24.750Z,,
"https://www.google.com/maps/place/REDLEE%2FSCS,+INC./data=!4m7!3m6!1s0x86568e7ef3c77053:0x414c068253d2a31d!8m2!3d32.43277!4d-99.7646161!16s%2Fg%2F11cs0r_m6j!19sChIJU3DH836OVoYRHaPSU4IGTEE","REDLEE/SCS, INC.",,,Janitorial service,"3300 S 14th St #320, Abilene, TX 79605, United States","C6MP+45 Abilene, Texas, USA",http://www.redleescs.com/,+1 325-676-3320,Closed · Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=87fzFFNDTsnpix93oLUKEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.90762&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:29.374Z,,
https://www.google.com/maps/place/Bulldog+Floor+Cleaning+%26+Restoration+LLC/data=!4m7!3m6!1s0x86568c4e82a2afad:0x73b84785a89ab6ad!8m2!3d32.3255186!4d-99.8075642!16s%2Fg%2F11bzrg7725!19sChIJra-igk6MVoYRrbaaqIVHuHM,Bulldog Floor Cleaning & Restoration LLC,5.0,827,Carpet cleaning service,"1001 FM 89, Abilene, TX 79606, United States","85GR+6X Abilene, Texas, USA",https://cleanabilene.com/,+1 325-261-2413,"Open 24 hours

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_LBimgnaWYkNCXoHvfkm3b6R_hPBRkRnpUqpRAVao-gZkE8c0BJP0BHNy_4Z4xOkywib1dL0Z0PB8a7F62EZLvjk42d6p5F4cCVcbiXCteIO15TlSf5JuT12Ucuo5fyRmWjQvVQ=w408-h276-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:34.472Z,,
https://www.google.com/maps/place/Fat+Matt+Roofing/data=!4m7!3m6!1s0x86568e180903d089:0x8b92bf64937de56f!8m2!3d32.4317992!4d-99.76829!16s%2Fg%2F11b7rxj7vf!19sChIJidADCRiOVoYRb-V9k2S_kos,Fat Matt Roofing,4.8,231,Roofing contractor,"3425 S 14th St Suite 100, Abilene, TX 79605, United States","C6JJ+PM Abilene, Texas, USA",https://www.fatmattroofing.com/,+1 325-704-5139,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweotoNMzHqbZFV1FHAzkEn112ksVWztEhQdk-k0CjLwf0788MoJ-iUsc2-SDKrRgHEiFE3t44EsslfAPKlQt37t2TTKHc9NqaS1DoiDiZSjeZrPoOBrwnTVlJ4Mu4vsO4jpSZttP=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:39.349Z,,
https://www.google.com/maps/place/TrueLine+Homes/data=!4m7!3m6!1s0x86568d58f27fa5d9:0x6afea2a1cb875d88!8m2!3d32.4019217!4d-99.7537322!16s%2Fg%2F11yzn034d3!19sChIJ2aV_8liNVoYRiF2Hy6Gi_mo,TrueLine Homes,,,Water damage restoration service,"2438 Industrial Blvd, Abilene, TX 79605, United States","C62W+QG Abilene, Texas, USA",https://truelinehomes.shop/,+1 325-204-2553,"Open 24 hours

Confirmed by this business 5 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uaU97DdH006WlSfU7F7olA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.36951017&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:43.975Z,,
https://www.google.com/maps/place/DeLaGarza+Automotive+And+Detail/data=!4m7!3m6!1s0x86568faad71d52eb:0x2d2cbe649187d26f!8m2!3d32.4741471!4d-99.7652814!16s%2Fg%2F11f1222x8z!19sChIJ61Id16qPVoYRb9KHkWS-LC0,DeLaGarza Automotive And Detail,4.7,32,Auto repair shop,"3426 Ambler Ave, Abilene, TX 79603, United States","F6FM+MV Abilene, Texas, USA",,+1 325-725-6563,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqryqNTfljSvTBPsPMIa9XIpn1cYXaRwr_KfrIM1_W2Dga9nztsJdXq74mpQItp1YB3t4wYTMxZhAceHFp5utxYsPt9fbhNi3zdcZCLJuUJd8xCZ9AssxrImg5EV8-ZnQFBjiTG9A=w426-h240-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-03-23T03:32:48.930Z,,
