placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,thursday,friday,saturday,sunday,monday,tuesday,wednesday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Chase+Property+Services+Inc/data=!4m7!3m6!1s0x880a590bc7100487:0x6ebeb1d054c310b9!8m2!3d40.6906728!4d-89.59109!16s%2Fg%2F1tgf3stb!19sChIJhwQQxwtZCogRuRDDVNCxvm4,Chase Property Services Inc,3.7,3,Real estate agency,"206 SW Adams St, Peoria, IL 61602, United States","MCR5+7H Peoria, Illinois, USA",,+1 309-999-5500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t2bAnbw--VEBMXup0jtm_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.55602&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:55:28.828Z,,,,,,,,,,,
https://www.google.com/maps/place/401+Water/data=!4m7!3m6!1s0x880a590ed4f84351:0xf3025da2ad70c2a6!8m2!3d40.6876509!4d-89.5919275!16s%2Fg%2F11cn9k_9wk!19sChIJUUP41A5ZCogRpsJwraJdAvM,401 Water,4.3,9,Property management company,"401 Southwest Water Street #800, Peoria, IL 61602, United States","MCQ5+36 Peoria, Illinois, USA",http://www.401water.com/,+1 309-674-1401,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrzhT9Kx4IaNbs73cQNSkIXeuQLOc2hy7iow9453jWHIiidToDQW26nckQ63sR1nYryWfRrMLpSw2CDK15cSnC_kFBklbqNbSjoxjLyb8cAAZb90kGkmP8Ja-d77TjALDdFONoXvAdc_eeV=w408-h544-k-no,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:55:32.721Z,,,,,,,,,,,
https://www.google.com/maps/place/Principle+Property+Management/data=!4m7!3m6!1s0x880a5a27d225bb5b:0x3f2bdcd54226d639!8m2!3d40.8143072!4d-89.6177004!16s%2Fg%2F1tkkvg0k!19sChIJW7sl0idaCogROdYmQtXcKz8,Principle Property Management,3.6,71,Property management company,"10326 North Juliet Court Ste B, Peoria, IL 61615, United States","R97J+PW Peoria, Illinois, USA",http://www.principleproperty.net/,+1 309-686-1122,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipMTEAFSi00fNHNrFFBQ9yxlLiuu8QIC4qJCQTt8=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:55:37.829Z,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,Closed,,,,
https://www.google.com/maps/place/Robert+Cottingham+Property+Management+Co/data=!4m7!3m6!1s0x880a596d54cd6391:0x2b23e09d4db15094!8m2!3d40.6949132!4d-89.5968692!16s%2Fg%2F1tcvvfh_!19sChIJkWPNVG1ZCogRlFCxTZ3gIys,Robert Cottingham Property Management Co,4.2,21,Property management company,"215 W Sam J Stone Ave, Peoria, IL 61605, United States","MCV3+X7 Peoria, Illinois, USA",http://www.rcpmco.com/,+1 309-673-2252,"Open ⋅ Closes 5 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP9Nli72ObRR94V9guSQkjupaVJ3bCg2x7yOB0K=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:55:43.448Z,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,,,,
"https://www.google.com/maps/place/LaHood+Property+Management,+LLC/data=!4m7!3m6!1s0x880aff7c9418a77b:0x1115b6bc9619fd3f!8m2!3d40.7316981!4d-89.5926991!16s%2Fg%2F11h6dkm27b!19sChIJe6cYlHz_CogRP_0Zlry2FRE","LaHood Property Management, LLC",3.5,49,Property management company,"3622 Knoxville Ave, Peoria, IL 61603, United States","PCJ4+MW Peoria, Illinois, USA",https://www.lahoodpropertymanagement.com/,+1 309-885-6455,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPEs6clZXjmu1NZFbLB-v5l9XJcFzaiLqRGpgPA=w408-h408-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:55:48.426Z,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,,,,
https://www.google.com/maps/place/S+%26+S+Property+Management/data=!4m7!3m6!1s0x880a5c9b93845331:0xdd757a595c292c9c!8m2!3d40.7804037!4d-89.6203905!16s%2Fg%2F1jkw3f4k8!19sChIJMVOEk5tcCogRnCwpXFl6dd0,S & S Property Management,3.3,427,Property management company,"7620 N University St #201, Peoria, IL 61614, United States","Q9JH+5R Peoria, Illinois, USA",https://sspropmanagement.com/,+1 309-518-1840,"Open ⋅ Closes 5 pm

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPdgebyUaKtnlXLZ8KUGpryT3IzAmbzcbWhFI6-=w648-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:55:53.447Z,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/GRE+Property+Management/data=!4m7!3m6!1s0x880a5d0ae293213f:0xbf698efe4960a0c7!8m2!3d40.7584893!4d-89.678411!16s%2Fg%2F1tfm770y!19sChIJPyGT4gpdCogRx6BgSf6Oab8,GRE Property Management,3.0,13,Property management company,"5802 Haymeadow Ln, Peoria, IL 61615, United States","Q85C+9J Peoria, Illinois, USA",https://www.grepropertymanagement.com/,+1 309-692-7155,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgOON5nmO5C3-9odpd2TboY2VqCqYlGKvwRr77OHn1FT2TPXzKysboM6N5_AyysYoi3nw0QgVJ1ZhTV38htHxfR7SVmvoI5rqctIzWrEVN1A_mdXtCxij6JoVuQW-j1UvUW78yGg=w408-h277-k-no,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:55:58.265Z,8:30 am–5 pm,8:30 am–5 pm,10 am–3 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,,,,
https://www.google.com/maps/place/nhs+Property+Management+Inc./data=!4m7!3m6!1s0x880a5b3f4eca7e37:0xacc49197e5f2041!8m2!3d40.7797373!4d-89.6055214!16s%2Fg%2F1tdwqp4q!19sChIJN37KTj9bCogRQSBffhlJzAo,nhs Property Management Inc.,2.4,8,Property management company,"810 West Trailcreek Drive, Peoria, IL 61614, United States","Q9HV+VQ Peoria, Illinois, USA",https://nhspm.com/,+1 309-689-1700,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNxJwmtI873VN_Ui3qs-EMRipu4I1C4koNPfhBR=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:56:03.295Z,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,,,,
https://www.google.com/maps/place/Our+House+Your+Home+Property+Management/data=!4m7!3m6!1s0x880a5b12f773e3c5:0xb600e16170b95bdf!8m2!3d40.7427549!4d-89.6330597!16s%2Fg%2F11g2zfc1d4!19sChIJxeNz9xJbCogR31u5cGHhALY,Our House Your Home Property Management,3.5,16,Property management company,"4507 N Sterling Ave #208d, Peoria, IL 61615, United States","P9V8+4Q Peoria, Illinois, USA",http://ourhouseyourhomepm.com/,+1 309-643-3958,"Open ⋅ Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPjG8D0GoVv23UVQRB_arXfRpQOkS4Wi-RitEe9=w409-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:56:08.363Z,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–4 pm,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Central+Illinois+Property/@40.7456971,-89.6042868,17z/data=!3m1!4b1!4m6!3m5!1s0x880a5ba2d344b6ad:0x41f03e0929996ee8!8m2!3d40.7456971!4d-89.6042868!16s%2Fg%2F1263_rz3j",Central Illinois Property,2.5,2,Property management company,"751 W Joan Ct #208, Peoria, IL 61614, United States","P9WW+77 Peoria, Illinois, USA",http://www.core3pm.com/,+1 309-243-1800,,,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2025-09-25T18:56:13.069Z,,,,,,,,,,,
