placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error,info
https://www.google.com/maps/place/1370+Arrowhead+Drive+Parking/data=!4m7!3m6!1s0x883c70afd491a931:0x479e58e8b80a5730!8m2!3d41.577803!4d-83.685483!16s%2Fg%2F11f2gs_j9t!19sChIJMamR1K9wPIgRMFcKuOhYnkc,1370 Arrowhead Drive Parking,4.5,6,Parking lot,"1370 Arrowhead Dr, Maumee, OH 43537, United States","H8H7+4R Maumee, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n2yP5w57OjsOPJOLIjCh1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.09828&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:39:58.940Z,,,,,,,,,,
https://www.google.com/maps/place/415+West+Dussel+Drive+Parking/data=!4m7!3m6!1s0x883c77536f81bda5:0x30fa1af5d4040236!8m2!3d41.5818867!4d-83.675935!16s%2Fg%2F11f_p3539j!19sChIJpb2Bb1N3PIgRNgIE1PUa-jA,415 West Dussel Drive Parking,,,Parking lot,"415 W Dussel Dr, Maumee, OH 43537, United States","H8JF+QJ Maumee, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-4ISeWBpzCd3sj2Acfh9xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.6555&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:02.969Z,,,,,,,,,,
https://www.google.com/maps/place/521+West+Dussel+Dr+Parking/data=!4m7!3m6!1s0x883c70ac30f05ad3:0xff6080b47b61fe85!8m2!3d41.5810017!4d-83.6819519!16s%2Fg%2F11gd688803!19sChIJ01rwMKxwPIgRhf5he7SAYP8,521 West Dussel Dr Parking,,,Parking lot,"521 W Dussel Dr, Maumee, OH 43537, United States","H8J9+C6 Maumee, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TEwny0Niug3ucIxuINBaiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.725615&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:06.552Z,,,,,,,,,,
"https://www.google.com/maps/place/Parking+lot/@41.5494239,-83.6987092,17z/data=!3m1!4b1!4m6!3m5!1s0x883c71005df8e73d:0x7eba5c6279b9d3b6!8m2!3d41.5494239!4d-83.6987092!16s%2Fg%2F11vz0rqh_m",Parking lot,,,Parking lot,"5001 N Jerome Rd, Maumee, OH 43537, United States","G8X2+QG Maumee, Ohio, USA",,,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:11.418Z,,,,,,,,,,
https://www.google.com/maps/place/Toledo+Hospital+Parking+Lot+P2/data=!4m7!3m6!1s0x883c7f58fd3f5669:0x9f9a8672f90b2570!8m2!3d41.6752487!4d-83.594908!16s%2Fg%2F11g6xsk3tq!19sChIJaVY__Vh_PIgRcCUL-XKGmp8,Toledo Hospital Parking Lot P2,4.6,9,Parking lot,"2805-2817 ProMedica Pkwy, Toledo, OH 43606, United States","MCG4+32 Toledo, Ohio, USA",,+1 419-291-8430,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=da1Olq9Jrse2o6bunR7OgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.81731&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:14.277Z,,,,,,,,,,
https://www.google.com/maps/place/Toledo+Hospital+Parking+Lot+P5/data=!4m7!3m6!1s0x883c7f5766102ee3:0xecbb2ac8a0c9b8dd!8m2!3d41.671355!4d-83.59631!16s%2Fg%2F11dx9wxnwm!19sChIJ4y4QZld_PIgR3bjJoMgqu-w,Toledo Hospital Parking Lot P5,4.7,6,Parking lot,"2626 Midwood Ave, Toledo, OH 43606, United States","MCC3+GF Toledo, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=74iutNJlzmSB1HOR7kOgnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.542145&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:17.184Z,,,,,,,,,,
https://www.google.com/maps/place/Teds+Parking/data=!4m7!3m6!1s0x883b8787a057ffe7:0x2c934dc7f6ee9276!8m2!3d41.6504894!4d-83.5413404!16s%2Fg%2F11gj736g_h!19sChIJ5_9XoIeHO4gRdpLu9sdNkyw,Teds Parking,5.0,2,Parking lot,"Corner of Monroe and, N Erie St, Toledo, OH 43604, United States","MF25+5F Toledo, Ohio, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoI6P2RHt47NIcz6MHuSHt5FSYe-dn32X1O6l5GghalkHO0T1ww7Pml4yogTQbG6raPZgsyvzh-iIoZSJ-3xDNYMI_sRoN6ZkI9682Vrij5gMMqJp3aOEt0dqPfRu1A7vUYWxo=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:20.093Z,,,,,,,,,,
"https://www.google.com/maps/place/Ohio+Department+of+Transportation/@41.5681266,-83.701416,17z/data=!3m1!4b1!4m6!3m5!1s0x883c71be9d9ca479:0x972bc1c519de5b50!8m2!3d41.5681266!4d-83.701416!16s%2Fg%2F11jlzydvq9",Ohio Department of Transportation,5.0,2,State government office,"4080 Technology Dr, Maumee, OH 43537, United States","H79X+7C Maumee, Ohio, USA",https://www.transportation.ohio.gov/,+1 419-867-0314,Closes soon ⋅ 3:30 pm ⋅ Opens 7 am Wed,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:27.286Z,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,Closed,Closed,7 am–3:30 pm,,,
https://www.google.com/maps/place/Charlie%27s+Dodge+Chrysler+Jeep+Ram/data=!4m7!3m6!1s0x883c774b099b087f:0x5167f8c0e3e43bce!8m2!3d41.5702095!4d-83.6745758!16s%2Fg%2F1tftlwsb!19sChIJfwibCUt3PIgRzjvk48D4Z1E,Charlie's Dodge Chrysler Jeep Ram,4.4,1347,Jeep dealer,"725 Illinois Ave, Maumee, OH 43537, United States","H8CG+35 Maumee, Ohio, USA",https://www.charliesdodge.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 419-893-0241,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNjcEnh89WLp5r2p3hrUP6hs_kN-7Q6BOsBubMX=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:32.906Z,9 am–6 pm,9 am–6 pm,9 am–8 pm,9 am–6 pm,9 am–5 pm,Closed,9 am–8 pm,· In-store pick-up,,
https://www.google.com/maps/place/Brondes+Ford+Maumee/data=!4m7!3m6!1s0x883c70a602ffffff:0x13273baa61b272fb!8m2!3d41.5831306!4d-83.6881918!16s%2Fg%2F11t58h23my!19sChIJ____AqZwPIgR-3KyYao7JxM,Brondes Ford Maumee,4.7,1785,Ford dealer,"1475 Arrowhead Dr, Maumee, OH 43537, United States","H8M6+7P Maumee, Ohio, USA",https://www.brondesfordmaumee.com/?utm_source=GMBlisting&utm_medium=organic,+1 419-482-1871,,https://lh3.googleusercontent.com/p/AF1QipNC0FQyik-UmpE9G_v0Eiky_I_roicDzb3o_ph7=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:39.110Z,7 am–6 pm,7 am–6 pm,7 am–7 pm,7 am–6 pm,9 am–1 pm,Closed,7 am–7 pm,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Fifth+Third+Bank+%26+ATM/data=!4m7!3m6!1s0x883c77566cb35d25:0x1070238c79c576bd!8m2!3d41.584437!4d-83.666841!16s%2Fg%2F1tdylwrq!19sChIJJV2zbFZ3PIgRvXbFeYwjcBA,Fifth Third Bank & ATM,3.5,26,Bank,"196 Dussel Dr, Maumee, OH 43537, United States","H8MM+Q7 Maumee, Ohio, USA",https://locations.53.com/oh/maumee/196-dussel-drive.html,+1 419-891-1101,,https://lh3.googleusercontent.com/p/AF1QipNP6nmvNjAuVtIMknE9nd39G5GF2ueRpTbHLA-1=w427-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:44.589Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–6 pm,9 am–12 pm,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Meijer/data=!4m7!3m6!1s0x883c775a3a159639:0xbc990647cf468c2a!8m2!3d41.5800074!4d-83.6667676!16s%2Fg%2F1tj2jkqn!19sChIJOZYVOlp3PIgRKoxGz0cGmbw,Meijer,4.2,3608,Supermarket,"1391 Conant St, Maumee, OH 43537, United States","H8JM+27 Maumee, Ohio, USA",https://www.meijer.com/shopping/store-locator/115.html?cmpid=LM:Web::::05112021::GoogleGrocery,+1 419-891-8700,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBJ371FVoyfT7aLARI4-iGZ1Bz1lffJZ2jS-S07HLHO-dMwFottlOx1lrJWjMjXV680ytGViHcrU_Es6MouUP3Umd0tQae3BipCuCo7hdgN8RwaIEJYEZSceigIrSGUJHEZpJMww=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:50.693Z,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"Chain retailer featuring brand-name groceries plus apparel, electronics & more. · In-store shopping · Kerbside pickup · Delivery",,
"https://www.google.com/maps/place/Steak+Escape+-+Maumee,+OH/data=!4m7!3m6!1s0x883c775a7edd203b:0x86d4afa6c947f96b!8m2!3d41.578588!4d-83.6645428!16s%2Fg%2F1pt_v1r8z!19sChIJOyDdflp3PIgRa_lHyaav1IY","Steak Escape - Maumee, OH",4.1,305,Sandwich shop,"1385 Conant St, Maumee, OH 43537, United States","H8HP+C5 Maumee, Ohio, USA",http://steakescape.com/,+1 419-887-9078,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgIpZaL5_sfAvEEJwqdlEFGmZGUxKQKdRKLTTpGz_eiNKB6YSDhcdfFXrOJcMSyyadaD8cdC03Z8izFae4qRwNj0P5Fvn2nz9Qlb3jifFsazProz7iudIDj2CCHOoAI4Yj19Mc=w408-h280-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:40:56.166Z,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,Traditional cheesesteak sandwiches & grilled subs are the specialties of this informal chain. · Dine-in · Drive-through · Delivery,,
https://www.google.com/maps/place/Truck+Parking+and+Storage/data=!4m7!3m6!1s0x883c79cff81bd305:0x36bde23111137e9f!8m2!3d41.6312637!4d-83.6651651!16s%2Fg%2F11fldn_slq!19sChIJBdMb-M95PIgRn34TETHivTY,Truck Parking and Storage,4.0,5,Parking lot,"5235 South Ave, Toledo, OH 43615, United States","J8JM+GW Toledo, Ohio, USA",,+1 734-444-4048,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfLZzXtB1AGZeBfvrFlI8sDDKHZH8fbjxMYcsYrOna27C7HjYVRqKuHBiBCIxRGnp7z3NeUE4JnIFadLCPsLSbmmQQ2pFV4pKrYbp_KRyV03ZlLATg-M0h_0LaPKbAzizbUw=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:01.285Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/JCPenney/data=!4m7!3m6!1s0x883c711d907da4e1:0xb35c3ecc7f2d692e!8m2!3d41.5469309!4d-83.7041428!16s%2Fg%2F1tfjrcmf!19sChIJ4aR9kB1xPIgRLmktf8w-XLM,JCPenney,4.3,964,Department store,"3100 Main St #1000, Maumee, OH 43537, United States","G7WW+Q8 Maumee, Ohio, USA",https://www.jcpenney.com/locations/oh/maumee/clothing-stores-maumee-oh-2931.html,+1 419-878-0153,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwl8hRAMo8ykGSsixLODynHJlLGkZfypv6QR-OuDmPSbxpzh7AMLNCCW-t41JXFR_X7jbk7Z4OtLmIpHloDzee-xHKYoyXbTatNSGlfHHyz13SsjH5hSj28rMa90LNaqzSZ4IM=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:06.943Z,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,12–6 pm,11 am–7 pm,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more. · In-store shopping · Kerbside pickup",,
https://www.google.com/maps/place/Port+Lawrence+Garage/data=!4m7!3m6!1s0x883b86cf1ca1d1dd:0xb27755c37301881b!8m2!3d41.6505276!4d-83.535645!16s%2Fg%2F1tdfcs8s!19sChIJ3dGhHM-GO4gRG4gBc8NVd7I,Port Lawrence Garage,3.3,78,Parking garage,"227 N St Clair St, Toledo, OH 43604, United States","MF27+6P Toledo, Ohio, USA",https://parksmart.org/where-to-park/port-lawrence-garage,+1 419-242-7515,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYZE340i6uGDyxWJ32W5sTAy0CC3gckApJ7jcvQ0tJP7MX2Dr8lNtEYpCsfsV9NEemiW5V0QkXgK5LiDX4rtikWSBsJZ_uOwsDubqcMu_Ldek6RUimVBCB21nO9tF3me701EzYQw=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:09.888Z,,,,,,,,,,
"https://www.google.com/maps/place/Meijer/@41.6764364,-83.7164975,17z/data=!3m1!4b1!4m6!3m5!1s0x883c7c7cf7344ef1:0xa4d3a4b5154ff519!8m2!3d41.6764364!4d-83.7164975!16s%2Fg%2F11tjbvs29d",Meijer,5.0,1,Parking lot,"3457 Meijer Dr, Toledo, OH 43617, United States","M7GM+HC Toledo, Ohio, USA",,+1 419-245-5201,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:14.802Z,,,,,,,,,,
https://www.google.com/maps/place/City+Parking+Lot+%232/data=!4m7!3m6!1s0x883b87eef7b27e97:0x2c177ea13e29ca5d!8m2!3d41.612136!4d-83.5570575!16s%2Fg%2F11vb8dfjw1!19sChIJl36y9-6HO4gRXcopPqF-Fyw,City Parking Lot #2,4.0,1,Parking lot,"Rossford, OH 43460, United States","JC6V+V5 Rossford, Ohio, USA",http://rossfordohio.com/,+1 419-666-0210,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yKsX_IuBQjfrMMtSvfVV2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.56702&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:17.933Z,,,,,,,,,,
https://www.google.com/maps/place/215+N+Summit+St+Garage/data=!4m7!3m6!1s0x883b86cf3c218b4b:0x997c3a7e5ab72758!8m2!3d41.6504709!4d-83.5343682!16s%2Fg%2F11tjbwdz_x!19sChIJS4shPM-GO4gRWCe3Wn46fJk,215 N Summit St Garage,5.0,1,Parking lot,"215 N Summit St, Toledo, OH 43604, United States","MF28+57 Toledo, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PLZHSDb0QiXkf6WPB632QQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.64093&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:20.819Z,,,,,,,,,,
https://www.google.com/maps/place/Metro+Parking+Stalls/data=!4m7!3m6!1s0x883c78fc1e0859f7:0x1c2f2f5a2978f7fc!8m2!3d41.6293272!4d-83.6305308!16s%2Fg%2F1tplq_9t!19sChIJ91kIHvx4PIgR_Pd4KVovLxw,Metro Parking Stalls,,,Paving contractor,"3659 Marine Rd #2, Toledo, OH 43609, United States","J9H9+PQ Toledo, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qwy2wQYbWs8uLlxFMFI0oA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.2891&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:23.425Z,,,,,,,,,,
https://www.google.com/maps/place/Top+Hat+Valet+Parking/data=!4m7!3m6!1s0x883b86ce1bee205f:0x3ff9e614160550a2!8m2!3d41.6527239!4d-83.5384454!16s%2Fg%2F1tggbn5v!19sChIJXyDuG86GO4gRolAFFhTm-T8,Top Hat Valet Parking,3.0,2,Valet parking service,"709 Madison Ave, Toledo, OH 43604, United States","MF36+3J Toledo, Ohio, USA",http://www.manhattangrp.com/,+1 419-327-2249,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K_DLxKFYu0p19Lu5YqkE1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.58743&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:26.272Z,,,,,,,,,,
https://www.google.com/maps/place/401+N+Michigan+St+Parking/data=!4m7!3m6!1s0x883b86cd8ba01efb:0x72ffcc3cb9a4f5d1!8m2!3d41.6552686!4d-83.5387512!16s%2Fg%2F11gffcdn1c!19sChIJ-x6gi82GO4gR0fWkuTzM_3I,401 N Michigan St Parking,4.0,1,Parking lot,"401 N Michigan St, Toledo, OH 43604, United States","MF46+4F Toledo, Ohio, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6wJgM3f8cci7v_SwdIM0Sdma6W1RTFgRMi_ppaFi30-fQCqhgtClWt63VeSyaK0wJSKWGAB3AvAp_pWuogv5mIOS2WSa-VPp7x33CS3YCwxF3nU1c9K_r0yUfSZLb5zOjk3k=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:29.109Z,,,,,,,,,,
https://www.google.com/maps/place/Main+Garage+3+Parking/data=!4m7!3m6!1s0x883b81fd5ef83d77:0x39ae09b6223d46ef!8m2!3d41.6691568!4d-83.5439746!16s%2Fg%2F11h48j84y9!19sChIJdz34Xv2BO4gR70Y9IrYJrjk,Main Garage 3 Parking,5.0,2,Parking garage,"Parking Garage for Medical Office Building, 2329 Cherry St, Toledo, OH 43608, United States","MF94+MC Toledo, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XNpwfCgvqibi33DoCOsCcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.53992&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:32.156Z,,,,,,,,,,
https://www.google.com/maps/place/Area+5/data=!4m7!3m6!1s0x883c78b5bb2a25a9:0x43fb2f103876bcd7!8m2!3d41.6597936!4d-83.6117349!16s%2Fg%2F11gd686cc6!19sChIJqSUqu7V4PIgR17x2OBAv-0M,Area 5,5.0,1,Parking lot,"3171 North Towerview Boulevard, Toledo, OH 43606, United States","M95Q+W8 Toledo, Ohio, USA",,+1 419-530-5842,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wCIMQ2YPNiiIY5-f60CpXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.64465&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:34.789Z,,,,,,,,,,
https://www.google.com/maps/place/Edison+Building+Garage/data=!4m7!3m6!1s0x883b86ced38a5ce5:0x950cabff09c1efdb!8m2!3d41.6514285!4d-83.5339086!16s%2Fg%2F11gd68dj94!19sChIJ5VyK086GO4gR2-_BCf-rDJU,Edison Building Garage,4.0,3,Parking lot,"303N N Summit St, Toledo, OH 43604, United States","MF28+HC Toledo, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QLjd8EExDclHDC6SSCZXcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.46115&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-10-28T18:41:37.947Z,,,,,,,,,,
