placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Mr+Pool/data=!4m7!3m6!1s0x876bedd4f60a24a7:0x88cbf44167f9a741!8m2!3d40.0198774!4d-105.2634727!16s%2Fg%2F124sslnf_!19sChIJpyQK9tTta4cRQaf5Z0H0y4g,Mr Pool,4.2,46,Swimming pool contractor,"2347 South St, Boulder, CO 80302, United States","2P9P+XJ Boulder, Colorado, USA",http://www.mrpoolinc.com/,+1 303-443-0821,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxY4qfoNu9FXGX2A28FHJ3xQZvdLLFK09sYtczMFsllQ3SI1Otv3kIgirvs26QcryC42NlRR6k4FFIuq7Y-_bGJeJpoGeDka9MqAxz0DdIP_vUXe1DAYmGA08EYiy01L5V5nFRB=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-10-27T17:39:03.802Z,,,,
https://www.google.com/maps/place/Quality+Pools+%26+Spas/data=!4m7!3m6!1s0x876bedd8306d13af:0xb379bb4ff06c97a0!8m2!3d40.0282823!4d-105.259292!16s%2Fg%2F1tdk11w_!19sChIJrxNtMNjta4cRoJds8E-7ebM,Quality Pools & Spas,2.9,65,Swimming pool supply store,"2869 28th St, Boulder, CO 80301, United States","2PHR+87 Boulder, Colorado, USA",https://qualitypoolsboulder.com/,+1 303-786-9700,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ThJHCjFICAA98LlNv-NIgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.70273&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,12–4 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-10-27T17:39:09.682Z,"Functional retailer featuring swimming pool supplies, spas & more plus repair services. · In-store shopping · Kerbside pickup · Delivery",Identifies as women-owned,,
https://www.google.com/maps/place/Peak+One+Pool+%26+Spa/data=!4m7!3m6!1s0x876bed3f6c190183:0xcea3242328948fa8!8m2!3d40.0186752!4d-105.2315988!16s%2Fg%2F11s3qrh5md!19sChIJgwEZbD_ta4cRqI-UKCMko84,Peak One Pool & Spa,3.0,2,Swimming pool repair service,"Boulder, CO 80308, United States","2Q99+F9 Boulder, Colorado, USA",https://www.peakonepoolandspa.com/,+1 970-418-0767,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yd4EW638T9RvBK9lwazpsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.08557&pitch=0&thumbfov=100,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-10-27T17:39:15.170Z,,,,
https://www.google.com/maps/place/Laguna+Pools/data=!4m7!3m6!1s0x876b815a877e9a4d:0x4c1934d47ca7db9d!8m2!3d39.7104063!4d-105.1171275!16s%2Fg%2F11c2jmbvv7!19sChIJTZp-h1qBa4cRndunfNQ0GUw,Laguna Pools,4.7,21,Swimming pool contractor,"10600 W Alameda Ave Suite 211, Lakewood, CO 80226, United States","PV6M+54 Lakewood, Colorado, USA",http://lagunapoolsllc.us/,+1 720-768-8260,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPMyxupl35UEsJOkvxu7qgNoFdQ4Yp5AzAUheTB=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-10-27T17:39:29.490Z,,,,
https://www.google.com/maps/place/Pool+Doctor/data=!4m7!3m6!1s0x876b81628d27ede3:0xf354efbdea77f529!8m2!3d39.6965404!4d-105.0658698!16s%2Fg%2F11h23435sx!19sChIJ4-0njWKBa4cRKfV36r3vVPM,Pool Doctor,4.5,50,Swimming pool repair service,"6300 W Mississippi Ave, Lakewood, CO 80226, United States","MWWM+JM Lakewood, Colorado, USA",http://www.copooldoctor.com/,+1 303-232-8600,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNdG_BhawFlUDO9Rn7JtzNWfRdccGR6X5GmU7Zw=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-10-27T17:39:34.433Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Colorado+Pool+Liners/data=!4m7!3m6!1s0x876b8127fd8c0709:0xdf398aa7ec2a66b0!8m2!3d39.6884358!4d-105.0966305!16s%2Fg%2F11vsp3vlhg!19sChIJCQeM_SeBa4cRsGYq7KeKOd8,Colorado Pool Liners,5.0,9,Swimming pool repair service,"Lakewood, CO 80232, United States","MWQ3+98 Lakewood, Colorado, USA",https://coloradopoolliners.com/,+1 303-325-6954,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhvu7AqZP3bpgqmj0-CtxitBrZUq-TbGx3ya7JFvnxZ27xTLv368nFrtvZ1kB2IYx28iDkaELPfjv_EGcCJn-usTRmxFLNdbZKJvsXUnIZqDsRYx_K7TaiHLcfppgDOfh7jrifVA=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-10-27T17:39:39.480Z,,,,
https://www.google.com/maps/place/Marina+Pool+Spa+%26+Patio/data=!4m7!3m6!1s0x876b81aa210f6f09:0xdf0d8eefde781016!8m2!3d39.6836229!4d-105.0849383!16s%2Fg%2F1tn01qgl!19sChIJCW8PIaqBa4cRFhB43u-ODd8,Marina Pool Spa & Patio,4.5,147,Swimming pool supply store,"7777 W Jewell Ave, Lakewood, CO 80232, United States","MWM8+C2 Lakewood, Colorado, USA",http://www.marinapoolspaandpatio.com/,+1 303-985-0077,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVf2lxI2wQyLsUBUXmU6BUhV3-FRtW0_tqcqI4xb8y8ElkXdsgvQ-5AY_BD6B9qHVY4FTXSj284DhvQP_UoKH_E9XT5GQy0UbMArzQ0Nqb7QY4a5OmQMc7jtcg9HVQE5GXESxl=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-10-27T17:39:44.477Z,"Resource for backyard living that deals in pool supplies, hot tubs, grills & patio furniture. · In-store shopping · Kerbside pickup · Delivery",LGBTQ+ friendly,,
https://www.google.com/maps/place/Eco+Friendly+Pools/data=!4m7!3m6!1s0x876b815e28f50c6b:0xffb897ac62bdda46!8m2!3d39.7101457!4d-105.0849687!16s%2Fg%2F1tfdzbjz!19sChIJawz1KF6Ba4cRRtq9YqyXuP8,Eco Friendly Pools,4.0,2,Swimming pool contractor,"Lakewood, CO 80226, United States",,,+1 303-320-6181,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wLEPaOJtahxgEoPG562NpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.733753&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-10-27T17:39:49.384Z,,,,
https://www.google.com/maps/place/Action+Swimming+Pool+Service/data=!4m7!3m6!1s0x876b843397b5d749:0xf0b8379936e63851!8m2!3d39.7895142!4d-105.1193374!16s%2Fg%2F1tmqgprm!19sChIJSde1lzOEa4cRUTjmNpk3uPA,Action Swimming Pool Service,4.6,24,Swimming pool supply store,"5168 Parfet St Unit I, Wheat Ridge, CO 80033, United States","QVQJ+R7 Wheat Ridge, Colorado, USA",http://www.actionswimmingpools.com/,+1 303-431-8501,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMzHmZYkGcmw7poCsdyAWv1QJ20Mh5kIb4OgBY0=w408-h301-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-10-27T17:39:54.555Z,"Store offering home swimming pool equipment & accessories, plus renovation & repair services. · In-store pick-up",,,
"https://www.google.com/maps/place/The+Pool+Man,+Inc./data=!4m7!3m6!1s0x876c7ffe105a24b3:0xa380fb5db51f9e42!8m2!3d39.6530485!4d-105.0269659!16s%2Fg%2F1vj5_px1!19sChIJsyRaEP5_bIcRQp4ftV37gKM","The Pool Man, Inc.",4.7,51,Swimming pool contractor,"3106 W Hampden Ave, Englewood, CO 80110, United States","MX3F+66 Englewood, Colorado, USA",http://www.poolmanusa.co/,+1 303-781-4409,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipP7EyH8wrPfVt-eCGw8emEFfJ4EuUdB6RnOO-L4=w408-h273-k-no,true,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-10-27T17:39:59.692Z,,,,
