placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Portage+Path+Behavioral+Health/data=!4m7!3m6!1s0x8830d48c21705a31:0x3810842bc84067b2!8m2!3d41.0069506!4d-81.586825!16s%2Fg%2F1tfh_72t!19sChIJMVpwIYzUMIgRsmdAyCuEEDg,Portage Path Behavioral Health,3.2,22,Mental health clinic,"105 5th St SE # 6, Barberton, OH 44203, United States","2C47+Q7 Barberton, Ohio, USA",http://www.portagepath.org/,+1 330-745-0081,Closed · Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEO40Nrciw-DzBoSfWyN3xw5zSXHL2Vg8Bl_Kfk09M5aLkHhnuwSJ4qtOmqf3nSDoL2_tae4j3uQp_oO4EoKnJ0HUVkZFrOnRPw4tFanrmBE2bY6xFB36hcQ6vGvu6OE6x62oZ=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–8 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:07.965Z,,
https://www.google.com/maps/place/Portage+Path+Behavioral+Health:+Akron+Outpatient/data=!4m7!3m6!1s0x8830d626f31c6273:0xeba3b158444ca394!8m2!3d41.0758923!4d-81.5195803!16s%2Fg%2F11cn9cj2m6!19sChIJc2Ic8ybWMIgRlKNMRFixo-s,Portage Path Behavioral Health: Akron Outpatient,2.6,113,Mental health clinic,"340 S Broadway St, Akron, OH 44308, United States","3FGJ+95 Akron, Ohio, USA",https://www.portagepath.org/,+1 330-253-3100,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOZJZIN5p-FZb3RLQWvh67qECghJa4k7ajX9lzI=w426-h240-k-no,true,8 am–7 pm,8 am–8 pm,8 am–5:30 pm,8 am–8 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:13.697Z,,
https://www.google.com/maps/place/Portage+Path+Behavioral+Health:+Psychiatric+Emergency+Services+%28PES%29/data=!4m7!3m6!1s0x8830d7d7fe2344e5:0x700af2bc2776dca4!8m2!3d41.098153!4d-81.515965!16s%2Fg%2F1trrdvlk!19sChIJ5UQj_tfXMIgRpNx2J7zyCnA,Portage Path Behavioral Health: Psychiatric Emergency Services (PES),2.1,27,Mental health service,"10 Penfield Ave, Akron, OH 44310, United States","3FXM+7J Akron, Ohio, USA",http://www.portagepath.org/,+1 330-762-6110,Open 24 hours,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wlevi1FZl9_wIRXVuHv_ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.7293&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:18.542Z,,
https://www.google.com/maps/place/Portage+Path+Behavioral+Health:+Gannon+Timothy+L+MD/data=!4m7!3m6!1s0x8830d48c21705a31:0x736ae0d4a9cea1bd!8m2!3d41.007359!4d-81.586768!16s%2Fg%2F1v1kqhs8!19sChIJMVpwIYzUMIgRvaHOqdTganM,Portage Path Behavioral Health: Gannon Timothy L MD,3.8,4,Psychiatrist,"105 5th St SE # 6, Barberton, OH 44203, United States","2C47+W7 Barberton, Ohio, USA",http://www.portagepath.org/,+1 330-745-0081,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AZAdsjLwaqFxHDKsYA5QHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.838316&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:23.447Z,,
https://www.google.com/maps/place/REACH+Behavioral+Health/data=!4m7!3m6!1s0x88312bbb7e6765dd:0xd056c900208a78f0!8m2!3d40.996147!4d-81.4626725!16s%2Fg%2F11lv45lhgr!19sChIJ3WVnfrsrMYgR8HiKIADJVtA,REACH Behavioral Health,3.0,2,Mental health service,"2410 Massillon Rd, Akron, OH 44312, United States","XGWP+FW Akron, Ohio, USA",https://reachbh.org/,+1 330-269-5492,"Closed · Opens 8 am Tue

Updated by phone call 10 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fT2xExdA37atI3oxCEUntA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.14963&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:28.231Z,,
"https://www.google.com/maps/place/Katelyn+Stenger,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x88312b55580cdb11:0xb963b4c6ddb0dcaa!8m2!3d40.9712693!4d-81.4919748!16s%2Fg%2F11mllhstdw!19sChIJEdsMWFUrMYgRqtyw3ca0Y7k","Katelyn Stenger, Psychiatric Nurse Practitioner",5.0,1,Mental health clinic,"3661 S Arlington Rd Suite D, Uniontown, OH 44685, United States","XGC5+G6 Uniontown, Ohio, USA",https://lifestance.com/provider/nurse-practitioner/oh/green/katelyn-stenger/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 330-595-4628,"Closed · Opens 9 am Tue

Confirmed by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOoiOiMCwUvIbv-fUVbMOF9h1IztrDll8wjvWUe=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:32.978Z,,
https://www.google.com/maps/place/Akron+Family+Institute/data=!4m7!3m6!1s0x88312ac5f0acdcab:0xbde97d764b3b5a39!8m2!3d40.9767238!4d-81.4877213!16s%2Fg%2F1tdgw0yl!19sChIJq9ys8MUqMYgROVo7S3Z96b0,Akron Family Institute,3.2,13,Psychotherapist,"3469 Fortuna Dr, Akron, OH 44312, United States","XGG6+MW Akron, Ohio, USA",http://akronfamilyinstitute.com/,+1 330-644-3469,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X0JxiBBmOk1d0WHf6jSHFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.09216&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:38.049Z,,
"https://www.google.com/maps/place/Greater+Akron+Psychiatry/@41.078431,-81.5317006,17z/data=!3m1!4b1!4m6!3m5!1s0x8830d63a4c6a99cb:0x9c3a80e5015ff3f6!8m2!3d41.078431!4d-81.5317006!16s%2Fg%2F1v9gkn9t",Greater Akron Psychiatry,1.7,6,Psychiatrist,"400 Wabash Ave # 5400, Akron, OH 44307, United States","3FH9+98 Akron, Ohio, USA",https://my.clevelandclinic.org/locations/akron-general/specialties/psychiatry-behavioral-sciences,+1 330-344-6525,Closed · Opens 8 am Tue,,,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:44.728Z,,
https://www.google.com/maps/place/Tarry+House+Respite+Program/data=!4m7!3m6!1s0x8830d4d5d5f8fcef:0xbc81cd3c732f341c!8m2!3d40.9769303!4d-81.5620702!16s%2Fg%2F1tlw9qm5!19sChIJ7_z41dXUMIgRHDQvczzNgbw,Tarry House Respite Program,4.3,7,Mental health service,"4635 Manchester Rd, Akron, OH 44319, United States","XCGQ+Q5 Akron, Ohio, USA",http://tarryhouse.org/,+1 330-645-9602,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LrJIyxze6wTSah4wCv-_kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.81387&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:47.430Z,,
https://www.google.com/maps/place/Healing+With+Grace/data=!4m7!3m6!1s0xa0065bfcc1c82cf5:0xcdd6c3985b870444!8m2!3d40.9963545!4d-81.5357361!16s%2Fg%2F11wv_zzyn8!19sChIJ9SzIwfxbBqARRASHW5jD1s0,Healing With Grace,5.0,2,Mental health service,"503 Portage Lakes Drive #9, Akron, OH 44319, United States","XFW7+GP Akron, Ohio, USA",https://healingwithgraceohio.com/,+1 330-227-4389,Closed · Opens 9 am Tue,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP_K_z3Djkf-u9NTXPmQ1sUSRYTDFvB6044_0q-=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T00:39:52.128Z,,
