placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Pabian+Properties/data=!4m7!3m6!1s0x89c702783fa77b9b:0x490a401dd6c691b4!8m2!3d39.7297457!4d-75.5846412!16s%2Fg%2F119v87v3j!19sChIJm3unP3gCx4kRtJHG1h1ACkk,Pabian Properties,2.9,61,Property management company,"101 N Maryland Ave, Wilmington, DE 19804, United States","PCH8+V4 Wilmington, Delaware, USA",http://www.pabianproperties.com/,+1 302-762-1992,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1CvA16J8Rg9yu0nHBDepzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.15485&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:02:27.800Z,,,,
"https://www.google.com/maps/place/Arbor+Management,+LLC/data=!4m7!3m6!1s0x89c6e2dd97df50b3:0x20830f28fe5fd987!8m2!3d39.7547311!4d-75.5058446!16s%2Fg%2F1thy0r_9!19sChIJs1Dfl93ixokRh9lf_igPgyA","Arbor Management, LLC",3.2,23,Property management company,"4 Denny Rd # 1, Wilmington, DE 19809, United States","QF3V+VM Wilmington, Delaware, USA",https://arbormanagement.com/,+1 302-764-6450,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iZAksNmu__6scbMvK7hO0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.248642&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:02:34.059Z,,,,
https://www.google.com/maps/place/AKA+Management+Co/data=!4m7!3m6!1s0x89c6fd6c0183570b:0xfda329556e4fd98e!8m2!3d39.7430038!4d-75.557132!16s%2Fg%2F1ttpc7_8!19sChIJC1eDAWz9xokRjtlPblUpo_0,AKA Management Co,3.0,20,Property management company,"623 W 4th St, Wilmington, DE 19801, United States","PCVV+64 Wilmington, Delaware, USA",http://www.akamanagementco.com/,+1 302-984-0266,Closed ⋅ Opens 2 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Veeb8ln8wjTFJqcLKfgR_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.822407&pitch=0&thumbfov=100,false,2–5 pm,2–5 pm,10 am–4 pm,12–4 pm,2–5 pm,2–5 pm,2–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:02:39.613Z,,,,
"https://www.google.com/maps/place/Hamilton+Management+Group/@39.7593127,-75.5720183,17z/data=!3m1!4b1!4m6!3m5!1s0x89c6fd087aa55555:0x9fae874a037abd2d!8m2!3d39.7593127!4d-75.5720183!16s%2Fg%2F11h5q8lb5t",Hamilton Management Group,4.0,4,Property management company,"Dravo building, 2323 Pennsylvania Ave, Wilmington, DE 19806, United States","QC5H+P5 Wilmington, Delaware, USA",https://www.hamiltonmanagementgroup.info/,+1 302-229-9999,,,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:02:45.318Z,,,,
https://www.google.com/maps/place/Advanced+Realty+Solutions/data=!4m7!3m6!1s0x89c7074c46348d27:0xfdf163e440eade8c!8m2!3d39.7277079!4d-75.5876848!16s%2Fg%2F11k6l3_qmc!19sChIJJ400RkwHx4kRjN7qQORj8f0,Advanced Realty Solutions,3.9,71,Property management company,"201 S Maryland Ave, Wilmington, DE 19804, United States","PCH6+3W Wilmington, Delaware, USA",http://advancedrealtyde.com/,+1 302-691-7043,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipNSLKUI4xuOAP4YD2jEeO7qxJZ7mydyfQBSRQUL=w408-h306-k-no,true,9 am–3 pm,9 am–12 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:02:50.648Z,,,,
https://www.google.com/maps/place/Trolley+PM/data=!4m7!3m6!1s0x89c6fd0e47b89f57:0x10275e32da728a98!8m2!3d39.7590558!4d-75.5633657!16s%2Fg%2F11vc1r32fp!19sChIJV5-4Rw79xokRmIpy2jJeJxA,Trolley PM,5.0,2,Property management company,"1801 Delaware Ave, Wilmington, DE 19806, United States","QC5P+JM Wilmington, Delaware, USA",,+1 302-750-3080,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O6bBcX-RA5C2LnycHVhbDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=22.338299&pitch=0&thumbfov=100,true,10 am–4 pm,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:02:55.747Z,,,,
https://www.google.com/maps/place/Kredible/data=!4m7!3m6!1s0x89c6fd1323a2ce61:0x8973d66b79d0300d!8m2!3d39.749218!4d-75.559191!16s%2Fg%2F11b6970_xg!19sChIJYc6iIxP9xokRDTDQeWvWc4k,Kredible,5.0,3,Property management company,"903 N Van Buren St, Wilmington, DE 19806, United States","PCXR+M8 Wilmington, Delaware, USA",,+1 302-468-7704,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNZzmo8ee4yvzreaC1C2oTl_xeSxcz8qokL4RCF=w408-h342-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:03:00.719Z,,,,
https://www.google.com/maps/place/White+Robbins+Property+Management/data=!4m7!3m6!1s0x89c6fca19dc39c5f:0x49d38f0b69a37ff2!8m2!3d39.803367!4d-75.5479124!16s%2Fg%2F1wl4rklk!19sChIJX5zDnaH8xokR8n-jaQuP00k,White Robbins Property Management,4.4,151,Property management company,"3513 Concord Pike #2100, Wilmington, DE 19803, United States","RF32+8R Wilmington, Delaware, USA",http://whiterobbins.com/,+1 302-478-5555,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPIa5IR95G-_VXvvUpb9MCGqoPiydDTGTO6b2AO=w722-h240-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:03:05.834Z,,,,
https://www.google.com/maps/place/Advanced+Property+Management/data=!4m7!3m6!1s0x89c6fd70eca15555:0xc4d6cf9e888634af!8m2!3d39.7403461!4d-75.5665835!16s%2Fg%2F11h3vbpsvc!19sChIJVVWh7HD9xokRrzSGiJ7P1sQ,Advanced Property Management,1.6,5,Property management company,"413 S Harrison St, Wilmington, DE 19805, United States","PCRM+49 Wilmington, Delaware, USA",,+1 302-409-0384,Open ⋅ Closes 3:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G7-QDUqWrXaRCPnVGoX1Zw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.79572&pitch=0&thumbfov=100,false,9 am–3:30 pm,9 am–12 pm,Closed,Closed,9 am–3:30 pm,9 am–3:30 pm,9 am–3:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:03:11.150Z,,,,
https://www.google.com/maps/place/Investment+Property+Services/data=!4m7!3m6!1s0x89c70215d813d585:0xb73204e3f7e80c93!8m2!3d39.715058!4d-75.6039977!16s%2Fg%2F1tftg8d_!19sChIJhdUT2BUCx4kRkwzo9-MEMrc,Investment Property Services,2.9,31,Property management company,"413 Larch Cir, Wilmington, DE 19804, United States","P98W+2C Wilmington, Delaware, USA",http://ipsde.com/,+1 302-994-3907,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPNk7YUqz1K1SYNnXMWpQU5xgpw79c6P2NuF1vx=w408-h420-k-no,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2025-09-25T17:03:16.085Z,,,,
