placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Home+Power+Systems+and+Commercial+Power+Systems/data=!4m7!3m6!1s0x89d992abfe381a21:0xa3aeaa80c48fc212!8m2!3d43.1040487!4d-76.086857!16s%2Fg%2F1tgwbx6t!19sChIJIRo4_quS2YkREsKPxICqrqM,Home Power Systems and Commercial Power Systems,5.0,316,Electrician,"6067 Corporate Dr, East Syracuse, NY 13057, United States","4W37+J7 East Syracuse, New York, USA",http://www.homepowersystems.net/,+1 315-234-2451,,https://lh3.googleusercontent.com/p/AF1QipMbqbpV2aWBMDRsXWfWkhCHG8ixFo9InF0nKX7f=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:21.149Z,,,,
https://www.google.com/maps/place/4+Power+Now+Inc./data=!4m7!3m6!1s0x89d9f37523ec588f:0x382099c7b88a9e25!8m2!3d43.0843003!4d-76.099105!16s%2Fg%2F11h0k5lsmk!19sChIJj1jsI3Xz2YkRJZ6KuMeZIDg,4 Power Now Inc.,4.4,66,HVAC contractor,"6085 Court Street Rd, Syracuse, NY 13206, United States","3WM2+P9 Syracuse, New York, USA",http://www.4powernow.com/,+1 315-463-4455,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-w6JeENJ1DgcT6K_DU5p0UPOLEcinChvhseQH_xdsc97QcD_oYwQCDQy_cv1eY9JPw3TMDn0ZpR4XgyksQY3YstEfzXU2jkuIB4yvJTnLYgj7iyj8edU07Xu9IisE0IFpzfI5iewESMFY=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:26.435Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Home+Power+Systems+and+Commercial+Power+Systems/data=!4m7!3m6!1s0x89d136cca3a54af5:0x98cd1347bdaa3ffb!8m2!3d42.9817863!4d-77.3565158!16s%2Fg%2F1tsr45fw!19sChIJ9Uqlo8w20YkR-z-qvUcTzZg,Home Power Systems and Commercial Power Systems,5.0,1001,Electric generator shop,"1127 Corporate Dr, Farmington, NY 14425, United States","XJJV+P9 Farmington, New York, USA",http://www.homepowersystems.net/,+1 585-421-0203,,https://lh3.googleusercontent.com/p/AF1QipND5VG5SWUhHWEbgRbVPzQeuAEAmvVFw2WEBog7=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:31.841Z,LGBTQ+ friendly,· In-store pick-up,,
https://www.google.com/maps/place/911+Generators/data=!4m7!3m6!1s0x89d753f2ee9dab15:0xc240af384ad45622!8m2!3d43.053801!4d-76.5610149!16s%2Fg%2F1tddbvd4!19sChIJFaud7vJT14kRIlbUSjivQMI,911 Generators,4.9,54,Electrician,"2737 Erie Dr, Weedsport, NY 13166, United States","3C3Q+GH Weedsport, New York, USA",http://911generators.com/,+1 315-834-6406,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPD3j4gVbSqshNEWf_cq0htGOtBfLG76r9bS-eO=w408-h329-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:36.591Z,,,,
https://www.google.com/maps/place/DM+Shaver+Inc./data=!4m7!3m6!1s0x89d766985cb0c0d1:0x1a9091402a9da268!8m2!3d43.3717711!4d-76.5730498!16s%2Fg%2F11c178mnqm!19sChIJ0cCwXJhm14kRaKKdKkCRkBo,DM Shaver Inc.,4.8,61,Electric generator shop,"15 Hall Rd, Hannibal, NY 13074, United States","9CCG+PQ Hannibal, New York, USA",http://dmshaver.com/,+1 315-564-9975,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfNrtmzXFP1U2s6riPzyn96AZl_Jkk3w31wXI0D9ioWFhtzNwzuAyYUv3ZkdebKnNevFmRR9n_d1h-NrKqXpcxIQ8vbq9592emujLBynqf2j8L0pkc8t6jMmHK_zT0Kwwj4FH1QqUOtBHU=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:41.557Z,,,,
https://www.google.com/maps/place/Guardian+Electric/data=!4m7!3m6!1s0x89d9f1219f31dca7:0x4011cb389a5a4f4e!8m2!3d43.0577611!4d-76.2225006!16s%2Fg%2F11llzfm7fl!19sChIJp9wxnyHx2YkRTk9amjjLEUA,Guardian Electric,4.8,110,Electrician,"413 Abell Ave, Syracuse, NY 13209, United States","3Q5G+4X Syracuse, New York, USA",https://syracuseelectrician.com/,+1 315-560-7284,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8K1sE-aEzdYtYj8QKO6kYmTfsQ_i3FqJTlWUoQkJifehEXJ205wgAffb2-DU3haBhyoHX-Ebilt1rov2Z2hgxgFU1sImZ9YN0CTJyfZ328A1KahvWJxlMC_xG_xkegqoDLImiMw87XHvd=w408-h544-k-no,true,7 am–3 pm,Closed,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:46.642Z,,,,
"https://www.google.com/maps/place/4+Green+Power+Systems,+LLC/data=!4m7!3m6!1s0x89d9a183a832597d:0xd381e42c0d90603c!8m2!3d43.2068131!4d-75.7278134!16s%2Fg%2F11gsn1l9vk!19sChIJfVkyqIOh2YkRPGCQDSzkgdM","4 Green Power Systems, LLC",4.4,23,Electrician,"2000 Main St, Sylvan Beach, NY 13157, United States","674C+PV Sylvan Beach, New York, USA",https://www.teamgenerac.com/,+1 315-929-0110,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TKLvdnxqeZ5zezs10YnDSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.36558&pitch=0&thumbfov=100,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:51.626Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Palmer+Electric+Inc/data=!4m7!3m6!1s0x89d9f27c62d29e15:0x536edd65058f997!8m2!3d43.021431!4d-76.1977014!16s%2Fg%2F1v8322qp!19sChIJFZ7SYnzy2YkRl_lYUNbtNgU,Palmer Electric Inc,4.8,154,Electrician,,,http://palmerelectric.com/,+1 315-760-5942,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOYrrGXPbkAShnZSleWvEkiCMgUo3V0d5EqDJmc=w426-h240-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:49:56.710Z,,,,
"https://www.google.com/maps/place/Storm+Power+Solutions,+LLC/data=!4m7!3m6!1s0x89d835c73632cab7:0x4bb24f0f91f86360!8m2!3d42.7462215!4d-75.7700406!16s%2Fg%2F11n91769rh!19sChIJt8oyNsc12IkRYGP4kQ9Psks","Storm Power Solutions, LLC",5.0,6,Electric generator shop,,,https://stormpowersolutions.com/,+1 315-870-8836,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOwaSiuezr5FjSpoRzWvZTtkPF7xwPbMs3jQZzF=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:50:01.309Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/TAG+MECHANICAL/data=!4m7!3m6!1s0x89d9f295f02dacf1:0x68fe99e389a6b112!8m2!3d43.079777!4d-76.109347!16s%2Fg%2F1tg16qjf!19sChIJ8awt8JXy2YkRErGmieOZ_mg,TAG MECHANICAL,3.5,29,HVAC contractor,"4019 New Ct Ave, Syracuse, NY 13206, United States","3VHR+W7 Syracuse, New York, USA",http://www.tagmechanical.com/,+1 315-463-4455,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z0yYW0JM5_LTOL6uR-MfMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.987347&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2026-01-10T22:50:06.279Z,,,,
