placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
"https://www.google.com/maps/place/Tomorrow%27s+Promise,+PC/data=!4m7!3m6!1s0x8850fbcbbbd657a3:0x737e7d7d0a006f56!8m2!3d36.2249222!4d-81.7097382!16s%2Fg%2F11c1lmk326!19sChIJo1fWu8v7UIgRVm8ACn19fnM","Tomorrow's Promise, PC",4.8,16,Mental health clinic,"2208 US-421, Boone, NC 28607, United States","67FR+X4 Boone, North Carolina, USA",https://tomorrowspromisepc.com/,+1 336-620-3886,Closed · Opens 10 am Sat,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b7JB2tP8gCVTNzHxVeDIaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.919641&pitch=0&thumbfov=100,true,4–7 pm,Closed,Closed,Closed,Closed,10 am–2 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:39:56.737Z,,
"https://www.google.com/maps/place/Mountain+State+of+Mind+Clinic,+PLLC/data=!4m7!3m6!1s0x8850f174d1cede6f:0x5bb2b2a6083750a4!8m2!3d36.2032236!4d-81.6563523!16s%2Fg%2F11t2px_th1!19sChIJb97O0XTxUIgRpFA3CKaysls","Mountain State of Mind Clinic, PLLC",,,Mental health service,"895 State Farm Rd Suite 403-7, Boone, NC 28607, United States","683V+7F Boone, North Carolina, USA",http://mtnstateofmindclinic.com/,+1 828-278-9250,Closed · Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipMJEE-5zw4cDnnvqpxxsoL7NTTAzFnb7Y3fJ1Y-=w408-h544-k-no,true,Closed,10 am–5:30 pm,Closed,10 am–5:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:02.362Z,,
https://www.google.com/maps/place/Freedom+Behavioral+Health+Services/data=!4m7!3m6!1s0x8850fa4f232ab113:0xa31995aee90cc451!8m2!3d36.2032236!4d-81.6563523!16s%2Fg%2F11rf732xpt!19sChIJE7EqI0_6UIgRUcQM6a6VGaM,Freedom Behavioral Health Services,5.0,1,Mental health clinic,"895 State Farm Rd, Boone, NC 28607, United States","683V+7F Boone, North Carolina, USA",https://www.freedom-bhs.com/contact-me,+1 919-607-9087,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1I_4cVoUZsSzxEJ6P0a_fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.8162&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:05.077Z,,
https://www.google.com/maps/place/Center+for+Emotional+Health+-+Boone/data=!4m7!3m6!1s0x8850fb531b84b6d9:0x7c509bd579331dc5!8m2!3d36.1985914!4d-81.6668999!16s%2Fg%2F11r3kvnpxw!19sChIJ2baEG1P7UIgRxR0zedWbUHw,Center for Emotional Health - Boone,2.9,26,Mental health service,"717 Greenway Rd suite c, Boone, NC 28607, United States","58XM+C6 Boone, North Carolina, USA",http://www.cehcharlotte.com/,+1 704-237-4240,,https://lh3.googleusercontent.com/p/AF1QipMprTaWaUQaGXKStLzihgBZSBWj7mYEer7FUkwU=w408-h523-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:09.840Z,,
"https://www.google.com/maps/place/Alycia+M.+Brown,+MD/data=!4m7!3m6!1s0x8850fbc77e6d7f8d:0x82203a0eebfb40c6!8m2!3d36.2019736!4d-81.6830929!16s%2Fg%2F11sjz_93dn!19sChIJjX9tfsf7UIgRxkD76w46III","Alycia M. Brown, MD",3.7,9,Psychiatrist,"1760 NC-105, Boone, NC 28607, United States","6828+QQ Boone, North Carolina, USA",http://dogwoodpsychiatry.com/,+1 828-202-9765,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yTHflxen02OJ-B_e-QVA3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.626749&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:14.954Z,,
https://www.google.com/maps/place/Daymark+Recovery+Services+-+Watauga+Outpatient+Center/data=!4m7!3m6!1s0x8850f148f1fc961f:0x450a472286f2d3c5!8m2!3d36.219626!4d-81.692335!16s%2Fg%2F1pxw6p7ss!19sChIJH5b88UjxUIgRxdPyhiJHCkU,Daymark Recovery Services - Watauga Outpatient Center,3.0,45,Mental health clinic,"132 Poplar Grove Connector SUITE B, Boone, NC 28607, United States","6895+V3 Boone, North Carolina, USA",https://www.daymarkrecovery.org/locations/watauga-center,+1 828-264-8759,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNhBdmG5O8S8gRhcee6ohN2xfotn7vhuwYj4qsk=w408-h345-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:19.988Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Mentor+Behavioral+Healthcare/data=!4m7!3m6!1s0x8850fa6841176305:0xcc838331cc1e88a9!8m2!3d36.202231!4d-81.6708747!16s%2Fg%2F1trc5nkz!19sChIJBWMXQWj6UIgRqYgezDGDg8w,Mentor Behavioral Healthcare,4.2,10,Psychologist,"249 Wilson Dr Suite 5, Boone, NC 28607, United States","682H+VM Boone, North Carolina, USA",http://www.mentorbhc.com/,+1 828-268-2172,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipMnE1N5MV0nO2Aq4-vH2wy0CXWaFxet7OhZOKGp=w408-h306-k-no,true,9 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:25.079Z,,
https://www.google.com/maps/place/Smoky+Mountain+Center/data=!4m7!3m6!1s0x8850fa4f13866c8d:0xeebbb22691a80996!8m2!3d36.2031666!4d-81.656444!16s%2Fg%2F1260xl454!19sChIJjWyGE0_6UIgRlgmokSayu-4,Smoky Mountain Center,,,Mental health service,"895 State Farm Rd # 404, Boone, NC 28607, United States","683V+7C Boone, North Carolina, USA",,+1 828-265-5315,Closed · Opens 10 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1I_4cVoUZsSzxEJ6P0a_fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.44653&pitch=0&thumbfov=100,false,Closed,Closed,10 am–5 pm,10 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:29.874Z,,
https://www.google.com/maps/place/Stepping+Stone+of+Boone/data=!4m7!3m6!1s0x8850fa5d43ca8eaf:0x5d1d10fd972370fb!8m2!3d36.1990619!4d-81.6684631!16s%2Fg%2F1tfvzvk0!19sChIJr47KQ136UIgR-3Ajl_0QHV0,Stepping Stone of Boone,3.7,30,Addiction treatment center,"643-L Greenway Rd, Boone, NC 28607, United States","58XJ+JJ Boone, North Carolina, USA",https://pinnacletreatment.com/location/north-carolina/boone/stepping-stone-of-boone/?utm_source=Google&utm_medium=GMB_Profile&utm_campaign=GMB,+1 828-265-7078,,https://lh3.googleusercontent.com/p/AF1QipNK0RB6_8Gv71TOGUkeCyD0GPm4c7dmOSCvNeGN=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:34.577Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Hollyhock+Counseling+and+Assessment+Services/@36.2036913,-81.6562036,17z/data=!3m1!4b1!4m6!3m5!1s0x8850fb0aa650d827:0x47ff0d62f8eda6ef!8m2!3d36.2036913!4d-81.6562036!16s%2Fg%2F11j1d4088_",Hollyhock Counseling and Assessment Services,5.0,1,Mental health service,"895 State Farm Rd Suite 507, Boone, NC 28607, United States","683V+FG Boone, North Carolina, USA",,+1 828-212-8220,,,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-12-16T00:40:39.278Z,,
