placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/A+American+Electrical+Services/data=!4m7!3m6!1s0x86d670f642cb6f09:0x536aa8f94a62ebce!8m2!3d32.250374!4d-110.9745171!16s%2Fg%2F1th0bwvm!19sChIJCW_LQvZw1oYRzutiSvmoalM,A American Electrical Services,4.6,15,Electrician,"827 S Santa Rita Ave, Tucson, AZ 85719, United States","722G+45 Tucson, Arizona, USA",https://aamericanelectricalservices.com/,+1 520-751-9247,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aMAucI2LXnQE4pqvn6ikqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.97107&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:56:34.469Z,,,,
https://www.google.com/maps/place/Parker+%26+Sons/data=!4m7!3m6!1s0x86d675d7aab042b3:0x9a6aeb7588256973!8m2!3d32.2763614!4d-111.0129108!16s%2Fg%2F11pv2lhv3f!19sChIJs0Kwqtd11oYRc2kliHXrapo,Parker & Sons,4.8,4885,HVAC contractor,"3801 N Hwy Dr, Tucson, AZ 85705, United States","7XGP+GR Tucson, Arizona, USA",https://www.parkerandsons.com/tucson?utm_campaign=gmb_pk-phx_home_cus-all_googlebusinessprofile-tucson&utm_medium=gmb&utm_source=google,+1 520-363-2400,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPRm2auTzgq5GNv_AS-7PUGga-mT4bwkRhbBFjG=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:56:40.234Z,,,,
https://www.google.com/maps/place/SPE+Electrical+Services/data=!4m7!3m6!1s0x86d6704fe04fffff:0x9ffda68d17b9c84a!8m2!3d32.2189966!4d-110.9386021!16s%2Fg%2F11hcv142ss!19sChIJ__9P4E9w1oYRSsi5F42m_Z8,SPE Electrical Services,4.9,71,Electrician,"245 S Plumer Ave #37, Tucson, AZ 85719, United States","6396+HH Tucson, Arizona, USA",http://www.spearizona.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 520-551-0636,"Closed · Opens 8 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOHKoPcSlXNfi8LD7pjXu1sOdn8QENPIWxgpvc=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:56:45.137Z,,,,
https://www.google.com/maps/place/Volt+Vikings/data=!4m7!3m6!1s0x86d6737206e90143:0xf76c11332e50daaa!8m2!3d32.2791703!4d-111.0035825!16s%2Fg%2F11fj28gxwt!19sChIJQwHpBnJz1oYRqtpQLjMRbPc,Volt Vikings,4.9,210,Electrician,"3929 N Romero Rd, Tucson, AZ 85705, United States","7XHW+MH Tucson, Arizona, USA",http://voltvikings.com/,+1 520-844-0604,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipP6EYnUg3-iZI47Q-ej62ha0r_Lww6VSF8hYgxK=w408-h282-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:56:50.124Z,,,,
https://www.google.com/maps/place/Precision+Outdoor+Power/data=!4m7!3m6!1s0x86d671be734f76d9:0x27e4c852516c8687!8m2!3d32.2498958!4d-110.9323194!16s%2Fg%2F1xpwk6wt!19sChIJ2XZPc75x1oYRh4ZsUVLI5Cc,Precision Outdoor Power,4.3,108,Small engine repair service,"2610 E Grant Rd, Tucson, AZ 85716, United States","63X9+X3 Tucson, Arizona, USA",https://www.precisionoutdoorpowertucson.com/,+1 520-327-6386,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRE5ifpBQ3jL-nVCi8HUamU0sS_Uq-vQbFijQrKgkMmDkHD5daChEFkO7RqtSjAAyvgDGsj-B6kECUY8YkgiTAe0NGlR_1t-dFZU6_M8-VtDlYh_rZQ8RGiukLq8XFIdIF80RJ=w426-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:56:55.003Z,,,,
https://www.google.com/maps/place/Empire+Power+Systems/data=!4m7!3m6!1s0x86d6741257269469:0x618b4c55aa938d0e!8m2!3d32.2780799!4d-111.0127716!16s%2Fg%2F1tdzgfn9!19sChIJaZQmVxJ01oYRDo2TqlVMi2E,Empire Power Systems,4.3,12,Energy equipment and solutions,"3830 N Hwy Dr, Tucson, AZ 85705, United States","7XHP+6V Tucson, Arizona, USA",https://www.empire-cat.com/locations/tucson-power-systems,+1 520-407-3100,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIlVz-5Hg-ld-ZCkhe5ixYbhUqb1HdE0wML4ulOuHiFv7oUjOg9TggLQdBBI6tM0_cveCS5ngIZGrssBYLKcV-702yiqG6vYKQX1HJFqoQvFTUZ9NhbUsECs_UHR0fsXtd7aGDTQ=w426-h240-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:56:59.953Z,,,,
"https://www.google.com/maps/place/Intelligent+Design+Air+Conditioning,+Plumbing,+Solar,+%26+Electric/data=!4m7!3m6!1s0x86d6746e9ce30dbd:0x7a9eb98f9305d5a8!8m2!3d32.2655122!4d-110.9540688!16s%2Fg%2F12hk40m8h!19sChIJvQ3jnG501oYRqNUFk4-5nno","Intelligent Design Air Conditioning, Plumbing, Solar, & Electric",4.8,3476,HVAC contractor,"1145 E Fort Lowell Rd, Tucson, AZ 85719, United States","728W+69 Tucson, Arizona, USA",https://www.idesignac.com/,+1 520-333-2665,,https://lh3.googleusercontent.com/p/AF1QipMfKXuNc9QZIEkIslpf0I0GBT50ESX9jHsVADWH=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:57:05.131Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/American+Outdoor+Power/data=!4m7!3m6!1s0x86d6719e584bf38d:0xbef72be77416da8b!8m2!3d32.2614508!4d-110.9723193!16s%2Fg%2F11syst3w23!19sChIJjfNLWJ5x1oYRi9oWdOcr974,American Outdoor Power,4.5,54,Small engine repair service,"3001 N Stone Ave, Tucson, AZ 85705, United States","726H+H3 Tucson, Arizona, USA",http://www.americanoutdoorpower.com/,+1 520-622-1957,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPMeJSPGbz__wDuv_SfkPu8djwVxXiNgFI0DIAT=w408-h306-k-no,true,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:57:09.978Z,,,,
https://www.google.com/maps/place/Moon+Electric+Inc/data=!4m7!3m6!1s0x86d67364e7a47d73:0x97075b07f9ec29ba!8m2!3d32.2817127!4d-110.9942678!16s%2Fg%2F11k0w9t2l8!19sChIJc32k52Rz1oYRuins-QdbB5c,Moon Electric Inc,5.0,2,Electrical installation service,"1345 W Cll Arizona, Tucson, AZ 85705, United States","72J4+M7 Tucson, Arizona, USA",https://moonelectricinc.com/,+1 520-891-4154,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wj7u_N3cmpMhj3C7zKzgcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.80414&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:57:12.527Z,,,,
https://www.google.com/maps/place/E2+Power+%26+Special+Systems+Group+Inc./data=!4m7!3m6!1s0x86d673de731b61ad:0x7ac7cb4f38a608ec!8m2!3d32.2226066!4d-110.9747108!16s%2Fg%2F1tqyfyt6!19sChIJrWEbc95z1oYR7AimOE_Lx3o,E2 Power & Special Systems Group Inc.,4.2,5,Electrician,"Tucson, AZ 85740, United States","62FG+24 Tucson, Arizona, USA",http://www.e2power.com/,+1 520-318-1818,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPeUtFeQ5Ow9cBe2-_NZZSqxY67F5q-EBLWZvSD=w480-h240-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-01-10T22:57:17.373Z,,,,
