placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
"https://www.google.com/maps/place/New+Age+Hospice+Palliative,+LLC/data=!4m7!3m6!1s0x86e75a4a7868eb49:0x13ecdc0e7cc5d704!8m2!3d31.793763!4d-106.517321!16s%2Fg%2F11g6hzjck6!19sChIJSetoeEpa54YRBNfFfA7c7BM","New Age Hospice Palliative, LLC",4.9,76,Hospice,"4050 Rio Bravo St # 100, El Paso, TX 79902, United States","QFVM+G3 El Paso, Texas, USA",https://www.newagehospice.com/,+1 915-533-0999,,https://lh3.googleusercontent.com/p/AF1QipMNP5gNvDw34epsqy1NH-PFYUGmX-_DwL7abo9d=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:27:40.166Z,,,,,,,,,,
https://www.google.com/maps/place/Global+Hospice+Care/data=!4m7!3m6!1s0x86e759a67c313081:0x5504c5b43a16dcce!8m2!3d31.7739868!4d-106.473114!16s%2Fg%2F1tfk4wr8!19sChIJgTAxfKZZ54YRztwWOrTFBFU,Global Hospice Care,3.7,14,Hospice,"1817 Wyoming Ave #2, El Paso, TX 79903, United States","QGFG+HQ El Paso, Texas, USA",http://www.globalhospice.com/,+1 915-543-6060,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPNVreASt1xYOBteH2G1TVzeNGY11V5x3bJ-SeT=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:27:46.161Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Green+Mountain+Healthcare+Services+LLC./data=!4m7!3m6!1s0x86e759708f643aa1:0x49613bf61fe6aace!8m2!3d31.774432!4d-106.501216!16s%2Fg%2F11wftyhwh0!19sChIJoTpkj3BZ54YRzqrmH_Y7YUk,Green Mountain Healthcare Services LLC.,5.0,8,Hospice,"2311 N Mesa St STE H, El Paso, TX 79902, United States","QFFX+QG El Paso, Texas, USA",https://greenmountainhospice.com/,+1 915-500-4883,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tIj0vsNgIlfwJrORX0UKEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.361305&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:27:51.463Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Mission+Trail+Hospice/data=!4m7!3m6!1s0x86e759ae0768fef9:0xd4afd7c1808973b8!8m2!3d31.7691862!4d-106.4707492!16s%2Fg%2F11rqxwbkyh!19sChIJ-f5oB65Z54YRuHOJgMHXr9Q,Mission Trail Hospice,5.0,1,Hospice,"1724-B Texas Ave Space B, El Paso, TX 79901, United States","QG9H+MP El Paso, Texas, USA",,,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IJFv4eRcWvygro8YUBvjoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.21664&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:27:56.351Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Open 24 hours,Open 24 hours,8:30 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/Three+Oaks+Hospice+%7C+El+Paso/data=!4m7!3m6!1s0x86e743010e537e1b:0x841c7f16a5937843!8m2!3d31.7453303!4d-106.2879348!16s%2Fg%2F11qj1phqlp!19sChIJG35TDgFD54YRQ3iTpRZ_HIQ,Three Oaks Hospice | El Paso,4.9,33,Hospice,"11860 Vista Del Sol Dr Suite 150, El Paso, TX 79936, United States","PPW6+4R El Paso, Texas, USA",https://www.threeoakshospice.com/locations/el-paso/?utm_source=gbp&utm_medium=local,+1 915-975-7236,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOq_mI4A4dkPzSM1jRO3Bar0W8B-CRim1DJXRrI=w408-h537-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:28:01.257Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Hospice+of+El+Paso/@31.857879,-106.522433,17z/data=!3m1!4b1!4m6!3m5!1s0x86e75631dd1152b7:0xd263cfc33706ebb8!8m2!3d31.857879!4d-106.522433!16s%2Fg%2F1tj46b_r",Hospice of El Paso,5.0,10,Hospice,"1575 Belvidere St, El Paso, TX 79912, United States","VF5H+52 El Paso, Texas, USA",https://www.hospiceelpaso.org/,+1 915-875-0777,,,false,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:28:06.139Z,,,,,,,,,,
https://www.google.com/maps/place/Remarkable+Hospice/data=!4m7!3m6!1s0x86e75a49f5900001:0xd6a1bcc621a40a09!8m2!3d31.7819654!4d-106.415789!16s%2Fg%2F11t2p_b54t!19sChIJAQCQ9Ula54YRCQqkIca8odY,Remarkable Hospice,5.0,6,Hospice,"5959 Gateway Blvd W Suite 460, El Paso, TX 79925, United States","QHJM+QM El Paso, Texas, USA",https://remarkablehospice.com/locations/remarkableelpaso/,+1 915-615-7040,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMw0Rrov6uYbJQl9T_-HTdDKoOpaydY4xihi3R-=w454-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:28:11.168Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Texas+Palliative+Center/data=!4m7!3m6!1s0x86e759a687abf36b:0x928959fab10785e7!8m2!3d31.7739446!4d-106.4730501!16s%2Fg%2F12hmtc9wf!19sChIJa_Orh6ZZ54YR54UHsfpZiZI,Texas Palliative Center,,,Hospice,"1827 Wyoming Ave, El Paso, TX 79903, United States","QGFG+HQ El Paso, Texas, USA",http://www.globalhospice.com/,+1 915-543-6060,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z2eYGi9n_zinMtSjQ9kWXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.32666&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:28:16.108Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as women-owned,,
https://www.google.com/maps/place/Elara+Caring/data=!4m7!3m6!1s0x86e75be1e3ac730b:0xa496d0d2363f1581!8m2!3d31.7885851!4d-106.3974222!16s%2Fg%2F11mvwdmgbj!19sChIJC3Os4-Fb54YRgRU_NtLQlqQ,Elara Caring,4.9,12,Hospice,"6600 Montana Ave Ste. G, El Paso, TX 79925, United States","QJQ3+C2 El Paso, Texas, USA",https://elara.com/locations/el-paso-tx/,+1 915-845-9650,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPGuUICvA7nWq1oh-_EMEji6rRl7T-VPUBiJ159=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:28:21.258Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Tender+Care+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x86e757d5e02d2a75:0xcf809744e46358d2!8m2!3d31.843871!4d-106.533548!16s%2Fg%2F11bzyy2gnr!19sChIJdSot4NVX54YR0lhj5ESXgM8,Tender Care Home Health & Hospice,4.7,46,Home health care service,"6400 Escondido Dr, El Paso, TX 79912, United States","RFV8+GH El Paso, Texas, USA",https://tendercarehh.com/,+1 915-581-3345,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOfgM_b8oBHbZ3LFch8XHF8YKf7nn8k7TpRFOVD=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-09-17T23:28:26.216Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
