placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes
https://www.google.com/maps/place/Aqua+Splash+Pools/data=!4m7!3m6!1s0x876c7dee19d2ee75:0x78294bba0df3baa0!8m2!3d39.6798781!4d-104.9063469!16s%2Fg%2F11m5ywnr14!19sChIJde7SGe59bIcRoLrzDbpLKXg,Aqua Splash Pools,5.0,10,Swimming pool repair service,"2032 S Pontiac Way, Denver, CO 80224, United States","M3HV+XF Denver, Colorado, USA",,+1 720-355-1266,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP7FxL3MYaZLp0uJNukbMzYoLXi3suLFB25hzly=w408-h519-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:39:43.119Z,,
"https://www.google.com/maps/place/Cover+Care,+LLC/data=!4m7!3m6!1s0x876c87f2b0675d09:0x522f1a577f5d160e!8m2!3d39.6277427!4d-104.895953!16s%2Fg%2F11g3ypb9ct!19sChIJCV1nsPKHbIcRDhZdf1caL1I","Cover Care, LLC",4.7,55,Swimming pool repair service,"7900 E Union Ave # 1100, Denver, CO 80237, United States","J4H3+3J Denver, Colorado, USA",https://covercare.com/,+1 303-395-4265,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMb8ev8swKS0ndHeb0KSbdTzl_IBJAHz2qdmrxc=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:39:51.197Z,,
https://www.google.com/maps/place/Laguna+Pools/data=!4m7!3m6!1s0x876b815a877e9a4d:0x4c1934d47ca7db9d!8m2!3d39.7104063!4d-105.1171275!16s%2Fg%2F11c2jmbvv7!19sChIJTZp-h1qBa4cRndunfNQ0GUw,Laguna Pools,4.7,21,Swimming pool contractor,"10600 W Alameda Ave Suite 211, Lakewood, CO 80226, United States","PV6M+54 Lakewood, Colorado, USA",http://lagunapoolsllc.us/,+1 720-768-8260,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPMyxupl35UEsJOkvxu7qgNoFdQ4Yp5AzAUheTB=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:39:58.534Z,,
"https://www.google.com/maps/place/The+Pool+Man,+Inc./data=!4m7!3m6!1s0x876c7ffe105a24b3:0xa380fb5db51f9e42!8m2!3d39.6530485!4d-105.0269659!16s%2Fg%2F1vj5_px1!19sChIJsyRaEP5_bIcRQp4ftV37gKM","The Pool Man, Inc.",4.7,51,Swimming pool contractor,"3106 W Hampden Ave, Englewood, CO 80110, United States","MX3F+66 Englewood, Colorado, USA",http://www.poolmanusa.co/,+1 303-781-4409,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipP7EyH8wrPfVt-eCGw8emEFfJ4EuUdB6RnOO-L4=w408-h273-k-no,true,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:40:04.697Z,,
https://www.google.com/maps/place/Recreational+Equipment+Installations+and+Service/data=!4m7!3m6!1s0x876c7f9b3e359921:0x41c313c8aed91d08!8m2!3d39.729196!4d-104.9847176!16s%2Fg%2F11h3lf455r!19sChIJIZk1Ppt_bIcRCB3ZrsgTw0E,Recreational Equipment Installations and Service,3.7,6,Hot tub repair service,"800 Sherman St, Denver, CO 80202, United States","P2H8+M4 Denver, Colorado, USA",http://www.dndspas.com/,+1 303-789-2980,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMzRlVUixTMacGhmQzzNdwsgtv5t6wOe37CPHEc=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:40:11.028Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Wetworks+Pool+and+Spa+LLC/data=!4m7!3m6!1s0x876c7f8d2f1deed9:0xd8c819dde1fe2c56!8m2!3d39.6547622!4d-105.0125884!16s%2Fg%2F11f9zhz47d!19sChIJ2e4dL41_bIcRViz-4d0ZyNg,Wetworks Pool and Spa LLC,4.9,15,Swimming pool contractor,"2049 W Hamilton Pl, Englewood, CO 80110, United States","MX3P+WX Englewood, Colorado, USA",https://www.wetworkspoolandspa.com/,+1 720-362-1877,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipO2VQrlZbw5PNKSY1oLyivvh2jBMBP1h8C5qFps=w408-h284-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:40:17.220Z,,
https://www.google.com/maps/place/Swimming+Pool+Services+%26+Supply+Co/data=!4m7!3m6!1s0x876c7deae050febb:0x8ab4990d29b49ee4!8m2!3d39.6798781!4d-104.9063469!16s%2Fg%2F11x60mnkb8!19sChIJu_5Q4Op9bIcR5J60KQ2ZtIo,Swimming Pool Services & Supply Co,,,Swimming pool,"2032 S Pontiac Way, Denver, CO 80224, United States","M3HV+XF Denver, Colorado, USA",https://www.swimmingpoolserviceandsupply.com/,+1 303-758-7187,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=33DYkwPwpX56W1fwYxwANQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.353037&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:40:22.391Z,,
https://www.google.com/maps/place/Premier+Pools+%26+Spas/data=!4m7!3m6!1s0x876c7fbf081c5e11:0xd0959b00324719da!8m2!3d39.6855872!4d-104.985823!16s%2Fg%2F11wj9dbkd8!19sChIJEV4cCL9_bIcR2hlHMgCbldA,Premier Pools & Spas,1.0,1,Swimming pool contractor,"1700 S Lincoln St suit 17 116, Denver, CO 80210, United States","M2P7+6M Denver, Colorado, USA",https://premierpoolsandspas.com/locations/denver-south/,+1 720-413-9715,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOpjmWGJVc5-3Sb6nMK5VtKW5B25y_SfYvTo-Zt=w408-h287-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:40:27.760Z,,
https://www.google.com/maps/place/Integrity+Pool+Builders/data=!4m7!3m6!1s0x876c801b2889798b:0x85aa3e3214d10769!8m2!3d39.671029!4d-105.0103029!16s%2Fg%2F1ptwt7dy9!19sChIJi3mJKBuAbIcRaQfRFDI-qoU,Integrity Pool Builders,5.0,91,Swimming pool contractor,"2500 S Tejon St, Englewood, CO 80110, United States","MXCQ+CV Englewood, Colorado, USA",http://www.integritypoolbuilders.com/,+1 303-789-9435,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO0arhWKKoRt2JMqni8t6-F1miWsaGTyEzDqCWQ=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:40:33.586Z,,
https://www.google.com/maps/place/Sunshine+Construction/data=!4m7!3m6!1s0x876bf10e0ec8edd5:0x1ff818c18525c1a9!8m2!3d39.73664!4d-105.0129782!16s%2Fg%2F11ll6626x3!19sChIJ1e3IDg7xa4cRqcElhcEY-B8,Sunshine Construction,4.7,28,Swimming pool contractor,"1950 W 13th Ave Unit 3, Denver, CO 80204, United States","PXPP+MR Denver, Colorado, USA",https://sunshineconstructionco.com/?utm_source=gmb&utm_medium=referral,+1 303-834-7802,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP9CH29woP-_Tbw8xhJJTMZToLzd_6FLNOn7KEu=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cherry+Creek+Denver+CO/@39.7177954,-104.950215,14z",2025-10-27T17:40:38.571Z,,
