placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Novella+Infusion+South+Burlington/data=!4m7!3m6!1s0x4cca7b9d510eb6d5:0x8ddfa3e505e3f090!8m2!3d44.4522774!4d-73.1740295!16s%2Fg%2F11w9gl5bgf!19sChIJ1bYOUZ17ykwRkPDjBeWj340,Novella Infusion South Burlington,,,Medical clinic,"56 W Twin Oaks Terrace Suite 7, South Burlington, VT 05403, United States","FR2G+W9 South Burlington, Vermont, USA",https://novellainfusion.com/,+1 802-300-3540,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP_Ez4j3d68MeodmPsgbQHh1ASCMOK59X0Vw1Eb=w408-h272-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:18.749Z,,,
https://www.google.com/maps/place/University+of+Vermont+Cancer+Center+-+UVM+Cancer+Treatment+Center/data=!4m7!3m6!1s0x4cca7a44a867b409:0x8731352cbedffb60!8m2!3d44.47909!4d-73.193581!16s%2Fg%2F1thff1ms!19sChIJCbRnqER6ykwRYPvfviw1MYc,University of Vermont Cancer Center - UVM Cancer Treatment Center,,,Cancer treatment center,"Main Campus, Main Pavillion, 111 Colchester Ave Level 2, Burlington, VT 05401, United States","FRH4+JH Burlington, Vermont, USA",https://www.med.uvm.edu/uvmcancercenter/center-home,+1 877-540-4673,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJr1ZTpZyihjMJqfxW6-OAxv93sPimo_pKWoQMy-fWBzXfjtCjv37Ejoeb4o9BI_XJzBEkwWzpRRn9tWDEjqoxPvlxnu1fWhKG_t1PQaWjDmi6meL_AY_Z6NSY5Vjkk3q5vdpqaw=w408-h240-k-no-pi-0-ya148.64-ro-0-fo100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:24.395Z,,,
"https://www.google.com/maps/place/Oncology,+UVM+Cancer+Treatment+Center/data=!4m7!3m6!1s0x4cca7a433a79dc83:0x385b805968827add!8m2!3d44.4791907!4d-73.1946194!16s%2Fg%2F1vqtgdt1!19sChIJg9x5OkN6ykwR3XqCaFmAWzg","Oncology, UVM Cancer Treatment Center",3.0,4,Hematologist,"Main Campus, Main Pavilion, 111 Colchester Ave Level 2, Burlington, VT 05401, United States","FRH4+M5 Burlington, Vermont, USA",https://www.uvmhealth.org/locations/oncology-uvm-cancer-treatment-center,+1 802-847-8400,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGB_Cosy91jpiAZoqF7hZxD9uLdoaxwW0oOOYSl8NEr_agchQIGboKC9BWyMf60ETqe8Anev1UhwNsJvg52kfAgwdXGlS9WRnKvXdx2NYSZfIhHwTcOZTzs0BuGW4DgtPCcxOK=w408-h240-k-no-pi-0-ya241.98999-ro-0-fo100,true,7 am–3:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:29.831Z,,,
https://www.google.com/maps/place/Bare+Medical+Spa+%2B+Laser+Center/data=!4m7!3m6!1s0x4cca7af854c2d2f9:0x316ef55ac062061f!8m2!3d44.4783149!4d-73.215516!16s%2Fg%2F119vxkdh0!19sChIJ-dLCVPh6ykwRHwZiwFr1bjE,Bare Medical Spa + Laser Center,4.8,328,Medical spa,"100 Bank St # 700, Burlington, VT 05401, United States","FQHM+8Q Burlington, Vermont, USA",https://barevt.com/,+1 802-372-2407,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOWYt7aV1W142ch10Hk9DVSALZuAaTvYtdSDVtm=w408-h272-k-no,true,Closed,Closed,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–2 pm,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:34.845Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/University+of+Vermont+Medical+Center/data=!4m7!3m6!1s0x4cca7a433a79dc83:0x39dc5d0d1073ad95!8m2!3d44.4796617!4d-73.1942467!16s%2Fm%2F0129ljqh!19sChIJg9x5OkN6ykwRla1zEA1d3Dk,University of Vermont Medical Center,2.7,310,Medical clinic,"111 Colchester Ave, Burlington, VT 05401, United States","FRH4+V8 Burlington, Vermont, USA",https://www.uvmhealth.org/medcenter,+1 802-847-0000,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPx1-tO6wSaeOsYGEgrfkNNR0dKFuxq5FTayKUpw0ofB9oIHPjjE8wiH4VzQ3cpm6RtNBdHRRvPzGMldao0dl_--3DQGnVAEVRL4gggqQLEnM-Kre9fVxcIf5LfROq_t9Xf5XIWw=w408-h292-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:39.863Z,,,
"https://www.google.com/maps/place/American+Cancer+Society+-+Lois+McClure+Bee+Tabakin+Hope+Lodge+-+Burlington,+VT/data=!4m7!3m6!1s0x4cca7a442c277dad:0x18cf63829e52419d!8m2!3d44.4755861!4d-73.1914014!16s%2Fg%2F1hc6xjz8r!19sChIJrX0nLER6ykwRnUFSnoJjzxg","American Cancer Society - Lois McClure Bee Tabakin Hope Lodge - Burlington, VT",5.0,31,Non-profit organization,"237 East Ave, Burlington, VT 05401, United States","FRG5+6C Burlington, Vermont, USA",https://www.cancer.org/,+1 802-658-0649,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqntToktSVPVjTNwjWU8T2Yn-5rQ5WO6K_FEuVN3XvzETgvLJffZ1q9lTxKk7faUUcCYB_Ow-bC9K3uw-RoUHQ2_9ja_vd8l9UamjXaKIGZW8UBJ2UCy5WaRSlWjcYDXMwZIkqp=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:44.947Z,,,
"https://www.google.com/maps/place/University+Health+Center,+University+of+Vermont/@44.4802601,-73.201016,17z/data=!3m1!4b1!4m6!3m5!1s0x4cca7beb437dfad9:0xf1ef3f2123946f5d!8m2!3d44.4802601!4d-73.201016!16s%2Fg%2F11f656ldyr","University Health Center, University of Vermont",3.7,3,Medical Center,"1 S Prospect St, Burlington, VT 05401, United States","FQJX+4H Burlington, Vermont, USA",,,,,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:49.743Z,,,
"https://www.google.com/maps/place/Oncology+Rehabilitation+-+Steps+To+Wellness,+University+of+Vermont+Medical+Center/data=!4m7!3m6!1s0x4cca796e1d988949:0x5ec5819386e61edf!8m2!3d44.4923392!4d-73.1910905!16s%2Fg%2F11g6s81m6n!19sChIJSYmYHW55ykwR3x7mhpOBxV4","Oncology Rehabilitation - Steps To Wellness, University of Vermont Medical Center",,,Wellness center,"32 Malletts Bay Ave, Winooski, VT 05404, United States","FRR5+WH Winooski, Vermont, USA",https://www.uvmhealth.org/locations/oncology-rehabilitation-steps-to-wellness-university-of-vermont-medical-center,+1 802-847-9852,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMyP1iUuaRigyA5I8oXfXyCx3xBfw5TRSJWLfj3=w408-h408-k-no,true,Closed,7 am–6:15 pm,7 am–6:15 pm,7 am–6:15 pm,7 am–6:15 pm,7 am–6:15 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:54.532Z,,,
https://www.google.com/maps/place/Burlington+Health+%26+Rehab/data=!4m7!3m6!1s0x4cca7a5f674b0307:0x930cae3fa09f4379!8m2!3d44.4812863!4d-73.2066569!16s%2Fg%2F1tr7cf9k!19sChIJBwNLZ196ykwReUOfoD-uDJM,Burlington Health & Rehab,3.5,41,Nursing home,"300 Pearl St, Burlington, VT 05401, United States","FQJV+G8 Burlington, Vermont, USA",https://www.genesishcc.com/burlingtonhealth,+1 802-658-4200,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noIw66dWBgNa4M6-VY1YR2QXHHlATelvZX6VKQdkvKVPw4lyRkBJ6UoZFlHRpOcgRH6CDoWE3paCE4EYxI9DzgQgfoDgdqSYVOPadOd7KJlmWdeBo8EgJVLnOaE1vDPLbLk7_c=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:24:59.607Z,,,
"https://www.google.com/maps/place/Cancer+Genetics+%26+Prevention+Program,+University+of+Vermont+Medical+Center+Cancer/data=!4m7!3m6!1s0x4cca7a4330a73f57:0x5481f3752d6673b3!8m2!3d44.4796061!4d-73.1941742!16s%2Fg%2F11dxhbr98v!19sChIJVz-nMEN6ykwRs3NmLXXzgVQ","Cancer Genetics & Prevention Program, University of Vermont Medical Center Cancer",,,Cancer treatment center,"Main Campus, East Pavilion, 111 Colchester Ave Level 2, Burlington, VT 05401, United States","FRH4+R8 Burlington, Vermont, USA",https://www.uvmhealth.org/locations/cancer-genetics-prevention-program-university-of-vermont-medical-center-cancer,+1 802-847-8400,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xsR0F7kVHyFTNNfNhHHoFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.51288&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:25:04.443Z,,,
https://www.google.com/maps/place/Community+Health+Centers+-+Riverside/data=!4m7!3m6!1s0x4cca7a897b2978fd:0x3b22eff890e11ac!8m2!3d44.4899031!4d-73.2061454!16s%2Fg%2F1tf_h0nk!19sChIJ_Xgpe4l6ykwRrBEOif8usgM,Community Health Centers - Riverside,3.2,210,Medical clinic,"617 Riverside Ave., Burlington, VT 05401, United States","FQQV+XG Burlington, Vermont, USA",https://www.chcb.org/locations/riverside/,+1 802-864-6309,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPB8DXt2alZBFQTaICBatbHGlljeZ9JQIbSFlr2=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"8 am–12 pm, 1–5 pm",8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:25:09.405Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Breast+Care+Center,+University+of+Vermont+Medical+Center/data=!4m7!3m6!1s0x4cca7a433a79dc83:0xc85ec437d16667a5!8m2!3d44.4793159!4d-73.1946127!16s%2Fg%2F1tl1hhyf!19sChIJg9x5OkN6ykwRpWdm0TfEXsg","Breast Care Center, University of Vermont Medical Center",3.3,3,Mammography service,"Main Campus, Main Pavilion, 111 Colchester Ave Level 2, Burlington, VT 05401, United States","FRH4+P5 Burlington, Vermont, USA",https://www.uvmhealth.org/locations/breast-care-center-university-of-vermont-medical-center,+1 802-847-2262,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNu2TJPLkO9D7em-p2Rd2UZZiCjVVq_dboRp7NK=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:25:14.641Z,,,
https://www.google.com/maps/place/University+of+Vermont+PET+Study/data=!4m7!3m6!1s0x4cca7bf6c5fde43f:0x47365073760b5ab0!8m2!3d44.4801784!4d-73.2014269!16s%2Fg%2F11nngcvrkt!19sChIJP-T9xfZ7ykwRsFoLdnNQNkc,University of Vermont PET Study,,,Medical clinic,"1 S Prospect St, Burlington, VT 05401, United States","FQJX+3C Burlington, Vermont, USA",,+1 802-656-4102,,https://lh3.googleusercontent.com/p/AF1QipNVuqYf0qyOKFqkdL3PeuBAytvAunh4bQjX330d=w450-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-09-28T23:25:17.152Z,,,
