placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/MercyOne+Des+Moines+Infusion+Care/@41.5986713,-93.6228884,17z/data=!3m1!4b1!4m6!3m5!1s0x87ec21f9ea3d3623:0x3dd3ef8f94a7c996!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F11h_7b8dnj",MercyOne Des Moines Infusion Care,5.0,3,Medical clinic,"1111 6th Ave, Des Moines, IA 50314, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/desmoines/location/mercyone-des-moines-infusion-care,+1 515-643-8768,Open ⋅ Closes 11 pm,,false,7:30 am–11 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:02:44.925Z,,,
https://www.google.com/maps/place/UnityPoint+Health+%E2%80%93+Iowa+Methodist+Adult+Infusion+Center/data=!4m7!3m6!1s0x87ee99cbda27462b:0xc57e09a0901534d3!8m2!3d41.5897206!4d-93.6349595!16s%2Fg%2F11x5l9s78q!19sChIJK0Yn2suZ7ocR0zQVkKAJfsU,UnityPoint Health – Iowa Methodist Adult Infusion Center,,,Medical clinic,"1215 Pleasant St Suite 430, Des Moines, IA 50309, United States","H9Q8+V2 Des Moines, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-health--iowa-methodist-adult-infusion-center?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 515-241-8120,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7v4od_bC1OopNnVokEpL8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.18213&pitch=0&thumbfov=100,true,8 am–4:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:02:50.270Z,,,
https://www.google.com/maps/place/UnityPoint+Health+%E2%80%93+Iowa+Lutheran+Adult+Infusion+Center/data=!4m7!3m6!1s0x87ee9951ccabbaaf:0xe82ec8c69351a5f1!8m2!3d41.6018823!4d-93.6099084!16s%2Fg%2F11x5lc4_cs!19sChIJr7qrzFGZ7ocR8aVRk8bILug,UnityPoint Health – Iowa Lutheran Adult Infusion Center,,,Medical clinic,"West, 700 E University Ave Floor 5, Des Moines, IA 50316, United States","J92R+Q2 Des Moines, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-health--iowa-lutheran-adult-infusion-center?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 515-263-5200,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ts41O78QFqn3UuU3e5HmUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.561953&pitch=0&thumbfov=100,true,Closed,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:02:55.547Z,,,
https://www.google.com/maps/place/UnityPoint+Health+-+Blank+Children%27s+Infusion+Center/data=!4m7!3m6!1s0x87ee990fc0302067:0x23ded65e721f7c6!8m2!3d41.5896449!4d-93.6347168!16s%2Fg%2F11j5v_p24r!19sChIJZyAwwA-Z7ocRxvch52XtPQI,UnityPoint Health - Blank Children's Infusion Center,,,Medical Center,"1215 Pleasant St Suite 500, Des Moines, IA 50309, United States","H9Q8+V4 Des Moines, Iowa, USA",https://www.unitypoint.org/blankchildrens/infusion-center.aspx,+1 515-241-3560,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7zt_d3XOjp_Y5IpA6BoTYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.26546&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:03:00.336Z,,,
https://www.google.com/maps/place/Iowa+IV/data=!4m7!3m6!1s0x87ee9fcc97b5ac73:0x90f8579f05d84ac2!8m2!3d41.5936072!4d-93.6739902!16s%2Fg%2F11fcq1wpv2!19sChIJc6y1l8yf7ocRwkrYBZ9X-JA,Iowa IV,4.9,264,Wellness center,"855 42nd St, Des Moines, IA 50312, United States","H8VG+CC Des Moines, Iowa, USA",https://iowaiv.com/,+1 833-424-9378,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPWwNbyr-IKNRfP7NG8gY6BztkXCd1YrOIp8tzi=w408-h544-k-no,true,10 am–4 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:03:05.158Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/UnityPoint+Health+-+John+Stoddard+Cancer+Center/data=!4m7!3m6!1s0x87ee991ba2bb8e2f:0x8e7dc7d4c91e4988!8m2!3d41.5901529!4d-93.6351389!16s%2Fm%2F047v3v5!19sChIJL467ohuZ7ocRiEkeydTHfY4,UnityPoint Health - John Stoddard Cancer Center,4.7,40,Medical clinic,"1221 Pleasant St, Des Moines, IA 50309, United States","H9R7+3W Des Moines, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-health---john-stoddard-cancer-center?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 515-241-4141,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4Eok91ZfCm2yDBHC1VYNWLf9T8ntceFGj2RNyb53lUCTz1cL9rNWs3ZB8tS4l6pEGCwfEtaPyBH7QFLZj_G2CefwyBTIosJ-mHgKjM6tUuNVawDPPT9LpotQD8J6E9x0hGlIe=w408-h306-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:03:10.246Z,,,
https://www.google.com/maps/place/MercyOne+Richard+Deming+Cancer+Center/data=!4m7!3m6!1s0x87ee9909a04d1d15:0xa0c9da20bffd411d!8m2!3d41.597877!4d-93.6234244!16s%2Fg%2F1td5m7r6!19sChIJFR1NoAmZ7ocRHUH9vyDayaA,MercyOne Richard Deming Cancer Center,5.0,6,Medical clinic,"411 Laurel St # 3300, Des Moines, IA 50314, United States","H9XG+5J Des Moines, Iowa, USA",https://www.mercyone.org/location/mercyone-richard-deming-cancer-center,+1 515-643-8780,,https://lh3.googleusercontent.com/p/AF1QipNgDgWuENpWHTVvioI4796U0uiRjqX8H_4SvuZ3=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:03:13.022Z,,,
https://www.google.com/maps/place/UnityPoint+Health+-+Iowa+Lutheran+Hospital/data=!4m7!3m6!1s0x87ee99bcbbd4b425:0x6c9b67199ef4866b!8m2!3d41.6018823!4d-93.6099084!16s%2Fg%2F1tgwn7l0!19sChIJJbTUu7yZ7ocRa4b0nhlnm2w,UnityPoint Health - Iowa Lutheran Hospital,2.9,197,Hospital,"700 E University Ave, Des Moines, IA 50316, United States","J92R+Q2 Des Moines, Iowa, USA",https://www.unitypoint.org/Locations/UnityPoint-Health---Iowa-Lutheran-Hospital?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 515-263-5612,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodvkKXwtcl1obNSw_tLUKEJrXIr3K-e7DBjRkQ22LVON2cSFRT1PGsHrDjFD-9mdm5mYRIA2SsKe65AkhRXzcZWDSeT_83Royu3oc2m5joFPaChqSiFTiPPZs-2jwfBQaKOCY4=w408-h245-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:03:18.236Z,,,
https://www.google.com/maps/place/MercyOne+Des+Moines+Cancer+Center+Office/data=!4m7!3m6!1s0x87ee99c5166990e7:0x9b62982b37274162!8m2!3d41.5980236!4d-93.6231076!16s%2Fg%2F11h56j9gv2!19sChIJ55BpFsWZ7ocRYkEnNyuYYps,MercyOne Des Moines Cancer Center Office,,,Specialized clinic,"411 Laurel St Suite 1380, Des Moines, IA 50314, United States","H9XG+6Q Des Moines, Iowa, USA",https://www.mercyone.org/desmoines/services/cancer-care/,+1 515-643-8206,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP9nvKzQn9_n39KE5flWr471XShlbSb4M04DExo=w408-h260-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:03:23.224Z,,,
https://www.google.com/maps/place/Medical+Oncology+%26+Hematology+Associates/data=!4m7!3m6!1s0x87ee9909a04d1d15:0x291c4c9efe2808f9!8m2!3d41.5977872!4d-93.6240389!16s%2Fg%2F1tsjf5y5!19sChIJFR1NoAmZ7ocR-Qgo_p5MHCk,Medical Oncology & Hematology Associates,4.3,16,Cancer treatment center,"411 Laurel St a300, Des Moines, IA 50314, United States","H9XG+49 Des Moines, Iowa, USA",http://www.cancercenterofiowa.com/,+1 515-247-3970,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xe0_dITaeImBUS0NkWFk1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.5149&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-28T23:03:28.200Z,,,
