placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Sweetgrass+Psychiatry/data=!4m7!3m6!1s0x88fe73c1ad2fffff:0x623636a3c0b7cb5e!8m2!3d32.7776151!4d-79.8101065!16s%2Fg%2F11sh5w_zy0!19sChIJ__8vrcFz_ogRXsu3wKM2NmI,Sweetgrass Psychiatry,4.2,5,Mental health clinic,"103 Palm Blvd, Isle of Palms, SC 29451, United States","Q5HQ+2X Isle of Palms, South Carolina, USA",https://www.sweetgrasspsychiatry.com/location,+1 843-800-1303,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOLes6hToRySyBE9beNDbd5Aax7dy0TcjI8cakv=w408-h306-k-no,true,11:30 am–5 pm,9 am–3 pm,11:30 am–5 pm,9 am–3 pm,11:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:07.605Z,,,
https://www.google.com/maps/place/Island+Neuropsychology/data=!4m7!3m6!1s0x88fe71f2935e7785:0xa9574d6bd1326c27!8m2!3d32.7619153!4d-79.8379527!16s%2Fg%2F11nns2nbsq!19sChIJhXdek_Jx_ogRJ2wy0WtNV6k,Island Neuropsychology,,,Child psychologist,"2113 Middle St Suite 301, Sullivan's Island, SC 29482, United States","Q566+QR Sullivan's Island, South Carolina, USA",https://www.islandneuropsychology.com/,+1 843-885-8087,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZKJiNjwi7v_sLOK5Fz2QpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.94296&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:12.047Z,Identifies as women-owned,,
https://www.google.com/maps/place/Centerway+Psychiatrists+and+Mental+Health+Care+Charleston/data=!4m7!3m6!1s0x88fe7b4c3eec4dd9:0x4ba3134010b1df80!8m2!3d32.7805331!4d-79.927545!16s%2Fg%2F11xdff9mv9!19sChIJ2U3sPkx7_ogRgN-xEEATo0s,Centerway Psychiatrists and Mental Health Care Charleston,5.0,41,Psychiatrist,"215 E Bay St Suite 406, Charleston, SC 29401, United States","Q3JC+6X Charleston, South Carolina, USA",https://centerway.com/downtown-charleston,+1 843-974-5622,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPUPwCx7g-yEv2rKasqQETBdjiIK7XfISFWaOKA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:16.859Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/MUSC+Health+Institute+of+Psychiatry/data=!4m7!3m6!1s0x88fe7a388745a66d:0xd482bd96599ae81d!8m2!3d32.7847668!4d-79.9497599!16s%2Fg%2F1thgc9m1!19sChIJbaZFhzh6_ogRHeiaWZa9gtQ,MUSC Health Institute of Psychiatry,2.4,98,Mental health clinic,"67 President St, Charleston, SC 29425, United States","Q3M2+W3 Charleston, South Carolina, USA",https://www.getcare.muschealth.org/locations/sc/charleston/musc-health-institute-of-psychiatrydep-fac286?y_source=1_MTU5Njk0NjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 843-792-9888,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybPhZDJjMNG1Ko-HxsUip-wvtG2c08whwnlXkd4fbe6qfuVSFjcqm_9FVzI5SRWhg4QdT9Z3js-l674pzzMS76mOvr6IJZTkVjEXU25nYLfceS5dcyoqBEqGVc_WNYdaI17QDxng=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:21.163Z,,,
https://www.google.com/maps/place/Charleston+Medicine+%26+Behavioral+Health/data=!4m7!3m6!1s0x88fe79cc808a4467:0x3c8b9bcbe549769c!8m2!3d32.7642537!4d-79.9748061!16s%2Fg%2F11t8h0817j!19sChIJZ0SKgMx5_ogRnHZJ5cubizw,Charleston Medicine & Behavioral Health,5.0,47,Medical clinic,"125 Wappoo Creek Dr, Charleston, SC 29412, United States","Q27G+P3 Charleston, South Carolina, USA",https://charlestonmedicine.com/,+1 843-913-8558,"Closed · Opens 9 am Tue

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOgXZs4tKIqrqaCgJWLbsJs2BKVK8AFekiuLAw=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:25.528Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Oceanview+Psychiatry/data=!4m7!3m6!1s0x88fe71cf02c66b83:0x4cc3baa03e366882!8m2!3d32.7981572!4d-79.8945546!16s%2Fg%2F11fkjl_f31!19sChIJg2vGAs9x_ogRgmg2PqC6w0w,Oceanview Psychiatry,5.0,15,Psychiatrist,"222 W Coleman Blvd, Mt Pleasant, SC 29464, United States","Q4X4+75 Mt Pleasant, South Carolina, USA",http://www.oceanviewmd.com/,+1 843-900-1340,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipMlh4Wj_COeShg86T3RKDuNRYtzDGR7Sv9wmoWF=w408-h276-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:29.912Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Wilcox+Psychiatric+Solutions,+Pc/data=!4m7!3m6!1s0x88fe710d54903ed7:0xdb345bf977e714f3!8m2!3d32.790227!4d-79.8520496!16s%2Fg%2F1hc5v6d7_!19sChIJ1z6QVA1x_ogR8xTnd_lbNNs","Wilcox Psychiatric Solutions, Pc",5.0,2,Medical clinic,"1470 Ben Sawyer Blvd, Mt Pleasant, SC 29464, United States","Q4RX+35 Mt Pleasant, South Carolina, USA",,+1 843-652-5532,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FcIl8KL8n_KYBQ_ccqFWsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.8255&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:32.088Z,,,
https://www.google.com/maps/place/Sweetgrass+Psychiatry/data=!4m7!3m6!1s0x88fe7053299970d5:0xade04a6702021a49!8m2!3d32.8111497!4d-79.8748584!16s%2Fg%2F11hy_y5m5l!19sChIJ1XCZKVNw_ogRSRoCAmdK4K0,Sweetgrass Psychiatry,4.4,107,Mental health clinic,"710 Johnnie Dodds Blvd Unit 200, Mt Pleasant, SC 29464, United States","R46G+F3 Mt Pleasant, South Carolina, USA",https://www.sweetgrasspsychiatry.com/,+1 843-800-1303,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOmHXGgV5z0mUTpZMQk8TVnsqy1E8HZBVgCM7UJ=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:36.360Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Mount+Pleasant/data=!4m7!3m6!1s0x88fe70fa2d52b2d7:0x29a75c371baca63!8m2!3d32.8088593!4d-79.8807054!16s%2Fg%2F1tksjnlp!19sChIJ17JSLfpw_ogRY8q6ccN1mgI,LifeStance Therapists & Psychiatrists Mount Pleasant,4.5,232,Mental health clinic,"871 Lowcountry Blvd Suite 200, Mt Pleasant, SC 29464, United States","R459+GP Mt Pleasant, South Carolina, USA",https://lifestance.com/location/mount-pleasant-sc-871/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 854-264-9514,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipMruc3um8z9p7NAZ7hO5osdctft4u59bt7Pehom=w427-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:40.845Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Brooke+Dooley,+LPC+at+Quercus+Counseling+%7C+Individual+%26+Couples+Therapy/data=!4m7!3m6!1s0x88fe73c1ad30008d:0xf5acf14ca9923714!8m2!3d32.7776111!4d-79.8100733!16s%2Fg%2F11y2cl4wt8!19sChIJjQAwrcFz_ogRFDeSqUzxrPU","Brooke Dooley, LPC at Quercus Counseling | Individual & Couples Therapy",5.0,3,Mental health service,"103 Palm Blvd Suite 200, Isle of Palms, SC 29451, United States","Q5HQ+2X Isle of Palms, South Carolina, USA",https://quercuscounseling.com/,+1 843-270-8024,"Closed · Opens 10 am Tue

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM9untFpkMwUYeJNF0yGA5W3ejUJ9JXQmGL2UYr=w408-h408-k-no,true,9 am–5 pm,10 am–8 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-12-16T00:40:45.281Z,,,
