placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x87d8cad4f62b2ff7:0x51566defe343cafe!8m2!3d38.6487999!4d-90.3275257!16s%2Fg%2F1tw1fccd!19sChIJ9y8r9tTK2IcR_spD4-9tVlE,Firestone Complete Auto Care,4.3,370,Tire shop,· In-store shopping · Kerbside pickup,"7361 Forsyth Blvd, St. Louis, MO 63105, United States","JMXC+GX St. Louis, Missouri, USA",https://www.firestonecompleteautocare.com/missouri/saint-louis/7361-forsyth-blvd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 314-282-7886,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1jlpY07Df-siaZ4przAwaG1sN1QM7eMXkx4MEicdsRvm2BEpmqmT6hjJmZqbhMxGlKcl21fAkXV9bPSbYvE6i4G7HOgKabwy-x1yFfgPdthGR468f0enxV0GnhTvETGSEAQzfGAvIZpBa=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:22.328Z,
https://www.google.com/maps/place/Telle+Tire+%26+Auto+Centers+Richmond+Heights/data=!4m7!3m6!1s0x87d8caeb0dca3bc3:0x3bba515b40cd5d9e!8m2!3d38.627891!4d-90.3201906!16s%2Fg%2F1ts3lr6x!19sChIJwzvKDevK2IcRnl3NQFtRujs,Telle Tire & Auto Centers Richmond Heights,4.9,1348,Tire shop,,"1323 S Big Bend Blvd, Richmond Heights, MO 63117, United States","JMHH+5W Richmond Heights, Missouri, USA",https://www.telletire.com/locations/st-louis/richmond-heights/,+1 314-645-8734,"Open · Closes 5:30 pm

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFAn1V6PCXZ01ySz5hbC4EAzeuOIWUTsYxH3vKkFIxwIA6FgyyJ0cSHZ6g8KeNHHxVhomsB-5Iz9m6cQXFeMGNpy4LlfxdadNQs5-KnEBBrRUDqEtTwwfFW9czs--0QLlKmHqtNjZMRMYCbSiSYXVHWpZ-Fs-sRGmrjSEl9FYbgc3NsAfme5GbVYaaug3I2Fmec2A=w408-h271-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:27.563Z,
https://www.google.com/maps/place/Car-X+Tire+%26+Auto/data=!4m7!3m6!1s0x87df352073972851:0x5fb0f23e56c74a79!8m2!3d38.6719708!4d-90.3369306!16s%2Fg%2F1tvr_82v!19sChIJUSiXcyA134cReUrHVj7ysF8,Car-X Tire & Auto,4.6,880,Auto repair shop,,"7720 Olive Blvd, University City, MO 63130, United States","MMC7+Q6 University City, Missouri, USA",https://www.carx.com/st-louis/7720-olive-st/?utm_source=Google+Business+Profile&utm_medium=local&utm_campaign=st-louis%2F7720-olive-st&y_source=1_Njg3NjQzMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 314-727-7270,"Open · Closes 5:30 pm

Confirmed by this business 10 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnAJdGcbv81sPfLUpNtTWRGlBug6a4oftTuX1uMaabTtnGQkV8xnv8pvXqaNFAmLMH9aDTkbiMAYafMO_GnnPQkURVx8NGHHiiSSpVUPRtR-oB95LCL0rhjHqed3m7UaS5M2k=w408-h291-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:31.946Z,
https://www.google.com/maps/place/Big+Bend+Auto+Center/data=!4m7!3m6!1s0x87d8caed03dcc395:0xf218acadfb1329e9!8m2!3d38.623472!4d-90.320403!16s%2Fg%2F1vr3dq5t!19sChIJlcPcA-3K2IcR6SkT-62sGPI,Big Bend Auto Center,4.9,852,Auto repair shop,,"1710 S Big Bend Blvd, Richmond Heights, MO 63117, United States","JMFH+9R Richmond Heights, Missouri, USA",https://www.bigbendautocenter.com/,+1 314-645-4704,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerT2LkNAktV1FKXcCuEV5eM9yU33UnugUFS3T7K3oE-V_nfFRmbofFhShVe1QzcQKv-s6kNVj0JXyjqrNCThX0iBsa-kCQvl9VyLfm1xJzUWaMm-lrjgHFQXHUc-ZO1J8BIeIL5Dw=w426-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:36.273Z,
https://www.google.com/maps/place/The+Dent+Devil+of+Clayton/data=!4m7!3m6!1s0x87d8cb24ed95539f:0x4f441e5aec8867f9!8m2!3d38.6382636!4d-90.3449104!16s%2Fg%2F1264hsn89!19sChIJn1OV7STL2IcR-WeI7FoeRE8,The Dent Devil of Clayton,4.9,262,Auto body shop,,"8061 Clayton Rd, Clayton, MO 63105, United States","JMQ4+82 Clayton, Missouri, USA",https://www.dentdevil.com/?utm_source=gbp&utm_medium=organic,+1 314-669-9966,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMSDIE_SMni4Vpk7QyAq5GWCvePIV7Xomn8pBvyy7X24Be3ccq9Ruz9Vm1djLjHt6LsjTJHlDng3zV1f79Fqr67QTO1KcoGmC6gbr87rpkRKKh--8knh8Gtac7RNDD2_GQUxg=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:40.693Z,
https://www.google.com/maps/place/Miller+Brothers+Auto+Services/data=!4m7!3m6!1s0x87df3539d5d0eb17:0x69432edcf85034fa!8m2!3d38.6631011!4d-90.3209804!16s%2Fg%2F1ts_74k0!19sChIJF-vQ1Tk134cR-jRQ-NwuQ2k,Miller Brothers Auto Services,4.3,119,Auto repair shop,,"7170 Vernon Ave, St. Louis, MO 63130, United States","MM7H+6J St. Louis, Missouri, USA",http://www.millerbrothersautoservice.com/,+1 314-863-1222,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhwVQNsCUIV0h3NN5sP3l31Wi06fWGXttRyJf-FjTrBOOBbyIMXMvZ6yzr-d9pW4PnrcUbRWHBXp67Aew2tTzyeX9nulpxqx6QpInei3VjIc5ZpB8yoE_kX8BYhOxUJPu9s2I=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:45.068Z,
https://www.google.com/maps/place/Seehra+Automotive+Inc/data=!4m7!3m6!1s0x87df355a7582ebb5:0x6879296cb115cced!8m2!3d38.663123!4d-90.305746!16s%2Fg%2F1tf58fnr!19sChIJteuCdVo134cR7cwVsWwpeWg,Seehra Automotive Inc,4.8,323,Auto repair shop,,"6631 Olive Blvd, University City, MO 63130, United States","MM7V+6P University City, Missouri, USA",http://www.seehraautomotiveinc.com/,+1 314-725-8206,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep54c1l4GiyNpnZmTxC_h3tWgXoVAZf6nSG3Kcu9Xq29_pFhsuV06_FU2uDWlCOOGlzE02jkYxl3W-ex42WSOXJq18VwCRvVrBy3_-cSgUm-3RXCTmRhT6GUaUuqOnU08Lpug4=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:49.514Z,
https://www.google.com/maps/place/Tire+Zone/data=!4m7!3m6!1s0x87df351b36adc153:0xcb4735132e3291fb!8m2!3d38.6839246!4d-90.331082!16s%2Fg%2F11c60mclzv!19sChIJU8GtNhs134cR-5EyLhM1R8s,Tire Zone,4.6,353,Tire shop,· In-store shopping · In-store pick-up,"8107 Page Ave, St. Louis, MO 63130, United States","MMM9+HH St. Louis, Missouri, USA",,+1 314-736-4770,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerq_J3Aq9spD6CSF4g2X-Iw9O4tW_YoS6B__OcF-GSHt447W-EyDwr7NNS5ei7FGOMkgB4SQ25EaSsqeEWH0BWYtz1YF1XO9Gd4-y4SInSEOuwrkPyVVQcHEip5PPSbJJp63rHE=w426-h240-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:53.928Z,
https://www.google.com/maps/place/Gray%27s+Auto+Service/data=!4m7!3m6!1s0x87d8cae93f040b0d:0x7604d7c40eb6b957!8m2!3d38.6273998!4d-90.3242913!16s%2Fg%2F1tk_k7s4!19sChIJDQsEP-nK2IcRV7m2DsTXBHY,Gray's Auto Service,4.8,373,Auto repair shop,,"7624 Dale Ave, Richmond Heights, MO 63117, United States","JMGG+X7 Richmond Heights, Missouri, USA",https://graysautoservice.godaddysites.com/,+1 314-781-1175,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqpeXG9eHNQ3WpReK6Ozmq4yn9ue9Ki5Ids0rOMwn0xc6uyByEHcmuat8_iBVTABbC8hcwwo8GovegPXP_nbwCikUPVBfsVzkFaEaYh6n9I_6BJlpfNLtv6rMJAX6Pxy15IuiQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:31:58.388Z,
https://www.google.com/maps/place/Dobbs+Tire+%26+Auto+Centers/data=!4m7!3m6!1s0x87d8cb1c068134d7:0x498eccd71b0c0370!8m2!3d38.6257973!4d-90.3420976!16s%2Fg%2F1tg5cn86!19sChIJ1zSBBhzL2IcRcAMMG9fMjkk,Dobbs Tire & Auto Centers,4.4,1033,Tire shop,· In-store pick-up,"99 Brentwood Promenade Ct, Brentwood, MO 63144, United States","JMG5+85 Brentwood, Missouri, USA",http://www.gotodobbs.com/,+1 314-961-5090,"Open · Closes 6 pm

Confirmed by this business 10 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerB0FNApl1lQ1STIzikGAciNcQuRq6V9SLUcFwPzW1Tu2CpR6TWk6-0HuQVkES-YIWUMJeHWqfJiSO5Hl3MuxrXNOF4rErZYhbSHOvbncawvLIXim3F5pSxvTn1pL57SrsLpoqY5UMsW_rO=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:32:02.949Z,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x87df33f0d9a6e9cd:0x240885757f47fc0b!8m2!3d38.6737859!4d-90.3754858!16s%2Fg%2F11sr0581kt!19sChIJzemm2fAz34cRC_xHf3WFCCQ,Firestone Complete Auto Care,4.5,332,Tire shop,· In-store shopping · Kerbside pickup,"9398 Olive Blvd, Olivette, MO 63132, United States","MJFF+GR Olivette, Missouri, USA",https://www.firestonecompleteautocare.com/missouri/olivette/9398-olive-blvd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 314-254-0194,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoJ439OxpXLJ_D_5kLA2mIZkrWtWx5_Ue8WzZfusTYl5GVjyzFZ3AuHcovPOEk5J32OdNG40NL5zwbG6Hal3bC07w1iJcfsZj1FvZY2i9Y7ctXS4XySovuHlj_DBstwNMqhSW4=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:32:08.012Z,
https://www.google.com/maps/place/Jiffy+Lube/data=!4m7!3m6!1s0x87df35294587c53b:0xb4938b5e70645855!8m2!3d38.6586128!4d-90.333144!16s%2Fg%2F1vq9mv50!19sChIJO8WHRSk134cRVVhkcF6Lk7Q,Jiffy Lube,4.8,2212,Oil change service,,"7500 Delmar Blvd, University City, MO 63130, United States","MM58+CP University City, Missouri, USA",https://www.jiffylube.com/locations/mo/university-city/1757,+1 314-863-5715,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8np7TyrCWuvAXjRsA2j_DVP53esoZBzdfcY0F1CuHb0EaxeT4y5SVFlh_K-tTJlVZ4eBn_lI6IOoqBXxOwNr46tFPKnySZqCdSf6T5sfXUVjMmV6219w0iqH5UmbSEt8dlWk0Xx6D7FM=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:32:12.541Z,
https://www.google.com/maps/place/Clayton+%26+Big+Bend/data=!4m7!3m6!1s0x87d8cac09235f72b:0x4078d1e5d9d77cf9!8m2!3d38.6350115!4d-90.3193448!16s%2Fg%2F1tj5lpwc!19sChIJK_c1ksDK2IcR-XzX2eXReEA,Clayton & Big Bend,4.1,23,Gas station,· Diesel fuel,"7001 Clayton Rd, Richmond Heights, MO 63117, United States","JMPJ+27 Richmond Heights, Missouri, USA",,+1 314-644-3973,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqaf9i0BvbuFBnp7eUa_b0nYr_aNDL3gTB-nfXGbsG9W5is64prbJTXIpHuB1lDqQBeF96ztTuVoo_hejtfwD5Ni1sce5ie3PYlIs8y-snbyW_cP4tbqbF6jMiyK8ONE4wzmKAljw=w408-h544-k-no,false,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-03-23T16:32:17.183Z,
