placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Warrior+Business+Services/data=!4m7!3m6!1s0x8815e4ebe453ca35:0xda4b26696cbf05f!8m2!3d41.0733891!4d-85.1313814!16s%2Fg%2F11c525lryt!19sChIJNcpT5OvkFYgRX_DLlmaypA0,Warrior Business Services,4.8,73,Certified public accountant,"501 E Brackenridge St, Fort Wayne, IN 46802, United States","3VF9+9C Fort Wayne, Indiana, USA",https://warrior.accountants/,+1 260-749-2200,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8_ZLIt-6yNPWRfvxrAVDYFpD5binSWDSAW_ZSXXyz3mxfPT_tt9eGvtsZCZqSsvjVPdzwWlfgipChbh_cgw8dOiArurhPxUyAQtFvVrGTOiXL4zavil9in4hGqIwjMkjo2-zaNw=w408-h272-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:25:32.685Z,,,
https://www.google.com/maps/place/Leonard+J+Andorfer+%26+Co+LLP/data=!4m7!3m6!1s0x8815e4ad26486351:0x408d1db7c77b354f!8m2!3d41.0796918!4d-85.1400542!16s%2Fg%2F1tj924ft!19sChIJUWNIJq3kFYgRTzV7x7cdjUA,Leonard J Andorfer & Co LLP,4.9,8,Tax preparation service,"110 W Berry St #2202, Fort Wayne, IN 46802, United States","3VH5+VX Fort Wayne, Indiana, USA",http://www.ljandorfer.com/,+1 260-423-9405,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Up1LJlP7O6PLLxRevs_3cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.72691&pitch=0&thumbfov=100,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:25:37.497Z,,,
https://www.google.com/maps/place/Tradewell+Tax+%26+Financial/data=!4m7!3m6!1s0x8815e299d85f6fd9:0x92ff338ed78fb14c!8m2!3d41.0803464!4d-85.1412516!16s%2Fg%2F1tg5_7bk!19sChIJ2W9f2JniFYgRTLGP144z_5I,Tradewell Tax & Financial,4.1,16,Financial planner,"130 W Main St #100, Fort Wayne, IN 46802, United States","3VJ5+4F Fort Wayne, Indiana, USA",https://www.tradewelltax.com/,+1 260-490-2084,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNEeM9nOnAHtbDjeoBkpUzUXWKni4Nyi_-qxbnM=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:25:42.431Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Partners+Tax+%26+Accounting/data=!4m7!3m6!1s0x8815e492d264a397:0xcc6c2bc1f39af933!8m2!3d41.078147!4d-85.1357809!16s%2Fg%2F11c4b6f6pp!19sChIJl6Nk0pLkFYgRM_ma88ErbMw,Partners Tax & Accounting,4.5,4,Accountant,"921 Barr St # 101, Fort Wayne, IN 46802, United States","3VH7+7M Fort Wayne, Indiana, USA",http://www.partnerstaxpro.com/,+1 260-441-6154,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=96xh2tgCR4B4tU0dx3hiUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.23466&pitch=0&thumbfov=100,true,Closed,1–2 pm,1–2 pm,1–2 pm,1–2 pm,1–2 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:25:46.868Z,,,
https://www.google.com/maps/place/Lothamer+Tax+Resolution/data=!4m7!3m6!1s0x8815e57ab22368cd:0x2fdf8a46e7781cdf!8m2!3d41.0789192!4d-85.1399956!16s%2Fg%2F11hp9x6hzq!19sChIJzWgjsnrlFYgR3xx450aK3y8,Lothamer Tax Resolution,5.0,14,Tax consultant,"111 W Berry St #211, Fort Wayne, IN 46802, United States","3VH6+H2 Fort Wayne, Indiana, USA",https://lothamer.com/locations/fort-wayne-in/?utm_source=GMBlisting&utm_medium=organic,+1 260-888-7112,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uwnknBLDF2v0Oue1OtkCuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.83862&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:25:51.284Z,,,
"https://www.google.com/maps/place/Forvis+Mazars,+LLP/data=!4m7!3m6!1s0x8815e492628e982f:0x9341005d44f0cc6a!8m2!3d41.0784359!4d-85.1390911!16s%2Fg%2F1tdjrrk7!19sChIJL5iOYpLkFYgRaszwRF0AQZM","Forvis Mazars, LLP",,,Accounting firm,"111 E Wayne St 6th floor, Fort Wayne, IN 46802, United States","3VH6+99 Fort Wayne, Indiana, USA",https://www.forvismazars.us/about-us/locations/fort-wayne-in?utm_source=yext&utm_medium=organic&utm_campaign=yext,+1 260-460-4000,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aB7p-TA3ksmJSaHCPTdPXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.89066&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:25:55.696Z,,,
https://www.google.com/maps/place/Family+Tax+Company/data=!4m7!3m6!1s0x8815e4faa5d1e6bb:0x58360d917e31b577!8m2!3d41.0678167!4d-85.1380093!16s%2Fg%2F11g6hrqbgh!19sChIJu-bRpfrkFYgRd7UxfpENNlg,Family Tax Company,5.0,38,Tax preparation service,"1925 Calhoun St Ste 101, Fort Wayne, IN 46802, United States","3V96+4Q Fort Wayne, Indiana, USA",,+1 260-424-1033,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipPXj8jt0y7hML31I7fHymtK6oIblE_qkVL0QkKi=w426-h240-k-no,true,Closed,Closed,10 am–2 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:26:00.095Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Wagner+Associates+Integrated+Solutions/data=!4m7!3m6!1s0x8815fcaa41ff6727:0x57c060cd3b7590fa!8m2!3d41.0979734!4d-85.1030041!16s%2Fg%2F1vjdqp1x!19sChIJJ2f_Qar8FYgR-pB1O81gwFc,Wagner Associates Integrated Solutions,5.0,6,Tax preparation service,"2330 Beacon St # 101, Fort Wayne, IN 46805, United States","3VXW+5Q Fort Wayne, Indiana, USA",,+1 260-484-0478,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SPKzsABQDxW-hIjHr1aDkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.565445&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:26:04.653Z,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x8815e4887c8e48ab:0xf7621c814ece451f!8m2!3d41.0879738!4d-85.1452258!16s%2Fg%2F1tvymcqn!19sChIJq0iOfIjkFYgRH0XOToEcYvc,H&R Block,4.6,58,Tax preparation service,"1510 Wells St, Fort Wayne, IN 46808, United States","3VQ3+5W Fort Wayne, Indiana, USA",https://www.hrblock.com/tax-office-near-me/indiana/fort-wayne/14609/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 260-423-2394,,https://lh3.googleusercontent.com/p/AF1QipMCv79uQeuQ5qBLLfXy0N892pBJgkqGK7oHxZPs=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:26:07.092Z,,,
"https://www.google.com/maps/place/Keiffer+Fries+Tax+%26+Business+Solutions,+Inc/data=!4m7!3m6!1s0x8815e301153c8fb9:0xffe70ce9d145b2f7!8m2!3d41.1109692!4d-85.1338023!16s%2Fg%2F11qnt0hpyh!19sChIJuY88FQHjFYgR97JF0ekM5_8","Keiffer Fries Tax & Business Solutions, Inc",5.0,44,Tax preparation,"3718 Allen Ave, Fort Wayne, IN 46805, United States","4V68+9F Fort Wayne, Indiana, USA",http://kftbs.com/,+1 260-471-8377,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNyg3LqKZyMa71TfIr1ME7mqbFb7Fyt3aATQvTO=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:26:11.443Z,,,
