placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/SERVPRO+of+Galveston+Island%2FLake+Jackson/data=!4m7!3m6!1s0x86411c79f0235ceb:0x2438c7ad859fd8c!8m2!3d29.2963473!4d-94.8160304!16s%2Fg%2F11c42c8h8h!19sChIJ61wj8HkcQYYRjP1Z2HqMQwI,SERVPRO of Galveston Island/Lake Jackson,4.9,114,Water damage restoration service,"711 43rd St, Galveston, TX 77550, United States","75WM+GH Galveston, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-galveston-island-lake-jackson?utm_medium=organic&utm_source=gbp,+1 409-762-4411,,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersaMONEb6El-roAF3cv_cf7h8fntI3ValqOM3EATNMegagNHz7tRv3gyEZDlFw2lkn-6RVUKoO7IfDI0LrP8TG7un8_unLjy3MpMxIYevDOeBPZmWCg78VZHwq7n_1SDFEDXjmfcG0U1J1=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:20:44.975Z,,,
https://www.google.com/maps/place/Gulf+Coast+Disaster+Restoration/data=!4m7!3m6!1s0x863f9df94f39d887:0x649ec2c142cfd871!8m2!3d29.2705917!4d-94.8446433!16s%2Fg%2F11tdf6vmk2!19sChIJh9g5T_mdP4YRcdjPQsHCnmQ,Gulf Coast Disaster Restoration,4.9,19,Water damage restoration service,"7400 Jones Dr #813, Galveston, TX 77551, United States","75C4+64 Galveston, Texas, USA",http://911waterdamagerestoration.com/,+1 281-940-0569,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSW303_j1g7fYIZIe9hX8vLvDAMik7l9BGqUxbCsFjmY-19HlLo9HYpmQUoaOWn6tBIjdZQe5c7RVdaxwb-EFbFiOBecVlu8dUoTEyZU4WqC7xqe0mMtfClf1BtxGHXgTuoibsM4tj15od=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:20:50.973Z,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x863f9f0cc47eb0c3:0xa5aefe65ecb6f873!8m2!3d29.3064534!4d-94.7920703!16s%2Fg%2F11thg6w0zm!19sChIJw7B-xAyfP4YRc_i27GX-rqU,Roto-Rooter Plumbing & Water Cleanup,4.8,137,Plumber,"2101 Mechanic St Ste 222, Galveston, TX 77550, United States","8645+H5 Galveston, Texas, USA",https://www.rotorooter.com/galveston/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 409-945-0367,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHFW7zqhebHv661M_m3EZwA161ViQC4fkiyhMO3Cu8Q_vwI7Ohnf_8SAjxghHxX70sJyNH9NVNITOlbvGNMe2rVLqFiCnz3wA1SRlPVXj91uN8JB28Vv-5Pia_RhqsLN2VgePsBQ=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:20:56.752Z,,,
https://www.google.com/maps/place/Genesis+Cleaning+%26+Restoration+LLC/data=!4m7!3m6!1s0x863f9c63d132bbdd:0x673e8edf45ebf3e5!8m2!3d29.3665575!4d-94.8094404!16s%2Fg%2F12qg7lp4_!19sChIJ3bsy0WOcP4YR5fPrRd-OPmc,Genesis Cleaning & Restoration LLC,4.8,44,Water damage restoration service,,,https://genesisdrycarpetcleaning.com/,+1 409-740-8977,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer15Yv8kDxi3KWiguM3e4MY-DcOhqhjzzo1hPyXc2gK7Gd0K3Qtnc15HsGdTeyIW_oH7VYJrXoaorvbQOiZF_MR0niQk8DWq004StGmpA_TrWgApjkXJjCK1j5nEAj5hHdIFcD9LD8nYl5i=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:21:01.422Z,,,
https://www.google.com/maps/place/Gulf+Coast+Lead+Center/data=!4m7!3m6!1s0x863f9e7b32e2ae57:0xda2752fc8227eee0!8m2!3d29.2360446!4d-94.8716086!16s%2Fg%2F11btxj5ggb!19sChIJV67iMnueP4YR4O4ngvxSJ9o,Gulf Coast Lead Center,5.0,1,Water damage restoration service,,,http://www.handymangalveston.com/,+1 409-692-6097,Closed · Opens 8:30 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq0qdE0u5KaxGuTWuionz4S8fFsEfE1FviHO1o6tRkMwkduIOZMInCDA2u_fnDAeEap5wC73I6zDUyAZ4P-OZEmjE3HntAouZDq39kLL7stH0VZ4_b-ZCxYM3ZOY9_LzXiSs36y=w408-h251-k-no,true,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:21:06.168Z,,,
"https://www.google.com/maps/place/Raymond+Banks+Construction,+LLC./data=!4m7!3m6!1s0x863f9c49eadecc43:0xc1628460a3891d63!8m2!3d29.2881978!4d-94.7978254!16s%2Fg%2F11c1xkp72v!19sChIJQ8ze6kmcP4YRYx2Jo2CEYsE","Raymond Banks Construction, LLC.",5.0,2,General contractor,"3028 Avenue Q, Galveston, TX 77550, United States","76Q2+7V Galveston, Texas, USA",,,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=emBLYiVA05EX1hh-QuLTrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.62015&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:21:11.241Z,,,
"https://www.google.com/maps/place/Content+Recovery+Specialists+of+Galveston,+TX/data=!4m7!3m6!1s0x863f7d046e900dc5:0xff3567e9e8adc158!8m2!3d29.5050774!4d-94.985116!16s%2Fg%2F11xgwg5vdv!19sChIJxQ2QbgR9P4YRWMGt6OlnNf8","Content Recovery Specialists of Galveston, TX",5.0,3,Fire damage restoration service,"607 Grand Ave, Bacliff, TX 77518, United States","G247+2X Bacliff, Texas, USA",https://www.crspackout.com/galveston/,+1 832-757-4033,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCj4A6twzPXOIhMWyziXMWEI8hLrfBMAlIFOT3umTNf1A4XWcw48PKZNj7Q3Tqti6yN8aQkIZZmDbNRBcJW4x35dKJ1r9J8nxS3gYAP6wDq_vuTtmgEv8S2iOwWULjjKbAJLBb93EXQecF=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:21:16.096Z,,,
https://www.google.com/maps/place/South+Coast+Roofing+LLC/data=!4m7!3m6!1s0x863f9fdd3f9bc1c7:0x442ab8eb8d4871e8!8m2!3d29.3084387!4d-94.7921926!16s%2Fg%2F11rw7xj1wk!19sChIJx8GbP92fP4YR6HFIjeu4KkQ,South Coast Roofing LLC,4.8,18,Roofing contractor,"104 Moody Ave #102, Galveston, TX 77550, United States","8655+94 Galveston, Texas, USA",https://www.southcoastroofingtx.com/,+1 281-723-5038,Closed · Opens 8 am,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAXjAjFjLnbvt_bsClKjQVkNHw9X6HUwejwZOJgxA6WQxy7PmrQ437Gmj07Rb1GRf2O5WYxgIFfnysZf2Zqqawk9sQEjXoJgvXxZlnJVgwtyLlizOfCDpBSPItCld-TrJdUnc=w408-h272-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:21:21.179Z,,,
https://www.google.com/maps/place/Genesis+Cleaning+%26+Restoration/data=!4m7!3m6!1s0x863f9c63d1440001:0x69226dc6bc538015!8m2!3d29.2543583!4d-94.8490885!16s%2Fg%2F11srksgv9c!19sChIJAQBE0WOcP4YRFYBTvMZtImk,Genesis Cleaning & Restoration,5.0,2,Carpet cleaning service,"3722 85th St, Galveston, TX 77554, United States","7532+P9 Galveston, Texas, USA",http://www.galvestongenesis.com/contact.html,+1 281-909-7472,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yQZZAhow3qXMwK1nqKRf-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.307&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:21:23.899Z,,,
https://www.google.com/maps/place/COASTAL+WATER+DAMAGE+%26+RESTORATION/data=!4m7!3m6!1s0xae5ce4c9ce15f53f:0x48a6554364cb5eb9!8m2!3d29.9859431!4d-94.691337!16s%2Fg%2F11ycsm75p2!19sChIJP_UVzsnkXK4RuV7LZENVpkg,COASTAL WATER DAMAGE & RESTORATION,,,Water damage restoration service,,,https://coastalwaterrestoration.com/,+1 888-846-8420,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2bKYCLvc3b4vx2iKZ5oVMbuqaojzUmfTixUqkB_0LgOmA4nif9oVuXG8NIMoISo7SLk9CrMeX8zJzkshPvBP9javTFBwTbdWmZPUWTWxFGH26iBrNV-yPT_sTHb_VZgq37BpBaiW5woxl=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-03-23T05:21:28.523Z,,,
