placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Cactus+Bloom+Pediatrics/data=!4m7!3m6!1s0x872b71b4095167f9:0xb1822fa45d097c96!8m2!3d33.6378062!4d-111.9980544!16s%2Fg%2F11wqvh2xwg!19sChIJ-WdRCbRxK4cRlnwJXaQvgrE,Cactus Bloom Pediatrics,5.0,13,Pediatrician,"16620 N 40th St H5, Phoenix, AZ 85032, United States","J2Q2+4Q Phoenix, Arizona, USA",https://cactusbloompediatrics.com/,+1 520-655-8839,Closes soon · 4:30 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipOCLT_gbTM5FG-UCtFReyC__C0cp_LPLH-X_dGv=w408-h544-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:27:57.837Z,,,
https://www.google.com/maps/place/Phoenix+Children%27s+Pediatrics/data=!4m7!3m6!1s0x872b73363d2c4ce5:0x8bd5e42e8033eb0c!8m2!3d33.599282!4d-111.976795!16s%2Fg%2F11r_k_5_8q!19sChIJ5UwsPTZzK4cRDOszgC7k1Ys,Phoenix Children's Pediatrics,3.7,71,Pediatrician,"4848 E Cactus Rd #620, Scottsdale, AZ 85254, United States","H2XF+P7 Scottsdale, Arizona, USA",https://phoenixchildrens.org/locations/Scottsdale/4848-E-Cactus-Rd-Ste-620,+1 602-933-6335,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNr8HTVR4iXgtBslF11jI5y-jW-AQBHQHPSrcfJ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:04.049Z,,,
https://www.google.com/maps/place/Moon+Valley+Pediatrics/data=!4m7!3m6!1s0x872b6de3b69c38b9:0xdf893b512670e924!8m2!3d33.6130942!4d-112.0642179!16s%2Fg%2F1tgb7tvq!19sChIJuTictuNtK4cRJOlwJlE7id8,Moon Valley Pediatrics,4.2,152,Business center,"14001 N 7th St Suite G114, Phoenix, AZ 85022, United States","JW7P+68 Phoenix, Arizona, USA",http://www.moonvalleypediatrics.com/,+1 602-298-6930,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mLKB-2tgHc7JHfeH9iUnZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.01173&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:09.053Z,,,
https://www.google.com/maps/place/Agave+Pediatrics/data=!4m7!3m6!1s0x872b76a2b53734bf:0x3bdebe86768dda81!8m2!3d33.651958!4d-111.9298388!16s%2Fg%2F1232kgx1h!19sChIJvzQ3taJ2K4cRgdqNdoa-3js,Agave Pediatrics,4.2,391,Pediatrician,"7010 E Chauncey Ln # 225, Phoenix, AZ 85054, United States","M32C+Q3 Phoenix, Arizona, USA",http://agavepediatrics.com/,+1 480-585-5200,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer8xh87mWG17qzPqZ0tV9CdlfKv4tiy4Aa_YLtE8DRCFjMk0RF_U1KAyf3btCHk9SA03_wRQd26cTt8mvFMOeHx5zPfuaTNe1S126oDU5XnqYrGHyZfXTib_2x265f-Z0i5EHjp=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:13.895Z,,,
https://www.google.com/maps/place/Phoenix+Children%27s+Pediatrics/data=!4m7!3m6!1s0x872b7177ee8d9fd5:0x4fab89fb7f207cba!8m2!3d33.640079!4d-111.9627229!16s%2Fg%2F11c2ppv1sn!19sChIJ1Z-N7ndxK4cRunwgf_uJq08,Phoenix Children's Pediatrics,4.4,17,Pediatrician,"5425 E Bell Rd Ste 145, Scottsdale, AZ 85254, United States","J2RP+2W Scottsdale, Arizona, USA",https://phoenixchildrens.org/locations/Scottsdale/5425-E-Bell-Rd-Ste-145,+1 602-933-5730,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOHzKyjwXSl4lLV6ojWC94Q2N6fhySMn7yBVfNo=w408-h295-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:18.692Z,,,
https://www.google.com/maps/place/Ohana+Kids+%26+Family+Kare/data=!4m7!3m6!1s0x872b72281d985041:0xfca92c70584558cf!8m2!3d33.625914!4d-112.010898!16s%2Fg%2F1thffxnx!19sChIJQVCYHShyK4cRz1hFWHAsqfw,Ohana Kids & Family Kare,4.7,90,Family practice physician,"3305 E Greenway Rd Ste 6, Phoenix, AZ 85032, United States","JXGQ+9J Phoenix, Arizona, USA",https://www.ohanakidsandfamilykare.com/,+1 602-867-1252,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMWTfQHKdeDyqROgxgBvaLHbqa3mb1kFjjUFwmo=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–6 pm,7 am–3 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:23.648Z,Identifies as women-owned,,
"https://www.google.com/maps/place/KidsHealth+Pediatrics+Scottsdale,+AZ/data=!4m7!3m6!1s0x872b715a06859b3d:0x15aee9a42d6eede5!8m2!3d33.6397972!4d-111.9634424!16s%2Fg%2F1td4q53h!19sChIJPZuFBlpxK4cR5e1uLaTprhU","KidsHealth Pediatrics Scottsdale, AZ",4.7,159,Pediatrician,"5425 E Bell Rd Ste 131, Scottsdale, AZ 85254, United States","J2QP+WJ Scottsdale, Arizona, USA",https://www.kidshealthpediatrics.com/,+1 602-638-3616,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipMWy7NnrzPR2hKu_CmcwKCDMmwMLNSh89fiE097=w408-h614-k-no,true,7:30 am–4 pm,9 am–4 pm,8 am–3:30 pm,7:30 am–3 pm,Closed,Closed,8 am–3:30 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:28.565Z,,,
https://www.google.com/maps/place/Arbor+Pediatrics+-+Shea/data=!4m7!3m6!1s0x872b74e99e52445f:0xe860eef4728ecc34!8m2!3d33.5837819!4d-111.9233742!16s%2Fg%2F1tj46cn_!19sChIJX0RSnul0K4cRNMyOcvTuYOg,Arbor Pediatrics - Shea,4.6,579,Pediatrician,"7330 E Shea Blvd #102, Scottsdale, AZ 85260, United States","H3MG+GM Scottsdale, Arizona, USA",https://www.arbormedicalpartners.com/arbor-pediatrics-shea.html,+1 480-609-8100,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOhSBUnq-EpOS6e0vlcmv0lmMQ2UoVUNC2tg_DJ=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:33.418Z,,,
https://www.google.com/maps/place/Arbor+Pediatrics+-+Union+Hills/data=!4m7!3m6!1s0x872b71151f16949b:0xd4443982d5bfd023!8m2!3d33.6548147!4d-111.9788225!16s%2Fg%2F11c5zsm7zv!19sChIJm5QWHxVxK4cRI9C_1YI5RNQ,Arbor Pediatrics - Union Hills,4.3,229,Pediatrician,"4735 E Union Hills Dr, Phoenix, AZ 85050, United States","M23C+WF Phoenix, Arizona, USA",https://www.arbormedicalpartners.com/union-hills.html,+1 602-971-5121,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq87WVNtk4egPyP_BIiGHn4MBLnhkrOEQDPGdHDaRjW6lo9fV2WCCEr1lUdB5-d0RCGO000KsSDrNVtW74PQJ0bl_etNIYaKtPGRi16AcyuTB2btxH4lHUE32Fbw1-6nAYKflWH6MlV8QEz=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:38.339Z,,,
https://www.google.com/maps/place/Phoenix+Children%27s+Pediatrics/data=!4m7!3m6!1s0x872b7177df0b6bf9:0xe08b52d5d0d368d7!8m2!3d33.6401661!4d-111.9999739!16s%2Fg%2F1vn18_hj!19sChIJ-WsL33dxK4cR12jT0NVSi-A,Phoenix Children's Pediatrics,3.3,52,Pediatrician,"3805 E Bell Rd # 5100, Phoenix, AZ 85032, United States","J2R2+32 Phoenix, Arizona, USA",https://phoenixchildrens.org/locations/Phoenix/3805-E-Bell-Rd-Ste-5100,+1 602-933-3990,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM4uycsHuq0GEnVTXlJnqCIAJZOQNMejFark1Fh=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-02-10T23:28:43.115Z,,,
