placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Truck+Parking+Club/data=!4m7!3m6!1s0x86411f824c67777f:0xfbc7abc7ad64de9a!8m2!3d29.606103!4d-95.743255!16s%2Fg%2F11y01b4k3_!19sChIJf3dnTIIfQYYRmt5krcerx_s,Truck Parking Club,,,Parking lot,"729 FM359, Richmond, TX 77406, United States","J744+CM Richmond, Texas, USA",https://truckparkingclub.com/truck-parking/texas/richmond/729-fm359-77406?advocate=ZDY236&utm_source=pm_marketing_link&utm_medium=referral&utm_campaign=gmb_marketing_link&el=Richmond-Texas-77406-ZDY236-1&htrafficsource=gmb,+1 281-378-6288,"Open 24 hours

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOKefb_zHYQZ7KieCobADuDH4Ln0B2Yjj-EDwrO=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:07.294Z,,,
https://www.google.com/maps/place/Space+City+Truck+Parking/data=!4m7!3m6!1s0x86413b6f0ad71325:0x5b824e24697677c1!8m2!3d29.79554!4d-95.955327!16s%2Fg%2F11wjkm7wwf!19sChIJJRPXCm87QYYRwXd2aSROgls,Space City Truck Parking,4.8,17,Parking lot,"1688 FM 362, Brookshire, TX 77423, United States","Q2WV+6V Brookshire, Texas, USA",https://spacecityparking.com/,+1 832-557-1010,,https://lh3.googleusercontent.com/p/AF1QipNMq3CyJ_uONXr9N9PlLxin1rPh9wS7b355CTWK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:12.962Z,,,
https://www.google.com/maps/place/Smart+Financial+Centre/data=!4m7!3m6!1s0x8640e7326ba93a21:0x9aeef1015c4cad74!8m2!3d29.5771563!4d-95.6436398!16s%2Fg%2F11v0_3zw5v!19sChIJITqpazLnQIYRdK1MXAHx7po,Smart Financial Centre,3.8,16,Parking lot,"18111 Lexington Blvd, Sugar Land, TX 77479, United States","H9G4+VG Sugar Land, Texas, USA",http://www.platinumparking.com/,+1 713-840-7275,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5zNWHLY6w8a4lxPy8f07uPDEyq3J1A6kgchhVKoFG6i9hccZUHFiMqE7xeGu4Ynx4D7YfgGthODcnsivjVrCKT8FPoiE7i_odVeYjptiAGE-rTEpf9PkET4kc7RKIljhWNtio5_QD6xm3=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:16.352Z,,,
"https://www.google.com/maps/place/Sugar+Land+Parking+Lot+Striping/@29.5870839,-95.6416024,17z/data=!3m1!4b1!4m6!3m5!1s0x8640e73d8b4a482b:0x66f7a8af4b673521!8m2!3d29.5870839!4d-95.6416024!16s%2Fg%2F11wq3mk1nw",Sugar Land Parking Lot Striping,5.0,7,Asphalt contractor,"7619 Branford Pl, Sugar Land, TX 77479, United States","H9P5+R9 Sugar Land, Texas, USA",https://www.sugarlandparkinglotstriping.com/,+1 346-268-5663,Open 24 hours,,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:23.235Z,,,
https://www.google.com/maps/place/Houston+Marriott+Sugar+Land/data=!4m10!3m9!1s0x8640e69445d1d28d:0x6a635f9536494c87!5m2!4m1!1i2!8m2!3d29.5966469!4d-95.6223822!16s%2Fg%2F11r8j60w8!19sChIJjdLRRZTmQIYRh0xJNpVfY2o,Houston Marriott Sugar Land,4.3,2311,,"16090 City Walk, Sugar Land, TX 77479, United States","H9WH+M2 Sugar Land, Texas, USA",https://www.marriott.com/en-us/hotels/housl-houston-marriott-sugar-land/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 281-275-8400,,https://lh3.googleusercontent.com/p/AF1QipOEUv4Wqt0Xo32uegASRqGB0Eo1XomFJ192eEfa=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:26.539Z,,,
https://www.google.com/maps/place/Courtyard+by+Marriott+Houston+Sugar+Land%2FLake+Pointe/data=!4m10!3m9!1s0x8640e6c026977263:0xbd1e82b4cc315434!5m2!4m1!1i2!8m2!3d29.603183!4d-95.624021!16s%2Fg%2F11gbk2155x!19sChIJY3KXJsDmQIYRNFQxzLSCHr0,Courtyard by Marriott Houston Sugar Land/Lake Pointe,4.3,678,,"16740 Creekbend Dr, Sugar Land, TX 77478, United States","J93G+79 Sugar Land, Texas, USA",https://www.marriott.com/en-us/hotels/houcf-courtyard-houston-sugar-land-lake-pointe/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 281-494-0555,,https://lh3.googleusercontent.com/p/AF1QipPKQpA-Dp37VF9_VO1Hm98jC2s80-sGcRRuPHtQ=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:29.733Z,,,
"https://www.google.com/maps/place/Telecheck+Services,+Inc/data=!4m7!3m6!1s0x8640e6f83a714d3d:0x43d5f3986bf24e71!8m2!3d29.6137432!4d-95.605686!16s%2Fg%2F11btww2z4d!19sChIJPU1xOvjmQIYRcU7ya5jz1UM","Telecheck Services, Inc",1.1,130,Corporate office,"14141 Southwest Fwy #300, Sugar Land, TX 77478, United States","J97V+FP Sugar Land, Texas, USA",http://www.firstdata.com/telecheck/telecheck-consumer-contacts.html,+1 800-366-2425,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f251Fg53-G1K01CzcNT45w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.31061&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:34.541Z,,,
https://www.google.com/maps/place/RUJO+STAFFING+LLC/data=!4m7!3m6!1s0x8640bd2c6a9c20f9:0x8e9ed8f516134426!8m2!3d29.6182773!4d-95.605529!16s%2Fg%2F11tg1q3tl2!19sChIJ-SCcaiy9QIYRJkQTFvXYno4,RUJO STAFFING LLC,5.0,1,Employment agency,"14090 Southwest Fwy #300, Sugar Land, TX 77478, United States","J99V+8Q Sugar Land, Texas, USA",https://www.rujostaffing.com/,+1 832-800-3108,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_ulGvCAvZYF2AWuaF2Gz1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.72604&pitch=0&thumbfov=100,true,9:30 am–4:30 pm,Closed,9:30 am–4:30 pm,9:30 am–4:30 pm,Closed,Closed,9:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:39.405Z,,,
https://www.google.com/maps/place/Houston+Methodist+Sugar+Land+Hospital/data=!4m7!3m6!1s0x8640e6bb4f2898f9:0xd6fc2888905cee93!8m2!3d29.5891679!4d-95.630993!16s%2Fg%2F11g_zzkrtv!19sChIJ-ZgoT7vmQIYRk-5ckIgo_NY,Houston Methodist Sugar Land Hospital,3.0,626,General hospital,"16655 Southwest Fwy, Sugar Land, TX 77479, United States","H9Q9+MJ Sugar Land, Texas, USA",https://www.houstonmethodist.org/locations/sugar-land/?utm_source=gmb&utm_medium=organic&utm_campaign=all_location_gmb&utm_content=website-click,+1 281-274-7000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPYt5oDuMVm-5n3HUvg_uPhjdjcna7S_6qY88KZ=w408-h260-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:44.443Z,,,
https://www.google.com/maps/place/Sugar+Land+Police+Department/data=!4m7!3m6!1s0x8640e6c8be0aa003:0x325e5e7ade63a80d!8m2!3d29.6038496!4d-95.636825!16s%2Fg%2F1tfzh4hx!19sChIJA6AKvsjmQIYRDahj3npeXjI,Sugar Land Police Department,,,Police department,"1200 Hwy 6, Sugar Land, TX 77478, United States","J937+G7 Sugar Land, Texas, USA",,+1 281-275-2500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rDxmzyE5wE7lB518mk7RaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.21777&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-28T18:59:47.241Z,,,
