placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info
https://www.google.com/maps/place/Heartland+Tire+Service/data=!4m7!3m6!1s0x87f758a71c9a4639:0x652f728019cd20c0!8m2!3d43.9808316!4d-92.4636264!16s%2Fg%2F1tpbcjwn!19sChIJOUaaHKdY94cRwCDNGYByL2U,Heartland Tire Service,4.7,213,Tire shop,· In-store pick-up,"2811 Broadway Ave S, Rochester, MN 55904, United States","XGJP+8G Rochester, Minnesota, USA",https://heartlandtireservice.net/,+1 507-289-3949,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqw2XPgY2YVOnEzySE0TfY5evN6Yy3Yte2PsxZcASJJtjgk4KAWIHFspTR-d7kt6d8_eB8Ewrlb3iWBp2OjcfPYbFOwZJMzT9KA1UGhxZbF12lz7u-spBve_zkzWeC5JXO47ltgsw=w408-h544-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:09.516Z,
https://www.google.com/maps/place/Byron+Auto+Repair+and+Towing/data=!4m7!3m6!1s0x87f742fe7aa1d95f:0x8141668dc23db28c!8m2!3d44.0293769!4d-92.6351699!16s%2Fg%2F1vg_dd_p!19sChIJX9mhev5C94cRjLI9wo1mQYE,Byron Auto Repair and Towing,4.3,94,Auto repair shop,,"513 Frontage Rd, Byron, MN 55920, United States","29H7+QW Byron, Minnesota, USA",https://byronautorepairtowing.com/,+1 507-775-2525,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJInwRqn087OJSop7zki9cn-ctDIh-w7BphOPKVTpdZ2YjEFm38WuymqAwKdj5dz7NNxSd26RC6nRw6FpIZOmm2jeTuoKLEuNF_4r_wik1XMxG0ns65GQT5PFR4epzfZE6zmKQwg=w408-h271-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:14.251Z,
https://www.google.com/maps/place/Dad%27s+Auto+%26+Repair+LLC/data=!4m7!3m6!1s0x87f743cf8a39d43d:0xf4813621105cba7e!8m2!3d44.0215173!4d-92.6486904!16s%2Fg%2F11vb4w4z3y!19sChIJPdQ5is9D94cRfrpcECE2gfQ,Dad's Auto & Repair LLC,5.0,23,Auto repair shop,,"240 Frontier Rd SW, Byron, MN 55920, United States","29C2+JG Byron, Minnesota, USA",http://dadsautoandrepair.com/,+1 507-993-0249,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9L8bG5NnCpzcxam5pi_nhFVZXpFnVl7GHemVMCmAmkancjwTw2pcxsM3md6chDxzCQZCuQdubDYZ-9aQXnaChimyAFVhoWlMom3iPIM0yfNYUFRmQ1O1avRhXkJrppEcJrP92aw=w408-h495-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:19.177Z,
https://www.google.com/maps/place/Tilson%27s+Auto+Repair/data=!4m7!3m6!1s0x87f9e1dfb920d2fd:0x5e12a8e4799b1af5!8m2!3d43.9967713!4d-92.462777!16s%2Fg%2F1tfbj8rj!19sChIJ_dIgud_h-YcR9RqbeeSoEl4,Tilson's Auto Repair,4.8,720,Auto repair shop,,"1740 Broadway Ave S, Rochester, MN 55904, United States","XGWP+PV Rochester, Minnesota, USA",https://www.tilsonsautorepair.com/,+1 507-282-4924,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSF_5ScQAXji0OuMiR4MNploHSopr449m8-tQkgptlOcgtES3zq7X4glyEOIlGrxMmSekuubvO5XOT6V0jRyNUm0KXdQIE1Qr-dUh97itVKYtbUEiNoPPX2h-QklTaca9LnMeF=w408-h272-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:23.669Z,LGBTQ+ friendly
https://www.google.com/maps/place/Benny%27s+Auto+Repair+Inc/data=!4m7!3m6!1s0x87f742dfcdc565ff:0xa7e1ef2678d46a87!8m2!3d44.0297722!4d-92.6381394!16s%2Fg%2F1vr3dqwf!19sChIJ_2XFzd9C94cRh2rUeCbv4ac,Benny's Auto Repair Inc,4.8,34,Auto repair shop,,"115 5th Pl NE, Byron, MN 55920, United States","29H6+WP Byron, Minnesota, USA",,+1 507-775-2670,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VX_LjlUgUN1l3BxRDabRgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.67267&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:28.018Z,
https://www.google.com/maps/place/Complete+Auto+Repair/data=!4m7!3m6!1s0x87f75fd508fee883:0xa59ddf1dcda24420!8m2!3d44.0672961!4d-92.4977438!16s%2Fg%2F12hv55vt9!19sChIJg-j-CNVf94cRIESizR3fnaU,Complete Auto Repair,4.9,289,Auto repair shop,,"4125 22nd Ave NW, Rochester, MN 55901, United States","3G82+WW Rochester, Minnesota, USA",http://www.completeautorepairofrochester.com/,+1 507-282-7605,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepf1ALlProd2bn9A1B4G7aXlIWNgMyAwr3Z5_BBZfDT9CvrA3dVB7-0Zv3J_DXk0c7qTwQOBrjrmN3yKVvtpfges2nJiYmu0VXOgT7M65IIPgq5XKUWdhcqE3Yf14m6lrLH1dAwhw=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:32.578Z,
https://www.google.com/maps/place/Cordell%27s+Automotive+Service+%26+Tire/data=!4m7!3m6!1s0x87f75fe6f888980f:0x124305f58978c72f!8m2!3d44.0622191!4d-92.4773929!16s%2Fg%2F1tglngbr!19sChIJD5iI-OZf94cRL8d4ifUFQxI,Cordell's Automotive Service & Tire,4.8,303,Auto repair shop,,"923 37th St NW, Rochester, MN 55901, United States","3G6F+V2 Rochester, Minnesota, USA",http://cordellsauto.net/,+1 507-218-8216,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3mGjhEVMBllKz2p7iIpV05-o4D434D0zLon3hOnQd32vZkQH8DegI-2a_wknUYPcSG6ExOZ-wPm9YkW8jQWwouJRa9ppEmV71WJM91krRipbK1SsCyBkpwcmsAmV54OxbU3tuOQ=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:37.009Z,LGBTQ+ friendly
https://www.google.com/maps/place/Les+Schwab+Tire+Center/data=!4m7!3m6!1s0x87f75fc8c1ab0ce3:0x7c8d96257c26baab!8m2!3d44.0429869!4d-92.521641!16s%2Fg%2F11yr8d_25l!19sChIJ4wyrwchf94cRq7omfCWWjXw,Les Schwab Tire Center,4.6,9,Tire shop,· Delivery,"3877 Cascade Crk Rd NW, Rochester, MN 55901, United States","2FVH+58 Rochester, Minnesota, USA",https://www.lesschwab.com/stores/mn/rochester/3877-cascade-creek-rd-nw?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,+1 507-738-1319,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwera2EiAtRu2NUw2PLujn79KduTqux02v3gBlwK-td9zrXhp9zW6PtrI5UGKmQ26VpLnsUsMb9CNb3Kg6Egbiix-gb_VRdrDh-rPQCyyy5m4lPfxAzQoX86fyigyMGi5ChUTCf8to3ywZHgq=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:41.547Z,
https://www.google.com/maps/place/Joe%27s+Auto+%26+Tire/data=!4m7!3m6!1s0x87f75f0afffc778b:0xf959f823c7716c0f!8m2!3d44.02869!4d-92.482648!16s%2Fg%2F11cfbxynp!19sChIJi3f8_wpf94cRD2xxxyP4Wfk,Joe's Auto & Tire,4.8,697,Auto repair shop,,"1420 Civic Center Dr NW, Rochester, MN 55901, United States","2GH8+FW Rochester, Minnesota, USA",https://www.joesautoandtire.com/,+1 507-281-7970,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4T7sv1uEHszkEtw1oxKWNgPly73c1A4Tom-kGNmG6kcfdUSrmY0Ntm51i7oyl0mQ5eiQHH7wRXIWGly--YujvKOlypHHKmyB2_ZuZyd73aqHaVe_Kh-75-iG78ycYWaptXhdAhZKwovyS=w427-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:46.159Z,LGBTQ+ friendly
https://www.google.com/maps/place/Pomp%27s+Tire+Service/data=!4m7!3m6!1s0x87f75dc99a7cdf35:0x5c283aa809116c8f!8m2!3d44.0358072!4d-92.5575174!16s%2Fg%2F1tfgkcmg!19sChIJNd98msld94cRj2wRCag6KFw,Pomp's Tire Service,4.5,130,Tire shop,· In-store shopping · Kerbside pickup · Delivery,"1328 60th Ave NW, Rochester, MN 55901, United States","2CPR+8X Rochester, Minnesota, USA",https://locations.pompstire.com/mn/rochester/1328-60th-avenue-nw?utm_source=Google&utm_medium=Yext,+1 507-287-6252,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdey5AHJu52-faP3MyOvcm_Qhir_uadmDc50yeieHpM_d9_talJHjoD_5HLsvsfRuZspxGobBYNdxAF7Oyp12RPGEHwO1ypLgdX2vJmgvvNtsSCn5Lu7QOwK2wdj1otE3xGqDH=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:50.786Z,
https://www.google.com/maps/place/Automotive+Procare/data=!4m7!3m6!1s0x87f75f0a4c36ee63:0x13762916c43897e4!8m2!3d44.0292508!4d-92.4841238!16s%2Fg%2F1thkxtx9!19sChIJY-42TApf94cR5Jc4xBYpdhM,Automotive Procare,4.7,589,Car repair and maintenance service,,"457 16th Ave NW, Rochester, MN 55901, United States","2GH8+P9 Rochester, Minnesota, USA",https://www.automotiveprocare.com/,+1 507-282-5200,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqh_Df0h3vcMzS5qEGEc9LtS68L373qHDDPKlKRtfSQxpwIkL3CyKtWi4kiKNu2kWlG5gS7wDq_B5Qk2L1i7FWVRbn0Lxfq8mjxWYF8wQUh7GQgTgu9IwWdHZZPbllmba3zpDYFF0I_l6JK=w426-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:55.261Z,LGBTQ+ friendly
https://www.google.com/maps/place/Bauer+Built+Tire+%26+Service/data=!4m7!3m6!1s0x87f9e007f6e762f7:0x5f7e6729a5fb92f!8m2!3d44.0695107!4d-92.4511344!16s%2Fg%2F1tfcj9v0!19sChIJ92Ln9gfg-YcRL7lfmnLm9wU,Bauer Built Tire & Service,4.8,48,Tire shop,· In-store shopping,"4525 Morris Ln NE NE, Rochester, MN 55906, United States","3G9X+RG Rochester, Minnesota, USA",https://www.bauerbuilt.com/locations/rochester/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 507-282-4277,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep7ZItJmrO7Fy6RZjLZ85_YUrvDn012hk7C08Q92DDrQYCt6M-EpIm_Pme_11W4KjKHajZjM_lsMK1CNbJ4h4aofV37bMLlOt0HjF83F5a_-V4g5mhjRGjuSdXgY4rWm6f2OmgH5XKqG36A=w408-h408-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:29:59.763Z,
https://www.google.com/maps/place/Babcock+Auto+Care/data=!4m7!3m6!1s0x87f7608f5d78785f:0xda43ff014093cab5!8m2!3d44.0785094!4d-92.5061015!16s%2Fg%2F1td7j93s!19sChIJX3h4XY9g94cRtcqTQAH_Q9o,Babcock Auto Care,4.7,679,Auto repair shop,,"5335 Hwy 52 N, Rochester, MN 55901, United States","3FHV+CH Rochester, Minnesota, USA",https://www.babcockautocare.com/,+1 507-226-8330,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaMojFoeuDvFhM2iN4sxluv0P2lOv7kbtbqCKoZMo7boMPZH97U59Po9O4OBq_vLVB1Lo6rWY6Ak9DcxPsgiIGLzmbnAaEqgLYdJRiFN9dsnUx20zmQ14kSD8wq4zg6AabxgIRnw=w408-h271-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:30:04.395Z,LGBTQ+ friendly
https://www.google.com/maps/place/Fleet+Farm+Auto+Service+Center/data=!4m7!3m6!1s0x87f7587ed43eb8bf:0x68b31280449ae2c8!8m2!3d43.9505718!4d-92.4633068!16s%2Fg%2F11g6bjvpp3!19sChIJv7g-1H5Y94cRyOKaRIASs2g,Fleet Farm Auto Service Center,4.4,155,Tire shop,,"4891 Maine Ave SE, Rochester, MN 55904, United States","XG2P+6M Rochester, Minnesota, USA",https://www.fleetfarm.com/visit-stores/rochester-mn,+1 507-281-1130,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoI4aeQhhcLBui6-g5KbB3RQONjsvYM_p9x2DAhj7d-ha5g43rQUpVmcIy9KlNbR8Hp0WbcRkYvZgXywZ8FSbamRCY9l5FTUxVLLJjO_y6lEpg5MCLYWwriVQvg3QUQaGHW70y1=w444-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:30:08.956Z,
https://www.google.com/maps/place/Strain%27s+Body+Shop+%26+Auto+Mechanical+Repair/data=!4m7!3m6!1s0x87f742fd40478d3d:0xe92a73a4b9af003d!8m2!3d44.0281155!4d-92.6498813!16s%2Fg%2F11fy4f0130!19sChIJPY1HQP1C94cRPQCvuaRzKuk,Strain's Body Shop & Auto Mechanical Repair,4.7,31,Auto body shop,,"215 1st St SW, Byron, MN 55920, United States","29H2+62 Byron, Minnesota, USA",http://www.strainsbodyshop.com/,+1 507-775-6911,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwersqDi3Enuj1PCwLrDzOGODTh-chiBRtYKwLn6JnZd5QWghytKG1LNP8cP40xoMYXA7IPIqXr5eao7uylVU1TLKZBK6eGsJr3PVUvv_lGkXhvBBA5_0n654SRcEcR3ta48tfIs=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:30:13.690Z,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x87f75887f5eca651:0x32fddd690efd1ca5!8m2!3d43.9551027!4d-92.4693535!16s%2Fg%2F1v46_xw8!19sChIJUabs9YdY94cRpRz9Dmnd_TI,Discount Tire,4.6,550,Tire shop,· In-store shopping · Kerbside pickup,"4590 Commercial Dr SW, Rochester, MN 55902, United States","XG4J+27 Rochester, Minnesota, USA",https://www.discounttire.com/store/mn/rochester/s/1726,+1 507-281-1897,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozfa6oOZudVqDkG9CECDRdkmTmGU4xEArBIsnQO_73Eh5prTvYnUUV4DtkFm5b-nJ3Twguiv6XAcgdrYqCLmTnDev1ipMa1oAAHpr_vN4VQiPcovmmhgBsXmQO_e-hDIC_0Q8b=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:30:18.155Z,
https://www.google.com/maps/place/Goodyear+Auto+Service/data=!4m7!3m6!1s0x87f75f7ce26e3257:0xf07b7d05b2833904!8m2!3d44.0237873!4d-92.4625957!16s%2Fg%2F1tdky761!19sChIJVzJu4nxf94cRBDmDsgV9e_A,Goodyear Auto Service,4.4,127,Tire shop,· In-store shopping · In-store pick-up,"12 N Broadway Ave, Rochester, MN 55906, United States","2GFP+GX Rochester, Minnesota, USA",https://www.goodyearautoservice.com/,+1 507-288-2485,"Open · Closes 7 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerE7Zyqy_XYESIv4ijDz3SVGphYtaT9njDJg-BxG-psab0kO0M_NrxEXNpmHW9ywSJqKixbAoAdnueTRXbv3LB8BJNGSQtCIMOgO6ybIEtR19qBXIWScqkj3iDzwfnq6gHPYz1zjw=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-03-23T15:30:22.611Z,
