placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Bone+and+Joint+Institute+of+Tennessee+-+Brentwood+Orthopaedic+Urgent+Care/data=!4m7!3m6!1s0x88647b57d7c2fe17:0xc11687b5a074f76a!8m2!3d36.036814!4d-86.799895!16s%2Fg%2F11rjn1nhzg!19sChIJF_7C11d7ZIgRavd0oLWHFsE,Bone and Joint Institute of Tennessee - Brentwood Orthopaedic Urgent Care,4.7,66,Orthopedic surgeon,"101 Creekside Crossing #1100, Brentwood, TN 37027, United States","26P2+P2 Brentwood, Tennessee, USA",https://boneandjointtn.org/brentwood-orthopaedic-urgent-care?utm_source=GMBSocialClimb&utm_medium=BoneandJointInstituteofTennessee-BrentwoodOrthopaedicUrgentCare,+1 615-791-2390,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP3nz7zpUY_hAnZ02gEI8PyWVBgszb0mAOxcR4A=w408-h306-k-no,true,10 am–4 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,8 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:10:37.316Z,,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x88647bbde56153a5:0xe5fa12a4366f282a!8m2!3d36.0341149!4d-86.8004643!16s%2Fg%2F11flpjmtln!19sChIJpVNh5b17ZIgRKihvNqQS-uU,IVX Health Infusion Center,4.9,46,Medical clinic,"5111 Peter Taylor Park Dr #500, Brentwood, TN 37027, United States","25MX+JR Brentwood, Tennessee, USA",https://ivxhealth.com/locations/tennessee/nashville/brentwood?utm_source=gmb&utm_medium=yext,+1 615-510-6002,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPctMlxr_tfeE5cAxt9TMvAvsNDeKRLFlX7lVNs=w408-h272-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,10 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:10:43.138Z,,,
https://www.google.com/maps/place/Purifi+IV+Nashville+-+Beauty+and+Wellness+Clinic+Brentwood/data=!4m7!3m6!1s0x68f1b291375a877d:0x2134bb5cfa5d6e14!8m2!3d36.0356255!4d-86.7871516!16s%2Fg%2F11vhqtc9tk!19sChIJfYdaN5Gy8WgRFG5d-ly7NCE,Purifi IV Nashville - Beauty and Wellness Clinic Brentwood,5.0,46,Skin care clinic,"122 Franklin Rd, Brentwood, TN 37027, United States","26P7+74 Brentwood, Tennessee, USA",https://purifinashville.com/,+1 615-730-7538,"Closed ⋅ Opens 9 am Mon

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMfpGVVLr6FZvJAgQwGhFaNwux40uwzIuwh6lZ-=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:10:48.732Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Brentwood/data=!4m7!3m6!1s0x88647ba4d1d67811:0xe8250c73c86311f8!8m2!3d36.0412512!4d-86.7699381!16s%2Fg%2F11t9_wkh17!19sChIJEXjW0aR7ZIgR-BFjyHMMJeg,Prime IV Hydration & Wellness - Brentwood,5.0,175,IV therapy service,"710 Old Hickory Blvd #301, Brentwood, TN 37027, United States","26RJ+G2 Brentwood, Tennessee, USA",https://primeivhydration.com/locations/tenessee/brentwood-tn/,+1 615-437-2356,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqomJnKo9iMkQ-MaaiWNuNaGNNehQcAkSOEzrBtXz-tCyT4Lv9H7620dqNq4LQ-xwGeebne1y70eQvqSt_ZpdEyXYLGZQWNSwM1RoClHiCrMvKZQaSrzhAqrzAgbJIFbXT7Axe2=w408-h306-k-no,true,10 am–5 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:10:53.718Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x88647b0fc2d55513:0xb1f013fe6b4e827b!8m2!3d36.0298407!4d-86.7914461!16s%2Fg%2F11gm9gft7j!19sChIJE1XVwg97ZIgRe4JOa_4T8LE,Restore Hyper Wellness,4.9,281,Medical spa,"269 A Franklin Rd, Brentwood, TN 37027, United States","26H5+WC Brentwood, Tennessee, USA",https://www.restore.com/locations/tn-brentwood-tn001?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk5MjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 615-739-5897,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNCpnLEcQwH0fnSBWH3w2Qs0DMLT1JVcG4ElBJ3=w408-h408-k-no,true,12–4 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:10:58.598Z,,,
https://www.google.com/maps/place/Paragon+Nashville+Infusion+Center/data=!4m7!3m6!1s0x8864655c046a9bef:0x5b5ff7b3a799ed4a!8m2!3d36.0874863!4d-86.7522207!16s%2Fg%2F11nxtd_9gf!19sChIJ75tqBFxlZIgRSu2Zp7P3X1s,Paragon Nashville Infusion Center,5.0,3,Specialized clinic,"601 Grassmere Park Suite 19B, Nashville, TN 37211, United States","36PX+X4 Nashville, Tennessee, USA",https://paragonhealthcare.com/infusion-centers/,+1 629-240-1231,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNw6TkS6CnmlwQNGzo8ZFdT8LeoZD_AUXhMf--s=w408-h272-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:11:03.535Z,,,
https://www.google.com/maps/place/The+Aura+Clinic/data=!4m7!3m6!1s0x88647bd253fb2f3f:0xaa31c827ca274e2d!8m2!3d36.0328102!4d-86.7742309!16s%2Fg%2F11stx_4cgb!19sChIJPy_7U9J7ZIgRLU4nyifIMao,The Aura Clinic,5.0,57,Medical spa,"555 Church St E #201, Brentwood, TN 37027, United States","26MG+48 Brentwood, Tennessee, USA",http://theauraclinics.com/,+1 615-703-2872,,https://lh3.googleusercontent.com/p/AF1QipNCkcyqFKy1ZAnnLrHX3XyJsKeiCJaqKGK0Ipc9=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:11:06.577Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Vanderbilt+HC%2FOption+Care+IV+Services/data=!4m7!3m6!1s0x88646579aa4894ff:0x6be2d87bb69ebef!8m2!3d36.0853195!4d-86.7485316!16s%2Fg%2F11f1vn_1nw!19sChIJ_5RIqnllZIgR7-tpu4ctvgY,Vanderbilt HC/Option Care IV Services,4.3,30,Specialized clinic,"624 Grassmere Park Suite 22, Nashville, TN 37211, United States","37P2+4H Nashville, Tennessee, USA",https://optioncarehealth.com/locations/nashville-tn-624-grassmere-park-drive,+1 615-726-0776,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6j_XIvVxFO3PzPihZSgnrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.4598475&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:11:11.479Z,,,
https://www.google.com/maps/place/Vital+Care+Infusion+Services/data=!4m7!3m6!1s0x88647b571ec90853:0x5d6d2e99c2368c64!8m2!3d36.0349621!4d-86.799068!16s%2Fg%2F11pz8sg8sc!19sChIJUwjJHld7ZIgRZIw2wpkubV0,Vital Care Infusion Services,1.0,1,Pharmacy,"12 Cadillac Dr, Brentwood, TN 37027, United States","26M2+X9 Brentwood, Tennessee, USA",http://www.vitalcare.com/,+1 800-447-4095,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J_NUlZswoCI1gll3awpvTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.55563&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-28T23:11:16.732Z,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x886465016fa10a9d:0x40cdb2d0d68624dd!8m2!3d36.1026558!4d-86.818543!16s%2Fg%2F11rtyzyqf3!19sChIJnQqhbwFlZIgR3SSG1tCyzUA,Restore Hyper Wellness,4.5,38,Medical spa,"2124 Hillsboro Dr, Nashville, TN 37215, United States","453J+3H Nashville, Tennessee, USA",https://www.restore.com/locations/tn-nashville-green-hills-tn002?utm_source=gmb&utm_medium=Yext&y_source=1_MzQ0NjgwNTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 615-457-2668,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kWb2tihGvJKPqsnUJyctcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.9760475&pitch=0&thumbfov=100,true,12–4 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Green+Hills+Nashville+TN/@36.1036698,-86.8166664,14z",2025-09-28T23:11:41.293Z,,,
