placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Cote+Electric,+LLC/data=!4m7!3m6!1s0x89e24ee4594b8e69:0xf64781e0ef1708b6!8m2!3d42.9810482!4d-71.4489991!16s%2Fg%2F1hcb1d85v!19sChIJaY5LWeRO4okRtggX7-CBR_Y","Cote Electric, LLC",4.8,397,Electric generator shop,· Delivery,"555 Valley St, Manchester, NH 03103, United States","XHJ2+CC Manchester, New Hampshire, USA",https://coteelectric.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*378*cote-electric-manchester,+1 603-825-5946,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN3ydjdkaec77Yk7ZOY4MyfQ-MDuCclkMYJaIA2=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:58:47.643Z,,,
https://www.google.com/maps/place/Denisco+Electric/data=!4m7!3m6!1s0x89e24ec40c5b0959:0x17a10dcd6afbb8c5!8m2!3d42.9743187!4d-71.4601272!16s%2Fg%2F11fy7m7w1l!19sChIJWQlbDMRO4okRxbj7as0NoRc,Denisco Electric,5.0,113,Electrician,,"65 Caron St, Manchester, NH 03103, United States","XGFQ+PW Manchester, New Hampshire, USA",http://deniscoelectric.com/,+1 603-505-2256,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPhnd-PaqNz5fOf9Q8QAKnp1LRdfH5Pt9Kybdbz=w408-h305-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:58:53.515Z,,,
https://www.google.com/maps/place/TS+Power/data=!4m7!3m6!1s0x89e24fc1de173ac9:0xcb33c6beaf63ce0a!8m2!3d43.0278052!4d-71.4122119!16s%2Fg%2F11fl46byv9!19sChIJyToX3sFP4okRCs5jr77GM8s,TS Power,5.0,102,Electrician,,"1298 Smyth Rd Unit 33, Hooksett, NH 03106, United States","2HHQ+44 Hooksett, New Hampshire, USA",http://www.tspower.us/,+1 603-396-7402,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOP-pqHcIA_Qpc4iE2-tkBy3ZyGjzwguv2yz4dt=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:58:58.478Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/High+Ground+Service+Pros+-+Plumbers+Electricians+%26+HVAC+Technicians/data=!4m7!3m6!1s0x89e247f9ffbcaaa5:0xe348fbb30b22e150!8m2!3d42.9895006!4d-71.4719834!16s%2Fg%2F1w96hr9r!19sChIJpaq8__lH4okRUOEiC7P7SOM,High Ground Service Pros - Plumbers Electricians & HVAC Technicians,4.9,2263,HVAC contractor,,"201 Allard Dr, Manchester, NH 03102, United States","XGQH+R6 Manchester, New Hampshire, USA",https://www.highground.com/manchester-nh/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Manchester-NH,+1 888-437-9998,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN3qG9ewOo3jL7OvBoZ9dbRRU1Idzqa6Rw99i5W=w408-h301-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:59:03.496Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Kennedy+Electric+LLC/data=!4m7!3m6!1s0x89e24fa29677e05d:0x53c0de50aa77e60b!8m2!3d42.9741931!4d-71.4612672!16s%2Fg%2F11pyrbf28x!19sChIJXeB3lqJP4okRC-Z3qlDewFM,Kennedy Electric LLC,5.0,54,Electrician,,"5 Crowley St, Manchester, NH 03103, United States","XGFQ+MF Manchester, New Hampshire, USA",http://www.kennedyelectricllc.com/,+1 603-219-9292,Closed · Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipPGmhQHaGABipALZxwvE8DHsGE2FyvMoFdVRRHo=w408-h544-k-no,true,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:59:08.260Z,,,
https://www.google.com/maps/place/JN+Electric+LLC/data=!4m7!3m6!1s0x89e250fcde01a0c1:0x71674b15f131372b!8m2!3d42.9645086!4d-71.3245354!16s%2Fg%2F11bwqmk39s!19sChIJwaAB3vxQ4okRKzcx8RVLZ3E,JN Electric LLC,5.0,155,Electrician,,"181 Pingree Hill Rd, Auburn, NH 03032, United States","XM7G+R5 Auburn, New Hampshire, USA",http://jnelectricllc.generacdealers.com/,+1 603-553-9897,Closes soon · 5 pm · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipM0-aPd27YsHmUfvFupDiXy4-sMwZkOxfNOKywq=w408-h305-k-no,true,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:59:13.256Z,,,
https://www.google.com/maps/place/RAD-WIRE+ELECTRIC+LLC/data=!4m7!3m6!1s0x8b454ad1d79b3511:0xf6be01a69f8a1fde!8m2!3d43.0087586!4d-71.4288441!16s%2Fg%2F11k9h_2syb!19sChIJETWb19FKRYsR3h-Kn6YBvvY,RAD-WIRE ELECTRIC LLC,5.0,14,Electrician,,"25 Quarry Way, Manchester, NH 03104, United States","2H5C+GF Manchester, New Hampshire, USA",http://radwireelectricllc.com/,+1 603-716-8937,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOuYMGMLn-QHSxjLkzhJdDM89UA3RyiwJfNDOia=w408-h404-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:59:18.216Z,,,
https://www.google.com/maps/place/Bohan+Electric+LLC/data=!4m7!3m6!1s0x89e24fa92aca9d55:0x267b069a7273524b!8m2!3d43.0198589!4d-71.4048759!16s%2Fg%2F11k9mkvlbx!19sChIJVZ3KKqlP4okRS1JzcpoGeyY,Bohan Electric LLC,4.8,17,Electrician,,"78 Londonderry Tpke, Hooksett, NH 03106, United States","2H9W+W2 Hooksett, New Hampshire, USA",https://www.bohanelectric.com/,+1 603-854-9813,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO-fAHH1sCkwsJbGqW05yqR7B5AymfnhDcCNOVB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:59:22.984Z,,,
https://www.google.com/maps/place/TWH:+Master+Tradesmen/data=!4m7!3m6!1s0x456bd6d789930d9b:0xe126bd7e1d17a500!8m2!3d42.9463474!4d-71.3788886!16s%2Fg%2F11kc5499gr!19sChIJmw2TidfWa0URAKUXHX69JuE,TWH: Master Tradesmen,5.0,13,Electrician,,"9 Sugar Hill Ln, Manchester, NH 03109, United States","WJWC+GC Manchester, New Hampshire, USA",,+1 603-851-9016,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNT-uYYuBXuC0xnDo_Gso0Z2iTKOE3_lyh43RPk=w408-h544-k-no,true,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:59:27.807Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/DST+Electric/data=!4m7!3m6!1s0x89e237b81af1f663:0xde604f83805e7d71!8m2!3d43.154121!4d-71.33262!16s%2Fg%2F1tk6wxk2!19sChIJY_bxGrg34okRcX1egINPYN4,DST Electric,4.6,14,Electrician,,,,http://www.dstelectric.com/,+1 603-497-3200,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNwMrd_hyRFFfYkoriqrsX58X3g1d2ipOCITQYG=w408-h269-k-no,true,7 am–12 pm,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Manchester+NH/@42.9956397,-71.4547891,14z",2026-01-10T21:59:32.580Z,,,
