placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
https://www.google.com/maps/place/Legacy+Health/data=!4m7!3m6!1s0x5495a0af0af2472d:0x66396cd160ca2321!8m2!3d45.5245961!4d-122.6569408!16s%2Fg%2F1td0mr3h!19sChIJLUfyCq-glVQRISPKYNFsOWY,Legacy Health,3.3,12,Hospice,"815 NE Davis St, Portland, OR 97232, United States","G8FV+R6 Portland, Oregon, USA",https://www.legacyhealth.org/,+1 800-896-6287,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B87_68qbBegRW4RjJx0CcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.5676&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:13:31.217Z,,,,,,,,,,
https://www.google.com/maps/place/Traditions+Health+Hospice/data=!4m7!3m6!1s0x5495a0b0c1c0dc53:0x901e57245a76481c!8m2!3d45.5290089!4d-122.6471139!16s%2Fg%2F113grvjhf!19sChIJU9zAwbCglVQRHEh2WiRXHpA,Traditions Health Hospice,5.0,5,Hospice,"919 NE 19th Ave #160n, Portland, OR 97232, United States","G9H3+J5 Portland, Oregon, USA",https://www.traditionshealth.com/locations/portland-or/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=portland-or,+1 503-595-2260,"Open 24 hours

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO-q5Se_M4O5yXTeLAI1fFD-rVyJA9jRF0Qz9X3=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:13:36.970Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/OHSU+Palliative+Care+Clinic,+South+Waterfront/data=!4m7!3m6!1s0x54950b727d9fea21:0xe15798dff9d62318!8m2!3d45.4982735!4d-122.6713792!16s%2Fg%2F11r42tl0xh!19sChIJIeqffXILlVQRGCPW-d-YV-E","OHSU Palliative Care Clinic, South Waterfront",1.0,1,Medical clinic,"3485 S Bond Ave Building 2, Portland, OR 97239, United States","F8XH+8C Portland, Oregon, USA",https://www.ohsu.edu/health/palliative-care?utm_source=gmb&utm_medium=organic&utm_content=clinic-palliativecare-southwaterfront,+1 503-494-6594,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqXYMDzZKpwWywmNn01xRtoQl0avBc5P-Vb_ZaLT5P-0Ry1qOWhDebk-OM9fKsEMs5Pf0kOcUiQ21tZOqJNiXzHuRQV-4azOGvwHqRFjJDQGVfUR1-WFhUO1J8bHdd0c-LspGE=w408-h307-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:13:42.494Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Legacy+Medical+Group-Palliative+Care+at+Good+Samaritan/data=!4m7!3m6!1s0x549509f07b85168d:0xe0f84e0659af4877!8m2!3d45.5295222!4d-122.6969282!16s%2Fg%2F11gf9bbg1t!19sChIJjRaFe_AJlVQRd0ivWQZO-OA,Legacy Medical Group-Palliative Care at Good Samaritan,,,Specialized clinic,"2222 NW Lovejoy St Medical Office Bldg 1, # 315, Portland, OR 97210, United States","G8H3+R6 Portland, Oregon, USA",https://www.legacyhealth.org/doctors-and-locations/specialty/palliative-care-good-sam,+1 503-413-6862,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipO0vHR7Jhpx9wZm--CUykh0EpUXys_N1Ek2DdVy=w408-h273-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:13:47.298Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
https://www.google.com/maps/place/Legacy+Medical+Group-Palliative+Care+at+Emanuel/data=!4m7!3m6!1s0x5495a7467a552b61:0x6f01db5f65bbe242!8m2!3d45.5437285!4d-122.6694917!16s%2Fg%2F11hbgdqnpl!19sChIJYStVekanlVQRQuK7ZV_bAW8,Legacy Medical Group-Palliative Care at Emanuel,,,Medical group,"2801 N Gantenbein Ave, Portland, OR 97227, United States","G8VJ+F6 Portland, Oregon, USA",https://www.legacyhealth.org/doctors-and-locations/specialty/palliative-care-emanuel,+1 503-413-6862,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mlytJ2q-6IEsTIqW6V3-Ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.55923&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:13:52.181Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
"https://www.google.com/maps/place/OHSU+Bridges+Pediatric+Palliative+Care+Program,+Marquam+Hill/data=!4m7!3m6!1s0x54950a4135537b25:0x5111564dcc75123b!8m2!3d45.4978355!4d-122.6860452!16s%2Fg%2F11c3kcl5xh!19sChIJJXtTNUEKlVQROxJ1zE1WEVE","OHSU Bridges Pediatric Palliative Care Program, Marquam Hill",,,Medical clinic,"700 SW Campus Dr, Portland, OR 97239, United States","F8X7+4H Portland, Oregon, USA",https://www.ohsu.edu/doernbecher/bridges-program-pediatric-palliative-care?utm_source=gmb&utm_medium=organic&utm_content=clinic-doernbecher-palliativecare,+1 503-346-0640,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOAOX_zxq9BjqUrA74xDd2YQWXBGDz52DIkutVB=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:13:56.947Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Housecall+Providers+Hospice/data=!4m7!3m6!1s0x4a007c367bf46a85:0x4ce10009acc40c40!8m2!3d45.3329604!4d-122.5687369!16s%2Fg%2F11yc_vsxpy!19sChIJhWr0ezZ8AEoRQAzErAkA4Uw,Housecall Providers Hospice,5.0,1,Hospice,,,https://housecallproviders.org/hospice,+1 971-202-5501,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMoL40fyN0tkabAx3eFI1TL9Ap446K2kBrwmjEs=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:14:01.701Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Old+Town+Clinic/data=!4m7!3m6!1s0x54950a015d0cae9d:0x99d6fcdb7341486!8m2!3d45.5232788!4d-122.6780984!16s%2Fg%2F1th0mm17!19sChIJna4MXQEKlVQRhhQ0t81vnQk,Old Town Clinic,3.7,87,Medical clinic,"727 W Burnside St, Portland, OR 97209, United States","G8FC+8Q Portland, Oregon, USA",https://centralcityconcern.org/health-care-location/old-town-clinic-health-care?utm_source=google&utm_medium=organic&utm_campaign=GMB,+1 503-228-4533,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOfV5sptEI62uXySbsCeM-qTGvIpyd8cmGb0cjv=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:14:06.934Z,9 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Hopewell+House/data=!4m7!3m6!1s0x54950b005fc83c9d:0xecc6c29ae65f0cee!8m2!3d45.4800581!4d-122.6912902!16s%2Fg%2F1trrcxg9!19sChIJnTzIXwALlVQR7gxf5prCxuw,Hopewell House,4.5,31,Hospice,"6171 SW Capitol Hwy, Portland, OR 97239, United States","F8J5+2F Portland, Oregon, USA",http://hopewellhousepdx.org/,+1 503-894-7560,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO8-DPRlFWHIZBje1toxYFTbJctw4rAhqSx7Ujw=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:14:12.047Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Housecall+Providers/data=!4m7!3m6!1s0x54950a587322cac3:0xa6c335c7787a340a!8m2!3d45.4862123!4d-122.6750292!16s%2Fg%2F12cp0vrp7!19sChIJw8oic1gKlVQRCjR6eMc1w6Y,Housecall Providers,4.0,37,Home health care service,"5100 S Macadam Ave # 200, Portland, OR 97239, United States","F8PF+FX Portland, Oregon, USA",http://www.housecallproviders.org/,+1 971-202-5500,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipP2Fi_RHUPEh_s0JXotfa2jEeBi9NwSGYbX2_A=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-18T00:14:16.963Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
