placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Lee+Company/data=!4m7!3m6!1s0x8865e99027eac3c5:0xd7b22c8e1169299e!8m2!3d36.9344577!4d-86.4899721!16s%2Fg%2F1q6n2v708!19sChIJxcPqJ5DpZYgRnilpEY4sstc,Lee Company,4.8,483,Mechanical contractor,"5237 Nashville Rd Ste 6, Bowling Green, KY 42101, United States","WGM6+Q2 Bowling Green, Kentucky, USA",https://www.leecompany.com/,+1 270-467-7000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNAb0qVS__zKiuhdvDR_IwRGXcf11pKFjhvbdnL=w408-h338-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:11:50.094Z,,,,
"https://www.google.com/maps/place/Hiller+Plumbing,+Heating,+Cooling+%26+Electrical/data=!4m7!3m6!1s0x8865ef4523454d4b:0x39ba4568ae6051ee!8m2!3d36.9532216!4d-86.4204999!16s%2Fg%2F11bwfmbty7!19sChIJS01FI0XvZYgR7lFgrmhFujk","Hiller Plumbing, Heating, Cooling & Electrical",4.8,1599,Plumber,"2524 Petty Dr, Bowling Green, KY 42103, United States","XH3H+7R Bowling Green, Kentucky, USA",https://happyhiller.com/locations/bowling-green/?utm_source=gmb&utm_medium=localseo&utm_campaign=local&se_campaign=Internet-LocalSEO,+1 270-807-5425,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOuTkPw4SS8idd25mfyLfp0KB_xaJBstDiS436f=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:11:55.832Z,,,,
https://www.google.com/maps/place/Southern+KY+Electric/data=!4m7!3m6!1s0x8865c37c91c7dba9:0xc1843ba1377170d8!8m2!3d36.8488386!4d-86.4907902!16s%2Fg%2F11q4jvx0gw!19sChIJqdvHkXzDZYgR2HBxN6E7hME,Southern KY Electric,4.9,59,Electrician,"1985 H Murray Rd, Bowling Green, KY 42104, United States","RGX5+GM Bowling Green, Kentucky, USA",https://southernkyelectric.com/,+1 270-202-3588,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOThiwwyNSviuch_yyAhuFAwSl-7faRq8Em0EpL=w599-h240-k-no,true,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:00.744Z,,,,
https://www.google.com/maps/place/Roman%27s+Repair+Center/data=!4m7!3m6!1s0x8865ef5efaf646f5:0x6d2292d47967cd81!8m2!3d37.0044667!4d-86.4229019!16s%2Fg%2F1vljh1y_!19sChIJ9Ub2-l7vZYgRgc1nedSSIm0,Roman's Repair Center,4.1,163,Repair service,"1521 River St, Bowling Green, KY 42101, United States","2H3G+QR Bowling Green, Kentucky, USA",https://www.romansrepaircenter.com/,+1 270-746-0857,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMzJvNxixGd2xbBw8kyrXW60BCAzSxFMOpVhkEg=w408-h322-k-no,true,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:05.742Z,,,,
https://www.google.com/maps/place/JB+Electric/data=!4m7!3m6!1s0x8865ef5cea357519:0xc36c1bbbb107ffb6!8m2!3d36.9956872!4d-86.4771847!16s%2Fg%2F11y1yy2qns!19sChIJGXU16lzvZYgRtv8HsbsbbMM,JB Electric,4.7,71,Electrician,"923 Glen Lily Rd, Bowling Green, KY 42101, United States","XGWF+74 Bowling Green, Kentucky, USA",https://www.jbelectricllc.com/,+1 270-793-0189,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPljwBwyIm86zJShPFNE4_GMySqQ3L7r-i52zZ9=w408-h408-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:10.551Z,,,,
"https://www.google.com/maps/place/Buck+Electric,+Inc./data=!4m7!3m6!1s0x8865e8ce9e64390d:0x7d670dc481c3ccd4!8m2!3d36.9814577!4d-86.4461849!16s%2Fg%2F1tvtc24r!19sChIJDTlkns7oZYgR1MzDgcQNZ30","Buck Electric, Inc.",4.8,52,Electrician,"1523 Greenwood Alley, Bowling Green, KY 42101, United States","XHJ3+HG Bowling Green, Kentucky, USA",https://www.buckelectricbg.com/,+1 270-843-9995,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNhvJj2vjWYhy7EbBcEDRVPJlEDbgh0oUE08Fa0=w408-h271-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:15.496Z,,,,
https://www.google.com/maps/place/Legacy+Outdoor+Power+Equipment/data=!4m7!3m6!1s0x8865e8b315d88b6b:0x65871b0478aeae0f!8m2!3d36.9854123!4d-86.4327746!16s%2Fg%2F1hbpwsb0d!19sChIJa4vYFbPoZYgRD66ueAQbh2U,Legacy Outdoor Power Equipment,4.4,141,Lawn mower store,"839 U.S. 31 W Bypass, Bowling Green, KY 42101, United States","XHP8+5V Bowling Green, Kentucky, USA",,+1 270-781-0232,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNJ0bYw2p2SxPCgJ4pNydpQnCghVwz1n4MH3fQzT0dcjleOSeqb3TBbOek8GpbkrV1j582h-UD2RQggIrJNDVZdDE8hyOi_TpgW2Aocs0MtXd39-MmFDVXh69ATMIIfqMnPpbh=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:20.661Z,· In-store shopping · In-store pick-up · Delivery,,,
"https://www.google.com/maps/place/Bryant+Heating,+Cooling,+Plumbing+%26+Electric/data=!4m7!3m6!1s0x8865e90d39b25b27:0x8524bfcd8c1f335e!8m2!3d36.977159!4d-86.2077075!16s%2Fg%2F11s7ckxf8y!19sChIJJ1uyOQ3pZYgRXjMfjM2_JIU","Bryant Heating, Cooling, Plumbing & Electric",4.9,862,HVAC contractor,,,http://www.callbryant.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Bowling-Green-KY,+1 270-818-4626,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNgjSy02mAqIsJZ27f8I-dYirCOI9ajGdnmecsP=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:25.318Z,,,,
https://www.google.com/maps/place/Stewart+Richey+Service+Group/data=!4m7!3m6!1s0x8865eea71b4e7ffd:0x12cad76d054f3e66!8m2!3d37.0023966!4d-86.4969415!16s%2Fg%2F1tj7x370!19sChIJ_X9OG6fuZYgRZj5PBW3XyhI,Stewart Richey Service Group,4.7,193,Repair service,"2137 Glen Lily Rd, Bowling Green, KY 42101, United States","2G23+X6 Bowling Green, Kentucky, USA",https://www.stewartricheyservice.com/,+1 270-393-0285,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNfHecZe3z7UQpnwqnEg3r2MMF5eQV_tBJCtmxk=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:30.224Z,,,,
https://www.google.com/maps/place/B+Squared+Electric/data=!4m7!3m6!1s0x8865c10a998bfcd3:0x52b3a59e9807f4c1!8m2!3d36.9713929!4d-86.4757041!16s%2Fg%2F11rft8bxsk!19sChIJ0_yLmQrBZYgRwfQHmJ6ls1I,B Squared Electric,4.8,19,Electrician,"224 Emmett Ave Ste 500, Bowling Green, KY 42101, United States","XGCF+HP Bowling Green, Kentucky, USA",http://bsquaredelectric.com/,+1 270-231-7534,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPu95TctzzaP0hg_qbOpQskkW-ZT6j27lN2dy63=w408-h408-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2026-01-10T22:12:35.015Z,,,,
