placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,isBlackOwned
"https://www.google.com/maps/place/RNR+Tire+Express+%28Buffalo,+NY%29/data=!4m7!3m6!1s0x89d36d416f76063f:0xd1f2bc5be7a4c632!8m2!3d42.9760202!4d-78.8713137!16s%2Fg%2F11vdbf55fx!19sChIJPwZ2b0Ft04kRMsak51u88tE","RNR Tire Express (Buffalo, NY)",4.9,662,Tire shop,· In-store shopping,"3373 Delaware Ave, Kenmore, NY 14217, United States","X4GH+CF Kenmore, New York, USA",https://rnrtires.com/location/buffalo-ny/,+1 716-710-8473,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerhp9-rvXkbFWF2ijXzUbe7KJHYPFSJHwcbuVI7dtUyul1ra4ZFAwb2DCg-jYV8xeOsLz2nvT7PRhMn_Iqd62pPQTSaw_EwJBd1oFR2EyUhOvrv4nQDv9XybnhNpKjrjrGslNFZLDI0_NfS=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:48:57.970Z,,,
https://www.google.com/maps/place/King+Tire/data=!4m7!3m6!1s0x89d36cd304126b8f:0xb6d41818c54b2d34!8m2!3d42.9450043!4d-78.8917331!16s%2Fg%2F11c317dg75!19sChIJj2sSBNNs04kRNC1LxRgY1LY,King Tire,4.6,308,Tire shop,· In-store pick-up,"276 Military Rd, Buffalo, NY 14207, United States","W4W5+28 Buffalo, New York, USA",https://kingtirebuffalo.com/,+1 716-432-7012,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLua5KYUtbFhAsfXMQKA30SufDc9tkKoZM-wsb5KLorN50Ta_UPBCaZVYrFcEaP5zufMmmq5eIN-IXpeFF_qR13OMCuzIFvOEgbChKlqYIIiKHDuAYvUSbifKAn1sxg8HFpWKM=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:03.180Z,,,
https://www.google.com/maps/place/Town+Tire+%26+Service+Center/data=!4m7!3m6!1s0x89d36d68252786fb:0x88b1510a7ed1e030!8m2!3d42.9589088!4d-78.8515173!16s%2Fg%2F1tqcm61k!19sChIJ-4YnJWht04kRMODRfgpRsYg,Town Tire & Service Center,4.8,33,Car repair and maintenance service,,"905 Kenmore Ave, Buffalo, NY 14223, United States","X45X+H9 Buffalo, New York, USA",,+1 716-876-3798,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrk_yKygxZcc752gH2TmTVG3YEWDDq9OjurwvcBreZreOy7tAEJsK4cgtWvvGTHaHX5Ugq54ll8lDqS1Lbj0OZUgdoAaw9HlgS7aruN33GNIF_0kpmNZ-ArYz8zvbOsc11gS94=w520-h240-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:07.490Z,,,
https://www.google.com/maps/place/Mavis+Discount+Tire/data=!4m7!3m6!1s0x89d36d33bd72aee5:0x4b18e68fff071928!8m2!3d42.9437361!4d-78.8685375!16s%2Fg%2F11b7lmylvg!19sChIJ5a5yvTNt04kRKBkH_4_mGEs,Mavis Discount Tire,4.7,1943,Tire shop,· In-store shopping · In-store pick-up,"2190 Delaware Ave, Buffalo, NY 14216, United States","W4VJ+FH Buffalo, New York, USA",https://www.mavis.com/locations/north-buffalo-ny?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=180,+1 716-869-1617,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerfbkSl05-41n4I0kHlvyzfCvp8nPclRQBy_2s10XaX-XNOU-FvQjWhWaxLCdlnD1DgCzG7GZEzFmIT_1JkLJm-S6kItnfoNeUljYnc5LVHEr5zRgFvo47wnYP-F0Nk01j6i8tf=w408-h282-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:11.862Z,,,
https://www.google.com/maps/place/Bailey+Tire+Auto+%26+Marine+Service+Inc./data=!4m7!3m6!1s0x89d36d6189f2ae57:0xf15e2d0d2293d3a2!8m2!3d42.9618762!4d-78.8400625!16s%2Fg%2F1tr9pdct!19sChIJV67yiWFt04kRotOTIg0tXvE,Bailey Tire Auto & Marine Service Inc.,4.6,88,Tire shop,,"536 Englewood Ave, Buffalo, NY 14223, United States","X565+QX Buffalo, New York, USA",http://www.buffalonytires.com/home.html,+1 716-834-4434,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-aH2IloZwkqhEBwLo7R2sGjluJcdOeW4PhrceudXsjEGijD3PmITcV1Q4zE_4F3rq4jaoipWIXn2kMMIQbpc09NuXRfpjMUE5oFeT1e0n9daM8PYWO8a9RXYr0m2bHA0nAwpA=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:16.307Z,,,
https://www.google.com/maps/place/IN+%26+OUT+TIRES/data=!4m7!3m6!1s0x89d36dcbe6782769:0xb240452348856350!8m2!3d42.9462566!4d-78.9073823!16s%2Fg%2F11vyj32zjl!19sChIJaSd45stt04kRUGOFSCNFQLI,IN & OUT TIRES,4.9,59,Tire repair shop,,"2271 Niagara St, Buffalo, NY 14207, United States","W3WV+G2 Buffalo, New York, USA",https://www.inandouttiresny.com/,+1 716-548-1426,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprvejwXhHbZMd1uRN6KxQ_rzbsl6dnzhNIwuTo11WqBCQ9_Q-PFmBhUys9ORStdSfSqgQjAtmWH1Oa1gWMo2MQVnWnbO6ge57GzU7I9-HNWOOi75aKQwChhQ7yfe3mlKX83Mn5=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:20.732Z,,,
https://www.google.com/maps/place/Bison+Automotive+%26+Detail+Inc./data=!4m7!3m6!1s0x89d36d3da2e2b0e1:0x885b67b9942ce757!8m2!3d42.9584207!4d-78.8687404!16s%2Fg%2F1wt3pdjg!19sChIJ4bDioj1t04kRV-cslLlnW4g,Bison Automotive & Detail Inc.,4.8,573,Auto repair shop,,"1370 Kenmore Ave, Buffalo, NY 14216, United States","X45J+9G Buffalo, New York, USA",https://bisonautomotive.com/,+1 716-873-1193,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-h1ZtczoLGp1EodA9Qfn-ZJot7yNDJjnG7hvdHjxxgbneZRkwCNNoIhQ3tQKOmM1rwQNkUI2cLaPul-vthzWDCjJLIcy3aOBBsf1yRH3NVzciuAgArZasSanpW2bj9xPM75cIdQ=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:25.307Z,,,
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x89d36d260e04fd97:0x7c3a6ba0015cd811!8m2!3d42.952093!4d-78.878866!16s%2Fg%2F1tg6wp6g!19sChIJl_0EDiZt04kREdhcAaBrOnw,Pep Boys Auto Service & Tires,3.7,798,Tire shop,· In-store shopping · In-store pick-up,"1996 Elmwood Ave, Buffalo, NY 14207, United States","X42C+RF Buffalo, New York, USA",https://www.pepboys.com/stores/ny/buffalo/1996-elmwood-ave?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 716-314-1545,"Open · Closes 7 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6kqA1tHSMLXgu6nfN0Dywh9f6qlyzvjxNEYBZxBYERPhXE6-kx7xaoXnfC5RJjuoidaTqHuipl9OEZIIl6Ub0veQdQRENNbQj4-fuKP6wC1IIyjbWm9NZP5qSI136f5kg2Gx3S9O6rbbf=w531-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:29.896Z,,,
https://www.google.com/maps/place/Dunn+Tire/data=!4m7!3m6!1s0x89d36d2e286c6611:0xeab4202335561b5c!8m2!3d42.9465658!4d-78.8685717!16s%2Fg%2F1wk6_rkz!19sChIJEWZsKC5t04kRXBtWNSMgtOo,Dunn Tire,4.5,1528,Tire shop,· In-store shopping · In-store pick-up,"2300 Delaware Ave, Buffalo, NY 14216, United States","W4WJ+JH Buffalo, New York, USA",https://www.dunntire.com/Delaware?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=delaware,+1 716-447-1500,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq318Ih1YYDutS2Fl4Hl6HKkEfd9z-aSb646xwp_USdefMJyPlGEUjZq164arGzdzChj_ecUTP3re0pRRU3fDvKS1WAJWfzoQaDL2abLrjTUwpzYWXSqwSfLCHWAsbtv6lQkoGcmg=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:34.289Z,,,
https://www.google.com/maps/place/DeRonde+Tire+Supply/data=!4m7!3m6!1s0x89d36cd87867da9f:0x48eafefeb5acac70!8m2!3d42.953725!4d-78.883635!16s%2Fg%2F1hc562553!19sChIJn9pneNhs04kRcKystf7-6kg,DeRonde Tire Supply,4.7,15,Tire shop,· In-store shopping · In-store pick-up · Delivery,"2010 Elmwood Ave, Buffalo, NY 14207, United States","X438+FG Buffalo, New York, USA",https://www.etrucktire.com/,+1 716-897-6690,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwernUDMCraFpFTU0wbUDuNjFnVZPWg3RaORcRObqfQSdApEAOS1ZH5ndbmdCz-UZnevY5O9WezI6qH7FOQUP95h8fYsFp_k3AEDmK4ZuhrS5FV8v9Nt6we931KRMonUFtX0ruaDhgwxqn2E=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-03-23T14:49:38.599Z,,,
