placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Prime+Landscapers/data=!4m7!3m6!1s0x89d37365e96db6ef:0x6a4e076ff5b46c0b!8m2!3d42.976846!4d-78.814735!16s%2Fg%2F11rfqmthjn!19sChIJ77Zt6WVz04kRC2y09W8HTmo,Prime Landscapers,4.9,61,Landscaper,"163 Emerson Dr, Buffalo, NY 14226, United States","X5GP+P4 Buffalo, New York, USA",https://primelandscapers.com/,+1 716-404-5544,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8G4wUvX7HnfWOvpuwLBpv0oeN32A3mEnGwk31RxT-l7OSnC0xRH_m8ybyHnVgv8uC2VY6qQsvw72niGuQuGw8-GaBR8cjlcyW0XvOe54-fp1glDDrmQNlW__ejdxp8lPttCVe=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:49:27.585Z,,,
https://www.google.com/maps/place/Silbak+Plowing+%26+Landscaping/data=!4m7!3m6!1s0x89d36d667ac5e1fb:0x973576ca71e18038!8m2!3d42.945669!4d-78.7553929!16s%2Fg%2F11h07dfjgp!19sChIJ--HFemZt04kROIDhccp2NZc,Silbak Plowing & Landscaping,4.7,75,Landscaper,,,https://silbakplowinglandscaping.com/,+1 716-575-2670,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtEXpo5Eo6-lJCNpDEYcDB5Udgb0U11gdFClyntmX2BQnbyFsxqNfp-ch1yKyT6zQ81eALU27DbT1AM54IMbje1KBxHSvNYyHiI1pk2hGuEa-OR4czWcIGZcM3mIwz9FhXdUqC=w426-h240-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:49:33.114Z,,,
https://www.google.com/maps/place/Landscape+For+Less+of+Western+New+York/data=!4m7!3m6!1s0x89d30d5a0e65262f:0xdb65fb0addca6dd9!8m2!3d42.9427047!4d-78.7846761!16s%2Fg%2F11ftvtwq86!19sChIJLyZlDloN04kR2W3K3Qr7Zds,Landscape For Less of Western New York,4.8,68,Landscaper,"3620 Harlem Rd Suite 17, Buffalo, NY 14215, United States","W6V8+34 Buffalo, New York, USA",http://landscapeforlesswny.com/,+1 716-339-9230,"Closes soon · 3 pm · Opens 8 am Thu

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKQSJAeHQkmUeoPEktXMEH_MAK0F4vuUesiF8uz4Kj_GwRNTx6N3tsRtkM9KcQ0GhaNx0HLzvVKDDeO6_kGVE3Rt3fweIBUctzYwf37MCOjZdGlVizXxfwgaxhfy2hpqbBpOAl=w408-h306-k-no,true,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:49:38.174Z,,,
https://www.google.com/maps/place/Percy%27s+Lawn+Care+and+Son/data=!4m7!3m6!1s0x89d372c83e778f89:0x32801232f67e195a!8m2!3d42.7852054!4d-78.8862675!16s%2Fg%2F11cmglw_3t!19sChIJiY93Pshy04kRWhl-9jISgDI,Percy's Lawn Care and Son,4.9,51,Lawn care service,,,http://www.percyslawncare.com/,+1 716-245-5296,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEy2kLFiWp8AuLrslBQt7k4V-DCPOZN7yhG-T6O9MhNC8XFCuwSsKHWv6BAlD4h4hMJmO8TpelLLCkiikmVUYNi-FOEwoXxa7wRueH3Qv4jBDCb5iiDKtwYme6x6SKazpdjBlJ2=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:49:42.868Z,,,
https://www.google.com/maps/place/Redefine+Landscaping/data=!4m7!3m6!1s0x89d30ac97d8359ed:0xb1e6b74bc2557945!8m2!3d42.8915574!4d-78.7553929!16s%2Fg%2F1tfjm2z_!19sChIJ7VmDfckK04kRRXlVwku35rE,Redefine Landscaping,4.8,224,Landscape designer,,,https://redefinelandscaping.com/,+1 716-899-5995,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFy_SRxh3TTIxzP0rQa0o5E-Mnp9RHgdPP17UpqBKRM090ZbTTKtBkjxVALCmy52wrZKjbye1vGPNM7iW-EUlqa-9yMcVDvRZja7MxdcclUVg4NSoEGba7VeKXN6BORGVZoVzIn=w548-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:49:47.655Z,,,
https://www.google.com/maps/place/Gaelic+Clover+Landscape+Design+LLC/data=!4m7!3m6!1s0x89d313ab132dea01:0x86a704b0d4813c7f!8m2!3d42.9394707!4d-78.8670915!16s%2Fg%2F11tbvxjzq7!19sChIJAeotE6sT04kRfzyB1LAEp4Y,Gaelic Clover Landscape Design LLC,5.0,14,Landscape architect,"2025 Delaware Ave Apartment 1G, Buffalo, NY 14216, United States","W4QM+Q5 Buffalo, New York, USA",http://gaeliccloverlandscapedesign.com/,+1 716-245-4451,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKWPRFK1zNLFSNA5sR5upxShh1szkXh0LQoycqDauz6ddPsNG6EnLjHOanjCfrfe-Z_uMfy0bHficVmzNCqmOSNBTn2KJRfolpCl0slrLpmFLMonNnUz2qI1A_ti_HulgGOyHZfQ=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–3 pm,10 am–4 pm,11 am–4 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:49:52.460Z,,,
https://www.google.com/maps/place/TAJ+Landscaping/data=!4m7!3m6!1s0x8969ab07f59f71a7:0xd92b865f79019ae2!8m2!3d42.936389!4d-78.808256!16s%2Fg%2F11ymt6qhbm!19sChIJp3Gf9QeraYkR4poBeV-GK9k,TAJ Landscaping,5.0,20,Landscaper,"141 Hastings Ave, Buffalo, NY 14215, United States","W5PR+HM Buffalo, New York, USA",https://tajlandscaping.com/?utm_source=GMB&utm_medium=local_search&utm_campaign=organic&utm_id=1,+1 716-709-1440,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGd9lZP64y_EF3KednxqESp4MaOs1qZ4hGBCAyULon1BGYdvymZ-n_zlFaL-PunOtb-uc2zLIdhJj0u5WC9IJ2bIqeO6o4JlRf6ArHVOsK2D9JgGV7SQGt6x-LWPbfJ47YZwh1JiTd9eU8x=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:49:57.385Z,,,
https://www.google.com/maps/place/CSA+Landscaping+%26+Plowing/data=!4m7!3m6!1s0x89d373c220cf8bfd:0xa9d359de5d0e5318!8m2!3d42.9528833!4d-78.749954!16s%2Fg%2F11t38b5pfg!19sChIJ_YvPIMJz04kRGFMOXd5Z06k,CSA Landscaping & Plowing,5.0,44,Landscaper,"134 N Linden St, Buffalo, NY 14221, United States","X732+52 Buffalo, New York, USA",https://csalandscapingplowing.com/,+1 716-259-5100,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0V3Z1W3fMkuUODTJsnJFuQy3rfyXbIfne8T1Dz5UgELa1ssSZcD2IJuYscGC97TyRUvExqbOynO4oVoIrx0jNQ60CwSQIQhit8IfsBQabnDkvujJXZkqrt3fDXDM6E6uH4aNYLeC1HlGf=w408-h306-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:50:02.155Z,,,
https://www.google.com/maps/place/Ground+Control/data=!4m7!3m6!1s0x89d36d3906cb2b15:0xe820dec8ae3c6f3d!8m2!3d42.9525431!4d-78.8641106!16s%2Fg%2F11bx48czb_!19sChIJFSvLBjlt04kRPW88rsjeIOg,Ground Control,4.5,8,Lawn care service,"169 Virgil Ave, Buffalo, NY 14216, United States","X43P+29 Buffalo, New York, USA",,+1 716-400-4899,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQcpOBus0Y6yK3ow6yM4SyMnODWCKgvFWaqWhbggYpQfJthlCY2x9Wctuw8XcKBtQ_tABK0o--XbaaHT1pXBer8TFO_6MJXIhD4Qh2cYEsBRfqwAkzni3IL_OoPKxTOr8zXsQZtQ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:50:06.979Z,,,
"https://www.google.com/maps/place/Elbers+Landscape+Service,+Inc./data=!4m7!3m6!1s0x89d37333d83fd173:0x4229caccf36ce3c8!8m2!3d42.9450149!4d-78.8334976!16s%2Fg%2F11h1ybhbc1!19sChIJc9E_2DNz04kRyONs88zKKUI","Elbers Landscape Service, Inc.",5.0,1,Landscaper,"2900 Main Rd, Buffalo, NY 14214, United States","W5W8+2J Buffalo, New York, USA",https://elberslandscape.com/,+1 716-834-2167,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHaxANXvNoaUsTviZxULy0LPx_6MlFcBYIpW26XrxbKLEqVm5yWZMkCaSvkvXYOVHv2VJbxMV6OrS7sBY47L6o5unJiEAvElDzBhk0gUJlo4vkR6Fwrv2SWizqVPF2snB6oaQ5-yA=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T18:50:11.790Z,,,
