placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Generator+Supercenter+of+Charleston/data=!4m7!3m6!1s0x88fe6d651b45af9b:0xbd9074373496ad87!8m2!3d32.8082697!4d-79.850269!16s%2Fg%2F11q_jdyr14!19sChIJm69FG2Vt_ogRh62WNDd0kL0,Generator Supercenter of Charleston,4.8,106,Electric generator shop,· Delivery,"1314 Stuart Engals Blvd UNIT A, Mt Pleasant, SC 29464, United States","R45X+8V Mt Pleasant, South Carolina, USA",https://generatorsupercenterofcharleston.com/,+1 843-806-2579,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyWJ-RLhBv6TYCfkCSILW5PTZzkHrRySFe6-MMMD2XbxcB2BHwYFMAW4_fd6JNjX2mglTNJP_hfFN0GiTeHbDy7aplq7Xhq9QVblV02zXaVTzGjtVqnqvBkwJniseEnnlucYi8v=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:23:52.535Z,,
https://www.google.com/maps/place/Bates+Electric/data=!4m7!3m6!1s0x88fe715a9299975d:0xe61fda0c9104518!8m2!3d32.9948685!4d-80.006923!16s%2Fg%2F11j6tg45kg!19sChIJXZeZklpx_ogRGEUQyaD9YQ4,Bates Electric,4.8,79,Electrician,,,,https://bates-electric.com/locations/charleston-sc/?utm_source=gbp&utm_medium=organic&utm_campaign=charleston-sc,+1 843-350-3336,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM-YohLCv3zx4ovh5abmPLnajvKuk2wxHV46AHY=w800-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:23:56.954Z,,
https://www.google.com/maps/place/Charleston+Electric+%26+Air/data=!4m7!3m6!1s0x88fe7900baddc34b:0xf85b5ce888e7e701!8m2!3d32.8638152!4d-79.9779916!16s%2Fg%2F1262tsspy!19sChIJS8PdugB5_ogRAefniOhcW_g,Charleston Electric & Air,4.9,2465,Electrician,,,,https://www.charleston-electric.com/,+1 843-258-8699,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN0hqRLk9P-Amz6nWrXOn9r7kVCxdTFXkSAqvTo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:01.632Z,,
https://www.google.com/maps/place/U.S.+Electric+Contractors/data=!4m7!3m6!1s0x88fe7b26ce7de501:0xfcbc42c59cfe984!8m2!3d32.7800545!4d-79.9307813!16s%2Fg%2F11l1v62x86!19sChIJAeV9ziZ7_ogRhOnPWSzEyw8,U.S. Electric Contractors,5.0,76,Electrician,,"174 Meeting St Suite 300, Charleston, SC 29401, United States","Q3J9+2M Charleston, South Carolina, USA",https://uselectriccontractors.com/,+1 843-825-1840,,https://lh3.googleusercontent.com/p/AF1QipN4o7lec0e6RYEqR6ulh6SSmbzqpeLBigP3L2_E=w408-h250-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:05.959Z,,
"https://www.google.com/maps/place/WingatePower,+LLC/data=!4m7!3m6!1s0x2a19b8cc502b358b:0xd4ebf1b4f4c194ec!8m2!3d32.7218117!4d-80.0729399!16s%2Fg%2F11p0grlb60!19sChIJizUrUMy4GSoR7JTB9LTx69Q","WingatePower, LLC",4.5,44,Electric generator shop,· In-store shopping · Delivery,"3484 Cynthia Dr, Johns Island, SC 29455, United States","PWCG+PR Johns Island, South Carolina, USA",https://www.wingatepower.com/,+1 843-937-3693,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Er7egf8kFZQMFHAE8o73Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.63338387&pitch=0&thumbfov=100,true,Closed,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:10.291Z,,
https://www.google.com/maps/place/5+Star+Electrical+Solutions/data=!4m7!3m6!1s0x88fe71ac84052621:0x616dc89d9d443bab!8m2!3d32.8170391!4d-79.9779916!16s%2Fg%2F11j8x1hhjb!19sChIJISYFhKxx_ogRqztEnZ3IbWE,5 Star Electrical Solutions,5.0,150,Electrician,,,,https://5starelectricalsolutions.com/,+1 843-755-7827,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN6weImHvysJy7_mdSt2TzMUdU7bz4tlYVGqvC4=w408-h546-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:14.695Z,,
https://www.google.com/maps/place/Battery+Hill+LLC/data=!4m7!3m6!1s0xb372acecea97801:0x7e69971c882e5d6b!8m2!3d32.8673504!4d-79.7995644!16s%2Fg%2F11tt8rm7g_!19sChIJAXipzs4qNwsRa10uiByXaX4,Battery Hill LLC,5.0,17,Electrician,,,,http://batteryhill.generacdealers.com/,+1 843-437-2814,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2SyW399TVF1rWp3SfRvJv6vVH0wHUM-VTS1V3QZ4m7gUouJfQxTsLe5F3hKiH16PBKT8sfL3LBR4cNUSJOp5nnQ-kf-vrns2shkzBcPc68O2vEh-rXSOgM8K9gFARtfVVm9nFYQ=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:18.925Z,,
https://www.google.com/maps/place/Carolina+Custom+Electric/data=!4m7!3m6!1s0x88fe7135b9d7cbdd:0x8aafdaac46bfed25!8m2!3d32.8014144!4d-79.8544666!16s%2Fg%2F11k7ddn6xx!19sChIJ3cvXuTVx_ogRJe2_Rqzar4o,Carolina Custom Electric,5.0,9,Electrical installation service,,"1155 Pleasant Oaks Dr, Mt Pleasant, SC 29464, United States","R42W+H6 Mt Pleasant, South Carolina, USA",https://www.carolinacustomsc.com/,+1 843-881-4788,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOum5Z2LEQUW2wm4imzLkr34GtFR7RjDIBbBQaF=w408-h271-k-no,true,9 am–2 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:23.419Z,,
"https://www.google.com/maps/place/Charleston+Generator,+LLC/data=!4m7!3m6!1s0x8a24167271799cff:0x6444bfd2d0c779d2!8m2!3d32.6415944!4d-80.3246616!16s%2Fg%2F11vkcd60pc!19sChIJ_5x5cXIWJIoR0nnH0NK_RGQ","Charleston Generator, LLC",5.0,1,Electrician,,,,http://www.chs-generator.com/,+1 978-479-3894,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPoy2iSgnElOJ0GMUTAhB9dqv_aHHD8kKpMdBI0=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:27.788Z,,
https://www.google.com/maps/place/Powerful+Electrical+LLC/data=!4m7!3m6!1s0x88fe5f02e70ce693:0xa6d4038830b74e6!8m2!3d32.8882342!4d-80.0607759!16s%2Fg%2F11ffv_77fr!19sChIJk-YM5wJf_ogR5nQLgzhAbQo,Powerful Electrical LLC,4.7,295,Electrician,,"1739 S Jackson Dr, Joint Base Charleston, SC 29404, United States","VWQQ+7M Joint Base Charleston, North Charleston, SC, USA",https://powerfulelectricalllc.com/,+1 843-300-9675,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwoP6TIpXRnlmEhk_qta9zwESAzsTDREY7GvJLSumqKurFh6C7HZMPPfNv7aMvkQ9Iqj-WbNPQnDb1WKvoPWs19XDhIFt1OK7LMY8XeuY0mZyQ9Y6XsqMc7pEzJL3qPVkPHT8am_w=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-10T21:24:32.116Z,,
