placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Fort+Lauderdale+Tree+Service/data=!4m7!3m6!1s0x69865319b4cf4d23:0x5f06155788783e54!8m2!3d26.1423615!4d-80.2622836!16s%2Fg%2F11rg2pw812!19sChIJI03PtBlThmkRVD54iFcVBl8,Fort Lauderdale Tree Service,4.8,26,Tree service,,,https://www.flltreeservice.com/,+1 954-280-9495,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMW_qA4qI4DXnR7wHM1H3ngkFMz_LSGae8DV1hSwij4Pm-9GvUY1Z7HQCbYx6Kbl9GFIML9xXtxqc8OIutnCpEycPAYWPg4TbkbcuN5K32PT6W0KgG3UlTuLoyL1KUUoaSDv_Pm0AvvJw6=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:03.096Z,,
https://www.google.com/maps/place/All+About+Trees+Tree+Service+Fort+Lauderdale/data=!4m7!3m6!1s0x88d9a994bde20eb1:0x1f505d8e11ef4b60!8m2!3d26.0608487!4d-80.2052677!16s%2Fg%2F11bw64ngr1!19sChIJsQ7ivZSp2YgRYEvvEY5dUB8,All About Trees Tree Service Fort Lauderdale,5.0,342,Tree service,"4933 SW 44th Ave, Fort Lauderdale, FL 33314, United States","3Q6V+8V Fort Lauderdale, Florida, USA",https://besttreetrimming.com/,+1 954-608-8837,Closed · Opens 8 am,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsjuXpkNZLVvS3nsgU5wxELQgsI1CW3I25pUiH0r2LRbZ-ydMJ5qBXVGFi7yR2UhxTe2fu3bbn1Gf7EZ5s13CNWiSkEbeOmjHPuI0CQHIWJe6Fpd_BrmMCiPEY6Gu4sSvcKA9pGlAvOHAD=w408-h326-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:09.254Z,,
https://www.google.com/maps/place/Geo+Tree+Service+LLC/data=!4m7!3m6!1s0xa4e8e4efa31cd2c7:0x7c50a2f2b3db9cd5!8m2!3d26.264535!4d-80.4482804!16s%2Fg%2F11q4gbscw0!19sChIJx9Ico-_k6KQR1Zzbs_KiUHw,Geo Tree Service LLC,5.0,89,Tree service,,,,+1 312-340-8127,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcH8jQWIv7df_1LW3lnZI3y23roVA-33mshh7ZI5nrBpOBLZxxMLzf3a8lNWH70JUW0KrdCLHmJ8PgZvI36UoaDt8jjYV7gPSj4rvlRQbPFhVP38S72vnz_cINVa4XAqS4ZtelNmnNfjBi=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:14.073Z,,
https://www.google.com/maps/place/Perfect+Trees+Services+Corp/data=!4m7!3m6!1s0x88d9075bbd628427:0x6052198f4fa60366!8m2!3d26.1194861!4d-80.187354!16s%2Fg%2F11f3s2bsdp!19sChIJJ4RivVsH2YgRZgOmT48ZUmA,Perfect Trees Services Corp,5.0,57,Tree service,"141 Carolina Ave, Fort Lauderdale, FL 33312, United States","4R97+Q3 Fort Lauderdale, Florida, USA",https://perfecttreeservicescorp.com/,+1 954-336-7868,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzn2x1lShgXa0wPPXSvPcDwziq2Vz3B6tnf01c8ihi9dizbMog1EBcZUYh0D_CwcZ7Jq3cY4OYcvT84KGZvwUaQu3BUAFbIiPZVRed0lHfhKqVsXp2NNifgn5kxvltnnyexuD1=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:19.074Z,,
https://www.google.com/maps/place/Manley+Tree+Service/data=!4m7!3m6!1s0x88d90190be6335e5:0x2a5727d7ed974571!8m2!3d26.1496568!4d-80.1521691!16s%2Fg%2F1tf2t03r!19sChIJ5TVjvpAB2YgRcUWX7dcnVyo,Manley Tree Service,4.7,119,Tree service,"1716 NW 7th Terrace, Fort Lauderdale, FL 33311, United States","4RXX+V4 Fort Lauderdale, Florida, USA",https://manleytrees.com/,+1 954-566-7220,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5FJOHmTxMdeOlWlGJBrfCIV_gOLz5kxlE09q6asOnj7kBNx7D6OOlpGhyt38NAr6PLW_OHeGC2_kp15eLLW_rmqycpW7MMqjSv42jWY8yyqMYNM7Z_cC76X7k3QPF46673LSJwrDpptY=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:24.162Z,,
https://www.google.com/maps/place/Tree+Jaws/data=!4m7!3m6!1s0x88d901904fe3d887:0xf9822e07198684ec!8m2!3d26.0878937!4d-80.1729004!16s%2Fg%2F11jgc61ybv!19sChIJh9jjT5AB2YgR7ISGGQcugvk,Tree Jaws,4.9,374,Tree service,"2475 FL-84, Fort Lauderdale, FL 33312, United States","3RQG+5R Fort Lauderdale, Florida, USA",https://treejaws.com/?utm_source=omg-gbp&utm_medium=webclick,+1 954-540-0139,Closed · Opens 7 am,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdLN6iC9KLjh3oOQOSrc8AnwE_zzzN6CYoYg4MFcbSR3FDBf7mMkT54sjyCL50q1iPUllUpAcXxy5r7x6B49MrhQfdHofh08eKMXQgm9k4ySpyCJDMCsl31NRaCQdubshhS22Yrw=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:29.269Z,,
https://www.google.com/maps/place/Service+Queen+Tree+Service/data=!4m7!3m6!1s0xa2f9cf30a1d3f801:0xb0848289e69591e6!8m2!3d26.0928069!4d-80.1563153!16s%2Fg%2F11s6j325c8!19sChIJAfjToTDP-aIR5pGV5omChLA,Service Queen Tree Service,4.9,86,Tree service,"1005 Marina Blvd, Fort Lauderdale, FL 33315, United States","3RVV+4F Fort Lauderdale, Florida, USA",https://servicequeentrees.com/,+1 954-633-8070,Closed · Opens 7 am,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFY73Xf3hmJc5xsxBxLT_KCXscSqLZhZ_vVOa335Zo1Sk-nTDR7FlICfqK1IdhBEpYjlZlwipCLi7ndLqwKtuDBWVfGg8sDw7x8JZkrihmS_FCC9S975HISmYZqLeSMKo5m3ebr-p4kcVCh=w408-h510-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:34.252Z,,
https://www.google.com/maps/place/BW+Tree+Company+LLC/data=!4m7!3m6!1s0x88d905d8c736672f:0x5dd271972056adcf!8m2!3d26.2270521!4d-80.2157984!16s%2Fg%2F1tggv9nd!19sChIJL2c2x9gF2YgRz61WIJdx0l0,BW Tree Company LLC,4.9,84,Tree service,,,,+1 954-721-7733,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzevr1KFmfVOASA0HypvAYOp0SidWsFYe7pkJMyJKnnB2tUNo5sQ0yV-nHVZuEAG1JuovEdbQeE2OFuUI8lxpV8qEkPLA5CJ8wXNSr4ZHsPKwuJ5E3GjfJREtNjr2lKy14KC4=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:38.979Z,,
https://www.google.com/maps/place/Sky+High+Tree+Service/data=!4m7!3m6!1s0x9def98b86d46fb9:0xeed02eb5768851af!8m2!3d26.1561484!4d-80.4482804!16s%2Fg%2F11shgc1c6x!19sChIJuW_Uhov53gkRr1GIdrUu0O4,Sky High Tree Service,5.0,52,Tree service,,,https://www.skyhightreesvc.com/,+1 954-889-4484,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcuZHIWwQSvn4Tzpvatf8hICkdqy5erJ9v8GqRHb8-YpFHpVDUDCtNTiYX4vtM4Mj2D3Isz_dInTW7nbgdk6ATn4I1U-YeLJNnp58SPu7B7Rf3ZuAYgZDDA43rcs2kKc08-MQ=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:43.623Z,,
https://www.google.com/maps/place/EBM+Property+Maintenance+LLC/data=!4m7!3m6!1s0x88d90084637f0d89:0x3eaebf82a5ce441e!8m2!3d26.0886782!4d-80.1509044!16s%2Fg%2F11f3s0dxcj!19sChIJiQ1_Y4QA2YgRHkTOpYK_rj4,EBM Property Maintenance LLC,5.0,136,Tree service,"800 SW 28th St Ap 2, Fort Lauderdale, FL 33315, United States","3RQX+FJ Fort Lauderdale, Florida, USA",https://ebmpropertymaintenancellc.com/,+1 954-274-6025,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGT4318Z16VSglnmtoAmM3VBbD8IAwR4UjF-hXDL_pRzSq0i9G6FwcZqQFeeQTMXWuV1w9UxvbkF2QMs_k6RD-MFSacV-2jzdPpRTCYIIBi-0XRywMXXaKihgL_2KVGx3nz0Zk=w416-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/tree+service+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2026-04-29T04:55:48.383Z,,
