placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Mr.+B%27s+Tire+%26+Auto+Service/data=!4m7!3m6!1s0x89c0ee5d76341e2f:0xe943694eddedd945!8m2!3d39.3598348!4d-74.4429277!16s%2Fg%2F1tf58t1d!19sChIJLx40dl3uwIkRRdnt3U5pQ-k,Mr. B's Tire & Auto Service,4.4,324,Tire shop,· In-store shopping · Kerbside pickup,"2409 Fairmount Ave, Atlantic City, NJ 08401, United States","9H54+WR Atlantic City, New Jersey, USA",http://www.mrbtireandauto.com/,+1 609-345-2244,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoWTWs6n7xVt92AUNlc3fKKma9UuMYygybWEqz7p2KmI1z2bxpEfEF7nEJtUwFiQOvkmsg5HQ6OiGNP9l-TWsNUhly9kWfR-GlfKS7gKitXggjmNbLVdzaPNxDgMIfqe9u9ksiB=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:48:24.787Z,,,
https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x89c0ee88f51aa467:0xab64fa277d955536!8m2!3d39.3516985!4d-74.4556498!16s%2Fg%2F1tl_02b8!19sChIJZ6Qa9YjuwIkRNlWVfSf6ZKs,Midas,4.7,727,Auto repair shop,,"24 Albany Ave, Atlantic City, NJ 08401, United States","9G2V+MP Atlantic City, New Jersey, USA",https://www.midas.com/store/nj/atlantic-city/24-north-albany-street-08401?shopnum=4677&utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_MTE1ODY1NzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 609-225-4504,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep_M5qB6oELosVX2PWjG0VlKNTTVvFGWcVHrctAx9RaMQREUdcOkyRc4bsyAi9UJy8ZKdA-v3Mk0ENXaNjz6GkOE-yDhgWR6eaavU3Krp-YTXDS2B2SBLelI-EEuv1CD_KlqDo-Ig=w427-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:48:30.886Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/A.G+Payless+Tire+Shop/data=!4m7!3m6!1s0x89c0ee89493e0d31:0x9172d572e942e024!8m2!3d39.354645!4d-74.4579622!16s%2Fg%2F11c3pwm6p8!19sChIJMQ0-SYnuwIkRJOBC6XLVcpE,A.G Payless Tire Shop,4.3,121,Tire shop,· In-store pick-up,"310 Albany Ave, Atlantic City, NJ 08401, United States","9G3R+VR Atlantic City, New Jersey, USA",,+1 609-428-7902,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDLL_kKhasCQPrHfILHezc5sMFF5UKxsxnKJ_qSDm7pmntg9qYi4DbcVgEuOFOWtB_vyzC5TsrL-XBHvXZyazV8WDsrUhUPpW-CdK34Fk81xwtz4r6bYEPN9IRKqq5IyfJHKTRsToU2ds=w408-h311-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:48:36.615Z,,,
https://www.google.com/maps/place/ChiChi+Auto+Services/data=!4m7!3m6!1s0x89c0ee5d70d46b4b:0x4fb568a4698dafe9!8m2!3d39.3546191!4d-74.452142!16s%2Fg%2F1260l_4vw!19sChIJS2vUcF3uwIkR6a-NaaRotU8,ChiChi Auto Services,4.7,16,Auto repair shop,,"3301 Arctic Ave, Atlantic City, NJ 08401, United States","9G3X+R4 Atlantic City, New Jersey, USA",,+1 609-347-6600,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepynuXiAQas1spo1BAe1n49yjbALHsTf1KfqCjKl93c8fHxH4YZsK4ZZNKBA1AB5k9V8smCzgpIPKSqwJMThxrhWNDQAUnABrVEve2URLYYDQB_wDnNt_TjHsXt1ecdGXusYxLtZQ=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:48:41.997Z,,,
https://www.google.com/maps/place/Arctic+Auto+Repair/data=!4m7!3m6!1s0x89c0ee678a396585:0x418ff33f55915678!8m2!3d39.3585426!4d-74.4426075!16s%2Fg%2F1tfcd25y!19sChIJhWU5imfuwIkReFaRVT_zj0E,Arctic Auto Repair,4.7,80,Mechanic,,"2417 Arctic Ave, Atlantic City, NJ 08401, United States","9H54+CX Atlantic City, New Jersey, USA",http://arcticautosalesnj.com/,+1 609-344-4050,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1n2x9ikhyeb-DdqjtExAiOhNRiaTYM9EK94Y7tyFj13nUfTi4Qpt24NQ5upKMMEUUNSHk-cby1u6MDhAK2cxOcAWCDxgajwyVL8mS_zbSkgHVcZBUrCDuTU3ba42zav8eq_tEhg=w408-h510-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:48:47.049Z,,,
https://www.google.com/maps/place/Hi-Tech+Auto+Repair/data=!4m7!3m6!1s0x89c0ee88e45a28ad:0x7110503a1023dd70!8m2!3d39.3526477!4d-74.4566759!16s%2Fg%2F1vs1sskc!19sChIJrSha5IjuwIkRcN0jEDpQEHE,Hi-Tech Auto Repair,4.8,135,Auto repair shop,,"3711 Winchester Ave, Atlantic City, NJ 08401, United States","9G3V+38 Atlantic City, New Jersey, USA",,+1 609-441-0066,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKKvFCw7v8BEh2RBfmmS_1wyNczy2tN5-qnAXgAetiTBZOCbBOlepi8ZYTzgdTj2duKyDvoRI6XyPaaV585GvVx239Tdy1LKKBqHwn6AowTmaEiyTPzJt0vWJqEejizWgIth9WmQ=w514-h240-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:48:51.853Z,,,
https://www.google.com/maps/place/Uptown+Auto+Repair/data=!4m7!3m6!1s0x89c0ee2fb5fbf9f1:0x47f9ab78b573d43e!8m2!3d39.3673434!4d-74.4158749!16s%2Fg%2F11cs1kw2lw!19sChIJ8fn7tS_uwIkRPtRztXir-Uc,Uptown Auto Repair,4.6,60,Auto repair shop,,"401 Atlantic Ave, Atlantic City, NJ 08401, United States","9H8M+WM Atlantic City, New Jersey, USA",,+1 609-344-8206,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PPaxQBPc7p9yOCYhkGIk_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.90952&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–1 pm,8:30 am–1 pm,8:30 am–1 pm,8:30 am–1 pm,8:30 am–1 pm,8:30 am–1 pm,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:48:57.052Z,,,
https://www.google.com/maps/place/AutoKing+Repairs/data=!4m7!3m6!1s0x89c0ee88f2698927:0xf77819a7480e5c22!8m2!3d39.3518315!4d-74.4561336!16s%2Fg%2F11cmbp6cx8!19sChIJJ4lp8ojuwIkRIlwOSKcZePc,AutoKing Repairs,4.4,86,Auto repair shop,,"37 N Trenton Ave Rear, Atlantic City, NJ 08401, United States","9G2V+PG Atlantic City, New Jersey, USA",http://autokingrepairs.com/,+1 609-553-9217,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerPgLJqko290UWYOEF3WSg1N30OgVaER8wZnk_cKSvoty0PyvMZ52woe3IDeMyiEEIoK-YYe4dr9jSZsqxTWhnBtzGaImKQVysnKCf3CnVj_F0vdaqp8SC4INTHKH7GakUL4SxOy8DKJQQ=w408-h306-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:49:02.129Z,,,
https://www.google.com/maps/place/AMX+AUTO+REPAIR/data=!4m7!3m6!1s0x89c0ee612b2858d3:0x6adbbb7abf6167cc!8m2!3d39.3563292!4d-74.4469006!16s%2Fg%2F1tdgl4rp!19sChIJ01goK2HuwIkRzGdhv3q722o,AMX AUTO REPAIR,4.4,84,Auto repair shop,,"2800 Arctic Ave, Atlantic City, NJ 08401, United States","9H43+G6 Atlantic City, New Jersey, USA",,+1 609-344-4433,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hyTDD-QV6t2uTHo7-9FbKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.78014&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:49:07.341Z,,,
https://www.google.com/maps/place/Delta+Auto+Repair/data=!4m7!3m6!1s0x89c0ee5d738f571b:0x4257e5d3355ac2a6!8m2!3d39.3597365!4d-74.4432916!16s%2Fg%2F113k5n957!19sChIJG1ePc13uwIkRpsJaNdPlV0I,Delta Auto Repair,4.8,90,Auto repair shop,,"2425 Fairmount Ave, Atlantic City, NJ 08401, United States","9H54+VM Atlantic City, New Jersey, USA",,+1 609-348-5600,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0JQovb5U0oo9kygDL2pFIsOErGYBbXM5F7g9L9I7S8t7LaPBGHNwKoWv9Sgj1blQf0WuTb5N5kfkUo9PEdR4GTsiKvlP3mY82GlyqcAgvWJRlj-aGIHAzWyFfZq9zxANqk00nEA=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T14:49:12.572Z,,,
