placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Precision+Overhead+Garage+Door+of+Lancaster/data=!4m7!3m6!1s0x89c625f1e9b41fb3:0x8405cfbfd028dcdc!8m2!3d40.0288836!4d-76.306715!16s%2Fg%2F11h7tfs4w4!19sChIJsx-06fElxokR3Nwo0L_PBYQ,Precision Overhead Garage Door of Lancaster,5.0,906,Garage door supplier,"536 S Prince St, Lancaster, PA 17603, United States","2MHV+H8 Lancaster, Pennsylvania, USA",https://precisiondoorpa.com/?utm_source=gmb&utm_medium=location_lancaster&utm_campaign=website,+1 717-921-6161,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipN_FIPdU_WgVBIj7xvDmovGKX__0enrA8jZuzjS=w408-h308-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-11-07T23:28:02.197Z,,,,
https://www.google.com/maps/place/Lancaster+Door+Service/data=!4m7!3m6!1s0x89c63b3f5c25140f:0x3121c0ebe5538bc0!8m2!3d40.0349858!4d-76.2524606!16s%2Fg%2F1tg5_l9d!19sChIJDxQlXD87xokRwItT5evAITE,Lancaster Door Service,4.9,155,Garage door supplier,"1851 Lincoln Hwy E, Lancaster, PA 17602, United States","2PMX+X2 Lancaster, Pennsylvania, USA",https://lancasterdoor.com/,+1 717-394-4724,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzD5TSdMkdnPMrS0IpXDU6zQpzs5PvoTfKES0MJdtB3g6PP0fLEF0-81srch449wGg1VoOHhJ0pqqFe5s_25W4h4SKVbfe1FvWJWX_Vrht83QLtdGUtQeqpE7xnKbVgvV-OhDNREg=w408-h544-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-11-07T23:28:07.083Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Lancaster/data=!4m7!3m6!1s0x89c63b5c7b808ec7:0x47e94cfd7f76c3eb!8m2!3d40.048463!4d-76.2531459!16s%2Fg%2F1xn_pb4l!19sChIJx46Ae1w7xokR68N2f_1M6Uc,Overhead Door Company of Lancaster,4.9,133,Garage door supplier,"115 Independence Ct #101, Lancaster, PA 17601, United States","2PXW+9P Lancaster, Pennsylvania, USA",https://www.odclancaster.com/,+1 717-735-0011,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPhcbSbzqqADAUIWyypWArvG7hEtQllX4vAncjN=w408-h408-k-no,true,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-11-07T23:28:11.515Z,,,,
https://www.google.com/maps/place/El%27s+Door+Sales/data=!4m7!3m6!1s0x89c63a593b13fecf:0x7a4718265bdfd446!8m2!3d40.014836!4d-76.2168812!16s%2Fg%2F1v44rcbz!19sChIJz_4TO1k6xokRRtTfWyYYR3o,El's Door Sales,4.5,20,Garage door supplier,"2133 Rockvale Rd, Lancaster, PA 17602, United States","2Q7M+W6 Lancaster, Pennsylvania, USA",http://www.elsdoorsales.com/,+1 717-687-9081,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzsjlo566RvUWFGkkeYaa09l3LjADstrihPjsrvpy4iehOqARe-iaq2rH6qCm1lmURsInTtQlT4dGIQDrTUf0BVZI_vGudPZjK6-wEj2KCtuSXkTuxzYaXug4uJg6Vs97H1CLOI=w408-h306-k-no,false,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-11-07T23:28:16.275Z,,,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+South+Central+PA/data=!4m7!3m6!1s0x89c8a32a560d41c5:0x96363fc50e391b9d!8m2!3d40.1000294!4d-76.4259604!16s%2Fg%2F11j5djz88d!19sChIJxUENViqjyIkRnRs5DsU_NpY,ProLift Garage Doors of South Central PA,5.0,106,Garage door supplier,"53 W Brandt Blvd Suite 216, Landisville, PA 17538, United States","4H2F+2J Landisville, Pennsylvania, USA",https://www.proliftdoors.com/south-central-pa/?utm_campaign=gmb&utm_medium=organic&utm_source=gmblisting,+1 717-837-3471,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPYvR8_F9WeYhfG1NfN86O1h7xAWU3rupjpfdkg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-11-07T23:28:20.687Z,,,,
https://www.google.com/maps/place/Dano%27s+Garage+Door+Services/data=!4m7!3m6!1s0x89c88f1211de952d:0xf5cf73e4285da969!8m2!3d40.189697!4d-76.5054!16s%2Fg%2F11qns0fcs1!19sChIJLZXeERKPyIkRaaldKORzz_U,Dano's Garage Door Services,5.0,9,Garage door supplier,,,http://www.danosgaragedoorsvc.com/,+1 717-434-7233,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipMxKIPp49nX-63wAadlH8hGGyogUWGQ6lohGqAU=w408-h528-k-no,true,7 am–5 pm,7 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-11-07T23:28:25.064Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x89c8c3dfdfb33fc5:0x12945d0db7bdd938!8m2!3d40.33091!4d-76.7534524!16s%2Fg%2F11fjm9xqhr!19sChIJxT-z39_DyIkRONm9tw1dlBI,Precision Garage Door Service,4.9,1560,Garage door supplier,"7045 Blue Ridge Ave Suite 102 Suite 102, Harrisburg, PA 17112, United States","86JW+9J Harrisburg, Pennsylvania, USA",https://precisiondoorpa.com/?utm_source=gmb&utm_medium=location_harrisburg&utm_campaign=website,+1 717-537-1646,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMT2JDryjHpFyyfhntOkJyhNeL7GYOC6SuxrLzK=w408-h328-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Millersville+Lancaster+PA/@39.9978764,-76.3541274,14z",2025-11-07T23:28:45.614Z,,,,
https://www.google.com/maps/place/Legacy+Door+Co/data=!4m7!3m6!1s0x89c617c99228f395:0x383cefe7095edcb9!8m2!3d40.0913441!4d-76.1549837!16s%2Fg%2F11p4nvyxz2!19sChIJlfMokskXxokRudxeCefvPDg,Legacy Door Co,5.0,33,Garage door supplier,"7 Hess Rd, Leola, PA 17540, United States","3RRW+G2 Leola, Pennsylvania, USA",https://www.legacydoor.co/,+1 717-455-7595,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN3kVRA2ZOZ6952zRGsxqQxyB6cxBwTG3Nxq0fa=w408-h306-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Millersville+Lancaster+PA/@39.9978764,-76.3541274,14z",2025-11-07T23:28:50.211Z,,,,
https://www.google.com/maps/place/Upright+Door/data=!4m7!3m6!1s0x89c7cea007656e59:0x208f902eefbd921b!8m2!3d39.9554828!4d-76.3762315!16s%2Fg%2F11dyxkcjmz!19sChIJWW5lB6DOx4kRG5K97y6QjyA,Upright Door,5.0,21,Garage door supplier,,,https://uprightdoor.com/?utm_source=google&utm_medium=GBP&utm_campaign=garage_door_company&utm_id=2025-GBP,+1 878-877-4448,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPfYcT-XadhC_u0aUKarobHGMss9HGmdbJdj2sc=w408-h342-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Millersville+Lancaster+PA/@39.9978764,-76.3541274,14z",2025-11-07T23:28:55.071Z,,,,
https://www.google.com/maps/place/Leakway+Door+Company/data=!4m7!3m6!1s0x89c62edea33f3111:0xcc4a81800b867f65!8m2!3d39.9412483!4d-76.3450881!16s%2Fg%2F1tx169cp!19sChIJETE_o94uxokRZX-GC4CBSsw,Leakway Door Company,5.0,9,Garage door supplier,"3303 Main St, Conestoga, PA 17516, United States","WMR3+FX Conestoga, Pennsylvania, USA",http://www.leakwaydoorco.com/,+1 717-871-8991,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bry3W7Jij-xsB31B2DcfuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.13715&pitch=0&thumbfov=100,false,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Millersville+Lancaster+PA/@39.9978764,-76.3541274,14z",2025-11-07T23:28:59.688Z,,,,
