placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Athena+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x89e7d035b0715cd1:0xfdbb9d61278a5873!8m2!3d41.3947991!4d-72.8553585!16s%2Fg%2F11c575dnl7!19sChIJ0VxxsDXQ54kRc1iKJ2Gdu_0,Athena Home Health & Hospice,,,Home health care service,"123 Quinnipiac Ave, North Haven, CT 06473, United States","94VV+WV North Haven, Connecticut, USA",http://athenahhc.com/,+1 203-234-9355,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npP-GNAhYqgisJNkGdU8YWFBAhhQmAo0w_sLPj0HkcdA_zAia7lqe_shP__w8aic3vEyjl9RHgJK8l1XBpSV515QDStU-ZpBIvDPxZ-XsCcAMS_u5I8Bgt87KZU4dH8q6jRnXEtxA=w426-h240-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:06:49.748Z,,,,,,,,,,,
"https://www.google.com/maps/place/Dmitry+Kozhevnikov,+DO/data=!4m7!3m6!1s0x89e7d955cc73fbc7:0xfc3451283c3e486f!8m2!3d41.3042236!4d-72.9358138!16s%2Fg%2F11v3jtrkw7!19sChIJx_tzzFXZ54kRb0g-PChRNPw","Dmitry Kozhevnikov, DO",5.0,1,Hospice,"Smilow Cancer Hospital at Yale, 20 York St, New Haven, CT 06510, United States","8337+MM New Haven, Connecticut, USA",https://www.yalemedicine.org/specialists/dmitry-kozhevnikov,+1 203-785-6977,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DeYhbh_0CzWQnHqxgJpfsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.03522&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:06:53.670Z,,,,,,,,,,,
https://www.google.com/maps/place/VNA+Community+Healthcare/data=!4m7!3m6!1s0x89e7da80f2e8b5ed:0x111bfc37f4357faa!8m2!3d41.3821774!4d-72.9009795!16s%2Fg%2F1tvtccln!19sChIJ7bXo8oDa54kRqn819Df8GxE,VNA Community Healthcare,5.0,2,Home health care service,"2319 Whitney Ave, Hamden, CT 06518, United States","93JX+VJ Hamden, Connecticut, USA",https://connecticuthomecare.org/,+1 203-288-1623,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_N0N5ryEesACd2EXuOqyYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.410166&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:06:58.482Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Northeast+Medical+Group+Multispecialty+Center:+Brown+Karen+E+MD/data=!4m7!3m6!1s0x89e7d1dea2a0fc0f:0xf52cdab8befdd9ec!8m2!3d41.3823523!4d-72.8790046!16s%2Fg%2F11h04mxyfl!19sChIJD_ygot7R54kR7Nn9vrjaLPU,Northeast Medical Group Multispecialty Center: Brown Karen E MD,,,Hospital,"4A Devine St, North Haven, CT 06473, United States","94JC+W9 North Haven, Connecticut, USA",https://www.northeastmedicalgroup.org/physicians/karen-e-brown,+1 203-843-9010,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xcl1-xDkJsu9tWJMM_wCng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.3363&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:07:01.239Z,,,,,,,,,,,
https://www.google.com/maps/place/Yale-New+Haven+Hospital+-+North+Haven+Campus/data=!4m7!3m6!1s0x89e7d061256aaaab:0x344ea34dab544636!8m2!3d41.3812635!4d-72.8790035!16s%2Fg%2F11fyzch1h1!19sChIJq6pqJWHQ54kRNkZUq02jTjQ,Yale-New Haven Hospital - North Haven Campus,4.4,18,Hospital,"8 Devine St, North Haven, CT 06473, United States","94JC+G9 North Haven, Connecticut, USA",https://usmaplocation.org/business/yale-new-haven-hospital---north-haven-campus-6e3lcp,,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJjRsFIalR70dxzHjWv3-mtRHjHRb4eUFygw4CicYcYkh7908PYUGTcy3ivDUSUFemZLwU0xMEdnhwppuEt4YoKFIVmrz4wTIcKAJHkSYxnE4zfHg9px-36T7OpMGxhriDB7JC=w408-h883-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:07:06.256Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,,
https://www.google.com/maps/place/Smilow+Cancer+Hospital+Care+Center+North+Haven/data=!4m7!3m6!1s0x89e7d061626ed477:0x7e29a75e2a913c5c!8m2!3d41.3818871!4d-72.8807243!16s%2Fg%2F11bvvxyt_k!19sChIJd9RuYmHQ54kRXDyRKl6nKX4,Smilow Cancer Hospital Care Center North Haven,4.2,5,Cancer treatment center,"6 Devine St, North Haven, CT 06473, United States","94J9+QP North Haven, Connecticut, USA",http://www.ynhh.org/,+1 203-407-8002,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nop2I1-DkIBUTwHhjiJlbF29WgAANuxW2g3b84PxMPIUAysa5jUHNxfNzeyp9gQUfk12YFB8aTPKm-nIMwMZ8KcH9_3NLUhnbQS_sG9U_W-vqhQnzjitEsw0ZCeUshYXd4zN2pU=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:07:09.092Z,,,,,,,,,,,
https://www.google.com/maps/place/North+Haven+Medical+Center/data=!4m7!3m6!1s0x89e7d061626ed479:0xfc97bfa0b9b839dc!8m2!3d41.3821541!4d-72.8806883!16s%2Fg%2F12ll784p2!19sChIJedRuYmHQ54kR3Dm4uaC_l_w,North Haven Medical Center,3.9,34,Medical clinic,"6 Devine St, North Haven, CT 06473, United States","94J9+VP North Haven, Connecticut, USA",https://www.ynhh.org/locations/north-haven-6-devine-street.aspx,+1 203-688-1010,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noC5b12uUMpnhsDSpyCRophXTfgDt2Hx7BYV_JXtPKdp04pb5mT7-xoj4yXfDkNa-OTzyq3H2K-bgna4BEJ23AnJDB3mnUv7sAxyzKilwTGO07vy0RKF82LP4AFFHcSlbXJi_y-=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:07:13.856Z,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–12 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,,,,
https://www.google.com/maps/place/Northeast+Medical+Group+-+Multispecialty+Center+-+North+Haven/data=!4m7!3m6!1s0x89e7d07f61516b19:0xf88d3e50c38085e5!8m2!3d41.382608!4d-72.8775977!16s%2Fg%2F11c5b20sb7!19sChIJGWtRYX_Q54kR5YWAw1A-jfg,Northeast Medical Group - Multispecialty Center - North Haven,2.8,16,Medical clinic,"4A Devine St, North Haven, CT 06473, United States","94MC+2X North Haven, Connecticut, USA",https://www.northeastmedicalgroup.org/locations/north-haven-4a-devine-st-multispecialty,+1 203-843-9010,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-yNdXbrUCxmayeuLVvy_qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.28665&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:07:18.912Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Affinity+Care+of+Connecticut/data=!4m7!3m6!1s0x89e7dbab6ab77881:0xc3efb78242a4a58a!8m2!3d41.3825206!4d-72.9082789!16s%2Fg%2F11v3_41vxp!19sChIJgXi3aqvb54kRiqWkQoK378M,Affinity Care of Connecticut,,,Hospice,"2751 Dixwell Ave, Hamden, CT 06518, United States","93MR+2M Hamden, Connecticut, USA",https://affinityhealthmanagement.com/connecticut/,+1 203-800-9990,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4OEoKt5run08IWz98__r0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.03404&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:07:23.680Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/ComForCare+Home+Care+%28New+Haven,+CT%29/data=!4m7!3m6!1s0x89e7cff02d1245af:0x74fcd88e809da592!8m2!3d41.4151339!4d-72.8405559!16s%2Fg%2F11wp_5tjyf!19sChIJr0USLfDP54kRkqWdgI7Y_HQ","ComForCare Home Care (New Haven, CT)",5.0,1,Home health care service,"500 Washington Ave, North Haven, CT 06473, United States","C585+3Q North Haven, Connecticut, USA",https://www.comforcare.com/connecticut/new-haven.html,+1 475-300-2167,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1Q8JwXJSqNeBhkfqMcqiLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.188065&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-18T00:07:28.522Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,,,,
