placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes
https://www.google.com/maps/place/Gem+State+Generators/data=!4m7!3m6!1s0x54ae538ffb8c56b3:0xe10e67cd40cef283!8m2!3d43.6231456!4d-116.3995919!16s%2Fg%2F1vgw8btk!19sChIJs1aM-49TrlQRg_LOQM1nDuE,Gem State Generators,4.8,53,Electrician,"459 W Cranmer Dr, Meridian, ID 83646, United States","JJF2+75 Meridian, Idaho, USA",https://gemstategenerators.com/,+1 208-888-4061,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_pKPdZaSEi8FqZYBKLTsCM0T9BvluK0uzQbKWMHT4QeZBCiD2ZKYfBFjVJPTfi4l6IfzGd2m_czE9W1me6z6AYcHFMSBWEcjKorLg6_dBE5uqT7jM4o_cZcYjVK18TCzvy6DW=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:27.999Z,,
https://www.google.com/maps/place/Eco+Electric/data=!4m7!3m6!1s0x54aeff49d51c68f5:0xc1c0294627ff2745!8m2!3d43.6113806!4d-116.3761723!16s%2Fg%2F113f0y4z2!19sChIJ9Wgc1Un_rlQRRSf_J0YpwME,Eco Electric,4.9,130,Electrician,"749 N Ralstin St, Meridian, ID 83642, United States","JJ6F+HG Meridian, Idaho, USA",http://ecoelectricid.com/,+1 208-392-1470,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPYjebMXo4FwtuYbKrSroZrS_KB_USP9VUgHo8E=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:32.591Z,,
https://www.google.com/maps/place/Rocky+Mountain+Electric/data=!4m7!3m6!1s0x54aeff93cb843b0d:0x7ca69627faeb9fee!8m2!3d43.6075766!4d-116.3592699!16s%2Fg%2F1tf7gd16!19sChIJDTuEy5P_rlQR7p_r-ieWpnw,Rocky Mountain Electric,4.8,219,Electrician,"2860 E Lanark St, Meridian, ID 83642, United States","JJ5R+27 Meridian, Idaho, USA",http://www.rmeinc.net/,+1 208-853-2968,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMskWPnIPCLV5D_XbtMKMDTfFSqFGlL141j7QNA=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:36.853Z,,
https://www.google.com/maps/place/Defused+Electrical+Innovations+LLC/data=!4m7!3m6!1s0xa40dd785b2a1b2f9:0x7d522125485e332f!8m2!3d43.7326885!4d-116.5300739!16s%2Fg%2F11vysq93nm!19sChIJ-bKhsoXXDaQRLzNeSCUhUn0,Defused Electrical Innovations LLC,4.9,107,Electrician,,,https://www.defusedelectrical.com/,+1 208-995-1276,,https://lh3.googleusercontent.com/p/AF1QipNWEtB3_0WaIAOmeqxIuCMVyXk7Fc7uVZ6qkZN-=w408-h306-k-no,true,Closed,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:41.548Z,Identifies as veteran-owned,
"https://www.google.com/maps/place/A-1+Heating,+Air+Conditioning+%26+Electric/data=!4m7!3m6!1s0x54ae53c636435fbd:0x14e32ac07e08d3d5!8m2!3d43.6075523!4d-116.4146073!16s%2Fg%2F1tg5bv1s!19sChIJvV9DNsZTrlQR1dMIfsAq4xQ","A-1 Heating, Air Conditioning & Electric",4.9,3468,HVAC contractor,"327 N Linder Rd, Meridian, ID 83642, United States","JH5P+25 Meridian, Idaho, USA",https://a1heating.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,+1 208-343-4445,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNycSnLT7BMjFmi15Mqb1-UjQh1vdyB97XPz1kx=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:45.998Z,,
https://www.google.com/maps/place/Tier+1+Electric/data=!4m7!3m6!1s0x2c9cf66eb5d0a1df:0xab3a2e2126ccc4d8!8m2!3d43.6216911!4d-116.3204452!16s%2Fg%2F11y29cryhy!19sChIJ36HQtW72nCwR2MTMJiEuOqs,Tier 1 Electric,5.0,101,Electrician,"1849 N Wildwood St, Boise, ID 83713, United States","JMCH+MR Boise, Idaho, USA",https://tier1electricllc.com/,+1 208-550-5887,,https://lh3.googleusercontent.com/p/AF1QipOjwSOkh8eRgWThnuX90QqCERBjfPU5dxIURgq-=w408-h306-k-no,true,9 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:50.339Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Black+Diamond+Electric/data=!4m7!3m6!1s0x54ae532d8bff6fa5:0x2697e760e434ac37!8m2!3d43.6052883!4d-116.3822761!16s%2Fg%2F11r_kzyh0n!19sChIJpW__iy1TrlQRN6w05GDnlyY,Black Diamond Electric,5.0,22,Electrician,"850 E Franklin Rd Suite 414, Meridian, ID 83642, United States","JJ49+43 Meridian, Idaho, USA",http://bdeidaho.com/,+1 208-278-6743,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOZkHYMVMc--kPsVsKwR_FNIJslmUSEYxxyp07l=w426-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:54.718Z,,
"https://www.google.com/maps/place/Energy+Enterprise+Group,+Inc./data=!4m7!3m6!1s0x54ae562238529671:0x553a5148053d0789!8m2!3d43.5996806!4d-116.4005375!16s%2Fg%2F1thhk6_s!19sChIJcZZSOCJWrlQRiQc9BUhROlU","Energy Enterprise Group, Inc.",5.0,2,Electrical installation service,"551 SW 5th Ave, Meridian, ID 83642, United States","HHXX+VQ Meridian, Idaho, USA",,+1 208-322-2334,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweWuyiPS7YcQuFIDLTMlxryqoXGjv-Q98BM806D7-FDVe5qotvQ0T41dDiBfGjhyv-byhEbYz7hqqVILd97PaX-nIsqykApAPDvuzIjaPH5c3xZkPWZ7ZFSiw0Mk9f7a_8GHU=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:23:59.115Z,,
https://www.google.com/maps/place/Horizon+AMP%27d/data=!4m7!3m6!1s0x54ae577b87f1b5f1:0xa594769c1dc460dc!8m2!3d43.608817!4d-116.3303195!16s%2Fg%2F11v48s1phc!19sChIJ8bXxh3tXrlQR3GDEHZx2lKU,Horizon AMP'd,3.7,9,Electrician,"11849 W Executive Dr Suite F, Boise, ID 83713, United States","JM59+GV Boise, Idaho, USA",,+1 208-831-2360,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNr2SuV9nYtDbg5vobLx8vHxLHYp07TYojE9LGX=w408-h408-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:24:03.595Z,,
https://www.google.com/maps/place/Boise+Basin+Electric/data=!4m7!3m6!1s0x54ae53e542718e69:0xfbd9f9d6f137dace!8m2!3d43.6069846!4d-116.3856812!16s%2Fg%2F1tdg2yrk!19sChIJaY5xQuVTrlQRzto38db52fs,Boise Basin Electric,4.2,15,Electrician,"272 E 5th Ave, Meridian, ID 83642, United States","JJ47+QP Meridian, Idaho, USA",,+1 208-866-5705,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJAvi5MmcUiKuHcpglDVyzGHge9xsFdrnaB2vCuA1GoWjfGcpIJFocSuj6cIhouN9VomSLkXzQuvBGyDgsNM7l--5hUntk_BY4TUVd6ZIWZ8ZGWV0GUwEhh1X1XVi2Rxl40esk=w408-h725-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2026-01-10T21:24:07.913Z,,
