placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Clarity+Clinic+Psychiatrists+%26+Therapists/data=!4m7!3m6!1s0x880fd352adf4dfbd:0xca0f5b92b7c2b020!8m2!3d41.8954536!4d-87.6279207!16s%2Fg%2F11bv2l9692!19sChIJvd_0rVLTD4gRILDCt5JbD8o,Clarity Clinic Psychiatrists & Therapists,4.1,619,Psychiatrist,"1 E Superior St #306, Chicago, IL 60611, United States","V9WC+5R Chicago, Illinois, USA",https://www.claritychi.com/,+1 312-754-9404,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM6IyLl4wgZCisicNEK2EE5ixrhEI-cb5qMCtI5=w408-h272-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:22.303Z,,
https://www.google.com/maps/place/Modern+Mental+Health+by+Dr.+Zachary+Kordik/data=!4m7!3m6!1s0x880fd39ffdf7bb45:0xdd81f623efa0ba28!8m2!3d41.8830478!4d-87.62682!16s%2Fg%2F1hc94dtjb!19sChIJRbv3_Z_TD4gRKLqg7yP2gd0,Modern Mental Health by Dr. Zachary Kordik,4.8,37,Psychiatrist,"25 E Washington St #1601, Chicago, IL 60602, United States","V9MF+67 Chicago, Illinois, USA",https://www.modernmentalhealthchicago.com/?utm_source=gmb_auth,+1 312-999-7809,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipO0YN40-s2Cv4JtHWtx9IsWigHz3DNLmnhXTKgI=w408-h276-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:28.212Z,,
https://www.google.com/maps/place/Luxury+Psychiatry+Clinic/data=!4m7!3m6!1s0x880e2d3a6c032bb1:0x4f590e60accb5f6a!8m2!3d41.8861943!4d-87.6518444!16s%2Fg%2F11h92w95lf!19sChIJsSsDbDotDogRal_LrGAOWU8,Luxury Psychiatry Clinic,4.4,130,Mental health service,"213 N Morgan St #1D, Chicago, IL 60607, United States","V8PX+F7 Chicago, Illinois, USA",https://www.luxurypsychiatryclinic.com/?utm_source=gbp&utm_medium=organic&utm_campaign=website,+1 312-313-6125,"Closed · Opens 7 am Tue

Confirmed by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOcKukvheGqXEuvwQZdJjfNwvNF_g5JtfSqdHX7=w408-h408-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,9 am–1 pm,9 am–1 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:33.170Z,,
https://www.google.com/maps/place/Greywood+Health+Center/data=!4m7!3m6!1s0x880fd3fbada8ed17:0xa829b8e4e9d98cfe!8m2!3d41.8973058!4d-87.6358499!16s%2Fg%2F11mn91ytzr!19sChIJF-2orfvTD4gR_ozZ6eS4Kag,Greywood Health Center,4.4,27,Mental health clinic,"303 W Institute Pl Suite 300, Chicago, IL 60610, United States","V9W7+WM Chicago, Illinois, USA",https://greywoodhealthcenter.com/?utm_source=Google&utm_medium=Organic&utm_campaign=Google+Business+Profile,+1 312-605-1390,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipMFxakWDQRVXGYPDG9uVhrkEyKNpx0BQQF9Gjub=w408-h272-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:37.978Z,,
https://www.google.com/maps/place/Hopemark+Health+Millennium+Park/data=!4m7!3m6!1s0x880e2d84de99d849:0xe12a4a516a584830!8m2!3d41.8818335!4d-87.6247618!16s%2Fg%2F11fn979kmc!19sChIJSdiZ3oQtDogRMEhYalFKKuE,Hopemark Health Millennium Park,4.6,53,Mental health clinic,"8 S Michigan Ave #1505, Chicago, IL 60603, United States","V9JG+P3 Chicago, Illinois, USA",http://hopemarkhealth.com/,+1 630-912-0025,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMeuEUmup-iOe-1tKg5D5gGY-yUGsMVcAtKwGof=w408-h612-k-no,true,8:30 am–6 pm,8:30 am–5 pm,8:30 am–6 pm,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:42.875Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Chicago/data=!4m7!3m6!1s0x880fd3cb7e68005f:0x8d008b65d45c9271!8m2!3d41.9195969!4d-87.6629138!16s%2Fg%2F11rg_7z_xf!19sChIJXwBofsvTD4gRcZJc1GWLAI0,LifeStance Therapists & Psychiatrists Chicago,4.1,72,Mental health clinic,"2071 N Southport Ave Suite 100, Chicago, IL 60614, United States","W89P+RR Chicago, Illinois, USA",https://lifestance.com/location/chicago-il-2071/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 312-761-4707,Open · Closes 9:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMDh2YDb0_hZ-YWveGEzE9R7E1tEi-wJoucvMwq=w427-h240-k-no,true,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–6:30 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:48.276Z,,
https://www.google.com/maps/place/Clarity+Clinic/data=!4m7!3m6!1s0x880fd34b603aa31f:0x89260c1629966622!8m2!3d41.939709!4d-87.6526765!16s%2Fg%2F11q1rk_f6g!19sChIJH6M6YEvTD4gRImaWKRYMJok,Clarity Clinic,4.5,62,Psychiatrist,"929 W Belmont Ave, Chicago, IL 60657, United States","W8QW+VW Chicago, Illinois, USA",https://claritychi.com/,+1 312-530-0323,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPoNPiUTHfTDqIVQVUl3WDh1yqBx7bHu2_1okzl=w408-h272-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:53.742Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Chicago/data=!4m7!3m6!1s0x880fd386b17404c1:0x26d217857581107f!8m2!3d41.9111719!4d-87.6777138!16s%2Fg%2F11rbdwk260!19sChIJwQR0sYbTD4gRfxCBdYUX0iY,LifeStance Therapists & Psychiatrists Chicago,4.4,68,Mental health clinic,"1616 N Damen Ave #301, Chicago, IL 60647, United States","W86C+FW Chicago, Illinois, USA",https://lifestance.com/location/chicago-il-1616/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 312-761-4720,Open · Closes 9:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMcSgveEsPNOfjqNwBE0oD6XZnnnZUDlihpu3d_=w427-h240-k-no,true,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–6:30 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:40:58.657Z,,
"https://www.google.com/maps/place/Chicago+Psychiatrist+-+Dr.+Amer+Smajkic,+MD/data=!4m7!3m6!1s0x880e2cab21a80be9:0xed6f9479a8c84de8!8m2!3d41.8939762!4d-87.6216083!16s%2Fg%2F1vlqqsxy!19sChIJ6QuoIassDogR6E3IqHmUb-0","Chicago Psychiatrist - Dr. Amer Smajkic, MD",4.5,58,Psychiatrist,"233 E Erie St #802, Chicago, IL 60611, United States","V9VH+H9 Chicago, Illinois, USA",https://chicagochildpsychiatryassociates.com/,+1 312-893-5701,Closes soon · 7 pm · Opens 8 am Tue,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ew49qNG3IyV6Fo6Eulymqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.63249&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:03.868Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Chicago/data=!4m7!3m6!1s0x880e2dfa43e8396d:0x6bdd4dca27fb6d95!8m2!3d41.8937524!4d-87.627772!16s%2Fg%2F11ngst6hvq!19sChIJbTnoQ_otDogRlW37J8pN3Ws,LifeStance Therapists & Psychiatrists Chicago,4.7,51,Mental health clinic,"1 E Erie St #520, Chicago, IL 60611, United States","V9VC+GV Chicago, Illinois, USA",https://lifestance.com/location/chicago-il-1/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 312-761-4726,Open · Closes 9:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNcCn2snIvmVsvr71n9IImWoIL6Qol4lVXjV3rq=w427-h240-k-no,true,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–6:30 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:09.072Z,,
