placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x88f9cd6432183cb9:0x90db3d6576e50c4!8m2!3d33.511447!4d-82.032796!16s%2Fg%2F1tfrc0nr!19sChIJuTwYMmTN-YgRxFBuV9azDQk,Leslie's Pool Supplies,4.1,67,Swimming pool supply store,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup","2825 Washington Rd Ste K, Augusta, GA 30909, United States","GX68+HV Augusta, Georgia, USA",https://lesliespool.com/location/augusta-georgia-augusta-91.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_91,+1 706-733-4111,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzdnwqS1pG6lBzXuHkJpa-gOz0a5RzFyO32CdAp3ARSsU77vtzY5Jj0kdshvqweoiO8sW_8ttQSAwqD00cKbT8zS8EYV8TKvAbF8waKvSFQR1ltOPMr-44UTlNC0Z7QWxh_fwI=w408-h725-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:34:59.951Z,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Augusta/data=!4m7!3m6!1s0x88f9d34ef8670721:0x4a6de2537028b472!8m2!3d33.5143256!4d-82.0939371!16s%2Fg%2F1264pw_gh!19sChIJIQdn-E7T-YgRcrQocFPibUo,ASP - America's Swimming Pool Company of Augusta,4.3,179,Swimming pool contractor,,"112 Commercial Blvd, Augusta, GA 30907, United States","GW74+PC Augusta, Georgia, USA",https://www.asppoolco.com/augusta/?utm_source=GMB&utm_medium=organic&utm_campaign=augusta,+1 706-740-9087,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO0S-qlWsVA31WRBODX_j5ToxU4yVXMROfQ6EXs=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:05.827Z,,
https://www.google.com/maps/place/BlueCrew+Co+%7C+Swimming+Pool+Construction/data=!4m7!3m6!1s0x2a19481a02bd35f:0xcf8a880ae4e4a453!8m2!3d33.4775239!4d-81.9819009!16s%2Fg%2F11jzbj2pj5!19sChIJX9MroIGUoQIRU6Tk5AqIis8,BlueCrew Co | Swimming Pool Construction,5.0,13,Swimming pool contractor,,"1450 Greene St # 221, Augusta, GA 30901, United States","F2H9+26 Augusta, Georgia, USA",http://www.bluecrewco.com/,+1 762-994-6083,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMGeTwyUwSvt9fnZ7At01vLJyazpf62RbcM1wad=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:11.465Z,,
https://www.google.com/maps/place/Peachtree+Pools/data=!4m7!3m6!1s0x88f9cc9907987ea9:0x412eac853d9a0d5a!8m2!3d33.5098436!4d-81.9611432!16s%2Fg%2F1tgq7ht8!19sChIJqX6YB5nM-YgRWg2aPYWsLkE,Peachtree Pools,4.6,441,Swimming pool contractor,,"1609 Georgia Ave, North Augusta, SC 29841, United States","G25Q+WG North Augusta, South Carolina, USA",https://peachtreepools.com/?utm_source=google+business+profile&utm_medium=dumpster+rental&utm_campaign=North+Augusta%2C+SC,+1 803-279-1080,,,https://lh3.googleusercontent.com/p/AF1QipPXdhVJLpYbPwE7z4uaLzpDwMOjcGvv1rx160xQ=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,10 am–6 pm,9 am–5 pm,9 am–5 pm,9:30 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:16.516Z,,
https://www.google.com/maps/place/A+Aqua+Pools/data=!4m7!3m6!1s0x88f9cfcc956aa667:0x1cd54e150c175734!8m2!3d33.4044052!4d-82.0255898!16s%2Fg%2F1tf_1y6c!19sChIJZ6ZqlczP-YgRNFcXDBVO1Rw,A Aqua Pools,5.0,1,Swimming pool contractor,,"3240 Peach Orchard Rd # 7, Augusta, GA 30906, United States","CX3F+QQ Augusta, Georgia, USA",,+1 706-790-8558,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzh5nQIPjk3v3oHCWlQL8cLhvB9mX7phl228MAVCZ2ObgKq0VP35HgPSvBYuEoe_fKY6ID9wUc0uBGHB4MC1WL7TvapokHKZZrs5JjQ-jxlEd9zxY62rYsk9PYOow91yDEF4Mzo6Q=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:21.464Z,,
https://www.google.com/maps/place/Accurate+Pools/data=!4m7!3m6!1s0x88f9cfcc9535c543:0xc05c8380ec5a8256!8m2!3d33.4045145!4d-82.0256574!16s%2Fg%2F11g6hxvy_s!19sChIJQ8U1lczP-YgRVoJa7ICDXMA,Accurate Pools,4.0,48,Swimming pool supply store,,"3240 Peach Orchard Rd, Augusta, GA 30906, United States","CX3F+RP Augusta, Georgia, USA",http://accuratepoolsga.com/,+1 706-771-4774,Open ⋅ Closes 5:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxztlUN3_jA7NyY9NNVcMy93AkFTc203me2bC1EQQDFtEPFcAyiQOnJB_vteESZ74Rt9K75FCqC2-0tWr76AawVM1Om5pWAfmW6G3YzF7-Ty3TEQjwOf6R4GsXeuCcbK8KmDx3x=w408-h306-k-no,true,10 am–5:30 am,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:26.585Z,,
https://www.google.com/maps/place/Blue+Wave+Pool+%26+Spa+Services/data=!4m7!3m6!1s0x88f9cd43b9c8d341:0x136a42c6c77e4c99!8m2!3d33.5209606!4d-82.0261855!16s%2Fg%2F1v6l8bm9!19sChIJQdPIuUPN-YgRmUx-x8ZCahM,Blue Wave Pool & Spa Services,3.5,2,Swimming pool repair service,,"1001 Alexander Dr, Augusta, GA 30909, United States","GXCF+9G Augusta, Georgia, USA",http://www.joepoolguy.com/,+1 706-364-2583,Closed ⋅ Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMul71w6evXeM_FaVW13riJKMWjfrfLmEXbnTqN=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:31.473Z,,
https://www.google.com/maps/place/Jim%27s+Pool+%26+Spa/data=!4m7!3m6!1s0x88f9d2fd729879fd:0xefce277229863441!8m2!3d33.50809!4d-82.0830391!16s%2Fg%2F1tg518hx!19sChIJ_XmYcv3S-YgRQTSGKXInzu8,Jim's Pool & Spa,4.6,27,Swimming pool supply store,· Delivery,"138 Davis Rd # A, Augusta, GA 30907, United States","GW58+6Q Augusta, Georgia, USA",http://www.jimspoolandspa.com/,+1 706-863-0805,Closed ⋅ Opens 9 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5ch-5PdXXM93OCP5M9hJvIHo5Z-i79g6Z2T56kRKXlGDxtwimrpQrFEHcAJQGHnADYuXgWILyzpURuEpymtc1SrvkNuTFMkaeCxCs8x-bmfu6spuXmpVMpefhUmrDHrjBms0=w408-h306-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:36.540Z,,
https://www.google.com/maps/place/Living+Water+Pool+Services/data=!4m7!3m6!1s0xa06e4fa23083b47b:0x8cbc95c0701f260!8m2!3d33.5210815!4d-82.0956333!16s%2Fg%2F11shkgym1k!19sChIJe7SDMKJPbqARYPIBB1zJywg,Living Water Pool Services,5.0,64,Pool cleaning service,,,,http://livingwaterpoolsaugusta.com/,+1 706-288-9681,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNvrYqaP7PvfKuC8RswzUmbCNaYSkp41Ltad2AO=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:41.364Z,,
https://www.google.com/maps/place/Hefner+Pools/data=!4m7!3m6!1s0x88f9d3f1993649c1:0xc842942c4f7ffc4d!8m2!3d33.5564826!4d-82.1201517!16s%2Fg%2F1262v73ky!19sChIJwUk2mfHT-YgRTfx_TyyUQsg,Hefner Pools,4.2,35,Swimming pool contractor,,"770 Industrial Park Dr, Evans, GA 30809, United States","HV4H+HW Evans, Georgia, USA",http://hefnerpools.com/,+1 706-855-9900,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMZk_LvtFigvR1XxgMXVuGE97mDmdPnYDAwkCRf=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-10-27T18:35:46.290Z,,
