placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error
"https://www.google.com/maps/place/Memorial+Hospital+Outpatient+Infusion+Center/@41.6763545,-86.2519898,14z/data=!4m6!3m5!1s0x8816cd4046169f25:0x28f0b744974569f7!8m2!3d41.6836909!4d-86.2519755!16s%2Fg%2F11gwmbckl9",Memorial Hospital Outpatient Infusion Center,5.0,2,Medical clinic,"615 N Michigan St, South Bend, IN 46601, United States","MPMX+F6 South Bend, Indiana, USA",https://locations.beaconhealthsystem.org/in/south-bend/memorial-hospital-outpatient-infusion-center?y_source=1_OTg1NDc1NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 574-647-2218,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOR3-gfO126YamQE2tWOfwcn-LNoyEQa6q4Osmf=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-29T00:56:02.415Z,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x8816cdc5eded06d1:0x1b46c50087c741f5!8m2!3d41.6935748!4d-86.1765269!16s%2Fg%2F11gj58cvk8!19sChIJ0Qbt7cXNFogR9UHHhwDFRhs,Metro Infusion Center,3.5,6,Medical Center,"3665 Park Pl W #300, Mishawaka, IN 46545, United States","MRVF+C9 Mishawaka, Indiana, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMTbVb2neW8tXiBJhxErgc-OaMITu__dImyArI=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2025-09-29T00:56:16.727Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Saint+Joseph+Health+System:+Infusion+Therapy/@41.6216676,-86.1426862,17z/data=!3m1!4b1!4m6!3m5!1s0x8816ced3df42ede1:0xc962e8ae4fdfdb65!8m2!3d41.6216676!4d-86.1426862!16s%2Fg%2F11dyx604z3",Saint Joseph Health System: Infusion Therapy,5.0,1,Medical clinic,"60101 Bodnar Blvd Suite 200 E, Mishawaka, IN 46544, United States","JVC4+MW Mishawaka, Indiana, USA",https://www.sjmed.com/outpatient-treatment-infusion,+1 574-335-8525,,,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2025-09-29T00:56:27.660Z,,
https://www.google.com/maps/place/House+of+Health/data=!4m7!3m6!1s0x8816cda00a330217:0x33ba5c4456c98228!8m2!3d41.694758!4d-86.2158894!16s%2Fg%2F11h269fl7n!19sChIJFwIzCqDNFogRKILJVkRcujM,House of Health,5.0,30,Wellness center,"2307 Edison Rd, South Bend, IN 46615, United States","MQVM+WJ South Bend, Indiana, USA",http://houseofhealthusa.com/,+1 574-302-7212,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPe0Jts9cOKz8SkYaIkFGfu9_Ky1aT9XY0GfWyc=w408-h725-k-no,true,Closed,"8 am–2 pm, 4–8 pm",8 am–2 pm,Closed,8 am–2 pm,8 am–2 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2025-09-29T00:56:32.728Z,,
https://www.google.com/maps/place/Saint+Joseph+Health+System:+Treatment+and+Infusion+-+Mishawaka/data=!4m7!3m6!1s0x8816d1f819dc902f:0x290a202324613ced!8m2!3d41.7065071!4d-86.1741259!16s%2Fg%2F11g86kp9db!19sChIJL5DcGfjRFogR7TxhJCMgCik,Saint Joseph Health System: Treatment and Infusion - Mishawaka,,,Medical clinic,"5215 Holy Cross Pkwy 2nd floor, Mishawaka, IN 46545, United States","PR4G+J8 Mishawaka, Indiana, USA",http://www.sjmed.com/outpatient-treatment-infusion,+1 574-335-1120,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2APVW3Hc-PvMoDhzIuOKbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.03078&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2025-09-29T00:56:35.352Z,,
https://www.google.com/maps/place/Ketamine+is+Hope/data=!4m7!3m6!1s0x8816cdfa0281b0fd:0xb83f98af9e23d284!8m2!3d41.6731696!4d-86.2408831!16s%2Fg%2F11l5x71f53!19sChIJ_bCBAvrNFogRhNIjnq-YP7g,Ketamine is Hope,5.0,22,Mental health service,"300 S St Louis Blvd #103, South Bend, IN 46617, United States","MQF5+7J South Bend, Indiana, USA",https://ketamineishope.com/,+1 574-544-2283,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMh2w59_E5qUD-M-OftZF4RgtKK-m5RVUBre9A=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-29T00:56:53.460Z,,
https://www.google.com/maps/place/Beacon+Medical+Group+Oncology+South+Bend/data=!4m7!3m6!1s0x8816cd12cf94df61:0xecb9fa7f27f8dab8!8m2!3d41.6837976!4d-86.2532148!16s%2Fg%2F11pqsdn77n!19sChIJYd-UzxLNFogRuNr4J3_6uew,Beacon Medical Group Oncology South Bend,4.8,115,Cancer treatment center,"621 Memorial Drive Suite 100, South Bend, IN 46601, United States","MPMW+GP South Bend, Indiana, USA",https://locations.beaconhealthsystem.org/in/south-bend/beacon-medical-group-oncology-south-bend?y_source=1_MjM0MDY3NTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 574-647-1100,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=90B5IKFGP8eS3GypEZY0jA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.533455&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-29T00:56:58.400Z,,
https://www.google.com/maps/place/Elkhart+General+Ambulatory+Infusion+Center/data=!4m7!3m6!1s0x8816c3d822d0b3df:0x32d0590d12e8f2cb!8m2!3d41.6793675!4d-85.9929098!16s%2Fg%2F11hdmvrng6!19sChIJ37PQItjDFogRy_LoEg1Z0DI,Elkhart General Ambulatory Infusion Center,5.0,1,Medical clinic,"600 East Blvd, Elkhart, IN 46514, United States","M2H4+PR Elkhart, Indiana, USA",https://locations.beaconhealthsystem.org/in/elkhart/elkhart-general-ambulatory-infusion-center?y_source=1_OTg1NDcyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 574-296-6444,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPWpDqLnIpYS2CkAXAqvF4BW50lXeeqiOBwM5LS=w426-h240-k-no,true,7 am–12 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-29T00:57:03.223Z,,
https://www.google.com/maps/place/Pradny+Medicine+%26+Aesthetics/data=!4m7!3m6!1s0x8816d1e82fd1cba5:0x2fa901c163c850dd!8m2!3d41.7461062!4d-86.1113411!16s%2Fg%2F11l5ml8jy_!19sChIJpcvRL-jRFogR3VDIY8EBqS8,Pradny Medicine & Aesthetics,5.0,7,Medical clinic,"51509 Bittersweet Rd, Granger, IN 46530, United States","PVWQ+CF Granger, Indiana, USA",http://www.pradnymedicineandaesthetics.com/,+1 574-710-3545,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0nOX5KrugBQ-LadWTKHPxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.33954&pitch=0&thumbfov=100,false,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Granger+South+Bend+IN/@41.7535224,-86.1110005,14z",2025-09-29T00:57:21.694Z,LGBTQ+ friendly,
https://www.google.com/maps/place/The+South+Bend+Clinic/data=!4m7!3m6!1s0x8816d19c1dd2436b:0xd220f15406e4717a!8m2!3d41.7322407!4d-86.1574054!16s%2Fg%2F1tfv5q_z!19sChIJa0PSHZzRFogRenHkBlTxINI,The South Bend Clinic,2.7,78,Medical clinic,"52500 N Fir Rd, Granger, IN 46530, United States","PRJV+V2 Granger, Indiana, USA",https://www.southbendclinic.com/location/52500-n-fir-rd-granger-in-usa?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 574-234-8161,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqEUX0FijfmvK1LFXSPiepvwojk1a6Nc9jJiGQUgM1kGsRFH8Ui3ZDIzr2xKbAi9TvcqFJNA3c9gS2fQt-k7jnf5YJeHHu5-JEl-ilmacjstZKen7__2ColDsUoMHFTnnFyH5BceA=w408-h263-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Granger+South+Bend+IN/@41.7535224,-86.1110005,14z",2025-09-29T00:57:26.834Z,,
