placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Precision+Garage+Door+of+Akron/data=!4m7!3m6!1s0x88312bc8b4c3b2db:0x7c1d70571231adea!8m2!3d41.0326447!4d-81.5593461!16s%2Fg%2F1thlnqry!19sChIJ27LDtMgrMYgR6q0xEldwHXw,Precision Garage Door of Akron,4.8,1184,Garage door supplier,"929 W Waterloo Rd, Akron, OH 44314, United States","2CMR+37 Akron, Ohio, USA",https://www.precisiondoorakron.com/,+1 330-238-8415,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN_NfaEe0QTnsOIRavdUP2DwxLJ8mbHEhPZoK92=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:55:31.146Z,,,,
https://www.google.com/maps/place/Above+%26+Beyond+Door+Systems/data=!4m7!3m6!1s0x8830d7263184123b:0xe85188a270c3d8dd!8m2!3d41.0793252!4d-81.5206584!16s%2Fg%2F11h6s0k9p7!19sChIJOxKEMSbXMIgR3djDcKKIUeg,Above & Beyond Door Systems,4.9,170,Garage door supplier,"222 S Main St Ste. 4091, Akron, OH 44308, United States","3FHH+PP Akron, Ohio, USA",https://aboveandbeyonddoorsystems.com/,+1 330-867-2829,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNjFHC55_z9RYZsgDp96tNgGB9XoVoimLo6wFT2=w474-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:55:36.707Z,,,,
https://www.google.com/maps/place/Castle+Garage+Doors/data=!4m7!3m6!1s0x88312ae9d111bf05:0x9d53146c7ae730bb!8m2!3d40.996186!4d-81.486951!16s%2Fg%2F11clwnkkbf!19sChIJBb8R0ekqMYgRuzDnemwUU50,Castle Garage Doors,4.9,727,Garage door supplier,"1008 Killian Rd #4, Akron, OH 44312, United States","XGW7+F6 Akron, Ohio, USA",https://castlegarageohio.com/?utm_campaign=google&utm_medium=organic&utm_source=google_business_profile,+1 330-778-1169,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPU4lqgxFVwLiO9CHRDaz1fjuS6cpMHqVP2xO_a=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:55:42.355Z,,,,
https://www.google.com/maps/place/Proactive+Garage+Door+Repair/data=!4m7!3m6!1s0x8830c14a2a1db2c1:0x822056ca089907ac!8m2!3d41.2440145!4d-81.7897342!16s%2Fg%2F11tf437q7l!19sChIJwbIdKkrBMIgRrAeZCMpWIII,Proactive Garage Door Repair,5.0,1566,Garage door supplier,"2888 Nationwide Pkwy #213, Brunswick, OH 44212, United States","66V6+J4 Brunswick, Ohio, USA",https://proactivedoor.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,+1 216-474-4766,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOJEAo2zGKSqic9gk1-ReNHAl8HbHWTiNosIDI=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:55:47.527Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Orbit+Garage+Door+Repairs+Akron/data=!4m7!3m6!1s0x8830d729d9d92b29:0xfedb5488ffe9c83e!8m2!3d41.1136991!4d-81.5761373!16s%2Fg%2F11w92kp8zr!19sChIJKSvZ2SnXMIgRPsjp_4hU2_4,Orbit Garage Door Repairs Akron,4.8,44,Garage door supplier,"1915 W Market St, Akron, OH 44313, United States","4C7F+FG Akron, Ohio, USA",http://garagedoorrepairsakron.com/,+1 330-403-1033,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtNIjTGkBTzhfERehQu4VlH5GbGyHowaXfTFgqCKOHxCkpgUfVI8iiE7iNVL7llBlGdSyN1vMfLuZlOWbVT0Gr-bEcR5qObCoXn_ZDvj8UWn35GfzXTvTh-O-mvX43yT0o6CLw5OZ7HmMR=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:55:52.596Z,,,,
https://www.google.com/maps/place/Akron+Canton+Garage+Doors/data=!4m7!3m6!1s0x88312b1e35aae733:0xe9d00fa7a6990ce8!8m2!3d40.969362!4d-81.4570348!16s%2Fg%2F11tg770df0!19sChIJM-eqNR4rMYgR6AyZpqcP0Ok,Akron Canton Garage Doors,5.0,84,Garage door supplier,"1795 Sawgrass Dr, Uniontown, OH 44685, United States","XG9V+P5 Uniontown, Ohio, USA",https://www.akroncantongaragedoors.com/,+1 330-310-3131,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGHmcBv_4EVA-DI6lYl48gnVZCip1VSDxEz99VQy8EC78Z89fgjcb8KR8RfDOWlkyhbM5b-MPi-TjVsL3D5EyNvljW2iTyNGgIw_Tu7633M57weDELzt0sEhaQ8l1k8Z9PW9vS=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,12 pm–5 am,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:55:57.378Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Akron/data=!4m7!3m6!1s0x883127d7216e6637:0xed6636239b92dca0!8m2!3d41.1848037!4d-81.4947735!16s%2Fg%2F1v0llf7y!19sChIJN2ZuIdcnMYgRoNySmyM2Zu0,Overhead Door Company of Akron,4.8,116,Garage door supplier,"4266 Wyoga Lake Rd, Cuyahoga Falls, OH 44224, United States","5GM4+W3 Cuyahoga Falls, Ohio, USA",http://odcakron.com/,+1 330-929-3452,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1_rFlhXYvgvJhELUUqttJMtOsleywDN8yf_3cFxusOS8095npqFQRJIRH5FvrOqPGutHB_kyfakQx20IwqZjqNSGXHd6MAZCc-_hMCBC2CPJxMyGm1WH2vCeVnRQ6M0zYXixQ=w408-h884-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:56:02.424Z,,,,
"https://www.google.com/maps/place/Prestige+Door,+LLC/data=!4m7!3m6!1s0x8836d3cc4d63c913:0x7fd7f05e97d5d3d8!8m2!3d40.9231154!4d-81.3698059!16s%2Fg%2F11h3lfkpzp!19sChIJE8ljTczTNogR2NPVl17w138","Prestige Door, LLC",4.9,408,Garage door supplier,"9328 Coblentz Ave NW, Uniontown, OH 44685, United States","WJFJ+63 Uniontown, Ohio, USA",https://prestigedoorohio.com/,+1 330-470-0594,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPKQIK3HqCYJ57a84G8K-3oYx-_cSbcMpIPAoIN=w606-h240-k-no,true,Open 24 hours,Open 24 hours,8 am–11 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:56:07.431Z,,,,
https://www.google.com/maps/place/JK+Door+Solutions/data=!4m7!3m6!1s0x8830d579f4f8f8f7:0x52dac59200691d08!8m2!3d41.0044458!4d-81.5254429!16s%2Fg%2F11csp8h0vs!19sChIJ9_j49HnVMIgRCB1pAJLF2lI,JK Door Solutions,4.9,63,Garage door supplier,"60 W Bellisle Dr, Akron, OH 44319, United States","2F3F+QR Akron, Ohio, USA",http://jkdoorsolutions.com/,+1 330-606-5485,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipN774K5rRvTKCrYbH0FZeRotr-jUJYbp23xw2M2=w408-h306-k-no,true,8 am–6 pm,8 am–4 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:56:12.447Z,,,,
"https://www.google.com/maps/place/Akron+Garage+Door/@41.0841035,-81.513217,12z/data=!3m1!4b1!4m6!3m5!1s0x8830db8fa7d7b7d1:0x4b57f93201ce5e6a!8m2!3d41.0841035!4d-81.513217!16s%2Fg%2F11nn4vbfjq",Akron Garage Door,5.0,4,Garage door supplier,,,http://www.akrongaragedoor.net/,+1 330-644-4406,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Akron+OH/@41.081199,-81.5188377,14z",2025-11-07T22:56:19.122Z,,,,
