placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Ideal+Electric+Solutions+LLC/data=!4m7!3m6!1s0x82bf601a011d71b9:0xd0461543d6f7031a!8m2!3d26.2017195!4d-97.7316131!16s%2Fg%2F11w_wpqfjv!19sChIJuXEdARpgv4IRGgP31kMVRtA,Ideal Electric Solutions LLC,5.0,13,Electrician,,,https://www.idealelectricsolutions.com/,+1 956-559-3530,Closes soon · 5 pm · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMhhdUMoBovzBJ9kPFtJi1p-TqfePR1lwarzEdr=w408-h408-k-no,true,8 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:56:32.704Z,,,
https://www.google.com/maps/place/National+Electric+Coil/data=!4m7!3m6!1s0x866f95b6c3c11e39:0x3103b17870b9e469!8m2!3d25.914863!4d-97.4744887!16s%2Fg%2F1vxzb1fs!19sChIJOR7Bw7aVb4YRaeS5cHixAzE,National Electric Coil,4.2,17,Manufacturer,"3330 E 14th St, Brownsville, TX 78521, United States","WG7G+W6 Brownsville, Texas, USA",http://www.national-electric-coil.com/,+1 614-488-1151,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U8-2BPvGj69IAEvrxGISyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.24876&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:56:35.891Z,,,
https://www.google.com/maps/place/STEP+Electric+Pros/data=!4m7!3m6!1s0x2a682a6052581219:0xf8669d41f60c671e!8m2!3d25.9711243!4d-97.52593!16s%2Fg%2F11vrlymnr8!19sChIJGRJYUmAqaCoRHmcM9kGdZvg,STEP Electric Pros,5.0,47,Electrician,"2529 Windsor Pl, Brownsville, TX 78520, United States","XFCF+CJ Brownsville, Texas, USA",http://www.stepelectricpros.com/,+1 956-408-7621,Closes soon · 5 pm · Opens 8 am Sun,https://lh3.googleusercontent.com/p/AF1QipNpzt5e2OjAe9h3KYGMXUogPpLAQGygIwq0D8Z9=w408-h306-k-no,true,7 am–5 pm,8 am–5 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:56:41.398Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/SJM+Lawnmower+Service+%26+Repair/data=!4m7!3m6!1s0x866f951f4c1bdead:0x71bc4411f5a8a6ec!8m2!3d25.928575!4d-97.4561469!16s%2Fg%2F11h0flvcm6!19sChIJrd4bTB-Vb4YR7Kao9RFEvHE,SJM Lawnmower Service & Repair,4.4,34,Repair service,"245 Portway St, Brownsville, TX 78521, United States","WGHV+CG Brownsville, Texas, USA",,+1 956-455-5100,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuk8cQ9gKZySmmOonOCmTVpQMzJDOdbHJWXinfumgx9hjQOAfjZuYqsEhcCKFI2RWpZx1nMetbCrLtGa2FYLC4JNZXMi25WGfjfU76nXDKqM-i70iIy3-fmsYG2d9_BDyzas73cg=w408-h306-k-no,false,8:30 am–7 pm,Closed,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:56:46.189Z,,,
https://www.google.com/maps/place/T+%26+H+Winders+Llc/data=!4m7!3m6!1s0x866f9608f7f5bf25:0x9c12b0bc5e682c88!8m2!3d25.9473215!4d-97.4509752!16s%2Fg%2F11n__vxsm0!19sChIJJb_19wiWb4YRiCxoXrywEpw,T & H Winders Llc,5.0,1,,"Brownsville, TX 78521, United States","WGWX+WJ Brownsville, Texas, USA",https://www.thwindersllc.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l2y3r0AIXXt3g1zOQRR4BQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.22095&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:56:48.916Z,,,
https://www.google.com/maps/place/IMPERIAL+ELECTRIC+MOTOR/data=!4m7!3m6!1s0x866f944514a945e3:0x97bc69641a646a47!8m2!3d25.9086237!4d-97.4937865!16s%2Fg%2F1tqnm1mp!19sChIJ40WpFEWUb4YRR2pkGmRpvJc,IMPERIAL ELECTRIC MOTOR,4.6,36,Electric motor repair shop,"905 E Tyler St, Brownsville, TX 78520, United States","WG54+CF Brownsville, Texas, USA",https://imperialelectricmotor.com/,+1 956-546-4523,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNz-GVyMJgAFr4OWFOMszVICJSCL-bOAz0alG5W=w408-h544-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:56:53.885Z,,,
https://www.google.com/maps/place/Industrial+%26+Electric+Supply/data=!4m7!3m6!1s0x866f9436d5a80d39:0x5f46d7d8790f5e88!8m2!3d25.9244931!4d-97.4895009!16s%2Fg%2F1tfv0zzh!19sChIJOQ2o1TaUb4YRiF4PedjXRl8,Industrial & Electric Supply,5.0,2,Electrical supply store,"209 Paredes Line Rd, Brownsville, TX 78521, United States","WGF6+Q5 Brownsville, Texas, USA",https://mrocrib.com/,+1 800-880-3743,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipORo3vEiZWoXnzMQTlbIUlnncOppqqPRO31fQ-y=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:56:58.538Z,,· In-store pick-up · Delivery,
"https://www.google.com/maps/place/International+electric,+llc/data=!4m7!3m6!1s0x866f9504a469c39f:0xe044a13ad25095de!8m2!3d25.938921!4d-97.509251!16s%2Fg%2F11t5t0hqw1!19sChIJn8NppASVb4YR3pVQ0jqhROA","International electric, llc",5.0,3,Electrician,"2494 Central Blvd C, Brownsville, TX 78520, United States","WFQR+H7 Brownsville, Texas, USA",http://internationalelectricllc.net/,+1 956-525-3399,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8XIBVRNB0pZ_KtGtks47NG-XtpYLrfFn8EoPL4SbhI9JeuvK51g8kU4Ppk1qdJ-brBWXKOhJ-S_a7KJx7icMEuGD5XxthFPAtS6fkPVOqFxHSt30cEb4lzQ32kbZr8o9s5TDz=w408-h544-k-no,true,8 am–3 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:57:03.518Z,,,
"https://www.google.com/maps/place/Metro+Electric,+Inc./data=!4m7!3m6!1s0x866f8213ca169283:0xf450e6f283cb5166!8m2!3d25.9448119!4d-97.438233!16s%2Fg%2F1td0ng6r!19sChIJg5IWyhOCb4YRZlHLg_LmUPQ","Metro Electric, Inc.",4.0,8,Electrician,"5255 Commercial Dr, Brownsville, TX 78521, United States","WHV6+WP Brownsville, Texas, USA",http://www.metroelectric-rgv.com/,+1 956-831-7801,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP4gQvHNQvZ1HKMpI3Lkgni5nVQHi1U60k0f9fr=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:57:08.447Z,,,
https://www.google.com/maps/place/Electric+Fixture+Supply+Inc/data=!4m7!3m6!1s0x866f945b9ddd5d5d:0x19bb3ce9fa5baf33!8m2!3d25.9037111!4d-97.4965398!16s%2Fg%2F1tgnb107!19sChIJXV3dnVuUb4YRM69b-uk8uxk,Electric Fixture Supply Inc,4.0,25,Electrical products wholesaler,"810 E 11th St, Brownsville, TX 78520, United States","WG33+F9 Brownsville, Texas, USA",,+1 956-546-2401,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFviJoocxa468o7eBy6hC7rYPskkw79-bqxl9QmLP_nrCTZbVfGPap9pSChmPyfgAE3aaHIB6t1wBMtSsQe-HwD9hS0mcbHXa-hNvGExzgpW89L4SujFFfrXedmQ0y23HbSBk=w426-h240-k-no,true,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-01-10T22:57:13.407Z,,,
