placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Mass+Garage+Doors+Expert/data=!4m7!3m6!1s0x89e38349314433b7:0xad31b84430944b!8m2!3d42.3388508!4d-71.1545628!16s%2Fg%2F12635twbc!19sChIJtzNEMUmD44kRS5QwRLgxrQA,Mass Garage Doors Expert,4.8,283,Door supplier,"1925 Commonwealth Ave #715, Boston, MA 02135, United States","8RQW+G5 Boston, Massachusetts, USA",https://www.massgaragedoorsexpert.com/?utm_campaign=gmb,+1 617-996-7574,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNMFNiy7TofzA-ZU41LRzJl3nUQ9vt8cLu1iotb=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:44:53.093Z,,,,
https://www.google.com/maps/place/Lewis%27s+Garage+Door+Repair/data=!4m7!3m6!1s0x52b2d5ddfbbf8b0d:0x2f2781e55254e580!8m2!3d42.3336808!4d-71.1185319!16s%2Fg%2F11vzv0g22q!19sChIJDYu_-93VslIRgOVUUuWBJy8,Lewis's Garage Door Repair,4.9,81,Garage door supplier,"15 Harvard St, Brookline, MA 02445, United States","8VMJ+FH Brookline, Massachusetts, USA",,+1 617-272-9660,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPWUDsPCEzRFr2fSoqyXhshDe2vry_xCOXNKTzJ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:44:58.686Z,,,,
https://www.google.com/maps/place/Metro+Door+of+Boston/data=!4m7!3m6!1s0x89e370894e990379:0x565a9ea8ff00744c!8m2!3d42.2263145!4d-71.1106475!16s%2Fg%2F11c67ty5y7!19sChIJeQOZTolw44kRTHQA_6ieWlY,Metro Door of Boston,5.0,138,Garage door supplier,,,http://metrodoorboston.com/,+1 617-935-7448,Closes soon ⋅ 6 pm ⋅ Opens 10 am Sat,https://lh3.googleusercontent.com/p/AF1QipPlVMPaCpga6UUXVHKYC6mqjRzgPbvbd7Jp0Wpk=w408-h306-k-no,true,9 am–6 pm,10 am–4 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:02.988Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Northland+Locksmith+%26+Garage/data=!4m7!3m6!1s0x89e3713d618e8c79:0x32977302778a2a9!8m2!3d42.285895!4d-71.11592!16s%2Fg%2F11fn8mpsxk!19sChIJeYyOYT1x44kRqaJ4JzB3KQM,Northland Locksmith & Garage,4.7,248,Locksmith,,,,+1 617-984-6599,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipMo3YQPYwcAgJnEqt--yDZOF2ybdUsU0AGaLTE2=w408-h306-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:07.475Z,,,,
https://www.google.com/maps/place/US+Garage+Door+Repair/data=!4m7!3m6!1s0x89e37b16c9c3fc45:0x9f11fd04b090f387!8m2!3d42.3503922!4d-71.0584588!16s%2Fg%2F11yjt1fhqg!19sChIJRfzDyRZ744kRh_OQsAT9EZ8,US Garage Door Repair,5.0,87,Garage door supplier,"186 Lincoln St #106, Boston, MA 02111, United States","9W2R+5J Boston, Massachusetts, USA",https://ma.usgaragerepair.net/,+1 781-385-5201,Closed ⋅ Opens 9 pm Sat,https://lh3.googleusercontent.com/p/AF1QipNz2npcrKz-g7KZykGV72miZc4jYK5zDgqSvnn1=w408-h306-k-no,true,8 am–5 pm,9 pm–12 am,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:12.808Z,,,,
https://www.google.com/maps/place/Bens+Garage+Door+Service/data=!4m7!3m6!1s0xaf9e367c5c49851f:0xa6aa720508cdf95e!8m2!3d42.3143655!4d-70.9700245!16s%2Fg%2F11y1ztntys!19sChIJH4VJXHw2nq8RXvnNCAVyqqY,Bens Garage Door Service,5.0,22,Garage door supplier,,,http://boston.bensgaragedoorandgatesupply.com/,+1 866-338-3820,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9dMCPPbqpPOYh3DLav_1BqotebJXNpok2MQUy4LVXCS5QaP_TrQGFFI2ULS4DylIwbo4evfLK_n3wE2QJ9mQs1f-Kkwf_nR71OIyeE4mZaThkRreg8dyxcu11Ljo8Ms9m67HPCw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:17.507Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/QuickFix+Garage+Door+Service/data=!4m7!3m6!1s0x89e379e0caa50a4f:0xed9194558415d7c7!8m2!3d42.3450784!4d-71.1471439!16s%2Fg%2F11w8ttrqwj!19sChIJTwqlyuB544kRx9cVhFWUke0,QuickFix Garage Door Service,5.0,135,Garage door supplier,"7 Monastery Rd #1, Brighton, MA 02135, United States","8VW3+24 Brighton, Boston, MA, USA",https://quickfixgaragedoorservices.com/,+1 857-877-3511,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMZsEPNMU4nbt9eFMWQ65s7WvXFNvtPI7SE7YoC=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:22.654Z,,,,
https://www.google.com/maps/place/SAME+DAY+GARAGE+DOOR+INC/data=!4m7!3m6!1s0x89e3716ac51f56c9:0xe784fb1fac29992b!8m2!3d42.3696033!4d-71.0364004!16s%2Fg%2F11wx6yrgnp!19sChIJyVYfxWpx44kRK5kprB_7hOc,SAME DAY GARAGE DOOR INC,5.0,50,Garage door supplier,"109 Orleans St, East Boston, MA 02128, United States","9X97+RC East Boston, Boston, MA, USA",,+1 877-977-0497,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipO5qXnKxhEo4bw5YJ03CoQK840oDpOBITpVTAs9=w427-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–7 pm,5 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:27.560Z,,,,
https://www.google.com/maps/place/GarageLand+LLC/data=!4m7!3m6!1s0x89e37bdf2cb67ba9:0xd3338ac228f1c756!8m2!3d42.3445242!4d-71.076429!16s%2Fg%2F11w4nzd4p4!19sChIJqXu2LN9744kRVsfxKMKKM9M,GarageLand LLC,4.9,34,Garage door supplier,"398 Columbus Ave suite 284, Boston, MA 02116, United States","8WVF+RC Boston, Massachusetts, USA",,+1 617-749-0026,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mNptGJNY_INDKR5_NNzPEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.7086&pitch=0&thumbfov=100,false,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:32.195Z,,,,
https://www.google.com/maps/place/American+Garage+Door/data=!4m7!3m6!1s0x4dfc12afb07a7da1:0x54fc139cd616cfcb!8m2!3d42.3143655!4d-70.9700245!16s%2Fg%2F11xmckhvc9!19sChIJoX16sK8S_E0Ry88W1pwT_FQ,American Garage Door,5.0,23,Door supplier,,,https://www.americangaragedoorsinc.com/,+1 855-774-8721,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipMaz_QR3EyONWXEiGjrkkrqpyzx_fuS59C1U7Ax=w408-h306-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-07T22:45:38.138Z,,,,
