placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/St.+Peter%27s+Vascular+Associates+-+Albany/data=!4m7!3m6!1s0x89de0b0404e3f083:0x946490d512f9107f!8m2!3d42.655306!4d-73.804878!16s%2Fg%2F11gxn5c5xn!19sChIJg_DjBAQL3okRfxD5EtWQZJQ,St. Peter's Vascular Associates - Albany,5.0,4,Hospital,"319 S Manning Blvd #110b, Albany, NY 12208, United States","M54W+42 Albany, New York, USA",https://www.sphp.com/location/st-peters-vascular-associates-2,+1 518-525-8220,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=09aN44UOtolmRX5JRIEW5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.53336&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:56:59.045Z,,,
https://www.google.com/maps/place/Community+Vein+Care/data=!4m7!3m6!1s0x89de0dbbe0c12a4d:0xa6c5ea62f3db37b6!8m2!3d42.7665603!4d-73.7595562!16s%2Fg%2F1tcy9x75!19sChIJTSrB4LsN3okRtjfb82LqxaY,Community Vein Care,,,Radiologist,"West Entrance, 6 Wellness Wy Suite G05, Latham, NY 12110, United States","Q68R+J5 Latham, New York, USA",https://veincare.communitycare.com/,+1 518-262-5149,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNG0jzlZwVbLDh-5chLNfXyfwDuFzw6cFSfD-0Z=w408-h241-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:04.037Z,,,
"https://www.google.com/maps/place/John+Taggert,+MD/data=!4m7!3m6!1s0x89de0a46c65d0d65:0xc28aa4c44da8fd4b!8m2!3d42.6552063!4d-73.8050947!16s%2Fg%2F1vspshbx!19sChIJZQ1dxkYK3okRS_2oTcSkisI","John Taggert, MD",4.9,73,Vascular surgeon,"319 S Manning Blvd #110b, Albany, NY 12208, United States","M54V+3X Albany, New York, USA",https://www.sphp.com/provider/john-battista-taggert-md-vascular-surgery,+1 518-525-8220,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=58WTRP0e52MPkmDdfd30Iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.96554&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:07.332Z,,,
"https://www.google.com/maps/place/Adriana+Laser,+MD/data=!4m7!3m6!1s0x89de0b67dd6097bb:0x64309ef0b05ee03d!8m2!3d42.6539996!4d-73.7747442!16s%2Fg%2F11g_rmkfsm!19sChIJu5dg3WcL3okRPeBesPCeMGQ","Adriana Laser, MD",3.3,3,Vascular surgeon,"391 Myrtle Ave Suite 5, Albany, NY 12208, United States","M63G+H4 Albany, New York, USA",http://www.amc.edu/PhysicianDirectory/index.cfm?event=showPhysicianDetail&PRACT_ID=22725,+1 518-262-5640,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rZHLFvRs5WvgOcYtrj-U2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.182976&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:10.067Z,,,
"https://www.google.com/maps/place/Yaron+Sternbach,+MD/data=!4m7!3m6!1s0x89de0a46c65d0d65:0xa8d414aa0fb04810!8m2!3d42.6553273!4d-73.80487!16s%2Fg%2F1thlp1wq!19sChIJZQ1dxkYK3okREEiwD6oU1Kg","Yaron Sternbach, MD",4.8,56,Vascular surgeon,"319 S Manning Blvd #110b, Albany, NY 12208, United States","M54W+43 Albany, New York, USA",https://www.sphp.com/provider/yaron-sternbach-md-vascular-surgery,+1 518-525-8220,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mfH754ue8HGlhYyofkXINw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.97485&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:12.831Z,,,
"https://www.google.com/maps/place/Theta+Pattison,+MD/data=!4m7!3m6!1s0x89de7419041e651b:0xef577b0106cebbbc!8m2!3d42.7109748!4d-73.9272194!16s%2Fg%2F1tdl73nq!19sChIJG2UeBBl03okRvLvOBgF7V-8","Theta Pattison, MD",4.3,113,Dermatologist,"2508 Western Ave, Altamont, NY 12009, United States","P36F+94 Altamont, New York, USA",https://www.schweigerderm.com/providers/theta-pattison-m-d/,+1 844-337-6362,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNAxQ0fPqvBDeoDZdH3scXomEkuo_G3aO0zto30=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:18.589Z,,,
"https://www.google.com/maps/place/Kathleen+Ozsvath,+MD/data=!4m7!3m6!1s0x89de0b9ac7074fbb:0xeedc3975a19243fb!8m2!3d42.655306!4d-73.804878!16s%2Fg%2F11vk_7d2dv!19sChIJu08Hx5oL3okR-0OSoXU53O4","Kathleen Ozsvath, MD",4.8,51,Vascular surgeon,"319 S Manning Blvd #110b, Albany, NY 12208, United States","M54W+42 Albany, New York, USA",https://www.sphp.com/provider/kathleen-juliette-ozsvath-md-vascular-surgery,+1 518-525-8220,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxplChGUfSbcLyWKMwnU29DBK_qYD_pb1vwIIn_CInItjGX9rbvWMAiHiWX6DhdBV0MiY9s-VYqweL9RFqS5ursSI9P_uFLwIVzRgR9U8zXzYbYB8N1TKDIibFfKnwA7NIMR7G-=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:21.365Z,,,
"https://www.google.com/maps/place/Skin+Specialists+of+the+Capital+Region,+PLLC/data=!4m7!3m6!1s0x89de74bc69371bb9:0xcdb5f749b82d60d8!8m2!3d42.7048374!4d-73.8606976!16s%2Fg%2F11b73qddm1!19sChIJuRs3abx03okR2GAtuEn3tc0","Skin Specialists of the Capital Region, PLLC",4.8,882,Dermatologist,"264 Washington Ave Ext #201, Albany, NY 12203, United States","P43Q+WP Albany, New York, USA",http://skinspecialistscr.com/,+1 518-452-1928,Closed · Opens 6:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPMO-S7L2sZZ92oyqGwWlUDdfBqdPfDiUZrmMtn=w408-h306-k-no,true,6:30 am–4 pm,6:30 am–4 pm,7 am–4 pm,7:30 am–12 pm,Closed,Closed,6:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:26.283Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Albany+Med+Vascular+Surgery/data=!4m7!3m6!1s0x89de0a46c65d0d65:0xd51843845f7409f0!8m2!3d42.6539996!4d-73.7747442!16s%2Fg%2F1tffvyjt!19sChIJZQ1dxkYK3okR8Al0X4RDGNU,Albany Med Vascular Surgery,3.8,16,Vascular surgeon,"391 Myrtle Ave Suite 5, Albany, NY 12208, United States","M63G+H4 Albany, New York, USA",https://www.albanymed.org/location/vascular-surgery-myrtle-avenue/,+1 518-262-5640,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzt62k-GdqP5d4RxxGP551eAxGBuRveUcDmkIW7auPbpZSYwxeKnmy0AMIH9aXib3t3UIahtAdiJu2il9wRCABEeefywbiJdQg8DflteXYbVOD0GRA-qCMDExPzrrEAT-9oJwg=w408-h725-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:31.373Z,,,
https://www.google.com/maps/place/Vascular+Health+Partners+-+Latham/data=!4m7!3m6!1s0x89de0dbea14a543d:0xd9b0530c16752caa!8m2!3d42.7666396!4d-73.7592183!16s%2Fg%2F11dfj51_jz!19sChIJPVRKob4N3okRqix1FgxTsNk,Vascular Health Partners - Latham,2.8,9,Surgical center,"West Entrance, 6 Wellness Wy Suite G02, Latham, NY 12110, United States","Q68R+M8 Latham, New York, USA",https://vhp.communitycare.com/,+1 518-782-3900,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPKpBD8NtkoD6Gtv5ts9Jco54wA1Ybry4eS25K5=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-12-16T21:57:36.328Z,,,
