placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Austin+Brothers+Tire+Service/data=!4m7!3m6!1s0x87d2a35166955c65:0x556e0707a8887806!8m2!3d34.7593594!4d-92.3077605!16s%2Fg%2F1hc2j4hwm!19sChIJZVyVZlGj0ocRBniIqAcHblU,Austin Brothers Tire Service,4.7,240,Auto repair shop,"2801 Cantrell Rd, Little Rock, AR 72202, United States","QM5R+PV Little Rock, Arkansas, USA",https://www.austinbrostire.com/,+1 501-664-7003,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8OYY0JJbCspF7IjDFaubz8v3DyMRTujBovrjx8V15x82LhlVc6IK-Cw5KA2vUvDrnKIkcsw9GA1sBcTnMKBBVH-KFbUyyVvQkGdo9xrUN5qbvsR_f6gtr8p8c6FPEE9OAdUMdCw=w408-h725-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:17:58.410Z,,,
"https://www.google.com/maps/place/Discount+Tire+%26+Brake,+Inc./data=!4m7!3m6!1s0x87d2a471f74444df:0x393a9c7a1ace4d05!8m2!3d34.741383!4d-92.3564589!16s%2Fg%2F1th5_b7_!19sChIJ30RE93Gk0ocRBU3OGnqcOjk","Discount Tire & Brake, Inc.",4.6,507,Tire shop,"7325 Kanis Rd, Little Rock, AR 72204, United States","PJRV+HC Little Rock, Arkansas, USA",https://discounttireandbrake.com/,+1 501-663-8473,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqM9JkWUxvoSQR12IRRkKeZMmaY0LcUG-vJ4dVSitBahrA4JYqLON8iaB_Zm52pe95PSsKfLHv9mjxg2wNMuPRVCor1icfRRW56HRgVPCs--fuq4DFN9iPh7GIM2WvXbJINzmaUgA=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:04.671Z,· In-store shopping · In-store pick-up · Delivery,,
"https://www.google.com/maps/place/Discount+Tire+%26+Brake,+Inc./data=!4m7!3m6!1s0x87d2bb5dc771b50d:0x1463fe415c24f017!8m2!3d34.7458065!4d-92.2845517!16s%2Fg%2F1ts_7461!19sChIJDbVxx1270ocRF_AkXEH-YxQ","Discount Tire & Brake, Inc.",4.6,327,Tire shop,"1201 W Capitol Ave, Little Rock, AR 72201, United States","PPW8+85 Little Rock, Arkansas, USA",https://discounttireandbrake.com/,+1 501-372-8473,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoaW_zlfbjUr3QQm1AobnSL_8LU_dyw2RTVDnubvw8Q6dlh-chigdQAep0jNwzlCTQbUBX9kUWL5AAJgtKh5UAYey3LnhnhVNgHkU8ioS1l4AjWzRo6ptXpFLVJyj73FCf5LFwx=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:09.494Z,· In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Macuil+Auto+-+Tire+%26+Service+Center/data=!4m7!3m6!1s0x87d2a487e2a5c39d:0xc69263eb4f0ec80e!8m2!3d34.7406106!4d-92.3412663!16s%2Fg%2F12ll4psq0!19sChIJncOl4oek0ocRDsgOT-tjksY,Macuil Auto - Tire & Service Center,3.9,190,Car repair and maintenance service,"1205 S University Ave, Little Rock, AR 72204, United States","PMR5+6F Little Rock, Arkansas, USA",http://macuilauto.com/,+1 501-246-3201,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweokYvwW5n6fVy83Kr41F1rPXe_QsLZeomWtxjTDleM9MfDbczUIN2-mQGC8lu2sKgyLzmbFVqQld8JPC0tInjJFMyduhqiiHT200HRMwSqkvJx3noR5-qXPXJxeJI7GwPb1HT7v=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:14.364Z,,,
https://www.google.com/maps/place/Dale%27s+Tires+%F0%9F%9B%9E/data=!4m7!3m6!1s0x87d2a4e977b2be59:0x300e774514d42c17!8m2!3d34.7236014!4d-92.324719!16s%2Fg%2F1tfs1l_h!19sChIJWb6yd-mk0ocRFyzUFEV3DjA,Dale's Tires 🛞,4.2,127,Tire shop,"4510 Asher Ave, Little Rock, AR 72204, United States","PMFG+C4 Little Rock, Arkansas, USA",,+1 209-998-1547,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcbLEIyw1DuIQie5fj1QyYF2JKJw5Ub-pegNDsCm_YE0IlT-ife2Yr4Qh7NwvwJD0atGS8ebwXHMumWsdh_8W65EeI76GsHLefX7KcescpzEIMCUtPTJ5DcWiBQEZIoqWq91n4sip9P-sF=w426-h240-k-no,true,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:19.328Z,· In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Tire+plus+service+road/data=!4m7!3m6!1s0x87d2a54da4b87565:0xabdb4f3f37e03ba5!8m2!3d34.7351914!4d-92.3053822!16s%2Fg%2F11xvt91dv2!19sChIJZXW4pE2l0ocRpTvgNz9P26s,Tire plus service road,5.0,14,Tire repair shop,"1701 S Woodrow St, Little Rock, AR 72204, United States","PMPV+3R Little Rock, Arkansas, USA",,+1 501-502-3297,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XFUHnTLjnGY-VOna7eHM3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.00139&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:24.257Z,,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x87d2a396555982ff:0x332385a7d0ca07ae!8m2!3d34.7715017!4d-92.3565778!16s%2Fg%2F1vgx18wn!19sChIJ_4JZVZaj0ocRrgfK0KeFIzM,Firestone Complete Auto Care,3.9,438,Tire shop,"7426 Cantrell Rd, Little Rock, AR 72207, United States","QJCV+J9 Little Rock, Arkansas, USA",https://www.firestonecompleteautocare.com/arkansas/little-rock/7426-cantrell-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 501-214-0983,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_FA7mZNNekaxU3lYR8VSLPXnJQZyeSKnjs6j_UBqXOEfvE2XElnjcOCgYsG8IEsm7F5-WuUssPnctxiv2-3oDIAOYDM7jIAavxXZ8fDY_67aKdg_HIm8d5Sh0gKVzLvR6_wpD=w408-h725-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:29.252Z,· In-store shopping · Kerbside pickup,LGBTQ+ friendly,
"https://www.google.com/maps/place/Moore+%26+Robinson,+Inc.+Tire+and+Service+Center/data=!4m7!3m6!1s0x87d2a3c07a67c521:0xef55707f602c11f4!8m2!3d34.775753!4d-92.3618698!16s%2Fg%2F1wcxdmty!19sChIJIcVnesCj0ocR9BEsYH9wVe8","Moore & Robinson, Inc. Tire and Service Center",3.9,91,Tire shop,"7924 Cantrell Rd, Little Rock, AR 72227, United States","QJGQ+87 Little Rock, Arkansas, USA",https://moorerobinson.com/?utm_source=Cantrell%20Rd&utm_medium=local%20organic,+1 501-225-3838,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGbPN_CQLdWgd3B8BSyBkJMZPBQLCNghWKfLoWAQC6YWURKH-c-SK6qCoy5pXuXZqajJSbCXuozIM4wbawchIer1YaYSiTaNK15z7GnOynUuQ3dEywIj5YvIP4ynKMI2NORVv4=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:33.990Z,,,
https://www.google.com/maps/place/Sebastian+Tire+Shop+And+Road+Side+Assistance/data=!4m7!3m6!1s0x87d2bb83cbc3c4e7:0x9ed3babc4f5f0ee4!8m2!3d34.7410303!4d-92.2761582!16s%2Fg%2F11sb01mbg4!19sChIJ58TDy4O70ocR5A5fT7y6054,Sebastian Tire Shop And Road Side Assistance,4.6,51,Tire shop,"821 Broadway St STE B, Little Rock, AR 72201, United States","PPRF+CG Little Rock, Arkansas, USA",https://www.facebook.com/share/1DAvbKbNoz/?mibextid=wwXIfr,+1 501-541-8601,Open · Closes 9:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4W3JVhR0Hp5HCJNOPXigxUXojzO67AnayvEu2vtbHwXCfDOg-DnU_h4b18CROxmC_YKnCn3Hl86OB5F81dwa7au3PauqF7q78pVR24n34s9DNSijYym8HRmaSFOQ46JASM0yR=w426-h240-k-no,true,8 am–9:30 pm,8 am–9:30 pm,8 am–9:30 pm,8 am–9:30 pm,8 am–9:30 pm,8 am–9:30 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:38.778Z,,,
https://www.google.com/maps/place/AK+Tire+%26+lube/data=!4m7!3m6!1s0x87d2bd440a2e4191:0x5546269b76afe5eb!8m2!3d34.7774706!4d-92.2781077!16s%2Fg%2F11mtfh38kw!19sChIJkUEuCkS90ocR6-WvdpsmRlU,AK Tire & lube,4.3,181,Used tire shop,"2324 Pike Ave, North Little Rock, AR 72114, United States","QPGC+XQ North Little Rock, Arkansas, USA",,+1 501-519-5597,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2ollwnHJs2Kc9vO37o4q20zWCJnVoTFF27keUURMerUJ14UrlaMJUCcr-n7iEX6viwmTdulpOBjnzfbAsGBuZt2cKrMsvQM7sh8pV6Y9zoGzX5miiEi8WN5XHSIaZk5ZRyTRJOg=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T17:18:43.713Z,· In-store shopping,,
