placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Veterans+Landscaping+%26+Construction/data=!4m7!3m6!1s0x88577543e68349c5:0x62394dd057519915!8m2!3d34.9280839!4d-81.8674752!16s%2Fg%2F11gfdj2r1g!19sChIJxUmD5kN1V4gRFZlRV9BNOWI,Veterans Landscaping & Construction,4.7,163,Swimming pool contractor,"2998 S Pine St, Spartanburg, SC 29302, United States","W4HM+62 Spartanburg, South Carolina, USA",https://veteranslandscapingsc.net/,+1 864-590-8481,Open · Closes 5 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgCaitMlkmXmq590Ui9oTe-QSofGg3zV-T33GWsexUe8gOWAsnyMsZoU0WQgG99XZcUrdpP963YwzJBnYFjo6vg3XRvejDhPFN2NZZNq9k3chAmr_gwyreMUqL1aWJlWP1mg1Zk5Ru3_gh=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:00.454Z,,
https://www.google.com/maps/place/Peter%27s+Creek+Landscapes/data=!4m7!3m6!1s0x885775be14552b8f:0xb73b15e6377fd609!8m2!3d34.9909177!4d-81.8702721!16s%2Fg%2F11lkmmjtsr!19sChIJjytVFL51V4gRCdZ_N-YVO7c,Peter's Creek Landscapes,5.0,73,Landscaper,"590 Cotton Dr, Spartanburg, SC 29307, United States","X4RH+9V Spartanburg, South Carolina, USA",https://peterscreeklandscapes.com/,+1 864-497-2480,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGVID4nfoRzZDxL7xl8SuViocXdslA6IMv2QEc_04Fyet5HCqFJCK6ZZm1SvA501a9Z9ROoSsU_81OPYxlvCr2w27SaPEBoJdVJHWz9N98SAVSKtJ-qGqOxi8mAybT9WnzpupJPgSFsDpO=w426-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,9 am–1 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:06.074Z,,
https://www.google.com/maps/place/Emmanuel%27s+landscaping+and+more+LLC/data=!4m7!3m6!1s0x41f6088e9ac40a53:0xbcbe1fce3c35e50d!8m2!3d34.9750908!4d-81.9273556!16s%2Fg%2F11n4v40tgq!19sChIJUwrEmo4I9kERDeU1PM4fvrw,Emmanuel's landscaping and more LLC,5.0,3,Landscaper,"403 Rose St, Spartanburg, SC 29303, United States","X3GF+23 Spartanburg, South Carolina, USA",,+1 864-541-6767,"Open · Closes 5 pm

Updated by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF23l2jcgqvLkkQHq6qLPDyLOD3XloUIRz-g1zMCc0cj7qgueY_sOkd5yYvEJtY40D0SWBMf4pI4q9DY7-ucnc1rqhLyHWeicUFzA-oNlnSEJ3sqmkF8tnDIfIOhgLNeriDBjRsaPqGKxQM=w408-h306-k-no,true,8 am–5 pm,8 am–6 pm,8 am–6 pm,9 am–1 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:11.050Z,,
https://www.google.com/maps/place/Lloyds+Landscaping/data=!4m7!3m6!1s0x88579f7e6d6f7eb9:0xb3205f090b9172c0!8m2!3d34.9375366!4d-81.8989982!16s%2Fg%2F11lyhyjwj5!19sChIJuX5vbX6fV4gRwHKRCwlfILM,Lloyds Landscaping,5.0,7,Landscaper,"951 S Pine St, Spartanburg, SC 29302, United States","W4Q2+2C Spartanburg, South Carolina, USA",https://www.lloydslandscape.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9006963245805893722,+1 864-381-2100,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ivc-5MZt6JVHPzMfRpJOlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.702599&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:16.002Z,,
https://www.google.com/maps/place/Hub+City+Landscaping+and+Grading+LLC/data=!4m7!3m6!1s0x88579fe65b07e881:0x78ec6cddfd0a4e9a!8m2!3d34.9492317!4d-81.9098281!16s%2Fg%2F1tg513zp!19sChIJgegHW-afV4gRmk4K_d1s7Hg,Hub City Landscaping and Grading LLC,4.3,3,Landscape designer,"638 Poplar St, Spartanburg, SC 29302, United States","W3XR+M3 Spartanburg, South Carolina, USA",http://www.hubcitylandscaping.com/,+1 864-590-5490,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uVRq-8skN4yxNRYzHUbTQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.70233&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,10 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:21.166Z,,
https://www.google.com/maps/place/The+Anderson+Group+Landscaping/data=!4m7!3m6!1s0x88579f5fc6cdea73:0x41fa23c7a95550fe!8m2!3d34.9300937!4d-81.88995!16s%2Fg%2F11snzss410!19sChIJc-rNxl-fV4gR_lBVqccj-kE,The Anderson Group Landscaping,5.0,1,Landscaper,"216 W Lanford St, Spartanburg, SC 29302, United States","W4J6+22 Spartanburg, South Carolina, USA",http://www.theandersongrouplandscaping.com/,+1 864-680-7007,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6VVz_zQMfbfBhXp6pbv8SS0MsctyvY-DeT-FVCD4MeqOPu6WYUXWzt6ulRWh_R8oYra28J_bQjWlQmSN3PeMiBZkp0enXe7-Ae7CgTz1Q8j9I1Fcw70FjR4e1DPWXdCrFtzkx4A=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:23.942Z,,
https://www.google.com/maps/place/K.B.+landscaping+and+lawn+maintenance/data=!4m7!3m6!1s0x88579d98f38a5f37:0x47294622c2821660!8m2!3d34.9331182!4d-81.9578952!16s%2Fg%2F11r97c3h7m!19sChIJN1-K85idV4gRYBaCwiJGKUc,K.B. landscaping and lawn maintenance,5.0,3,Landscape designer,"122 Briarwood Rd, Spartanburg, SC 29301, United States","W2MR+6R Spartanburg, South Carolina, USA",,+1 864-913-5508,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjYW4IcH4_Gnuz55Q8IS1AcJC41vDQ2lX9l05A6E_FNy34-K1PSqA9J1bbIsdu6vsMSzlmADdLjq5ABG9Wg36jAqoZywrrthuIJfm3krzSY4636EKPSih7La_oGAYwO44GAcxR=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:28.820Z,,
https://www.google.com/maps/place/Landscapes+Unlimited/data=!4m7!3m6!1s0x88579da908651149:0xc1efb70be0ee1a83!8m2!3d33.471947!4d-80.502642!16s%2Fg%2F1pp2vlntx!19sChIJSRFlCKmdV4gRgxru4Au378E,Landscapes Unlimited,5.0,10,Landscaper,,,http://landscapesunlimitedsc.com/,+1 864-303-5620,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHooP3HaCYz8v4LQCdHpKefkEg2XuK7q1uk0NUbZ_RkE7JdyQOgApC-hYl14xkInV9ezWpLZL_pD_mP-p9IulwkiYB7fX3EenZVJs-vxXMUDr9tI3IF84VhIBUYIGWgbqwthy0k_34ICT_E=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:33.727Z,,
https://www.google.com/maps/place/Blue+Dot+Landscaping/data=!4m7!3m6!1s0x8857756ed8eed685:0xf1e22c570321017c!8m2!3d34.9581337!4d-81.8943587!16s%2Fg%2F1vm7c4z_!19sChIJhdbu2G51V4gRfAEhA1cs4vE,Blue Dot Landscaping,4.1,15,Landscaper,"306 Fernwood Dr, Spartanburg, SC 29301, United States","X454+77 Spartanburg, South Carolina, USA",,+1 864-680-9842,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeulGazwLA0AjUK9K3_JdedG2NWU9G7XwieSWMqNu9-jMVKGPIE6SE8pU2HJYUU4vS1jDPx4Onv-0aZUFud18ZeRFeV0oVsBVcUb5lZ80IlhiSwVgmdJyRuUnJFcNz7QqafJc=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:36.764Z,,
"https://www.google.com/maps/place/Turf+Life+Lawn+%26+Landscape+Management,+LLC/data=!4m7!3m6!1s0x885775048ee5fd1d:0xff33584bc7c224d9!8m2!3d34.8910889!4d-82.1407009!16s%2Fg%2F11k2fhxq5d!19sChIJHf3ljgR1V4gR2STCx0tYM_8","Turf Life Lawn & Landscape Management, LLC",4.8,17,Lawn care service,,,http://www.turflifelandscape.com/,+1 864-917-9948,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2YdjsTB7K9vVtYW8v4im7PL49CDnDzjAvwstpyBgEmX3RGJkH5sGLt43qhwKJkGYwuyU7lSwEczhaj1yxeFEHkbD6PzmBJhKgY3km2_2dDwE6OZDKmmNqjiXXjzE2u2bXgHen5g=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-04-29T19:36:41.822Z,true,
