placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Egis+Complete+Care/data=!4m7!3m6!1s0x871850489c84d213:0xb4571bc4312ea2bd!8m2!3d35.6871842!4d-105.934259!16s%2Fg%2F1tf31vqw!19sChIJE9KEnEhQGIcRvaIuMcQbV7Q,Egis Complete Care,4.8,49,Home health care service,"227 E Palace Ave # N, Santa Fe, NM 87501, United States","M3P8+V7 Santa Fe, New Mexico, USA",https://egisnewmexico.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 505-995-0485,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMQi7sNR4rBJkDd5F-VUi30s8jWP5g2OGKYOvRT=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:32:42.674Z,,,,
https://www.google.com/maps/place/Los+Abuelos+Home+Care/data=!4m7!3m6!1s0x89c9d3023fe6dbcb:0x7ef79b325841445e!8m2!3d35.6668457!4d-105.9557264!16s%2Fg%2F11xmlc5ww9!19sChIJy9vmPwLTyYkRXkRBWDKb934,Los Abuelos Home Care,5.0,13,Home health care service,"1435 S St Francis Dr STE 203, Santa Fe, NM 87505, United States","M28V+PP Santa Fe, New Mexico, USA",https://santafecaregiving.com/,+1 505-946-7982,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNv1dSWIfDa1FhVMgtSYUd6neydxdEUR6WQrS2P=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:32:49.229Z,,,,
https://www.google.com/maps/place/Cornerstone+Caregiving/data=!4m7!3m6!1s0x871851c568b4af67:0x6ce00b9d40559a72!8m2!3d35.6660262!4d-105.9556846!16s%2Fg%2F11s8r4c023!19sChIJZ6-0aMVRGIcRcppVQJ0L4Gw,Cornerstone Caregiving,5.0,16,Home health care service,"1441 S St Francis Dr Suite D, Santa Fe, NM 87505, United States","M28V+CP Santa Fe, New Mexico, USA",https://cornerstonecaregiving.com/locations/santa-fe-nm/?utm_source=google&utm_medium=yext,+1 505-666-5825,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq7hX9NzU__rH-VffpejyRnmJu30RTB1YD1DzApnmulp4xYj8wTsyNaf3dZ1TQTmckBnZkHOvpjRz_RlbgJ5J_aedERxXP06oRhLwC41WXnk248z_phB_JZmt0mKXlfp2SqH5DohwPOcycF=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:32:54.052Z,,,,
https://www.google.com/maps/place/Comfort+Keepers+In-Home+Care/data=!4m7!3m6!1s0x871850613c445767:0x255d1da0d5ec3b7e!8m2!3d35.6710084!4d-105.9501193!16s%2Fg%2F1tgc9zjw!19sChIJZ1dEPGFQGIcRfjvs1aAdXSU,Comfort Keepers In-Home Care,4.6,18,Home health care service,"1301 Luisa St, Santa Fe, NM 87505, United States","M2CX+CX Santa Fe, New Mexico, USA",https://www.comfortkeepers.com/offices/new-mexico/santa-fe/?utm_source=GMB&utm_medium=organic&utm_campaign=santa-fe,+1 505-982-1298,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XbyCprW_dORShShuQzVYPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.672714&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:32:59.129Z,,,,
https://www.google.com/maps/place/A+Place+At+Home+-+Santa+Fe/data=!4m7!3m6!1s0x8718f447e05d2efd:0xbc0e2e1258e7f089!8m2!3d35.6587872!4d-105.9403342!16s%2Fg%2F1tdks7y0!19sChIJ_S5d4Ef0GIcRifDnWBIuDrw,A Place At Home - Santa Fe,4.0,8,Home health care service,"1800 Old Pecos Trail Suite A1-3, Santa Fe, NM 87505, United States","M355+GV Santa Fe, New Mexico, USA",https://aplaceathome.com/santa-fe/,+1 505-424-9099,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNClG0WtwRmLI15KLUCC7XAe6zbUfP6mObj-FOg=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:33:03.973Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Presbyterian+Home+Healthcare+in+Santa+Fe+and+Espanola/data=!4m7!3m6!1s0x87185ba567b11e35:0x8fdfe785c35f2dd4!8m2!3d35.6637641!4d-105.9768389!16s%2Fg%2F11lgs5hlfm!19sChIJNR6xZ6VbGIcR1C1fw4Xn348,Presbyterian Home Healthcare in Santa Fe and Espanola,3.7,3,Home health care service,"1400 Chama Ave, Santa Fe, NM 87505, United States","M27F+G7 Santa Fe, New Mexico, USA",https://www.phs.org/doctors-services/healthcare-at-home/home-healthcare/santa-fe?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_nnm_home,+1 505-309-4786,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMdmzxDaKDcSqBc-Pk5CeM4-Ov2fDDH3NIeoZIy=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:33:09.054Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Professional+Home+Health+Care/data=!4m7!3m6!1s0x871850edfe90d995:0x860b29d4afabf524!8m2!3d35.65819!4d-105.940913!16s%2Fg%2F1w96h5vj!19sChIJldmQ_u1QGIcRJPWrr9QpC4Y,Professional Home Health Care,2.4,5,Home health care service,"10 Cll Medico, Santa Fe, NM 87505, United States","M355+7J Santa Fe, New Mexico, USA",http://www.phhc-nm.com/,+1 505-982-8581,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZC70gDeE-5dbRQHKlAuHrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.08551&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:33:14.052Z,,,,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x8718509294782557:0x13acaf94db7f354f!8m2!3d35.6550887!4d-105.9491627!16s%2Fg%2F1tfm735r!19sChIJVyV4lJJQGIcRTzV_25SvrBM,Home Instead,4.0,17,Home health care service,"404 Kiva Ct STE C, Santa Fe, NM 87505, United States","M342+28 Santa Fe, New Mexico, USA",https://www.homeinstead.com/home-care/usa/nm/santa-fe/185/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 575-255-9141,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOp1fBcOoRHX1hezCUQTNQUUfqqqbUY2kp-5Q3e=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:33:18.928Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Apria+Healthcare/data=!4m7!3m6!1s0x87185087a213b7fd:0x34a516ab2da854cf!8m2!3d35.6633436!4d-105.9602338!16s%2Fg%2F1tg79hjd!19sChIJ_bcToodQGIcRz1SoLasWpTQ,Apria Healthcare,2.7,88,Home health care service,"1570 Pacheco St ste d-6, Santa Fe, NM 87505, United States","M27Q+8W Santa Fe, New Mexico, USA",http://www.apria.com/,+1 505-988-9243,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOCYZXi8iqWtTpB9VZfvJ69XGL64UEkm3eaP3GV=w408-h271-k-no,true,"8 am–12:30 pm, 1:30–5 pm","8 am–12:30 pm, 1:30–5 pm","8 am–12:30 pm, 1:30–5 pm",Closed,Closed,"8 am–12:30 pm, 1:30–5 pm","8 am–12:30 pm, 1:30–5 pm","https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:33:23.740Z,,,,
"https://www.google.com/maps/place/Heritage+Healthcare+Services,+Inc.+%28Sante+Fe%29/data=!4m7!3m6!1s0x8718508d9dc5abb3:0x70a8e4d2139db44d!8m2!3d35.6576788!4d-105.9503192!16s%2Fg%2F1tfcj6c2!19sChIJs6vFnY1QGIcRTbSdE9LkqHA","Heritage Healthcare Services, Inc. (Sante Fe)",4.2,5,Home health care service,"460 St Michaels Dr Suites 605 & 606, Santa Fe, NM 87505, United States","M25X+3V Santa Fe, New Mexico, USA",https://www.good-sam.com/locations/home-health-santa-fe?yxt_info=gss-location-7CF5C995-02BB-46C2-A5A5-5EF8823ECCA5&y_source=1_MjQwNDI4ODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 505-983-7896,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO4QLG0N4Gw2o7FCEXx3NMqEDW_n_Oe_l0F2PeU=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-10T20:33:28.674Z,,,,
