placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Peninsula+Pool+Service+%26+Supply/data=!4m7!3m6!1s0x808de4ffa07c3705:0xfb711ba5a38050e7!8m2!3d36.5979456!4d-121.8546778!16s%2Fg%2F1tj4bq8r!19sChIJBTd8oP_kjYAR51CAo6Ubcfs,Peninsula Pool Service & Supply,2.9,12,Swimming pool repair service,"575 Hannon Ave, Monterey, CA 93940, United States","H4XW+54 Monterey, California, USA",http://peninsulapool.com/,+1 831-375-9248,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrNvkufwDNULgb6wxSEKQlMB0PH3JuQotrkbAkw_7y6AB4iRFtceq0G5nY8vw9WdU0ukP897FoJNMwz3abEf8cTmD0gsHuv4FKkBkKxin8TzQMYQasSNY8MnP299KnyYtqAcvy2w=w493-h240-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:36:49.984Z,,,,
"https://www.google.com/maps/place/Ben%27z+Pool+Biz,+Inc.+Professional+pool+cleaning+services+in+Pacific+Grove,+CA/data=!4m7!3m6!1s0x808de6b76d76d627:0x57f5171053e7d69!8m2!3d36.606015!4d-121.9209869!16s%2Fg%2F11dx8klk45!19sChIJJ9Z2bbfmjYARaX0-BXFRfwU","Ben'z Pool Biz, Inc. Professional pool cleaning services in Pacific Grove, CA",,,Pool cleaning service,"1157 Forest Ave # A, Pacific Grove, CA 93950, United States","J34H+CJ Pacific Grove, California, USA",http://www.benzpoolbiz.com/,+1 831-905-8127,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPBDRcHoZvVrPjuTRou325yIvNPIDA8BiuFClYa=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:36:55.679Z,,,,
https://www.google.com/maps/place/Delta+Pool+Care/data=!4m7!3m6!1s0x808de6aa3db40001:0xf525fedf3ee9deb9!8m2!3d36.6158409!4d-121.9033737!16s%2Fg%2F11sv1k_v80!19sChIJAQC0ParmjYARud7pPt_-JfU,Delta Pool Care,,,Swimming pool repair service,"798 Lighthouse Ave, Monterey, CA 93940, United States","J38W+8M Monterey, California, USA",,+1 831-708-6883,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TXNTpy9Kd75f9q0d3dL4KQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.591145&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:36:58.850Z,,,,
"https://www.google.com/maps/place/San+Juan+Pools+of+Monterey,+INC./data=!4m7!3m6!1s0x808de4f648b5525f:0x3fd2726a21d305d6!8m2!3d36.5872495!4d-121.6839544!16s%2Fg%2F1td726tf!19sChIJX1K1SPbkjYAR1gXTIWpy0j8","San Juan Pools of Monterey, INC.",3.3,7,Swimming pool contractor,,,http://sjpmonterey.com/,+1 831-325-2614,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpIIpGUQF2p9Nidti7BpKiZYR148c3glPaHJF1UbrlXNU6GeE8d8g2d3dnBiQhs72_ddz4gZutBfzpc7RR5IF4CbWAvPcPFcec45DX60n3p9hPFYP0sUm9aZeZd96HF0Ft2o_g2Q=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:37:03.715Z,,,,
https://www.google.com/maps/place/Spas+by+the+Bay/data=!4m7!3m6!1s0x808de4f7ce7e4d63:0x502c6a8d80ca004b!8m2!3d36.5955012!4d-121.8629273!16s%2Fg%2F1tdx4c06!19sChIJY01-zvfkjYARSwDKgI1qLFA,Spas by the Bay,4.8,35,Fireplace store,"2090 N Fremont St, Monterey, CA 93940, United States","H4WP+6R Monterey, California, USA",https://spasbythebay.com/,+1 831-392-1111,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNb_67gQoqA3DBjCAcrfTq9BXjwuzgng5Eho-gl=w415-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:37:08.837Z,· In-store shopping · Delivery,,,
https://www.google.com/maps/place/Bay+Pool+Services/data=!4m7!3m6!1s0xadbd05ce6b239d77:0x35bf2f3251538a3!8m2!3d36.584829!4d-121.7610251!16s%2Fg%2F11svpbyrdk!19sChIJd50ja84Fva0RozgVJfPyWwM,Bay Pool Services,5.0,5,Pool cleaning service,,,http://www.baypoolservices.com/,+1 831-222-7665,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM11Iy5ZbvEp_ZVZxhdMB_XotFmjjMOsiEA6kDE=w408-h537-k-no,true,8 am–5 pm,8 am–5 am,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:37:13.735Z,,,,
https://www.google.com/maps/place/HydratechS+Pool+%26+Spa/data=!4m7!3m6!1s0x808df93dbef9ccb1:0xe32f87d29a46e02!8m2!3d36.6784596!4d-121.7793667!16s%2Fg%2F11j34z7rjg!19sChIJscz5vj35jYARAm6kKX34Mg4,HydratechS Pool & Spa,5.0,26,Pool cleaning service,"485 Reservation Rd, Marina, CA 93933, United States","M6HC+97 Marina, California, USA",http://hydrapoolspas.com/,+1 831-242-0412,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMsGdDTKdzVx4_Ed2nphWOM7fp0xxCWZjwae4Fj=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:37:18.738Z,,,,
https://www.google.com/maps/place/Monterey+Bay+Pool+%26+Spa/data=!4m7!3m6!1s0x808e1a5dbabcf8b7:0x16285ee548181a2a!8m2!3d36.9328801!4d-121.7863632!16s%2Fg%2F1tg35fyw!19sChIJt_i8ul0ajoARKhoYSOVeKBY,Monterey Bay Pool & Spa,5.0,2,Swimming pool repair service,"404 Airport Blvd, Watsonville, CA 95076, United States","W6M7+5F Watsonville, California, USA",http://www.montereybaypoolandspa.com/,+1 831-722-1475,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=47w_MxVmfkY2vP595GmwrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.8489&pitch=0&thumbfov=100,false,9 am–4:30 pm,9 am–4:30 am,9 am–4:30 am,9 am–4:30 am,9 am–4:30 am,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:37:23.787Z,,,,
https://www.google.com/maps/place/Fernandez+pool+and+spa+service/data=!4m7!3m6!1s0x808e07501902da07:0x87d409601cc181f1!8m2!3d36.7728265!4d-121.7346099!16s%2Fg%2F11fkl2hgy6!19sChIJB9oCGVAHjoAR8YHBHGAJ1Ic,Fernandez pool and spa service,5.0,2,Swimming pool contractor,"13918 Monte De Oro, Castroville, CA 95012, United States","Q7F8+45 Castroville, California, USA",,+1 831-402-4802,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3M4ZzzIMuDD9nowBiTSjrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.67705&pitch=0&thumbfov=100,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5:30 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:37:28.734Z,,,,
https://www.google.com/maps/place/Colby%27s+Pool+Services/data=!4m7!3m6!1s0x808de612cbcca3c1:0xb4e2b7712c95b39e!8m2!3d36.5365683!4d-121.9086505!16s%2Fg%2F1tmkl619!19sChIJwaPMyxLmjYARnrOVLHG34rQ,Colby's Pool Services,,,Swimming pool contractor,"225 The Crossroads Pmb 350, Carmel, CA 93923, United States","G3PR+JG Carmel-By-The-Sea, California, USA",,+1 831-393-2540,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xkZINAZQ9JR_ADh6l-pK2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.37347&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-27T19:37:31.445Z,,,,
