placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Epic+Pain+Management,+PLLC/data=!4m7!3m6!1s0x8644b5ea3640d8f7:0x8c7c4724b2f7f6ad!8m2!3d30.2914731!4d-97.7286642!16s%2Fg%2F11wn460qnz!19sChIJ99hANuq1RIYRrfb3siRHfIw","Epic Pain Management, PLLC",5.0,82,Pain management physician,"Half Street, 805 E 32nd St Ste. 102, Austin, TX 78705, United States","77RC+HG Austin, Texas, USA",https://epic-pain.com/locations/,+1 210-874-5260,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FsVzKk1XIAbuiyFvgA2i8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.2721&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:19.296Z,,,
"https://www.google.com/maps/place/Dr.+Paul+H.+Le,+M.D/data=!4m7!3m6!1s0x8644cb77f00148ed:0x3ee17085dc17ce3d!8m2!3d30.30332!4d-97.7447034!16s%2Fg%2F11vx3bfj79!19sChIJ7UgB8HfLRIYRPc4X3IVw4T4","Dr. Paul H. Le, M.D",3.7,3,Pain management physician,"3418 N Lamar Blvd Ste 100, Austin, TX 78705, United States","8734+84 Austin, Texas, USA",https://austinpaindoctor.com/team-member/paul-le-m-d,,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO2MLBgLE7p8oFudUiIfvoqC-5Wo6SChGNA_Bi9=w408-h504-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:24.694Z,,,
https://www.google.com/maps/place/Excelsior+Pain+Management:+Austin/data=!4m7!3m6!1s0x8644cb1cf5e01fed:0xcda4503c6f6ded57!8m2!3d30.3089998!4d-97.7495787!16s%2Fg%2F11fb3dktj1!19sChIJ7R_g9RzLRIYRV-1tbzxQpM0,Excelsior Pain Management: Austin,4.9,182,Pain management physician,"1600 W 38th St #306, Austin, TX 78731, United States","8752+H5 Austin, Texas, USA",http://www.excelpain.com/,+1 512-846-3100,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNdkY7jG6VzrxpOFr5yN4uZQVbXmKoJK1u6AxdW=w408-h579-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:29.602Z,,,
https://www.google.com/maps/place/Advanced+Pain+Care/data=!4m7!3m6!1s0x8644cb9693ddfe99:0xfeb84e351dba80ef!8m2!3d30.3033853!4d-97.7446746!16s%2Fg%2F11hzyf6zx4!19sChIJmf7dk5bLRIYR74C6HTVOuP4,Advanced Pain Care,4.7,534,Pain control clinic,"3418 N Lamar Blvd Ste 100, Austin, TX 78705, United States","8734+94 Austin, Texas, USA",https://austinpaindoctor.com/,+1 512-244-4272,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMAhYIHv5dexqf-8PHiBjKlUVkApml5v0I3h9c=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:34.572Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Pain+Care+Physicians/data=!4m7!3m6!1s0x865b4b37240115bd:0x9d95efa0b91beb2a!8m2!3d30.2316987!4d-97.7936699!16s%2Fg%2F1tdr8lx5!19sChIJvRUBJDdLW4YRKusbuaDvlZ0,Pain Care Physicians,4.8,358,Pain control clinic,"2315 W Ben White Blvd, Austin, TX 78704, United States","66J4+MG Austin, Texas, USA",http://www.paincarephysicians.com/,+1 512-326-5440,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN3MvaNHCUpML3zCIMLjKTuZPmRVF8pvqdDcg7E=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:39.672Z,,,
https://www.google.com/maps/place/Pain+Specialists+of+America/data=!4m7!3m6!1s0x8644b4b73a487675:0xdfa0ee269fbfa421!8m2!3d30.2240925!4d-97.7762959!16s%2Fg%2F1hhk7vvw9!19sChIJdXZIOre0RIYRIaS_nybuoN8,Pain Specialists of America,4.7,493,Pain management physician,"4316 James Casey St building b suite 200, Austin, TX 78745, United States","66FF+JF Austin, Texas, USA",https://www.psadocs.com/locations/austin-james-casey/,+1 512-498-1029,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMUJHCmCSotagGA6iJoZHn8w7GEY52WtdWm5iKp=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:44.992Z,,,
https://www.google.com/maps/place/Greater+Austin+Pain+Center+-+Pain+Doctor/data=!4m7!3m6!1s0x8644b4b70d849487:0x340cc2149646f96c!8m2!3d30.2306679!4d-97.859828!16s%2Fg%2F11b6vhsk09!19sChIJh5SEDbe0RIYRbPlGlhTCDDQ,Greater Austin Pain Center - Pain Doctor,4.9,1386,Pain management physician,"5920 W William Cannon Dr Bldg 6-150, Austin, TX 78749, United States","64JR+73 Austin, Texas, USA",https://www.greateraustinpain.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB,+1 512-298-1645,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPalByiR2z8OVnjB6JhgHIiNCpMOrzx2fum5AkI=w408-h249-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:50.230Z,,,
https://www.google.com/maps/place/Diagnostic+Pain+Center-+South/data=!4m7!3m6!1s0x8644cb42bd275aad:0x66d922d55ab96ec!8m2!3d30.270674!4d-97.7878265!16s%2Fg%2F11gz85cq6!19sChIJrVonvULLRIYR7JarVS2SbQY,Diagnostic Pain Center- South,4.9,135,Pain control clinic,"2765 Bee Caves Rd STE 201, Austin, TX 78746, United States","76C6+7V Austin, Texas, USA",http://www.diagnosticpaincenter.com/,+1 512-981-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPlf1UR01GRumnq4pv36_wJW8ZYBdgGU9xY9Yww=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:36:55.196Z,,,
https://www.google.com/maps/place/Tricity+Pain+Associates-+South+Austin+Clinic/data=!4m7!3m6!1s0x865b4b3c229a1d71:0xd195705ce210e02b!8m2!3d30.2328489!4d-97.8029348!16s%2Fg%2F11k5ltmgl2!19sChIJcR2aIjxLW4YRK-AQ4lxwldE,Tricity Pain Associates- South Austin Clinic,3.2,33,Pain management physician,"4544 S Lamar Blvd Building 700, Suite 740, Austin, TX 78745, United States","65MW+4R Austin, Texas, USA",https://tricitypainassociates.com/,+1 844-789-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPXRpFs94GyZCINY7M2YwmlxzpuMmNqyNPxCxU_=w408-h539-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:37:00.077Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Advanced+Pain+Care/data=!4m7!3m6!1s0x865b4b99694463c9:0xf00a23d72df75865!8m2!3d30.2270294!4d-97.8319272!16s%2Fg%2F1tdftkh9!19sChIJyWNEaZlLW4YRZVj3LdcjCvA,Advanced Pain Care,4.4,233,Pain control clinic,"6000 S MoPac Expy Suite #100, Austin, TX 78749, United States","65G9+R6 Austin, Texas, USA",https://austinpaindoctor.com/,+1 512-244-4272,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMFUW_CQBChD2nj2c3lJ4a7YI6qclKHePBQoZP4=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:37:04.878Z,,,
https://www.google.com/maps/place/The+Pain+Relief+SurgiCenter/data=!4m7!3m6!1s0x8644cc6856cac201:0x77dcb8f20f5899ce!8m2!3d30.4126516!4d-97.7287448!16s%2Fg%2F1tdvdzlh!19sChIJAcLKVmjMRIYRzplYD_K43Hc,The Pain Relief SurgiCenter,4.7,513,Pain management physician,"4100 Duval Rd Building 3, Suite 100, Austin, TX 78759, United States","C77C+3G Austin, Texas, USA",https://www.psadocs.com/locations/the-pain-relief-sergicenter/,+1 512-836-1200,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMzWohreWhXE6XewLUpFCAp9r2BF6nXAB53R0hY=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:37:09.788Z,,,
"https://www.google.com/maps/place/Alan+Silberberg,+MD+-+Pain+Management/data=!4m7!3m6!1s0x8644b4b70d853657:0x20effd36f1462838!8m2!3d30.2306679!4d-97.859828!16s%2Fg%2F11b6t6t1cc!19sChIJVzaFDbe0RIYROChG8Tb97yA","Alan Silberberg, MD - Pain Management",4.6,94,Pain management physician,"5920 W William Cannon Dr Bldg 6-150, Austin, TX 78749, United States","64JR+73 Austin, Texas, USA",https://www.greateraustinpain.com/meet-the-team/,+1 512-298-1645,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPxPoKjGhOVz-O3FEaX5xShD61FPHgmf63xL1on=w408-h571-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:37:14.863Z,,,
https://www.google.com/maps/place/Capitol+Pain+Institute+-+South+Austin/data=!4m7!3m6!1s0x865b4bac3b044423:0xe220d427677a221e!8m2!3d30.2089023!4d-97.8622584!16s%2Fg%2F11fq9m5jxz!19sChIJI0QEO6xLW4YRHiJ6ZyfUIOI,Capitol Pain Institute - South Austin,4.5,123,Pain control clinic,"5200 Davis Ln #B200, Austin, TX 78749, United States","645Q+H3 Austin, Texas, USA",https://capitolpain.com/location/south-austin/,+1 512-467-7246,"Open · Closes 5 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweouPL1Fgsrz61KVUOBIAtK62kT3FoL713_raypiY9xIZyOLVSEWP4E9S2CX5mNqcknhj5-i1Tx10Awo6cC7C2YoEVwy4sZqXKVbt1y5Gl6h8PuFVrA4Ueo250Wyn_QLo2I9MyyqQw=w408-h442-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:37:19.702Z,,,
https://www.google.com/maps/place/Capitol+Pain+Institute+-+North+Austin/data=!4m7!3m6!1s0x8644cb2bc2cf6c7d:0x55a880d486babc9c!8m2!3d30.3640121!4d-97.7388572!16s%2Fg%2F1tx47flq!19sChIJfWzPwivLRIYRnLy6htSAqFU,Capitol Pain Institute - North Austin,4.3,534,Pain control clinic,"8015 Shoal Creek Blvd Suite 103, Austin, TX 78757, United States","9776+JF Austin, Texas, USA",https://maps.app.goo.gl/1owJqKWQ25e6m6Qm7,+1 512-467-7246,"Open · Closes 4:30 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0yiUf4-iza9B6lIITRT8drL6M2Z7QZp6zEMcQCnJ3AQj48Er_18OS1uOH0slMpR-ABxA0fHhA5Ujqf0baIPTYO1k5xsJ1VuZwW6Vajihiu_i-Hpaafd0KteMaRQCnqXTEAjUl2A=w408-h571-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-28T18:37:24.620Z,,,
