placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,error
https://www.google.com/maps/place/Red+Mountain+Garage+Doors/data=!4m7!3m6!1s0x888603375c357699:0xfa3b104b33957b18!8m2!3d33.2166793!4d-87.552545!16s%2Fg%2F11j24m54bj!19sChIJmXY1XDcDhogRGHuVM0sQO_o,Red Mountain Garage Doors,4.9,247,Garage door supplier,"17 Sherwood Dr, Tuscaloosa, AL 35401, United States","6C8W+MX Tuscaloosa, Alabama, USA",https://redmountaingaragedoors.com/,+1 205-546-1880,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNvcSgc0WDpZBWU58T_NBRj6I-xQ6mr65BBkBRr=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:01.946Z,,
"https://www.google.com/maps/place/Scales+Garagedoor+Installation+%26+Repair,+LLC/data=!4m7!3m6!1s0x84597d089145d99f:0x7059464e9ff065c0!8m2!3d33.2846624!4d-87.4551114!16s%2Fg%2F11rcv2xh6n!19sChIJn9lFkQh9WYQRwGXwn05GWXA","Scales Garagedoor Installation & Repair, LLC",5.0,212,Garage door supplier,,,https://scalesgarage.com/,+1 205-765-3361,,,https://lh3.googleusercontent.com/p/AF1QipOnASX5-SD_dkEHrMzz64v2uGUeedrBuJFZzDvO=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:06.781Z,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Tuscaloosa/data=!4m7!3m6!1s0x88860216d83506b1:0x752564bca228ca4a!8m2!3d33.1593994!4d-87.554983!16s%2Fg%2F1td437rq!19sChIJsQY12BYChogRSsooorxkJXU,Overhead Door Company of Tuscaloosa,4.1,19,Garage door supplier,"1181 Whigham Pl, Tuscaloosa, AL 35401, United States","5C5W+Q2 Tuscaloosa, Alabama, USA",http://www.overheaddoor.com/,+1 205-345-8588,Closed ⋅ Opens 7:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bQqBc8hBO5hGQsLV_K6GHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.67618&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:11.304Z,,
"https://www.google.com/maps/place/Leland+Garage+Doors+%26+Openers,+Inc./data=!4m7!3m6!1s0x88861d57254fc2cf:0xf05c3abdff1cd36f!8m2!3d33.306606!4d-87.4532245!16s%2Fg%2F11cn67tlv6!19sChIJz8JPJVcdhogRb9Mc_706XPA","Leland Garage Doors & Openers, Inc.",4.1,59,Door supplier,,,http://lelandgaragedoors.com/,+1 205-554-0908,Closed ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/p/AF1QipPI6XqnZAfMBeAq2QM1YY2fKV0uLY4J5wfBCt8F=w426-h240-k-no,true,8 am–3:30 pm,8–11 am,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:16.063Z,,
https://www.google.com/maps/place/T-Town+Garage+Doors+and+More/data=!4m7!3m6!1s0x8888a62ce1a3c729:0xef35f23441ced196!8m2!3d32.8507601!4d-86.6211039!16s%2Fg%2F11c55qd3mk!19sChIJKcej4SymiIgRltHOQTTyNe8,T-Town Garage Doors and More,5.0,4,Garage door supplier,,,,+1 205-826-7068,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNEQtKW-veSgIul1Rny7GQYzVkVCMSUsKvc37pR=w427-h240-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:20.514Z,,
https://www.google.com/maps/place/Sears+Garage+Door/data=!4m7!3m6!1s0x888602ab2af0f607:0xfde4d6382e34fdd7!8m2!3d33.2344717!4d-87.5421676!16s%2Fg%2F11ddx9117_!19sChIJB_bwKqsChogR1_00LjjW5P0,Sears Garage Door,,,Garage door supplier,"1655 McFarland N Blvd #125, Tuscaloosa, AL 35406, United States","6FM5+Q4 Tuscaloosa, Alabama, USA",https://www.searsgaragedoors.com/,+1 205-561-0020,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8m-K3qL2iSbM3NF-c5c-hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.006668&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:22.950Z,,
"https://www.google.com/maps/place/Kirkland+Overhead/@32.961915,-87.6470849,9z/data=!3m1!4b1!4m6!3m5!1s0xa83d761e4877c6c1:0x960d353a74ce9093!8m2!3d32.961915!4d-87.6470849!16s%2Fg%2F11lcj7n2ts",Kirkland Overhead,5.0,1,Construction company,,,,+1 205-633-2066,Closed ⋅ Opens 8 am Mon,,,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 am,8 am–4:30 pm,8 am–4:30 am,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:29.248Z,,
https://www.google.com/maps/place/J%26M+Garage+Doors/data=!4m7!3m6!1s0x88861dabf32ebd3d:0x9969db05418a7d49!8m2!3d33.3883285!4d-87.6131835!16s%2Fg%2F11j38k24f_!19sChIJPb0u86sdhogRSX2KQQXbaZk,J&M Garage Doors,5.0,19,Garage door supplier,,,http://jandmgarage-door.com/?utm_source=gmb&utm_medium=referral,+1 205-292-3839,Open ⋅ Closes 6:30 pm,,https://lh3.googleusercontent.com/p/AF1QipMWg_K15PeN4xEbthHavWYI8ZnNIMyjDTGoci2F=w408-h255-k-no,true,8 am–6:30 pm,11 am–4 pm,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-11-07T22:44:33.941Z,,
https://www.google.com/maps/place/Auburn+Civil+Pros/data=!4m7!3m6!1s0x888cf3b63524400b:0x58d84b19e67dc527!8m2!3d32.610658!4d-85.481283!16s%2Fg%2F11x86rdvvn!19sChIJC0AkNbbzjIgRJ8V95hlL2Fg,Auburn Civil Pros,5.0,12,Civil engineering company,"113 Mitcham Ave, Auburn, AL 36830, United States","JG69+7F Auburn, Alabama, USA",https://aubcivilpros.com/,+1 334-320-5488,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-Vg3jPcSlHEjcuBreQF7FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.7207&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Auburn+AL/@32.6082403,-85.4799167,14z",2025-11-07T22:44:47.108Z,,
https://www.google.com/maps/place/UpDown+Garage+Doors/data=!4m7!3m6!1s0x888c937c69fc1e63:0x27ca142b266ab8b2!8m2!3d32.6350122!4d-85.4275686!16s%2Fg%2F11hz7b7yt8!19sChIJYx78aXyTjIgRsrhqJisUyic,UpDown Garage Doors,4.9,79,Garage door supplier,"3306 Pepperell Pkwy Unit F, Opelika, AL 36801, United States","JHPC+2X Opelika, Alabama, USA",https://www.updowngaragedoors.com/,+1 334-750-0118,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNJ3PJWeJ9JJdppTqToK_03DDTpRByBwYlrbWrn=w408-h331-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Auburn+AL/@32.6082403,-85.4799167,14z",2025-11-07T22:44:51.732Z,,
