placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Armstrong+Plumbing+Inc/data=!4m7!3m6!1s0x809ad9edc52ffb6d:0xef85787feae79adf!8m2!3d38.6122116!4d-121.423586!16s%2Fg%2F1tctm0vn!19sChIJbfsvxe3ZmoAR35rn6n94he8,Armstrong Plumbing Inc,4.8,1617,Plumber,"2551 Albatross Wy, Sacramento, CA 95815, United States","JH6G+VH Sacramento, California, USA",https://www.armstrongplumbing.net/?utm_source=gbp,+1 916-461-8744,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNwbmMsLQQ6vx4t--gxkoeXX9FxQnElW5uSWGYR=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:14.823Z,,
https://www.google.com/maps/place/Rooter+Hero+Plumbing+%26+Air+of+Sacramento/data=!4m7!3m6!1s0x809ad1a815749da3:0xa7830305cc9070f5!8m2!3d38.577961!4d-121.5015358!16s%2Fg%2F11jvg5n2s9!19sChIJo510FajRmoAR9XCQzAUDg6c,Rooter Hero Plumbing & Air of Sacramento,4.7,2413,Plumber,"500 Capitol Mall Suite 2350A, Sacramento, CA 95814, United States","HFHX+59 Sacramento, California, USA",https://rooterhero.com/plumber-sacramento-ca-plumbing-repair-services,+1 916-259-5034,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOdadVXPiqUEnUGzKq5rMxtXBEeyBf3iR1ux7nX=w408-h381-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:20.365Z,,
https://www.google.com/maps/place/Always+Affordable+Plumbing+%26+HVAC/data=!4m7!3m6!1s0x809add28c3e94bf3:0x899b94e6a44604be!8m2!3d38.5693149!4d-121.4810373!16s%2Fg%2F11bxc5j3_y!19sChIJ80vpwyjdmoARvgRGpOaUm4k,Always Affordable Plumbing & HVAC,4.8,1087,HVAC contractor,"2120 P St, Sacramento, CA 95818, United States","HG99+PH Sacramento, California, USA",https://alwaysaffordableplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 916-970-0188,Closed ⋅ Opens 7 am Tue,,https://lh3.googleusercontent.com/p/AF1QipN5NjOMYrQgPJAQqlmqXxf87mNRUYjX2pPZhSI8=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:24.764Z,,
https://www.google.com/maps/place/Jeff%27s+Plumbing+Inc/data=!4m7!3m6!1s0x809ad08eb8860afb:0x72e542a0b32d620e!8m2!3d38.562187!4d-121.4612397!16s%2Fg%2F1td0599f!19sChIJ-wqGuI7QmoARDmIts6BC5XI,Jeff's Plumbing Inc,3.5,72,Plumber,"1771 36th St, Sacramento, CA 95816, United States","HG6Q+VG Sacramento, California, USA",http://jeffsplumbing.com/,+1 916-427-6037,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPKwsywr7fukMwzO7QETJwELqnCHcxVzPSgCvm4=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:29.221Z,,
https://www.google.com/maps/place/Abe+Lincoln+Plumbing+and+Heating/data=!4m7!3m6!1s0x809ad0c38f7480e3:0xb1dd3a8f679b6996!8m2!3d38.644524!4d-121.3338227!16s%2Fg%2F11ckkrwcnb!19sChIJ44B0j8PQmoARlmmbZ4863bE,Abe Lincoln Plumbing and Heating,4.8,69,Plumber,,,http://www.abelincolnplumbing.com/,+1 916-917-2752,Closes soon ⋅ 9 pm ⋅ Opens 6:30 am Tue,,https://lh3.googleusercontent.com/p/AF1QipO3NJQ0RV_TbOrpbvh56r7PrBfIhqgbXa6lxQMU=w408-h544-k-no,true,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–4:30 pm,6:30 am–12 pm,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:33.696Z,,
https://www.google.com/maps/place/The+Trenchless+Co./data=!4m7!3m6!1s0x809ad13c54e7c1ad:0x9bf8f488d4145df9!8m2!3d38.5585098!4d-121.4281316!16s%2Fg%2F1tffk0hz!19sChIJrcHnVDzRmoAR-V0U1Ij0-Js,The Trenchless Co.,4.8,748,Plumber,"6201 Elvas Ave, Sacramento, CA 95819, United States","HH5C+CP Sacramento, California, USA",http://www.dontdig.com/,+1 916-455-4433,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN1EavI0AfSaf8ywhXsUKr0h2mQi0NtOYb9YFrv=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:38.002Z,,
https://www.google.com/maps/place/Mikes+Plumbing+and+Rooter+Inc./data=!4m7!3m6!1s0x809ad1ee91ff2d6b:0x78b7cfc25d2e15fa!8m2!3d38.5651878!4d-121.4886626!16s%2Fg%2F11wfh94s32!19sChIJay3_ke7RmoAR-hUuXcLPt3g,Mikes Plumbing and Rooter Inc.,5.0,48,Plumber,"1712 U St, Sacramento, CA 95818, United States","HG86+3G Sacramento, California, USA",http://www.mikesplumbingandrooter.com/,+1 916-599-5893,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLT4xra8Oeo46aAdPDjvjTE3tfbcXkbT1tlKagnTr6fV9CsRzsq9xgja_zw1NMtr7tvec4bOctmUoWtFwe8adXR1RqCP55Vl_srC-LAg-VZtFX4LwsPDMwaMhBC4syatg-hWbH-P5V3eI=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:42.759Z,,
https://www.google.com/maps/place/Rooney%27s+Plumbing+Co./data=!4m7!3m6!1s0x809adbf53155f553:0x4c2f75db49f9875d!8m2!3d38.5519768!4d-121.4370974!16s%2Fg%2F11f6d858dk!19sChIJU_VVMfXbmoARXYf5Sdt1L0w,Rooney's Plumbing Co.,4.5,32,Plumber,"2114 59th St, Sacramento, CA 95817, United States","HH27+Q5 Sacramento, California, USA",http://rooneysplumbingco.com/,+1 916-456-7777,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM5A-xDZJVA9vqcpHOCz_6k_W_sdSlXdsoWPhuS=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:47.305Z,,
https://www.google.com/maps/place/Natomas+Plumbing+%26+Drains/data=!4m7!3m6!1s0x42442d49e11f7b03:0x5797476dddd049ca!8m2!3d38.6930355!4d-121.383598!16s%2Fg%2F11x6dt4snw!19sChIJA3sf4UktREIRyknQ3W1Hl1c,Natomas Plumbing & Drains,5.0,41,Plumber,,,https://www.natomasplumbinganddrains.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 916-267-4295,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPqjX-OE5He_LaBJdZTBafH9hPVWClmxHm1IpK0=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:51.600Z,,
"https://www.google.com/maps/place/Millennium+Plumbing+Specialist,+Inc/data=!4m7!3m6!1s0x4804f3f243711b6b:0x254d0f4a6c18e19b!8m2!3d38.4995409!4d-121.4635967!16s%2Fg%2F11q9gz2ctv!19sChIJaxtxQ_LzBEgRm-EYbEoPTSU","Millennium Plumbing Specialist, Inc",5.0,100,Plumber,"7000 Franklin Blvd #665, Sacramento, CA 95823, United States","FGXP+RH Sacramento, California, USA",https://theplumbingspecialist.com/,+1 916-287-7770,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipMexJ5qbdy2sPpBg1Igzx78y5UgGjCTx_eRrug=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-11T04:20:56.073Z,,
