placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error
https://www.google.com/maps/place/HopeHealth+Hulitar+Hospice+Center/data=!4m7!3m6!1s0x89e445a9142c76c9:0xe10ba902573ab8fe!8m2!3d41.8498936!4d-71.4022091!16s%2Fg%2F1262s7c7w!19sChIJyXYsFKlF5IkR_rg6VwKpC-E,HopeHealth Hulitar Hospice Center,4.2,107,Hospice,"1085 N Main St, Providence, RI 02904, United States","RHXX+X4 Providence, Rhode Island, USA",http://www.hopehealthco.org/,+1 401-415-4200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOQzF1vZRaXY7tllF4_IEVXUaInBfSdKE8Ctm8R=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:29.034Z,,
https://www.google.com/maps/place/Hospice+Care/data=!4m7!3m6!1s0x89e444c3b63724d5:0x2784ecf9f4d5f3fd!8m2!3d41.8498842!4d-71.4020987!16s%2Fg%2F1v8gd1bf!19sChIJ1SQ3tsNE5IkR_fPV9PnshCc,Hospice Care,5.0,1,Hospice,"1085 N Main St Na, Providence, RI 02904, United States","RHXX+X5 Providence, Rhode Island, USA",https://listindexusa.org/details/hospice-care-ChIJ1SQ,+1 401-278-4081,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ej-5two-AQX1CCPHhI481Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.65813&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:31.789Z,,
https://www.google.com/maps/place/Eden+Hospice/data=!4m7!3m6!1s0x89e44d8c9e0ce70d:0x7489ffa82aa41777!8m2!3d41.681395!4d-71.4496082!16s%2Fg%2F11wqqwxvhw!19sChIJDecMnoxN5IkRdxekKqj_iXQ,Eden Hospice,5.0,6,Hospice,"4040 Post Rd, Warwick, RI 02886, United States","MHJ2+H5 Warwick, Rhode Island, USA",https://edenhospiceri.com/,+1 401-479-6800,,https://lh3.googleusercontent.com/p/AF1QipPWqYTIILd3URSpbeUVL1kiTNARLXBlFh2hHUnv=w610-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:34.110Z,,
https://www.google.com/maps/place/The+Dawn+Hill+Home+for+Rehab+and+Healthcare/data=!4m7!3m6!1s0x89e45418016ec717:0x943140716d07cbc0!8m2!3d41.689176!4d-71.263971!16s%2Fg%2F1tczrcjq!19sChIJF8duARhU5IkRwMsHbXFAMZQ,The Dawn Hill Home for Rehab and Healthcare,4.5,215,Rehabilitation center,"1 Dawn Hill Rd, Bristol, RI 02809, United States","MPQP+MC Bristol, Rhode Island, USA",https://dawnhillhc.com/,+1 401-253-2300,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrTRsnHqWNmE69DRj9MAx8HneHg34EDI_H33HFiBEGaJquA0kHlZ8yQs6Tb6zLpv4ZQ_ltaNPQ8uo9yocBBns-L_Rvq4x4ir4zEr6-yGlKwVmw_sYHpL7RXD-q4PGr9WJ0yW9BGxw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:38.505Z,,
https://www.google.com/maps/place/Bristol+Hospice+-+Fall+River/data=!4m7!3m6!1s0x89e4f976f63adfe1:0xa79fbfd8998382ac!8m2!3d41.6838841!4d-71.1365424!16s%2Fg%2F11p685tq_r!19sChIJ4d869nb55IkRrIKDmdi_n6c,Bristol Hospice - Fall River,4.9,14,Hospice,"1 Father Devalles Blvd #309, Fall River, MA 02723, United States","MVM7+H9 Fall River, Massachusetts, USA",https://bristolhospice.com/,+1 774-379-7232,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0eiTJvfxnpRQNV9QXXNedA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.23962&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:43.615Z,,
https://www.google.com/maps/place/Warren+Center/data=!4m7!3m6!1s0x89e456befdff7e0f:0x57f35f68317a8b2c!8m2!3d41.7159841!4d-71.2666775!16s%2Fg%2F1tf29q1x!19sChIJD37__b5W5IkRLIt6MWhf81c,Warren Center,4.5,76,Nursing home,"642 Metacom Ave, Warren, RI 02885, United States","PP8M+98 Warren, Rhode Island, USA",https://warrenrnc.com/,+1 401-245-2860,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOcmhPW9EOJ3nhLtgiuHHqTfWOzvWLBkDEnI1bw=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:48.030Z,,
"https://www.google.com/maps/place/Beacon+Palliative+Care,+an+Amedisys+Company/data=!4m7!3m6!1s0x89e45a8c8645172d:0xcc22f498ee0e4181!8m2!3d41.8026299!4d-71.3441298!16s%2Fg%2F1vd963d6!19sChIJLRdFhoxa5IkRgUEO7pj0Isw","Beacon Palliative Care, an Amedisys Company",3.7,3,Hospice,"1 Catamore Blvd, East Providence, RI 02914, United States","RM34+38 East Providence, Rhode Island, USA",https://locations.amedisys.com/ri/east-providence/palliative-care-4904/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 877-202-2869,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNy27XuagCrX3cbl7kInDm4Shxdjf9Xc_56HpwZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:52.454Z,,
https://www.google.com/maps/place/Athena+Hospice+of+Rhode+Island/data=!4m7!3m6!1s0x2f1f4d5fc785a377:0xf58bb3aebd2d4d1b!8m2!3d41.7013013!4d-71.4726089!16s%2Fg%2F11pysmjv4k!19sChIJd6OFx19NHy8RG00tva6zi_U,Athena Hospice of Rhode Island,,,Hospice,"300 Toll Gate Rd STE 201, Warwick, RI 02886, United States","PG2G+GX Warwick, Rhode Island, USA",https://athenahospiceofri.com/,+1 401-238-7300,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o79VVnmJ0HDIEq24bQaHyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.15596&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:41:56.906Z,,
https://www.google.com/maps/place/Harmony+Hospice+RI/data=!4m7!3m6!1s0x89e445e1861635ad:0x869bbb08a8726b95!8m2!3d41.7210885!4d-71.4466445!16s%2Fg%2F11scrrm444!19sChIJrTUWhuFF5IkRlWtyqAi7m4Y,Harmony Hospice RI,5.0,5,Hospice,"931 Jefferson Blvd STE 3004, Warwick, RI 02886, United States","PHC3+C8 Warwick, Rhode Island, USA",https://harmonyhospiceri.com/,+1 401-252-5700,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-Db4I-622JJPf9iLmdFP2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.18113&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:42:01.311Z,,
https://www.google.com/maps/place/Continuum+Care+of+Rhode+Island/data=!4m7!3m6!1s0x89e44b4a0ff43c27:0x5e0a1f2a3cb65cf6!8m2!3d41.665328!4d-71.5007829!16s%2Fg%2F11gbwnhybg!19sChIJJzz0D0pL5IkR9ly2PCofCl4,Continuum Care of Rhode Island,4.0,8,Hospice,"1350 Division Rd STE 205, West Warwick, RI 02893, United States","MF8X+4M West Warwick, Rhode Island, USA",https://continuumhospice.com/,+1 401-321-8101,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrfuWdJUV5EXH71Am8JEnnnbNXWqkOP5Ev1IuI-qXXzwmQsXd6Ri_crQbFJ1a5fE8okRLwjHQm3FaI9MZ_YVjdrUgVCVfnMyg2ZO-mYoMHV5ZCLpl-pwf76dpP9lQDb1E-WrBpWoS_DHrqH=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-09-17T23:42:05.816Z,,
