placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/UPMC+Hamot+Infusion+Center/data=!4m7!3m6!1s0x882d7feeefdde2b1:0x57746a33809ad592!8m2!3d42.1345131!4d-80.0833196!16s%2Fg%2F11b63vxs6v!19sChIJseLd7-5_LYgRktWagDNqdFc,UPMC Hamot Infusion Center,4.5,8,Medical clinic,"215 Holland St, Erie, PA 16507, United States","4WM8+RM Erie, Pennsylvania, USA",https://www.upmc.com/services/infusion-services/locations/northwest-pa-ny,+1 814-877-6600,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1lEPy66xDPP4qK3Yq0nZQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.213554&pitch=0&thumbfov=100,true,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:04.481Z,,,
https://www.google.com/maps/place/Saint+Vincent+Infusion+Center/data=!4m7!3m6!1s0x405daa4da5b92c6b:0x750b192294e7204!8m2!3d42.1121776!4d-80.0806132!16s%2Fg%2F11b7dsfmng!19sChIJayy5pU2qXUARBHJOKZKxUAc,Saint Vincent Infusion Center,5.0,2,Hospital,"2315 Myrtle St Suite G30, Erie, PA 16502, United States","4W69+VQ Erie, Pennsylvania, USA",https://www.ahn.org/,+1 814-452-7848,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gX3otu95PhnIZr82Y_r21w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.504887&pitch=0&thumbfov=100,true,,,,,,,,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:08.103Z,,,
https://www.google.com/maps/place/UPMC+Rehabilitation+Institute/data=!4m7!3m6!1s0x882d7ff08bcc7f3d:0xcecb767e4750f1d5!8m2!3d42.1329492!4d-80.0900653!16s%2Fg%2F1td2_2tf!19sChIJPX_Mi_B_LYgR1fFQR352y84,UPMC Rehabilitation Institute,4.4,9,Sports medicine clinic,"100 Peach St, Erie, PA 16507, United States","4WM5+5X Erie, Pennsylvania, USA",https://www.upmc.com/services/rehab/crs/locations/erie-county?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=rehabilitation-insitute-nwpa-ny-upmc-rehabilitation-institute,+1 814-877-6195,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOgrvh06Do4qhi213T2AefEomHIv8-L0AtSeCHQ=w426-h240-k-no,true,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7:30 am–4 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:13.637Z,,,
https://www.google.com/maps/place/UPMC+Rehabilitation+Institute/data=!4m7!3m6!1s0x88327fde4d5e8091:0x840bddf9047cb980!8m2!3d42.0893705!4d-80.131082!16s%2Fg%2F12hn6gn6x!19sChIJkYBeTd5_MogRgLl8BPndC4Q,UPMC Rehabilitation Institute,4.3,16,Physical therapy clinic,"2601 W 26th St, Erie, PA 16506, United States","3VQ9+PH Erie, Pennsylvania, USA",https://www.upmc.com/services/rehab/crs/locations/erie-county#west26?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=rehabilitation-insitute-nwpa-ny-upmc-rehabilitation-institute,+1 814-452-4447,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPI2RL_fDEERQxnjIW3a9ChG_5SHUpl7JmJG_zz=w426-h240-k-no,true,Closed,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–4 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:18.516Z,,,
https://www.google.com/maps/place/Tricryo-+A+New+Degree+of+Recovery/data=!4m7!3m6!1s0x88327f40308724e7:0x963f8d50e71dd284!8m2!3d42.0761849!4d-80.1162939!16s%2Fg%2F11vjf56t_m!19sChIJ5ySHMEB_MogRhNId51CNP5Y,Tricryo- A New Degree of Recovery,5.0,50,Wellness center,"2340 W Grandview Blvd Suite 8, Erie, PA 16506, United States","3VGM+FF Erie, Pennsylvania, USA",https://www.tricryoerie.com/,+1 814-217-8100,Open ⋅ Closes 2 pm,https://lh3.googleusercontent.com/p/AF1QipNeILd89GL3nOAc_eEmns9KseixmlelMG0B5PrG=w408-h613-k-no,true,10 am–2 pm,10 am–7 pm,10 am–7 pm,Closed,10 am–7 pm,10 am–7 pm,10 am–2 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:23.431Z,,,
https://www.google.com/maps/place/Drayer+Physical+Therapy+Institute/data=!4m7!3m6!1s0x882d7df012a38ca9:0x22b8ee6398bb188e!8m2!3d42.1475294!4d-80.0013131!16s%2Fg%2F11tf54h5hl!19sChIJqYyjEvB9LYgRjhi7mGPuuCI,Drayer Physical Therapy Institute,5.0,16,Physical therapy clinic,"4468 Buffalo Rd, Erie, PA 16510, United States","4XXX+2F Erie, Pennsylvania, USA",https://drayer.urpt.com/locations/erie/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 814-314-1175,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwPW_U0SK64nVepf7-qhApZGa5JLgDQJbvSn6_=w428-h240-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:28.403Z,,,
https://www.google.com/maps/place/FYZICAL+Therapy+%26+Balance+Centers+-+Harborcreek/data=!4m7!3m6!1s0x882d7dfb50f82eb9:0xc2763bf05cd6183b!8m2!3d42.1429717!4d-80.0064865!16s%2Fg%2F11rcq9w25y!19sChIJuS74UPt9LYgROxjWXPA7dsI,FYZICAL Therapy & Balance Centers - Harborcreek,5.0,24,Physical therapy clinic,"4057 Buffalo Rd, Erie, PA 16510, United States","4XVV+5C Erie, Pennsylvania, USA",https://www.fyzical.com/harborcreek-pa/,+1 814-841-3830,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npi4G8Q-ix1H8ydrvAjloarUyNdBLup6SRadDQYcFdxfQsvPwjkHh34Yl8tvRcvK3YYx4LuSinO5l7CS4EQhJY4iAj4L1LKJgjWfZCUwQYBZwt1TeTpMe34VzwsEn7ekkfCtswN=w408-h730-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:33.339Z,,,
https://www.google.com/maps/place/UPMC+Rehabilitation+Institute/data=!4m7!3m6!1s0x882d7dd0709b2493:0xfb5cad33f8ff18e8!8m2!3d42.1440696!4d-80.0005264!16s%2Fg%2F12cnyh1bb!19sChIJkySbcNB9LYgR6Bj_-DOtXPs,UPMC Rehabilitation Institute,4.0,7,Physical therapist,"2101 Nagle Rd, Erie, PA 16510, United States","4XVX+JQ Erie, Pennsylvania, USA",https://www.upmc.com/services/rehab/crs/locations/erie-county#harborcreek?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=rehabilitation-insitute-nwpa-ny-upmc-rehabilitation-institute,+1 814-877-7078,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMnBhR7G7zKtni6ieIy7GWGBDIZBJKSXgyTSdD6=w408-h306-k-no,true,Closed,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–4 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:38.400Z,,,
https://www.google.com/maps/place/Select+Specialty+Hospital+-+Erie/data=!4m7!3m6!1s0x882d7ffc7bd32ac9:0xdc3d1b5fa3f8289f!8m2!3d42.122693!4d-80.0876924!16s%2Fg%2F1tjdxj_q!19sChIJySrTe_x_LYgRnyj4o18bPdw,Select Specialty Hospital - Erie,3.8,52,Hospital,"252 W 11th St, Erie, PA 16501, United States","4WF6+3W Erie, Pennsylvania, USA",https://www.selectspecialtyhospitals.com/locations-and-tours/PA/Erie/Erie?ty=xt,+1 814-874-5300,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPTqKSbBI8X4J73qiQ3VFVks17zgrPKYOul8FF8=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:43.539Z,,,
https://www.google.com/maps/place/UPMC+Hamot/data=!4m7!3m6!1s0x882d7fee41c39393:0x2263b0836e0c2d86!8m2!3d42.1342754!4d-80.0863154!16s%2Fm%2F02qd_4f!19sChIJk5PDQe5_LYgRhi0MboOwYyI,UPMC Hamot,2.7,329,Hospital,"201 State St, Erie, PA 16550, United States","4WM7+PF Erie, Pennsylvania, USA",https://www.upmc.com/locations/hospitals/hamot?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=hospital-nwpa-ny-upmc-hamot,+1 814-877-6000,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np0Y73VxHdHllZI6MxuG7iTUhvoJMO8pcc_2__wwx5SBBqTQZE2-zqEPCRmyAiTmk37RmQk8nsX-GC660sQ0zj7RiXLcLaT1xEkoWvnIftiwcee3-DYWsMxCaonfitBCheEbEDJBg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Erie+PA+Tier+2/,2025-10-19T15:51:48.562Z,,,
