placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Vincit+Medical+Practice+%26+Aesthetics/data=!4m7!3m6!1s0x866f97916d5575e1:0xf8f85dcda09798da!8m2!3d25.9437958!4d-97.5085745!16s%2Fg%2F11trzlpkvr!19sChIJ4XVVbZGXb4YR2piXoM1d-Pg,Vincit Medical Practice & Aesthetics,5.0,19,Medical office,"3000 Central Blvd #3, Brownsville, TX 78520, United States","WFVR+GH Brownsville, Texas, USA",https://www.vincitmedicalpractice.com/,+1 956-443-0049,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOGKyDAMz9_jUawle3tFbkcYnGgCimjCVuKIKD8=w416-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:05.772Z,,
https://www.google.com/maps/place/NexGen+Longevity/data=!4m7!3m6!1s0x866f9712184d3711:0x1a89f0e6715fa4d6!8m2!3d25.9659786!4d-97.5073156!16s%2Fg%2F11y2cgw1gx!19sChIJETdNGBKXb4YR1qRfcebwiRo,NexGen Longevity,5.0,426,Health spa,"500 E Morrison Rd Suite E, Brownsville, TX 78526, United States","XF8V+93 Brownsville, Texas, USA",https://www.nexgenlongevity.com/,+1 956-346-9901,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8yk7BbMt_EWNCFi2svFlREeSM6F2Ra_tb99V1znoeAp3FyIbGyb6djC_vJpoNbsNUcuBtILWNR1XISMX-9tLiRPk32MjwCPlxTlhc2rPZgz0aFIUUH9rpFtMtjE6lGuV4FYcd5A=w408-h544-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–3 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:11.386Z,,
https://www.google.com/maps/place/Talamantez+Chiropractic/data=!4m7!3m6!1s0x866f95c8836a927d:0x409760d7443777c2!8m2!3d25.9237766!4d-97.4688949!16s%2Fg%2F1tgns2p2!19sChIJfZJqg8iVb4YRwnc3RNdgl0A,Talamantez Chiropractic,5.0,35,Chiropractor,"488 Regal Row STE 106, Brownsville, TX 78521, United States","WGFJ+GC Brownsville, Texas, USA",https://talamantezchiropractic.com/,+1 956-986-6100,Open · Closes 2 pm · Reopens 4 pm,,https://lh3.googleusercontent.com/p/AF1QipMca8r2aMjpQDx_n0wYNbzhHElwlOZthq8c14d9=w513-h240-k-no,true,"9 am–2 pm, 4–6 pm","10:30 am–2 pm, 4–6 pm","9 am–2 pm, 4–6 pm","9 am–2 pm, 4–6 pm",9 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:16.639Z,,
"https://www.google.com/maps/place/FRANCISCO+JAVIER+DEL+CASTILLO,+MD+PA/data=!4m7!3m6!1s0x866f96a0101397df:0x1d82c4ba43d4162e!8m2!3d25.9781894!4d-97.5143937!16s%2Fg%2F1v42g75m!19sChIJ35cTEKCWb4YRLhbUQ7rEgh0","FRANCISCO JAVIER DEL CASTILLO, MD PA",5.0,1,Doctor,"100 E Alton Gloor Blvd # 110B, Brownsville, TX 78526, United States","XFHP+76 Brownsville, Texas, USA",http://drdelcastillo.com/,+1 956-350-8788,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NQOv3lgD62porimDH3kSWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.9939&pitch=0&thumbfov=100,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:21.205Z,,
https://www.google.com/maps/place/CQ+Integrative+Health/data=!4m7!3m6!1s0x866f95e9f7f30bad:0xb4e6766671473cfa!8m2!3d25.9263921!4d-97.4591374!16s%2Fg%2F1tg9h_4x!19sChIJrQvz9-mVb4YR-jxHcWZ25rQ,CQ Integrative Health,5.0,6,Medical clinic,"625 E Price Rd, Brownsville, TX 78521, United States","WGGR+H8 Brownsville, Texas, USA",,+1 956-986-4457,Temporarily closed,,https://lh3.googleusercontent.com/p/AF1QipMiGDXQ6UbcfoKDVCLT7XUmKYMx1h-MkJz8HqA=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:25.943Z,,
https://www.google.com/maps/place/Holistic+Health+Center+RGV/data=!4m7!3m6!1s0x866f95642af91019:0x90f0bbd0a3e17367!8m2!3d25.922512!4d-97.511167!16s%2Fg%2F11ybl11bsd!19sChIJGRD5KmSVb4YRZ3Pho9C78JA,Holistic Health Center RGV,5.0,10,Medical spa,"Artemis Square, 1200 Central Blvd Suite A-5, Brownsville, TX 78520, United States","WFFQ+2G Brownsville, Texas, USA",https://www.holistichealthcenterrgv.com/,+1 956-572-1323,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipN8OdUF68Apr7K4g90evTDHcgAOqjBtvGnCBFwW=w408-h612-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:30.817Z,,
https://www.google.com/maps/place/DIAGNOSTIC+CHIROPRACTIC+CLINIC/data=!4m7!3m6!1s0x866f9700c608bac9:0x318c142cf32cfca2!8m2!3d25.9477698!4d-97.4814823!16s%2Fg%2F1tdyr6t7!19sChIJyboIxgCXb4YRovws8ywUjDE,DIAGNOSTIC CHIROPRACTIC CLINIC,5.0,76,Chiropractor,"10 Providencia Ct, Brownsville, TX 78526, United States","WGX9+4C Brownsville, Texas, USA",http://diagnosticchiropractic.com/,+1 956-544-0322,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipMbDQUMSYCb7bvCw1b11MCRq7bKNkGd-rJyE_Es=w408-h306-k-no,true,9 am–6 pm,3–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:35.407Z,,
https://www.google.com/maps/place/Rosas+Medical+Wellness+Center/data=!4m7!3m6!1s0x866f95ea354cb565:0xbd0d26cd53f9029c!8m2!3d25.9324108!4d-97.4879972!16s%2Fg%2F11y1rh5jwt!19sChIJZbVMNeqVb4YRnAL5U80mDb0,Rosas Medical Wellness Center,4.9,62,Wellness center,"704 Paredes Line Rd Suite B, Brownsville, TX 78521, United States","WGJ6+XR Brownsville, Texas, USA",https://rosasmedical.com/dr-rosas-weight-loss-clinic-brownsville-texas/,+1 956-304-0281,Open · Closes 5 pm,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipOBYpCI8zKifnkORWJDNFaI5NTXlXSnwkP2vm2S=w594-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:40.308Z,,
"https://www.google.com/maps/place/Healthy+Minds,+Body,+and+Feet+Center/data=!4m7!3m6!1s0x866f95e96111213f:0x2de60e77aa8d7f18!8m2!3d25.9349828!4d-97.498664!16s%2Fg%2F11lcxr9kw8!19sChIJPyERYemVb4YRGH-NqncO5i0","Healthy Minds, Body, and Feet Center",4.8,19,Psychiatrist,"1424 W Price Rd Suite A-2, Brownsville, TX 78520, United States","WGM2+XG Brownsville, Texas, USA",https://psychiatricclinicbrownsville.com/,+1 956-815-0296,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipPgrOoftTFxzR17cMN3xBT0OJrjDJUE06k3jgZn=w408-h306-k-no,true,9 am–6 pm,8:30 am–5:30 pm,9 am–6 pm,8:30 am–5:30 pm,1–6 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:45.221Z,,
"https://www.google.com/maps/place/White+Pearl+Acupuncture+%26+Herbs,+PLLC/data=!4m7!3m6!1s0x866f97a268c7de73:0xebc488351bc73ed5!8m2!3d25.9370702!4d-97.5096803!16s%2Fg%2F11flzs3k4h!19sChIJc97HaKKXb4YR1T7HGzWIxOs","White Pearl Acupuncture & Herbs, PLLC",5.0,52,Alternative medicine practitioner,"2390 Central Blvd G, Brownsville, TX 78526, United States","WFPR+R4 Brownsville, Texas, USA",https://whitepearlacu.janeapp.com/,+1 956-266-4250,Closed · Opens 4 pm,,https://lh3.googleusercontent.com/p/AF1QipNwT5Qc6vmwnWmbBdRSKdZiv-gG8sQpGdGwdgbr=w408-h290-k-no,true,4–6:30 pm,10:30 am–12:30 pm,4–6:30 pm,10:30 am–12:30 pm,10:30 am–12:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2026-02-23T17:58:49.872Z,,
