placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/CT-+Tires+Shop+%26+auto+repair/data=!4m7!3m6!1s0x89e80d6d3af726c3:0x5de23984b3a1181f!8m2!3d41.1888567!4d-73.1592297!16s%2Fg%2F11rk8sxtfw!19sChIJwyb3Om0N6IkRHxihs4Q54l0,CT- Tires Shop & auto repair,4.9,368,Tire shop,· In-store shopping · In-store pick-up,"1673 Barnum Ave, Bridgeport, CT 06610, United States","5RQR+G8 Bridgeport, Connecticut, USA",,+1 203-673-2816,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEamEsWpbTnhFqqxrkDzAfdIhxxymc2UWhpdakT7Ocrq8a0uV9HJK4g9QZJuA7BVKICIHq1NpTMTNdHK2kN2aHfAev-e0V00FiVxibRxxUNDxUir3A9sXkxjZIpMJ1gRbIiLLNh5RgUtPl=w408-h544-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:49:57.848Z,,,
https://www.google.com/maps/place/BLACK+ROCK+TIRES+USED+%26+NEW/data=!4m7!3m6!1s0x89e80f6eaa55500f:0xf07c1d0010c978a6!8m2!3d41.165668!4d-73.2179893!16s%2Fg%2F11g3glf77r!19sChIJD1BVqm4P6IkRpnjJEAAdfPA,BLACK ROCK TIRES USED & NEW,4.7,163,Used tire shop,,"2075 Fairfield Ave, Bridgeport, CT 06605, United States","5Q8J+7R Bridgeport, Connecticut, USA",,+1 203-502-1055,Open · Closes 5:45 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerVjjZVvssEv8izjk8WJnLYP0rbolBCnkH3v2cIEBS6qNWoG65sOiKB6DMPaRUyovukTVOQWS2c6uJkFsfT2_kngEjyd3DkN3JQzIA2NKW0M3kDncEA_JVyfRvavdRotYMqVAnA=w408-h306-k-no,true,8 am–5:45 pm,8 am–5:45 pm,8 am–5:45 pm,8 am–5:45 pm,8 am–5:45 pm,8 am–5:45 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:05.688Z,,,
https://www.google.com/maps/place/State+Street+Tire+Center/data=!4m7!3m6!1s0x89e80e3eb452329d:0xcb2d1db70d5f237!8m2!3d41.1698717!4d-73.2118514!16s%2Fg%2F1tlwb35_!19sChIJnTJStD4O6IkRN_LVcNvRsgw,State Street Tire Center,4.1,334,Tire shop,· In-store shopping · In-store pick-up,"1500 State St, Bridgeport, CT 06605, United States","5Q9Q+W7 Bridgeport, Connecticut, USA",,+1 203-549-9775,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsa1gkKzHwgpXgvMpgKvK_PIM7VMg60CeqbkW2e6U3j_B1JPdYDQtuaAv4tAGfD7dw45R86-xu_jeOvInHP_bVr__8tpOLWl9zrAro8BS2T63vpLiIDhSJ1O_95OEGACn64sVnSg=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:12.712Z,,,
https://www.google.com/maps/place/Seaview+Tires+Shop+%26+Wheels/data=!4m7!3m6!1s0x89e80d1fd93cbc39:0x412d0ed3a2ed7a71!8m2!3d41.1897161!4d-73.1706516!16s%2Fg%2F11lmcrf_ks!19sChIJObw82R8N6IkRcXrtotMOLUE,Seaview Tires Shop & Wheels,5.0,114,Tire shop,· In-store shopping,"1955 Seaview Ave, Bridgeport, CT 06610, United States","5RQH+VP Bridgeport, Connecticut, USA",,+1 203-808-0179,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo52YmMOzRo9CVVdPTob4WCs1IPNaYPUrqvxmZdhyMul9LOpfelliUDBRsDzdIK49vvTnXVLFZby0u4bdJE-ekzpyaRvH4BchNc8YcNpFTCOwRaeeEPrMG-E-zTKdDbATfX4z_du0Fge3BD=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:18.793Z,,,
https://www.google.com/maps/place/Tires+and+Wheels/data=!4m7!3m6!1s0x89e80f9d233aa215:0xdd00590974c08ba5!8m2!3d41.1950376!4d-73.2069332!16s%2Fg%2F11fljcrpb5!19sChIJFaI6I50P6IkRpYvAdAlZAN0,Tires and Wheels,4.3,109,Tire shop,,"1041 Madison Ave, Bridgeport, CT 06606, United States","5QWV+26 Bridgeport, Connecticut, USA",,+1 203-366-6314,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqaIexz2K3Dye1v93luodVq0LuwBoT5gw7L-GRLYsf17OvPn4xSIs4tOKg8GHNExlYogjUqNtCvEgtaimKhd8egLBiaIiNcfDLJRRr0JRdAA2lHaEetGL_XE7-nRiOht5D8tl1fBQ=w493-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,8:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:26.245Z,,,
https://www.google.com/maps/place/Bargain+Tires+LLC/data=!4m7!3m6!1s0x89e80f83fc121047:0x79d78557a99b5b2b!8m2!3d41.1745441!4d-73.1979301!16s%2Fg%2F11p04vtvh2!19sChIJRxAS_IMP6IkRK1ubqVeF13k,Bargain Tires LLC,4.7,33,Tire shop,· In-store shopping · In-store pick-up · Delivery,"954 Park Ave, Bridgeport, CT 06604, United States","5RF2+RR Bridgeport, Connecticut, USA",,+1 203-290-4430,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerHvs-I56i6Cm1tn6S9LXthPMgRh4NqVqtWkxyXivC_2eq9YtbJbM5ptNQtQC1w1wqxYEDZuL0aImlrfLyS4aL2thqRq-pMK4gkiXnqv7IyJN2C4qTOVRhEdzsVQJ3BWlx6BK8w5iPZGplM=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:33.445Z,,,
https://www.google.com/maps/place/Tire+Repair+Shop+S+%26+C+used+and+new+tires+Llc/data=!4m7!3m6!1s0x89e80e68f8b03295:0xb1338baa6284a923!8m2!3d41.1798482!4d-73.2026216!16s%2Fg%2F11b63rhrsb!19sChIJlTKw-GgO6IkRI6mEYqqLM7E,Tire Repair Shop S & C used and new tires Llc,4.5,79,Tire shop,,"262 Benham Ave, Bridgeport, CT 06604, United States","5QHW+WX Bridgeport, Connecticut, USA",,+1 203-685-1393,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTLH3nw7neb0fzQrijS8-m2SZudVqTpFXoCIIxcC8SIfeh67KT8DlfFHcZMOBrHJaSZPE3auYAqsal_lMLnecCFuvXpwfbh_K_OmfXVcuQZe6_NoGCx9gZOjZWuxPl1JSMFsfyaGYL1qHB=w408-h306-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,10 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:40.879Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/BOSTON+TIRES+INC./data=!4m7!3m6!1s0x89e80c27fe587ecf:0xb5d2c29c8d4e0627!8m2!3d41.1986481!4d-73.1819216!16s%2Fg%2F11fxxty26s!19sChIJz35Y_icM6IkRJwZOjZzC0rU,BOSTON TIRES INC.,3.6,243,Used tire shop,,"520 Boston Ave, Bridgeport, CT 06610, United States","5RX9+F6 Bridgeport, Connecticut, USA",https://www.bostontireandauto.com/,+1 203-685-9773,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7CdRzHd7U45xBlbOMU-ct10CRsJibaeXl0bqF1gsi-ZNpqqba2XZu6JLQaq2JhfiBcrMdPaSrf1_KhfzavYUwc4tChoAeoTDG-O46poHqpv1nMdLsaXAe0HbFQo4lio-PMv1xZQ=w408-h408-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:47.054Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Rite+Price+Tires+and+Wheels/data=!4m7!3m6!1s0x89e80e9ae77820a7:0xeb5d3a833630553c!8m2!3d41.2014924!4d-73.1918621!16s%2Fg%2F1tflbpk3!19sChIJpyB455oO6IkRPFUwNoM6Xes,Rite Price Tires and Wheels,4.2,304,Tire shop,,"164 North Ave, Bridgeport, CT 06604, United States","6R25+H7 Bridgeport, Connecticut, USA",,+1 203-345-8872,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvMD7emPEDvuLy-I5m33AcsKSsSf4yTlMIeOhO24ZK7yJ0Ny4AHlYLMRaMZIkoThZULXe43pqoEwY7eKudSuCnK_0hH8wXXAfG9Ja8v4eJvdVPamPiyRFLbE1YG6-sCBSFs0k=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:52.981Z,,,
https://www.google.com/maps/place/Main+Tires/data=!4m7!3m6!1s0x89e80e8970b47ca5:0x20ddfaf3ce05c090!8m2!3d41.1940469!4d-73.1990502!16s%2Fg%2F11f3zmw9rm!19sChIJpXy0cIkO6IkRkMAFzvP63SA,Main Tires,4.7,21,Used tire shop,,"2295 Main St, Bridgeport, CT 06606, United States","5RV2+J9 Bridgeport, Connecticut, USA",,+1 203-296-2896,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PwwNyAd5UZpjddRBJI56Vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.0006&pitch=0&thumbfov=100,false,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-03-23T14:50:58.130Z,,,
