placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes
"https://www.google.com/maps/place/Taste+of+Health+Spa,+LLC/data=!4m7!3m6!1s0x88f8bb92da5fe611:0x2e646bb74185f2e3!8m2!3d33.9989629!4d-81.0120134!16s%2Fg%2F1tdmwgqn!19sChIJEeZf2pK7-IgR4_KFQbdrZC4","Taste of Health Spa, LLC",4.8,32,Naturopathic practitioner,"2301 Devine St, Columbia, SC 29205, United States","XXXQ+H5 Columbia, South Carolina, USA",http://tasteofhealth.biz/,+1 803-936-1714,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPZ7Xi2u1G_DW5xuNnsCrwLrlS4Ofzck63f1OSe=w425-h240-k-no,true,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:16:41.399Z,,
https://www.google.com/maps/place/Transitional+Wellness+Center/data=!4m7!3m6!1s0x88f3e0485605e82f:0x682ce9514b9ac431!8m2!3d34.0128775!4d-81.0696883!16s%2Fg%2F11hy_xy1jq!19sChIJL-gFVkjg84gRMcSaS1HpLGg,Transitional Wellness Center,4.9,19,Alternative medicine practitioner,"140 Stoneridge Dr Suite 430, Columbia, SC 29210, United States","2W7J+54 Columbia, South Carolina, USA",https://transitionalwellnesscenterllc.com/,+1 803-239-4660,,,https://lh3.googleusercontent.com/p/AF1QipPN0BkaHH6ZZKp0cNBzSeKr6mlbbahxcAILVUwk=w408-h306-k-no,true,10 am–3 pm,10 am–3 pm,Closed,Closed,10 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:16:47.562Z,,
https://www.google.com/maps/place/Inspired+Health+-+Dr.+Dana+Nairn/data=!4m7!3m6!1s0x88f8a55277f756bb:0xf8381d78b21dac05!8m2!3d34.0130978!4d-81.0337337!16s%2Fg%2F11qplkx977!19sChIJu1b3d1Kl-IgRBawdsngdOPg,Inspired Health - Dr. Dana Nairn,5.0,8,Holistic medicine practitioner,"1931 Bull St STE C, Columbia, SC 29201, United States","2X78+6G Columbia, South Carolina, USA",http://www.inspiredhealthsc.com/,+1 839-200-7822,Open · Closes 1 pm · Reopens 1:30 pm,,https://lh3.googleusercontent.com/p/AF1QipNmhvzFOwRnArTnnnLInuTLbtgK42Ug48wSCdHF=w408-h306-k-no,true,"8 am–1 pm, 1:30–5 pm","8 am–1 pm, 1:30–5 pm","8 am–1 pm, 1:30–5 pm","8 am–1 pm, 1:30–5 pm",8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:16:52.552Z,,
https://www.google.com/maps/place/South+Carolina+Center+for+Integrative+Medicine/data=!4m7!3m6!1s0x88f8a2fca6bcee6b:0xcf7af8f9be7e9b59!8m2!3d34.0447361!4d-81.1244938!16s%2Fg%2F11f_j7cl22!19sChIJa-68pvyi-IgRWZt-vvn4es8,South Carolina Center for Integrative Medicine,4.4,54,Medical clinic,"612 St Andrews Rd # 2, Columbia, SC 29210, United States","2VVG+V6 Columbia, South Carolina, USA",http://www.sccimed.org/,+1 803-386-8684,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqw4s2kDi058lC9geZPU9lE27SvLABJy-e1dJuaD0ckfwa6NudWsIuvlrZJ2xW6y5OOdcD3XrfFH0oBRiP_K7H_Iori1uNaoSzcSW7qKkm6qlrTLFnFmz6HMKcasfctMk_TpHSl=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:16:57.999Z,,
https://www.google.com/maps/place/Corazon+Holistic+Health/data=!4m7!3m6!1s0x88f8a59487cc7453:0x290dd57727de3f2a!8m2!3d34.0072801!4d-81.0365515!16s%2Fg%2F11p73qv7jt!19sChIJU3TMh5Sl-IgRKj_eJ3fVDSk,Corazon Holistic Health,4.7,27,Wellness center,"1631 Main St, Columbia, SC 29201, United States","2X47+W9 Columbia, South Carolina, USA",https://www.corazonholistichealth.com/,+1 803-567-1217,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPbK39za3-IXi_tOnhQ4JMxn8qfMHHpYUSdX_bk=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:17:03.247Z,,
https://www.google.com/maps/place/Sacred+Healing+Spa/data=!4m7!3m6!1s0x88f8bb8a3340bbb9:0x6b2916195ab27908!8m2!3d33.9795526!4d-81.0716408!16s%2Fg%2F11k7ngv1_9!19sChIJubtAM4q7-IgRCHmyWhkWKWs,Sacred Healing Spa,4.6,35,Day spa,"1220 Knox Abbott Dr Suite-F, Cayce, SC 29033, United States","XWHH+R8 Cayce, South Carolina, USA",http://sacredhealingspa.square.site/,+1 803-922-7929,"Closed · Opens 11:30 am Tue

Updated by this business 5 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNBk4QNB4pK50yciD2Se6ANC8J2528NWkfADlOu=w408-h544-k-no,true,Closed,11:30 am–4 pm,10:30 am–4 pm,11 am–4 pm,10:30 am–3 pm,12–4 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:17:08.502Z,,
https://www.google.com/maps/place/1+with+Nature+Therapies/data=!4m7!3m6!1s0x88f8bdf25bd03e05:0xe302fb81e5cf5dfd!8m2!3d34.007432!4d-81.142746!16s%2Fg%2F11jt0rc42g!19sChIJBT7QW_K9-IgR_V3P5YH7AuM,1 with Nature Therapies,5.0,7,Holistic medicine practitioner,"3937 Sunset Blvd STE E, West Columbia, SC 29169, United States","2V44+XW West Columbia, South Carolina, USA",http://www.1withnaturetherapies.com/,+1 803-399-0345,Open · Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOU7PCQ2hKDRVz1V8dd9chg_y59YqMMBF9Yb48W=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:17:13.374Z,,
https://www.google.com/maps/place/Roots+Integrative+Medicine/data=!4m7!3m6!1s0x88f8af87a3efcfaf:0xb19d8cd44166e910!8m2!3d34.0204157!4d-80.9682337!16s%2Fg%2F11vt54_6t7!19sChIJr8_vo4ev-IgREOlmQdSMnbE,Roots Integrative Medicine,5.0,27,Medical office,"4711 Forest Dr #9, Columbia, SC 29206, United States","22CJ+5P Columbia, South Carolina, USA",http://www.rootsim.org/,+1 803-266-9920,Open · Closes 4 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPTXwyuXAqCYdmYINp6aAnITZGj-NN9IxlKMoqX=w408-h474-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:17:18.030Z,,
https://www.google.com/maps/place/Dynamic+Chiropractic+and+Functional+Movement/data=!4m7!3m6!1s0x88f8bbb2664aae55:0x49afd46b45ab2ec3!8m2!3d34.0017927!4d-81.0390171!16s%2Fg%2F11n7b8qkk6!19sChIJVa5KZrK7-IgRwy6rRWvUr0k,Dynamic Chiropractic and Functional Movement,5.0,63,Chiropractor,"1314 Lincoln St Suite 218, Columbia, SC 29201, United States","2X26+P9 Columbia, South Carolina, USA",http://www.dynamicchirofm.com/,+1 803-661-6310,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipO8GlyIJKhdHITBxautRWhG7OuTnRWlWBn04L3d=w408-h306-k-no,true,10 am–6 pm,8:30 am–4 pm,12–6 pm,8:30 am–6 pm,8:30 am–12:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:17:24.189Z,,
https://www.google.com/maps/place/How+I+Can+Help+You+-+DRJOSHSTEVENS/data=!4m7!3m6!1s0x88f8baad8836319f:0xd6f192780eec1f30!8m2!3d33.9975349!4d-80.9980045!16s%2Fg%2F11pdw18d54!19sChIJnzE2iK26-IgRMB_sDniS8dY,How I Can Help You - DRJOSHSTEVENS,,,Alternative medicine practitioner,"3014 Devine St, Columbia, SC 29205, United States","X2X2+2Q Columbia, South Carolina, USA",https://www.drjoshstevens.com/office-locationcontact.html,+1 803-260-5720,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h8OrTljy1XC3YVYtYjpbww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.91574&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-23T16:17:26.763Z,,
