placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Utah+Home+Health+and+Hospice/data=!4m7!3m6!1s0x874d9a08188a7ea1:0xe0eb127f72a4b321!8m2!3d40.2976779!4d-111.7042168!16s%2Fg%2F11x9q3gw8!19sChIJoX6KGAiaTYcRIbOkcn8S6-A,Utah Home Health and Hospice,4.9,155,Hospice,"358 W Center St, Orem, UT 84057, United States","77XW+38 Orem, Utah, USA",http://www.utahhomehealth.net/,+1 801-373-1400,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNM0b_vxsp9d2TXv75KQudH3HjpEgABGmkK1Kl3=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:14.972Z,,,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x874d850359c1f553:0xf0712a47e286cc9c!8m2!3d40.3106857!4d-111.6843548!16s%2Fg%2F11j4mc0c16!19sChIJU_XBWQOFTYcRnMyG4kcqcfA,Enhabit Hospice,5.0,1,Hospice,"480 E 770 N, Orem, UT 84097, United States","8868+77 Orem, Utah, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 801-874-1120,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO0v-bk1ELL22uH4BvvgdvqJRkk3EJHYrwQihOp=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:20.544Z,Identifies as women-owned,,
https://www.google.com/maps/place/Harmony+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x874d9a649239d8b3:0x3f2d7d68620ea5a4!8m2!3d40.272742!4d-111.6970449!16s%2Fg%2F1pp2th07x!19sChIJs9g5kmSaTYcRpKUOYmh9LT8,Harmony Home Health & Hospice,4.9,24,Home health care service,"53 W University Pkwy, Orem, UT 84058, United States","78F3+35 Orem, Utah, USA",https://www.harmonyhomehealth.com/?utm_source=GMBlisting&utm_medium=organic,+1 877-463-3322,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOFi_aUpORj3XoqEgYQ9XQo5npvjVvvHabyAphb=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:26.086Z,,,
https://www.google.com/maps/place/First+Choice+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x874d9b10e601d65d:0x6f2895c24ea989d6!8m2!3d40.3127391!4d-111.70941!16s%2Fg%2F1tdmqjly!19sChIJXdYB5hCbTYcR1ompTsKVKG8,First Choice Home Health & Hospice,4.4,48,Home health care service,"560 W 800 N #204, Orem, UT 84057, United States","877R+36 Orem, Utah, USA",https://www.fchhh.com/,+1 801-434-4100,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOMsGRo_pV6WacMpYjmpi6jo6XZhF_y8tJpcZW_=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:32.058Z,,,
https://www.google.com/maps/place/Horizon+Hospice+Specialists/data=!4m7!3m6!1s0x874d9ac1d135876f:0x80e013726f21fe43!8m2!3d40.300988!4d-111.6956616!16s%2Fg%2F1thq15hv!19sChIJb4c10cGaTYcRQ_4hb3IT4IA,Horizon Hospice Specialists,4.3,6,Hospice,"11 E 200 N St, Orem, UT 84057, United States","8823+9P Orem, Utah, USA",http://www.hospicespecialists.com/,+1 801-426-5227,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QI4MZzxIxC8U8Qenk1HXfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.23397&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:35.153Z,,,
https://www.google.com/maps/place/Health+Watch/data=!4m7!3m6!1s0x874d915b416f2403:0x1e6eaada29adc545!8m2!3d40.312953!4d-111.6604!16s%2Fg%2F11j6nl2bx_!19sChIJAyRvQVuRTYcRRcWtKdqqbh4,Health Watch,4.4,23,Home health care service,"1485 E 840 N, Orem, UT 84097, United States","887Q+5R Orem, Utah, USA",http://www.healthwatchutah.com/,+1 801-225-0599,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RkXV7aghKKmQm_13S9OIFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.27897&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:40.388Z,,,
https://www.google.com/maps/place/Enhabit+Home+Health/data=!4m7!3m6!1s0x874d9ac6ae2eb6c9:0xa5939cd22a4afc73!8m2!3d40.3106857!4d-111.6843548!16s%2Fg%2F1v1vdny_!19sChIJybYursaaTYcRc_xKKtKck6U,Enhabit Home Health,3.8,11,Home health care service,"480 E 770 N, Orem, UT 84097, United States","8868+77 Orem, Utah, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 801-221-0669,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E0obu0HPE76KmJ1Zq29APw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.1025&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:45.376Z,Identifies as women-owned,,
"https://www.google.com/maps/place/Ability+Home+Health+%26+Hospice+-+Orem/@40.2964844,-111.6896319,17z/data=!3m1!4b1!4m6!3m5!1s0x874d9b75f4ffc057:0x63a9aa21bbecdcb!8m2!3d40.2964844!4d-111.6896319!16s%2Fg%2F11xlfdn0gm",Ability Home Health & Hospice - Orem,,,Hospice,"250 E Center St, Orem, UT 84057, United States","78W6+H4 Orem, Utah, USA",https://www.abilityhhh.com/,+1 385-287-1311,,,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:50.219Z,,,
https://www.google.com/maps/place/Intermountain+Homecare-Orem/data=!4m7!3m6!1s0x874d9a8671e38ba5:0x1a9a621cb656cc8e!8m2!3d40.2757164!4d-111.6759507!16s%2Fg%2F1tpc8fvy!19sChIJpYvjcYaaTYcRjsxWthximho,Intermountain Homecare-Orem,,,Hospice,"1165 S 800 E, Orem, UT 84097, United States","78GF+7J Orem, Utah, USA",https://intermountainhealthcare.org/services/homecare/,+1 801-225-0584,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q1lKWhWKuP6ZH0B_ETbsjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.46612&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:52.924Z,,,
https://www.google.com/maps/place/Love+Healthcare/data=!4m7!3m6!1s0x874d854ceeab9cdf:0xf1daf50b009fc58c!8m2!3d40.3107064!4d-111.6816583!16s%2Fg%2F1tjxg40k!19sChIJ35yr7kyFTYcRjMWfAAv12vE,Love Healthcare,,,Hospice,"495 E 770 N, Orem, UT 84097, United States","8869+78 Orem, Utah, USA",,+1 801-426-5480,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3jXJSh8PIHYJq80GH8PPNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.3209&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-17T23:36:55.516Z,,,
