placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x8651fdf226d09d11:0x9bba600b0b6f85f2!8m2!3d32.730004!4d-97.791213!16s%2Fg%2F1v940gyh!19sChIJEZ3QJvL9UYYR8oVvCwtgups,Leslie's Pool Supplies,4.0,47,Swimming pool supply store,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup","110 I-20 Ste 100, Weatherford, TX 76086, United States","P6J5+2G Weatherford, Texas, USA",https://lesliespool.com/location/weatherford-texas-weatherford-699.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_699,+1 817-596-5400,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYGj_FvHMi2IqOrjGmZPgq9UFvY957YAWPBJhz4YZSVeHHKn-v0WtgkyHfN73WeKKjOP5Bmp2Id9hZWVyWX7F1wWMYgDdtyNcFrvVsuSfNd4FP8Fx0yJFeWm4fZrviDEIVDpf0jg=w408-h725-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:06.994Z,
https://www.google.com/maps/place/Parker+County+Pools/data=!4m7!3m6!1s0x8651fe123dc32395:0xd85456ba3fd5960b!8m2!3d32.75865!4d-97.802446!16s%2Fg%2F11bw47hlps!19sChIJlSPDPRL-UYYRC5bVP7pWVNg,Parker County Pools,4.4,42,Swimming pool supply store,,"401 Palo Pinto St ste a, Weatherford, TX 76086, United States","Q55X+F2 Weatherford, Texas, USA",https://www.parkercountypools.com/,+1 817-341-7665,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNujUiVpFB78okXMtj2E6-BP9nAcJIlChceeyeA=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:12.920Z,
https://www.google.com/maps/place/Perfect+Pool+Services/data=!4m7!3m6!1s0x864dfd0a3dbcb183:0x4f1d22b227d9fd56!8m2!3d32.7523179!4d-97.7906346!16s%2Fg%2F1tg2l1w5!19sChIJg7G8PQr9TYYRVv3ZJ7IiHU8,Perfect Pool Services,5.0,2,Swimming pool contractor,,"Weatherford, TX 76086, United States","Q625+WP Weatherford, Texas, USA",https://www.aquaticsconnect.com/weatherford/services-vendors/perfect-pool-services,+1 817-374-4426,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSznQ8v2Dhvi0A2xqv1ZKw94RdoPMO8YFCNLaMuGOlGY1e2d_yQ_TNhkgreabI_2Ia-BJUolqixMxV6Z03BG22P185VEMmhCRb3wQvmYQ_qwce-vBiSN5iUO-bd7FQRLbw0D3jUdTQ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:16.594Z,
https://www.google.com/maps/place/Parsons+Pool+Service/data=!4m7!3m6!1s0x8651fdf6f25f9603:0x266b4b9849d69e8a!8m2!3d32.7615805!4d-97.805504!16s%2Fg%2F11cnb3zcn2!19sChIJA5Zf8vb9UYYRip7WSZhLayY,Parsons Pool Service,4.8,43,Pool cleaning service,,,,https://parsonspoolservice.com/,+1 817-954-8486,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNghDpiZbLuvaDx6IZpBcyfgIYeMx0yo2i1DPAi=w647-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:21.496Z,
https://www.google.com/maps/place/Poolwerx+Weatherford/data=!4m7!3m6!1s0x8651ff446e7071bb:0x127e24c91b65fc77!8m2!3d32.7586495!4d-97.8024464!16s%2Fg%2F11hz20hxq5!19sChIJu3FwbkT_UYYRd_xlG8kkfhI,Poolwerx Weatherford,4.4,7,Swimming pool repair service,,"401 Palo Pinto St ste b, Weatherford, TX 76086, United States","Q55X+F2 Weatherford, Texas, USA",https://www.poolwerx.com/locations/texas/poolwerx-weatherford/,+1 817-341-7665,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMoLNyS2CmnMxSYXh6KZbv37m6pMpQydTYlRLFf=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:26.868Z,
https://www.google.com/maps/place/Bonnie+%26+Clydes+Pools+and+Spas/data=!4m7!3m6!1s0x8651fdf00a1f4ccb:0xa417ccdea33b9cb4!8m2!3d32.730508!4d-97.7932502!16s%2Fg%2F1thsgbcy!19sChIJy0wfCvD9UYYRtJw7o97MF6Q,Bonnie & Clydes Pools and Spas,3.7,65,Swimming pool supply store,"Store selling a variety of above-ground pools, hot tubs, filters, pumps & cleaning supplies. · In-store pick-up · Delivery","1926 S Main St, Weatherford, TX 76086, United States","P6J4+6M Weatherford, Texas, USA",http://www.bncpools.com/,+1 817-594-9888,"Open ⋅ Closes 6 pm

Updated by this business 4 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP6FqZeY7_KE_-ctl1nMgnatuh5Avy6V9PR52C8=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:32.003Z,
https://www.google.com/maps/place/All+Texas+Pool+%26+Spa/data=!4m7!3m6!1s0xa5759176dc665197:0x45fb6b956ff9dbf1!8m2!3d32.7072994!4d-97.929731!16s%2Fg%2F11v9jwl62x!19sChIJl1Fm3HaRdaUR8dv5b5Vr-0U,All Texas Pool & Spa,5.0,3,Swimming pool contractor,,,,http://alltexaspoolrestoration.com/,+1 817-925-5082,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipN6O7z9e2xxb9x_323ivmL_mmDX9Uy5X-v4hVG_=w450-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:36.882Z,
https://www.google.com/maps/place/CAULK+BOSS/data=!4m7!3m6!1s0x8651ff905e4c338f:0x395ad77ca8f75dc2!8m2!3d32.7515249!4d-97.8200985!16s%2Fg%2F11h_cm5d2s!19sChIJjzNMXpD_UYYRwl33qHzXWjk,CAULK BOSS,4.3,4,Swimming pool repair service,,"622 Elizabeth Pl, Weatherford, TX 76086, United States","Q52H+JX Weatherford, Texas, USA",,+1 817-366-8756,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMkhpziMQvGXLRzSOm4on7Ux_M_-dPUPkHLICw_=w408-h266-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:47.236Z,
https://www.google.com/maps/place/4K+Pool+Service+LLC/data=!4m7!3m6!1s0x864dff7cdd77880f:0x1a0cf62a50deaf10!8m2!3d32.765635!4d-97.8037864!16s%2Fg%2F11fmdl9ctw!19sChIJD4h33Xz_TYYREK_eUCr2DBo,4K Pool Service LLC,4.8,21,Swimming pool repair service,,,,http://4kpools.com/?utm_source=gmb&utm_medium=referral,+1 817-757-2932,Open ⋅ Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipP9lKTYDPCcEwX-NxWbkBLrf2roUZOoVTQhd3b8=w426-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:52.348Z,
https://www.google.com/maps/place/Turtle+Shell+Pools/data=!4m7!3m6!1s0x864e01faaf1ef131:0x358b392b2a722e78!8m2!3d32.7579149!4d-97.7729572!16s%2Fg%2F1tfv0z3_!19sChIJMfEer_oBToYReC5yKis5izU,Turtle Shell Pools,,,Swimming pool contractor,,"1222 Fort Worth Hwy Suite A, Weatherford, TX 76086, United States","Q65G+5R Weatherford, Texas, USA",,+1 817-596-3939,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZmMCrDs67ftzjWxy_eaoLokuzv0BToLlL_KmP7es2z8rnrdInUIKH5491OIs9dO4PzKdaEe5AQrGEMDvwrvMjb-mQ56VjcapYz_eeYtTb-x3mT9lyULNegAaCBXyp5gTydFVm=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-27T19:42:55.010Z,
