placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Palmetto+Infusion+-+West+Columbia/data=!4m7!3m6!1s0x88f8bcd2b4ea7325:0xc56de725da281b61!8m2!3d34.0058839!4d-81.1246342!16s%2Fg%2F1vn_ztl1!19sChIJJXPqtNK8-IgRYRso2iXnbcU,Palmetto Infusion - West Columbia,4.5,56,Medical clinic,"3105 Sunset Blvd, West Columbia, SC 29169, United States","2V4G+94 West Columbia, South Carolina, USA",https://www.palmettoinfusion.com/,+1 800-809-1265,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqO7T2KwXZqU-iz7DJKo1-j_ernd_tr4CAz3ad6K5pdnpyx1h2E4lcG293zeNJsaBKnyTDQuJ0bN1ea-7KMxONT1B_M_bSfcxItcQLp8afmDSL0cV7oLMAHLT_Lwt0P4qJIdMFU5M-IG1u-=w408-h306-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:02:23.243Z,,,,
https://www.google.com/maps/place/LMC+Urgent+Care+-+Cayce/data=!4m7!3m6!1s0x88f8bb243bdd90cf:0xfd4e5866a9ac0518!8m2!3d33.9799786!4d-81.0676819!16s%2Fg%2F11vpfd0vj7!19sChIJz5DdOyS7-IgRGAWsqWZYTv0,LMC Urgent Care - Cayce,3.5,62,Medical clinic,"1111 Knox Abbott Dr, Cayce, SC 29033, United States","XWHJ+XW Cayce, South Carolina, USA",https://www.lexmed.com/locations-directions/community-medical-centers/lmc-cayce,+1 803-314-0660,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-UTUs5S7BZ8gOZGEH5Uelwq_VS895FdGWevl_TKSj1_1diJiAtQtKnlEXlqwTO2jp-CJnDunhop7OVSZvqGZB0G7WmQdcekCMzUTQ7efBeR-80xJiUY8A2wU02LXVG_sQC5yl=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:02:28.868Z,,,,
https://www.google.com/maps/place/Intramed+Plus+Infusion+%26+Medical+Center/data=!4m7!3m6!1s0x88f8a3409134b3fb:0x82c4fe3f4b43e536!8m2!3d34.010833!4d-81.130661!16s%2Fg%2F11sgrd7554!19sChIJ-7M0kUCj-IgRNuVDSz_-xII,Intramed Plus Infusion & Medical Center,5.0,1,Medical clinic,"112 Saluda Ridge Ct # 200, West Columbia, SC 29169, United States","2V69+8P West Columbia, South Carolina, USA",http://www.intramedplus.com/,+1 803-999-1750,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN8JdM3xIlYLFeYE-VLzTe_lFlebWZ9ZJA6TflA=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:02:34.135Z,,,,
https://www.google.com/maps/place/Prisma+Health+Infusion+Center%E2%80%93Columbia/data=!4m7!3m6!1s0x88f8a51766ac584d:0x1952bd3e489b24d9!8m2!3d34.0281932!4d-81.0259071!16s%2Fg%2F11qnm0tszq!19sChIJTVisZhel-IgR2SSbSD69Uhk,Prisma Health Infusion Center–Columbia,4.4,7,Medical Center,"3010 Farrow Rd #110, Columbia, SC 29203, United States","2XHF+7J Columbia, South Carolina, USA",https://prismahealth.org/locations/ambulatory-labs-other/infusion-center-columbia?utm_source=gmb&utm_medium=yext,+1 803-434-3650,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_lbqzvXiWZg4SbLbRMyTrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.349014&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:02:38.948Z,,,,
https://www.google.com/maps/place/Revv+Beauty+and+Infusion+Clinic/data=!4m7!3m6!1s0x88f8bb4d6993b845:0x72abae9a37efef72!8m2!3d34.0017218!4d-81.0461688!16s%2Fg%2F11twcfj25h!19sChIJRbiTaU27-IgRcu_vN5quq3I,Revv Beauty and Infusion Clinic,5.0,22,Weight loss service,"508 Hampton St Ste 204, Columbia, SC 29201, United States","2X23+MG Columbia, South Carolina, USA",http://www.revvbeautyandinfusion.com/,+1 803-929-7388,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwUggmhIv76JE7SA4Rq-uFMr7zJXt5s9BCFS-4kHH_Pjs13eW1xTzHfNId5FQVVEhJBwxCwQgI0tTnxP0mP1o30q3_76s8yyyQMSuD5LglwRzX54Cqamb-aPlrC_0BO5TUwTQ=w426-h240-k-no,true,Closed,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:02:45.878Z,,,,
"https://www.google.com/maps/place/Lexington+Medical+Center,+Park+2/data=!4m7!3m6!1s0x14e1a307d290ba93:0x6204d65ef3218706!8m2!3d33.9424201!4d-81.0424569!16s%2Fg%2F11b706wl4h!19sChIJk7qQ0gej4RQRBoch817WBGI","Lexington Medical Center, Park 2",3.3,23,Medical Center,"3799 12th St Ext #110, Cayce, SC 29033, United States","WXR5+X2 Cayce, South Carolina, USA",http://www.lexmed.com/locations-directions/medical-office-buildings/otarre-pointe,+1 803-926-6820,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noU_xdG9Y_wLdFM6MrTx1R1cHrqhJL77EcvMpQu0fo2CX6DErvoGMHOxGzrtQNVEgoYAGbPh-GO9mj4O2iTXfh1Vlft60pNnqt0Y6uQMZU5OblXQmCRpEgUwBCKQ5Ckoc8pjq67=w408-h544-k-no,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:02:50.954Z,,,,
https://www.google.com/maps/place/Sacred+Healing+Spa/data=!4m7!3m6!1s0x88f8bb8a3340bbb9:0x6b2916195ab27908!8m2!3d33.9795526!4d-81.0716408!16s%2Fg%2F11k7ngv1_9!19sChIJubtAM4q7-IgRCHmyWhkWKWs,Sacred Healing Spa,4.6,35,Day spa,"1220 Knox Abbott Dr Suite-F, Cayce, SC 29033, United States","XWHH+R8 Cayce, South Carolina, USA",http://sacredhealingspa.square.site/,+1 803-922-7929,Closed ⋅ Opens 11:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nof3QjDH3rfKbkbQNhLIDyS_-gG0F04kYI97er_klrnjg1Cl2pwjxEklRYgG16fPlGkNpgWjjQlskEMdYJgHOz7oDaaYmOVVVBhAi5jrcB66Pyh_ja9WzAYNJUm82atbCAKCPKs=w408-h306-k-no,true,12 am–5 pm,Closed,11:30 am–4 pm,10:30 am–4 pm,11 am–4 pm,10:30 am–3 pm,9:30 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:02:56.026Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Drayer+Physical+Therapy+Institute/data=!4m7!3m6!1s0x88f8bb5b343f2e35:0x931a3b986ce6fbf8!8m2!3d33.9792657!4d-81.0733208!16s%2Fg%2F11h81bqm77!19sChIJNS4_NFu7-IgR-PvmbJg7GpM,Drayer Physical Therapy Institute,5.0,31,Physical therapy clinic,"1340 Knox Abbott Dr, Cayce, SC 29033, United States","XWHG+PM Cayce, South Carolina, USA",https://drayer.urpt.com/locations/cayce/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 803-851-1686,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipN5stv9n2cbx-u6z5Csv1Lr-riH3LcvSjc4XY5v=w428-h240-k-no,true,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:03:01.253Z,,,,
https://www.google.com/maps/place/Columbia+Metro+Treatment+Center/data=!4m7!3m6!1s0x88f8baae1b0f7af7:0xd59e91aea7d63869!8m2!3d33.9850073!4d-81.1061052!16s%2Fg%2F1thd2ngx!19sChIJ93oPG666-IgRaTjWp66RntU,Columbia Metro Treatment Center,3.4,34,Addiction treatment center,"560 Chris Dr, West Columbia, SC 29169, United States","XVPV+2H West Columbia, South Carolina, USA",https://www.newseason.com/clinics/columbia-metro-treatment-center/,+1 803-791-9422,Closed ⋅ Opens 5 am Mon,https://lh3.googleusercontent.com/p/AF1QipO6LbT5EjsGYoezJBM8-KC10tGtyA6YZUzNTa3A=w408-h544-k-no,true,Closed,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:03:06.245Z,,,,
https://www.google.com/maps/place/Palmetto+Proactive+Healthcare.+Direct+Primary+Care+%28DPC%29/data=!4m7!3m6!1s0x88f8badedda5c6ef:0x8dc78c069022920!8m2!3d33.9808963!4d-81.0647849!16s%2Fg%2F11g9jj1215!19sChIJ78al3d66-IgRICkCacB43Ag,Palmetto Proactive Healthcare. Direct Primary Care (DPC),4.5,69,Medical clinic,"977 Knox Abbott Dr, Cayce, SC 29033, United States","XWJP+93 Cayce, South Carolina, USA",http://www.palmettoproactive.com/,+1 803-393-3325,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNS7OX2Rv1kFjgM7jSzE52kWVHt2VCXOkFf0ds_=w439-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-28T23:03:11.196Z,,,,
