placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes
https://www.google.com/maps/place/United+Parking+Valet/data=!4m7!3m6!1s0x89e445753de7020d:0xa7793e52b6e95c14!8m2!3d41.8346248!4d-71.423698!16s%2Fg%2F124str7l8!19sChIJDQLnPXVF5IkRFFzptlI-eac,United Parking Valet,4.4,67,Valet parking service,"365 Smith St, Providence, RI 02908, United States","RHMG+RG Providence, Rhode Island, USA",http://www.unitedparkingvalet.com/,+1 401-865-0435,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNRslr_ovBA8CPz8oNDDVjoH1SQHJlbbtSPOdVc=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-28T19:12:34.052Z,,
https://www.google.com/maps/place/Providence+Valet+Parking/data=!4m7!3m6!1s0x89e5b76b7984c72f:0x62864f7dadb22143!8m2!3d41.5729893!4d-71.4857304!16s%2Fg%2F11lth7mgz6!19sChIJL8eEeWu35YkRQyGyrX1PhmI,Providence Valet Parking,,,Valet parking service,"650 Ten Rod Rd, North Kingstown, RI 02852, United States","HGF7+5P North Kingstown, Rhode Island, USA",https://www.pvpri.com/,+1 401-932-9519,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOhnhRQnrBJyS5D9Y8sPWvkqKrGeHHk60sgnJkB=w408-h244-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-28T19:12:39.102Z,,
https://www.google.com/maps/place/Royal+Valet+LLC/data=!4m7!3m6!1s0x89e444f8dc30f0fb:0xce4d89c491322e96!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11cphqfj67!19sChIJ-_Aw3PhE5IkRli4ykcSJTc4,Royal Valet LLC,3.7,3,Automobile storage facility,,,http://royalvalet.co/,+1 401-862-1660,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwl-6fgKQSFwdjWLfoUlmLo0aFL6ewuyn8UwmhJhv_1RwM66AHJGcBcSw3vKsdRhn_gEo1cYjSBOrFN1aLRQmDhp5nEvdjEKwGCM-tL3xdjxfDN25p0p_6bmhSKJ4576N_o40LIcQ=w408-h362-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-28T19:12:41.626Z,,
https://www.google.com/maps/place/1+Creek+Ln+Parking/data=!4m7!3m6!1s0x89e45472f81f2dc3:0x5e10d3f3df75a66e!8m2!3d41.6793319!4d-71.2777914!16s%2Fg%2F11sb4tdyn5!19sChIJwy0f-HJU5IkRbqZ13_PTEF4,1 Creek Ln Parking,,,Parking lot,"1 Creek Ln, Bristol, RI 02809, United States","MPHC+PV Bristol, Rhode Island, USA",,+1 401-222-2450,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qEcnaYhh3LgNefFdlsiaIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.068886&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-28T19:12:44.901Z,,
https://www.google.com/maps/place/PPAC+Garage/data=!4m7!3m6!1s0x89e44513696f8c8d:0x3750e79742f7fc0c!8m2!3d41.8211967!4d-71.4130408!16s%2Fg%2F1vq75wjq!19sChIJjYxvaRNF5IkRDPz3QpfnUDc,PPAC Garage,3.1,107,Parking garage,"233 Weybosset St, Providence, RI 02903, United States","RHCP+FQ Providence, Rhode Island, USA",http://uppglobal.com/,+1 401-595-9176,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFqJ1A6YpZR29MV9Em4iA4Zz63mu5u-PMehTnRt99a5S1IKKfUTMHirVwm8RF2hTGSpFeB4-1xKj9pPYH9pNyk9BpKdQ_kzh3j1MQGIJfzgh-AwOQREW-xqVrbvOwuSlOjbZBq=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-28T19:12:49.949Z,,
https://www.google.com/maps/place/Perfect+Parking/data=!4m7!3m6!1s0x89e5b31f426f36e3:0x4ccc3143f154360!8m2!3d41.5573165!4d-71.4979145!16s%2Fg%2F11wc17hry1!19sChIJ4zZvQh-z5YkRYEMVPxTDzAQ,Perfect Parking,4.4,25,Service establishment,,,https://www.perfectionvaletparking.com/,+1 401-295-7700,,,https://lh3.googleusercontent.com/p/AF1QipN2JhHQfrBWEO2h7hksyO6WcyDg_6hNMnO3BK2o=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-28T19:12:52.366Z,,
https://www.google.com/maps/place/United+Parking+LLC/data=!4m7!3m6!1s0x89e445753de7020d:0xfadfd974ff8ccaf1!8m2!3d41.8211573!4d-71.4280475!16s%2Fg%2F1thvtqdp!19sChIJDQLnPXVF5IkR8cqM_3TZ3_o,United Parking LLC,,,,"137 Sutton St, Providence, RI 02903, United States","RHCC+FQ Providence, Rhode Island, USA",,,Permanently closed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ibKCoI34htM_Xx4DWo-lPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.8029&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-28T19:12:56.719Z,,
,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2025-10-28T19:13:05.389Z,No new results found,
"https://www.google.com/maps/place/Metropark+Ltd:+P8,+Dyer+Parking+Lot/data=!4m7!3m6!1s0x89e44516791b26d3:0xfde9f95060a50795!8m2!3d41.8246204!4d-71.4090494!16s%2Fg%2F11f2gsw7dq!19sChIJ0yYbeRZF5IkRlQelYFD56f0","Metropark Ltd: P8, Dyer Parking Lot",2.0,2,Parking lot,"Dyer St, Providence, RI 02903, United States","RHFR+R9 Providence, Rhode Island, USA",http://www.metroparkltd.com/,+1 401-274-9290,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywSoXK8ew8RO5XTZzVRQwVLBc3VTwsXk1L3tp6puWmABNplqzOO7bywtR1k1V96jErgz_J54aenw1tiOhzri1r74vq-4bf_RNQx2DELW97d2P9tQKG706nPS8iq_yQY4Suz4ic=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Barrington+Providence+RI/@41.8349512,-71.435361,14z",2025-10-28T19:13:16.415Z,,
"https://www.google.com/maps/place/Lot+E-7/@41.8119574,-71.413495,17z/data=!3m1!4b1!4m6!3m5!1s0x89e4456f3d13e6c7:0x1597050f385638fe!8m2!3d41.8119574!4d-71.413495!16s%2Fg%2F11c61lz1xs",Lot E-7,,,Parking lot,"61-99 Pearl St, Providence, RI 02905, United States","RH6P+QJ Providence, Rhode Island, USA",,,,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Barrington+Providence+RI/@41.8349512,-71.435361,14z",2025-10-28T19:13:20.721Z,,
