placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Don+Marcum%27s+Pool+Care/data=!4m7!3m6!1s0x8841ac728e0c61ab:0x5ed465f37ca7a253!8m2!3d39.1241656!4d-84.3638445!16s%2Fg%2F1tknl3mp!19sChIJq2EMjnKsQYgRU6KnfPNl1F4,Don Marcum's Pool Care,3.2,79,Swimming pool contractor,"6841 Main St, Cincinnati, OH 45244, United States","4JFP+MF Cincinnati, Ohio, USA",https://www.donmarcumspoolcare.net/,+1 513-561-7050,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweod44KGB2ijv4bUmQk9Nw9jZ3MnAPLBR-fpLwdX1y2rx_lInYt0gi-7Zja3q2KQd9KE8myfhePsvtRNZ7Xh1i9lH0_4QP-f-oXwAhuhZo7L5AwtokUYKnf-odOIGz_-uYNNl8OfdA=w427-h240-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:33:24.496Z,,,,
"https://www.google.com/maps/place/Cross+County+Pool+Service,+Inc./data=!4m7!3m6!1s0x88404bbbc6425a11:0x3629eed7d880cd18!8m2!3d39.2579541!4d-84.5768726!16s%2Fg%2F11thfd4t85!19sChIJEVpCxrtLQIgRGM2A2NfuKTY","Cross County Pool Service, Inc.",4.5,17,Swimming pool repair service,"2848 Springdale Rd, Cincinnati, OH 45251, United States","7C5F+57 Cincinnati, Ohio, USA",http://crosscountypoolservice.com/,+1 513-741-7774,Closed · Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweql9ckInPGWReMTq-4KVrF4BbMSjWf7xg01DqyhrnqtUhJ8OgrHL-7P_Eppe41xRV2TXWFOD-FBe5UYuJk6kq7-aTF2qJTdvNtTIGxxwDZ0TVSDR6ShgjdGovRfypwJBr2jQF53tQ=w408-h306-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:33:30.631Z,,,,
https://www.google.com/maps/place/Cincinnati+Pool+Professionals/data=!4m7!3m6!1s0x8840536bb4e56975:0xbc446f414e7d9e7c!8m2!3d39.2659987!4d-84.3606487!16s%2Fg%2F11r3_4zp9k!19sChIJdWnltGtTQIgRfJ59TkFvRLw,Cincinnati Pool Professionals,5.0,35,Swimming pool contractor,"11126 Deerfield Rd, Blue Ash, OH 45242, United States","7J8Q+9P Blue Ash, Ohio, USA",http://www.cincipools.com/,+1 513-227-5760,Closed · Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo35O-qB63w_IpgGuAVoftaMmIcyE7o3q0qSHcX2OjQp9SCvxVW8qaPYpS5_O6feuPV8KCL6m6r3TGUjZxz7CQpd6b_puMOJ6KjqwfT7e6hCCdksGd0GLvlXb_6ywRfwrEX6AqluV_tZPZX=w408-h544-k-no,true,Closed,10 am–5 am,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:33:35.515Z,,,,
https://www.google.com/maps/place/Westside+Pools+LLC/data=!4m7!3m6!1s0x8841b5fb935f174d:0xdb4abd2250a3203d!8m2!3d39.1189822!4d-84.5992516!16s%2Fg%2F11cmnmgsfr!19sChIJTRdfk_u1QYgRPSCjUCK9Sts,Westside Pools LLC,4.5,11,Swimming pool contractor,"4914 Glenway Ave, Cincinnati, OH 45238, United States","4C92+H7 Cincinnati, Ohio, USA",http://westside-pools.com/,+1 513-615-7557,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sysXZtJ72-aA4ARrfZz3Bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.598564&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–6 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:33:40.543Z,,,,
https://www.google.com/maps/place/Riley%27s+Pools+%26+Spas+Inc/data=!4m7!3m6!1s0x8841ca5e2f7d91e5:0xc1a4021341ecb4e2!8m2!3d39.1532144!4d-84.6272686!16s%2Fg%2F1thghqg5!19sChIJ5ZF9L17KQYgR4rTsQRMCpME,Riley's Pools & Spas Inc,4.2,33,Swimming pool supply store,"6504 Glenway Ave, Cincinnati, OH 45211, United States","593F+73 Cincinnati, Ohio, USA",http://www.rileyspoolsandspas.com/,+1 513-481-3000,Closed · Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepf5nsBs1fxpJyrsLAmGKeTUwBHFTsdt4KG0xY1_4sZf_6lX4wG5TGx9HBTp_6PvMUhBmkLUzNmsOIGFShjb2lysnMlNdPBfrL-M2qqapuP09vk5aSKq_7aOhOK5rabIxsV1nkfC7pjPixE=w408-h906-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:33:45.836Z,· In-store shopping · In-store pick-up,,,
https://www.google.com/maps/place/Leisure+Pools+Cincinnati/data=!4m7!3m6!1s0x8841b1bdf18f13dd:0x1f7559037ba23092!8m2!3d39.1014006!4d-84.5088932!16s%2Fg%2F11xrpmcnr1!19sChIJ3ROP8b2xQYgRkjCiewNZdR8,Leisure Pools Cincinnati,5.0,2,Swimming pool contractor,"201 E 5th St Suite 1900, Cincinnati, OH 45202, United States","4F2R+HC Cincinnati, Ohio, USA",https://leisurepoolscincinnati.com/,+1 513-250-6937,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqA0L8syeZQrs4wrJqSmEsXCzyle9SbmsZvSZ45QO3NPpO2LsWrERgZKWlKM5I0Y9D6OPIi6TT6-VIHVVg4HUyWjM-Daj442gS_FSwkHzKySaudkD54WhNHKmLaTERfpQwDbpPGk57ENrgr=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:33:50.605Z,,,,
https://www.google.com/maps/place/Cincinnati+Pool+and+Patio/data=!4m7!3m6!1s0x884052226546920b:0x6e734ff7ba99df36!8m2!3d39.2614726!4d-84.4178568!16s%2Fg%2F1v0llg6l!19sChIJC5JGZSJSQIgRNt-ZuvdPc24,Cincinnati Pool and Patio,4.5,371,Swimming pool contractor,"10731 Reading Rd, Cincinnati, OH 45241, United States","7H6J+HV Cincinnati, Ohio, USA",https://cincinnatipoolandpatio.com/,+1 513-554-0000,Closed · Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqXirK7-aDEmW6WkbnIFqEYp_370ntUEUE8xEg7Bot9m840NofRkGk5074Gje3cYKBTYmSv27dzcx0nTpl8B5aRvBqGvQezbSZOe2J-uZBMe46pXKXrhhlUr0-Wj7-hVKb4CEQa=w427-h240-k-no,true,12 am–6 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–6 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:33:55.386Z,,,,
https://www.google.com/maps/place/POOL+REPAIR+INC/data=!4m7!3m6!1s0x884107005019bb53:0x771e03c0907c47f1!8m2!3d39.0554174!4d-84.2321494!16s%2Fg%2F1v4203z_!19sChIJU7sZUAAHQYgR8Ud8kMADHnc,POOL REPAIR INC,4.8,13,Swimming pool repair service,"Pool Repair Inc, 1377 Buxton Meadows Dr, Amelia, OH 45102, United States","3Q49+54 Amelia, Ohio, USA",http://poolrepairinc.com/,+1 513-518-5777,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cXx_LwAvramymG-CC8KyLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.90451&pitch=0&thumbfov=100,false,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:34:00.094Z,,,,
https://www.google.com/maps/place/Cincinnati+Pool+Management/data=!4m7!3m6!1s0x88404e2609eeea4b:0xfff8bbf037e7a199!8m2!3d39.2939!4d-84.4070549!16s%2Fg%2F1tgnxx7x!19sChIJS-ruCSZOQIgRmaHnN_C7-P8,Cincinnati Pool Management,3.5,11,Swimming pool repair service,"3461 Mustafa Dr Suite 101, Sharonville, OH 45241, United States","7HVV+H5 Sharonville, Ohio, USA",http://www.cincinnati-pmg.com/?utm_source=gmb&utm_medium=yext,+1 513-777-1444,"Closed · Opens 8 am Mon

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqw5DZcg2GCimaCZi4P5V0iPXUTr6a12RH3RIUQaaNbEPrec3Dt4Ic3qP1AMYIq6FC38R8We_Z1tFosayKjMMZgDfOv5LMCKO9lWKHcufkBREaXkmsGK-oQkxvJwVAhcSDB5bCuGg=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:34:04.926Z,,,,
https://www.google.com/maps/place/Academy+Pool+Service/data=!4m7!3m6!1s0x884100d3d0d64655:0xb68de247ea07bece!8m2!3d39.1001255!4d-84.2352428!16s%2Fg%2F1hc8mgtxf!19sChIJVUbW0NMAQYgRzr4H6kfijbY,Academy Pool Service,4.7,14,Swimming pool repair service,"4565 Wood Forest Dr, Batavia, OH 45103, United States","4Q27+3W Batavia, Ohio, USA",http://www.academypools.net/,+1 513-752-7946,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerlpFH-xbfinYk9gzYAxp-PiQWJrkEGCaM1u1_AdJZbH8YfoO920r5qtzc04yA5GdErbwjAAJhYHKvRohtYw2pkRwOn-Y1LR-Kt2Co63V-Jdf-g1W8qBJtB6VbI6McSkMCmP5Dx=w426-h240-k-no,true,8 am–5 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,https://www.google.com/maps/search/pool+services+businesses+in+Cincinnati+Cincinatti+OH/,2026-03-23T03:34:09.702Z,,,,
