placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error,isBlackOwned
"https://www.google.com/maps/place/Economy+Plumbing+Services,+LLC/data=!4m7!3m6!1s0x8644b50bd9aa02cf:0xc40446deb336af45!8m2!3d30.2603828!4d-97.7042995!16s%2Fg%2F1yj4k3914!19sChIJzwKq2Qu1RIYRRa82s95GBMQ","Economy Plumbing Services, LLC",4.6,584,Plumber,"701 Tillery St, Austin, TX 78702, United States","776W+57 Austin, Texas, USA",https://www.plumbersthatcare.com/?utm_campaign=gmb,+1 512-580-7829,Closed ⋅ Opens 7:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPdF_q3PUf1k6yEtpNvk57Pjqmt4emezwbSWbZj=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:10:25.684Z,,,
https://www.google.com/maps/place/Clarke+Kent+Plumbing/data=!4m7!3m6!1s0x8644b4ca6deb90b7:0x3509cae37afc8821!8m2!3d30.228483!4d-97.7812406!16s%2Fg%2F1tfp2vlp!19sChIJt5Drbcq0RIYRIYj8euPKCTU,Clarke Kent Plumbing,4.5,508,Plumber,"1408 W Ben White Blvd, Austin, TX 78704, United States","66H9+9G Austin, Texas, USA",https://www.clarkekentplumbing.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website,+1 512-477-2200,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzo_ErqoxK8mk0NfoeBtixbut_5cmfLGOMce8mXqdp5esBeQvJ6otXXMRMf92wHq3FM8A0WBvUFM9-RYIUh5IpPHg0eKnvXBR3j30CQdQ98aL2mj5mP6R29jdfcPOZMlP7nTWq=w408-h374-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:10:31.399Z,,,
https://www.google.com/maps/place/Magic+Plumbing+ATX/data=!4m7!3m6!1s0xafbc76bbe00a338d:0x67d35163b0270638!8m2!3d30.2481873!4d-97.7721261!16s%2Fg%2F11wp99lzwy!19sChIJjTMK4Lt2vK8ROAYnsGNR02c,Magic Plumbing ATX,4.9,73,Plumber,"2122 Oxford Ave, Austin, TX 78704, United States","66XH+74 Austin, Texas, USA",https://www.magicplumbingatx.com/,+1 512-228-9421,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNF2kMkPMD98lxWwAHInpCJHQa_EqwXKMBGweDi=w408-h724-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:10:36.982Z,,,
"https://www.google.com/maps/place/Radiant+Plumbing,+Air+Conditioning,+%26+Electrical/data=!4m7!3m6!1s0x8644b57df8a2a581:0x268500e22537ee48!8m2!3d30.3195055!4d-97.710867!16s%2Fg%2F1hc19vxs8!19sChIJgaWi-H21RIYRSO43JeIAhSY","Radiant Plumbing, Air Conditioning, & Electrical",4.8,15765,HVAC contractor,"901 Reinli St, Austin, TX 78751, United States","879Q+RM Austin, Texas, USA",https://radiantplumbing.com/austin/?utm_source=google&utm_medium=businesslisting&utm_campaign=atx-brand_gmb_1023&utm_content=atx-brand,+1 512-690-4935,,,https://lh3.googleusercontent.com/p/AF1QipMCEnB8akp5BdQcx4CfrUwd1bu_QAHV3lT_A8Bc=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:10:41.957Z,,,
https://www.google.com/maps/place/Champion+AC+%26+Plumbing/data=!4m7!3m6!1s0x865b4946491bac9d:0xd4787ff8ad216252!8m2!3d30.2554164!4d-97.6811797!16s%2Fg%2F1q6bkbv12!19sChIJnawbSUZJW4YRUmIhrfh_eNQ,Champion AC & Plumbing,4.8,3016,Air conditioning repair service,"1106 Smith Rd Suite 102, Austin, TX 78721, United States","7849+5G Austin, Texas, USA",https://www.championacaustin.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*60*champion-ac-austin,+1 512-595-3473,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPiAXDXiDz2CoG5zW7Zi_zEA3MULI5trLwzLmN9=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:10:47.036Z,,,
https://www.google.com/maps/place/Express+Plumbing/data=!4m7!3m6!1s0x8644b50a937e2ecf:0x635b5633c83ce6a5!8m2!3d30.2741074!4d-97.7428798!16s%2Fg%2F1tghdjdc!19sChIJzy5-kwq1RIYRpeY8yDNWW2M,Express Plumbing,5.0,13,Plumber,"1122 Colorado St #1991, Austin, TX 78701, United States","77F4+JR Austin, Texas, USA",,+1 737-315-5870,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7sDCy_pi4cPnCVoXO2uf5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.93765&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:10:52.577Z,,,
https://www.google.com/maps/place/1st+Home+%26+Commercial+Services/data=!4m7!3m6!1s0x865b4cc6736905cd:0x64c5edec8aa274a4!8m2!3d30.1746506!4d-97.7968612!16s%2Fg%2F1tfzxxl2!19sChIJzQVpc8ZMW4YRpHSiiuztxWQ,1st Home & Commercial Services,4.8,785,Plumber,"630 Ralph Ablanedo Dr Bldg 1, Austin, TX 78748, United States","56F3+V7 Austin, Texas, USA",https://www.1sthomeandcommercialservices.com/,+1 512-282-7787,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMR_CidBQb4kddwNKTiOf619lYOnHHioWCOw5hX=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:10:58.251Z,,,
https://www.google.com/maps/place/We+Plumb+LLC/data=!4m7!3m6!1s0xacaaa77f59cdc4df:0xf7cf3210193140e4!8m2!3d30.296114!4d-97.7300204!16s%2Fg%2F11vb1r7rlr!19sChIJ38TNWX-nqqwR5EAxGRAyz_c,We Plumb LLC,4.9,150,Plumber,,,https://weplumbatx.com/,+1 737-297-5863,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNFRcllhvwQM6pwJyL8NMWs8kvCQKD9hq1amzbx=w517-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:11:03.231Z,,,
"https://www.google.com/maps/place/Drain+Elite+Plumbing+Services+-+Austin,+Texas/data=!4m7!3m6!1s0xa7c151c20fe4d385:0xb6fa4f6abcc0318c!8m2!3d30.3582525!4d-97.7300204!16s%2Fg%2F11thk4mwbv!19sChIJhdPkD8JRwacRjDHAvGpP-rY","Drain Elite Plumbing Services - Austin, Texas",5.0,15,Plumber,,,,+1 737-397-3522,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOFeIv3BrUbE1mwVpQrJup2p60wdWgX7lkIOxlF=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:11:08.082Z,,,
https://www.google.com/maps/place/Chase+LLC/data=!4m7!3m6!1s0x8644b5739e6169c1:0xfb07a781dfcd3d61!8m2!3d30.2677416!4d-97.7426039!16s%2Fg%2F11jw_hrw45!19sChIJwWlhnnO1RIYRYT3N34GnB_s,Chase LLC,4.7,99,Plumber,"515 Congress Ave. #5700, Austin, TX 78701, United States","7794+3X Austin, Texas, USA",https://www.chase.com/,+1 512-890-2933,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwdjD3FadmU2-uQMEEUgf_GUWT-mItal6b5wE4mObXqSM80DB-WcGic4K6MWGGiWytexdWpB7opy3ANxPBD0seoVF64GSRK9h-yEKWHz-31FdHQdovvSChnIqLOQcJ9kNOqk2uw_HAFB8g=w428-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-11-11T03:11:13.078Z,,,
